,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
115368,PA,16540,"Chambersburg-Waynesboro, PA",39-0000,Personal Care and Service Occupations,major,1570,8.5,27.32,0.85,11.85,24650,3.2,8.09,9.03,10.77,13.38,17.25,16830,18780,22400,27830,35890,,
115379,PA,16540,"Chambersburg-Waynesboro, PA",41-0000,Sales and Related Occupations,major,5450,7.7,94.936,0.92,15.82,32900,4,8.11,9.07,11.66,19.29,28.79,16860,18860,24260,40130,59890,,
115392,PA,16540,"Chambersburg-Waynesboro, PA",43-0000,Office and Administrative Support Occupations,major,8010,3.4,139.718,0.89,16.8,34940,1.9,9.27,11.92,15.38,20.19,26.53,19280,24800,31980,41990,55180,,
115420,PA,16540,"Chambersburg-Waynesboro, PA",45-0000,"Farming, Fishing, and Forestry Occupations",major,110,25,2,0.61,13.37,27800,6.2,9.6,10.43,11.72,15.28,21,19970,21700,24380,31780,43680,,
115422,PA,16540,"Chambersburg-Waynesboro, PA",47-0000,Construction and Extraction Occupations,major,1800,7.2,31.437,0.79,19.93,41450,3.1,12.28,14.81,18.68,24.14,29.49,25530,30810,38850,50210,61330,,
115433,PA,16540,"Chambersburg-Waynesboro, PA",49-0000,"Installation, Maintenance, and Repair Occupations",major,2910,6,50.744,1.31,21.73,45190,4.2,12.91,16.31,21.9,26.67,30.12,26850,33920,45550,55470,62650,,
115448,PA,16540,"Chambersburg-Waynesboro, PA",51-0000,Production Occupations,major,5860,10.8,102.205,1.58,18.2,37860,2.3,11.25,14.16,17.61,21.95,25.3,23400,29440,36630,45650,52630,,
115480,PA,16540,"Chambersburg-Waynesboro, PA",53-0000,Transportation and Material Moving Occupations,major,8750,4.4,152.598,2.2,17.28,35950,2.7,10.23,12.87,16.89,20.47,23.88,21290,26780,35140,42570,49670,,
115496,PA,20700,"East Stroudsburg, PA",11-0000,Management Occupations,major,1320,6.5,24.199,0.48,47.2,98170,3.2,20.02,28.99,41.62,58.7,78.82,41640,60310,86570,122090,163940,,
115507,PA,20700,"East Stroudsburg, PA",13-0000,Business and Financial Operations Occupations,major,1440,5.8,26.45,0.51,35.37,73580,10.2,16.85,22.71,31.03,39.4,51.98,35050,47240,64550,81960,108120,,
115519,PA,20700,"East Stroudsburg, PA",15-0000,Computer and Mathematical Occupations,major,610,25.9,11.24,0.38,27.82,57860,3.9,16.5,20.86,25.28,34.33,40.22,34320,43390,52580,71400,83660,,
115525,PA,20700,"East Stroudsburg, PA",17-0000,Architecture and Engineering Occupations,major,1240,41.7,22.806,1.28,37.27,77520,2,21.81,26.99,34.33,47.35,58.98,45360,56130,71400,98480,122680,,
115531,PA,20700,"East Stroudsburg, PA",19-0000,"Life, Physical, and Social Science Occupations",major,230,33.5,4.138,0.5,30.42,63270,6.4,15.91,18.81,26.12,35.52,47.57,33100,39120,54330,73890,98950,,
115534,PA,20700,"East Stroudsburg, PA",21-0000,Community and Social Service Occupations,major,620,16,11.309,0.79,20.81,43280,3.3,11.92,14.71,19,25.86,32.38,24790,30590,39520,53790,67350,,
115540,PA,20700,"East Stroudsburg, PA",23-0000,Legal Occupations,major,180,21.6,3.334,0.44,33.32,69300,5.2,15.94,18.45,30.64,36.24,69.72,33150,38370,63730,75370,145020,,
115543,PA,20700,"East Stroudsburg, PA",25-0000,"Education, Training, and Library Occupations",major,4000,11,73.392,1.19,26.81,55770,7,10.12,14.33,27.03,36.5,45.09,21040,29810,56230,75910,93780,,
115558,PA,20700,"East Stroudsburg, PA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,330,18.8,5.966,0.44,17.94,37310,9.3,8.13,9.24,16.56,24.07,30.71,16910,19210,34440,50060,63880,,
115562,PA,20700,"East Stroudsburg, PA",29-0000,Healthcare Practitioners and Technical Occupations,major,2680,5.7,49.163,0.83,35.88,74620,6.7,12.95,20.27,30.36,39.08,60.48,26930,42170,63140,81280,125790,,
115578,PA,20700,"East Stroudsburg, PA",31-0000,Healthcare Support Occupations,major,1410,14.3,25.881,0.9,13.68,28450,2.4,9.65,10.91,13,15.47,18.67,20080,22700,27040,32170,38830,,
115586,PA,20700,"East Stroudsburg, PA",33-0000,Protective Service Occupations,major,1420,10.9,26.078,1.08,21.01,43700,11.3,8.93,10.9,14.57,24.79,41.02,18560,22680,30300,51550,85330,,
115593,PA,20700,"East Stroudsburg, PA",35-0000,Food Preparation and Serving Related Occupations,major,6910,3.6,126.827,1.37,10.34,21510,1.7,7.88,8.44,9.39,11.46,14.32,16390,17560,19520,23850,29790,,
115609,PA,20700,"East Stroudsburg, PA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2420,8.2,44.346,1.41,12.58,26160,3.1,8.33,9.51,11.33,14.87,18.66,17320,19780,23560,30930,38810,,
115615,PA,20700,"East Stroudsburg, PA",39-0000,Personal Care and Service Occupations,major,2590,5,47.551,1.48,11.41,23730,1.9,7.96,8.69,10.11,12.08,16.51,16550,18080,21020,25130,34340,,
115626,PA,20700,"East Stroudsburg, PA",41-0000,Sales and Related Occupations,major,7400,5.6,135.743,1.31,14.92,31030,4.2,8.08,8.93,11.1,16.42,24.63,16810,18560,23090,34160,51220,,
115639,PA,20700,"East Stroudsburg, PA",43-0000,Office and Administrative Support Occupations,major,8490,3.7,155.876,0.99,15.76,32790,2.9,8.97,10.87,14.1,19.01,25.38,18660,22600,29330,39540,52780,,
115670,PA,20700,"East Stroudsburg, PA",45-0000,"Farming, Fishing, and Forestry Occupations",major,**,**,**,**,13.33,27720,2.7,7.75,8.3,9.23,17.65,23.64,16110,17270,19190,36710,49160,,
115671,PA,20700,"East Stroudsburg, PA",47-0000,Construction and Extraction Occupations,major,1480,7.2,27.19,0.68,21.55,44830,2.9,13.65,16.75,20.99,24.65,29.96,28390,34830,43650,51280,62320,,
115682,PA,20700,"East Stroudsburg, PA",49-0000,"Installation, Maintenance, and Repair Occupations",major,3230,4.9,59.342,1.53,21.55,44810,4.9,12.58,16.47,22.8,26.16,28.76,26170,34250,47430,54420,59830,,
115697,PA,20700,"East Stroudsburg, PA",51-0000,Production Occupations,major,2810,31,51.598,0.8,17.86,37150,2.5,10.94,13.58,17.04,21.67,25.79,22760,28250,35450,45070,53650,,
115710,PA,20700,"East Stroudsburg, PA",53-0000,Transportation and Material Moving Occupations,major,3650,10.4,66.95,0.97,16.03,33340,2.8,8.91,12.11,15.51,19.93,23.35,18520,25190,32260,41450,48570,,
115724,PA,21500,"Erie, PA",11-0000,Management Occupations,major,4060,3.8,32.196,0.64,49.93,103860,2.9,20.48,28.58,42.2,59.88,92.23,42600,59440,87770,124560,191840,,
115747,PA,21500,"Erie, PA",13-0000,Business and Financial Operations Occupations,major,4210,3.4,33.426,0.64,28.67,59640,1.9,15.09,19.68,26.7,35.83,46.02,31390,40930,55540,74520,95720,,
115769,PA,21500,"Erie, PA",15-0000,Computer and Mathematical Occupations,major,1490,3.6,11.812,0.4,32.05,66670,4.8,17.63,22.72,30,40.06,49.12,36660,47260,62410,83310,102170,,
115778,PA,21500,"Erie, PA",17-0000,Architecture and Engineering Occupations,major,1650,9.8,13.102,0.74,31.92,66380,4.3,18.23,24.06,30.12,38.19,48.92,37930,50050,62650,79420,101760,,
115792,PA,21500,"Erie, PA",19-0000,"Life, Physical, and Social Science Occupations",major,420,13.7,3.356,0.41,34.8,72380,21.1,15.74,20.21,25.73,34.46,54.38,32750,42030,53520,71680,113100,,
115796,PA,21500,"Erie, PA",21-0000,Community and Social Service Occupations,major,2810,6.3,22.343,1.55,19.09,39700,2.8,12.54,14.72,17.65,22.57,28.93,26090,30620,36710,46940,60180,,
115809,PA,21500,"Erie, PA",23-0000,Legal Occupations,major,380,21,3.043,0.4,39.07,81270,9,16.39,22.06,29.71,45.72,76.19,34100,45880,61790,95100,158470,,
115812,PA,21500,"Erie, PA",25-0000,"Education, Training, and Library Occupations",major,8470,5.9,67.21,1.09,22.87,47580,4.9,9.67,13.8,21.06,29.47,37.51,20110,28710,43800,61300,78020,,
115841,PA,21500,"Erie, PA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1210,14.2,9.586,0.71,19.32,40180,5.7,8.4,10.5,16.88,25.82,32.97,17470,21840,35110,53710,68580,,
115853,PA,21500,"Erie, PA",29-0000,Healthcare Practitioners and Technical Occupations,major,8590,3,68.22,1.15,34.01,70750,4,14.37,19.24,26.23,35.72,56.65,29890,40020,54570,74300,117820,,
115881,PA,21500,"Erie, PA",31-0000,Healthcare Support Occupations,major,4480,5.2,35.542,1.23,13.23,27520,2.4,9.11,10.44,12.39,14.84,18.42,18950,21720,25770,30860,38300,,
115895,PA,21500,"Erie, PA",33-0000,Protective Service Occupations,major,2690,10,21.35,0.89,21.89,45530,10,8.59,10.67,18.77,32.27,39.37,17880,22180,39050,67120,81880,,
115907,PA,21500,"Erie, PA",35-0000,Food Preparation and Serving Related Occupations,major,13230,1.8,105.025,1.14,9.82,20430,1.6,7.81,8.27,9.02,10.38,13.09,16250,17200,18770,21580,27240,,
115923,PA,21500,"Erie, PA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4010,4.5,31.835,1.01,11.11,23120,2.9,7.92,8.58,9.82,12.92,16.85,16480,17840,20430,26870,35050,,
115929,PA,21500,"Erie, PA",39-0000,Personal Care and Service Occupations,major,6740,5.8,53.52,1.66,11.37,23660,2.1,8.09,8.98,10.56,12.3,16.06,16840,18690,21970,25590,33390,,
115944,PA,21500,"Erie, PA",41-0000,Sales and Related Occupations,major,12630,3.2,100.268,0.97,16.05,33390,4,8.06,8.86,11.12,18.32,29.68,16770,18420,23130,38110,61720,,
115962,PA,21500,"Erie, PA",43-0000,Office and Administrative Support Occupations,major,19250,2.2,152.798,0.97,15.86,32990,1.3,8.89,11.06,14.56,19.14,25,18490,23010,30280,39800,51990,,
116004,PA,21500,"Erie, PA",45-0000,"Farming, Fishing, and Forestry Occupations",major,60,21.2,0.468,0.14,15.77,32800,14.2,8.64,10.7,14.51,18.84,24.89,17970,22250,30190,39180,51770,,
116005,PA,21500,"Erie, PA",47-0000,Construction and Extraction Occupations,major,3630,6,28.827,0.72,21.48,44680,2.9,11.15,14.52,19.81,27.3,35.17,23200,30200,41210,56770,73150,,
116026,PA,21500,"Erie, PA",49-0000,"Installation, Maintenance, and Repair Occupations",major,4350,4.3,34.506,0.89,19.1,39730,2,10.71,13.48,17.85,23.62,29.94,22280,28040,37140,49130,62280,,
116046,PA,21500,"Erie, PA",51-0000,Production Occupations,major,14920,20,118.434,1.83,17.03,35410,1.8,9.84,12.34,16.17,20.53,25.35,20470,25670,33620,42710,52730,,
116096,PA,21500,"Erie, PA",53-0000,Transportation and Material Moving Occupations,major,6690,7.4,53.134,0.77,15.14,31500,3.6,8.33,9.74,13.8,18.61,24.25,17330,20270,28710,38710,50440,,
116113,PA,23900,"Gettysburg, PA",11-0000,Management Occupations,major,990,5.1,30.718,0.61,47.48,98760,3.9,20.41,28.8,38.99,57.32,80.18,42440,59900,81090,119220,166780,,
116123,PA,23900,"Gettysburg, PA",13-0000,Business and Financial Operations Occupations,major,830,9.3,25.589,0.49,31.89,66320,4,16.96,22.34,29.09,37.95,48.89,35280,46470,60510,78940,101690,,
116130,PA,23900,"Gettysburg, PA",15-0000,Computer and Mathematical Occupations,major,290,5.3,8.9,0.3,37.19,77360,10.4,12.14,20.7,30.8,42.23,60.73,25240,43060,64070,87830,126320,,
116134,PA,23900,"Gettysburg, PA",17-0000,Architecture and Engineering Occupations,major,240,6.8,7.56,0.42,35,72790,8.3,18.47,21.96,29.29,38.95,51.68,38420,45680,60930,81010,107500,,
116137,PA,23900,"Gettysburg, PA",19-0000,"Life, Physical, and Social Science Occupations",major,140,19.3,4.212,0.51,26.31,54720,10.8,15.58,17.83,22.05,31.08,38.53,32400,37090,45860,64660,80140,,
116139,PA,23900,"Gettysburg, PA",21-0000,Community and Social Service Occupations,major,520,10.7,15.957,1.11,20.78,43220,3.5,11.58,14.64,19.75,25.87,31.63,24090,30450,41080,53810,65790,,
116147,PA,23900,"Gettysburg, PA",23-0000,Legal Occupations,major,60,33.8,1.726,0.23,33.86,70430,4.9,19.84,22.28,30.65,38.68,68.05,41280,46340,63760,80440,141550,,
116148,PA,23900,"Gettysburg, PA",25-0000,"Education, Training, and Library Occupations",major,2240,11.5,69.228,1.13,24.04,50010,9.1,11.47,13.58,22.71,33.22,38.97,23850,28240,47240,69090,81050,,
116158,PA,23900,"Gettysburg, PA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,330,12.8,10.342,0.76,23.08,48020,7.7,8.94,12.48,20.02,32.5,38.88,18590,25950,41630,67600,80870,,
116162,PA,23900,"Gettysburg, PA",29-0000,Healthcare Practitioners and Technical Occupations,major,1490,22.4,45.986,0.78,32.38,67350,4.8,13.69,18.56,27.56,37.03,55.33,28470,38600,57330,77020,115080,,
116173,PA,23900,"Gettysburg, PA",31-0000,Healthcare Support Occupations,major,980,12,30.134,1.05,14.78,30740,3.2,9.94,11.5,13.91,16.84,19.44,20680,23920,28930,35030,40440,,
116179,PA,23900,"Gettysburg, PA",33-0000,Protective Service Occupations,major,560,4.6,17.198,0.71,24.04,50010,10.7,9.35,12.67,20.4,36.03,40.29,19450,26360,42430,74940,83800,,
116184,PA,23900,"Gettysburg, PA",35-0000,Food Preparation and Serving Related Occupations,major,4210,12.8,129.861,1.4,10.25,21310,1.6,7.83,8.36,9.23,11.19,14.35,16300,17380,19190,23270,29860,,
116198,PA,23900,"Gettysburg, PA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1210,7,37.416,1.19,12.2,25380,2.5,8.18,9.22,11.04,14.05,18.02,17010,19170,22960,29220,37490,,
116204,PA,23900,"Gettysburg, PA",39-0000,Personal Care and Service Occupations,major,1060,9.3,32.688,1.02,12,24960,3,8.12,9.09,11.07,14.04,17.48,16880,18920,23020,29200,36360,,
116213,PA,23900,"Gettysburg, PA",41-0000,Sales and Related Occupations,major,2660,6.4,82.164,0.79,16.69,34720,5.7,8.03,8.84,10.81,17.81,29.71,16710,18380,22480,37050,61800,,
116222,PA,23900,"Gettysburg, PA",43-0000,Office and Administrative Support Occupations,major,4650,4.5,143.465,0.91,16.45,34210,2.2,9.06,11.41,15.02,19.14,24.56,18840,23740,31250,39810,51080,,
116241,PA,23900,"Gettysburg, PA",45-0000,"Farming, Fishing, and Forestry Occupations",major,150,39.8,4.638,1.4,14.77,30730,11.2,9.52,10.34,11.67,17.4,27.97,19800,21500,24270,36200,58190,,
116242,PA,23900,"Gettysburg, PA",47-0000,Construction and Extraction Occupations,major,1190,6.4,36.752,0.92,21.94,45630,3.2,13.7,17.03,21.15,26.31,31.03,28490,35420,43990,54730,64540,,
116250,PA,23900,"Gettysburg, PA",49-0000,"Installation, Maintenance, and Repair Occupations",major,1470,8.5,45.393,1.17,19.78,41150,2.1,11.08,14.91,18.97,23.93,29.5,23050,31010,39470,49780,61350,,
116259,PA,23900,"Gettysburg, PA",51-0000,Production Occupations,major,4280,8.2,132.261,2.04,16.93,35220,1.9,9.83,12.47,16.27,20.56,24.43,20440,25930,33850,42770,50810,,
116283,PA,23900,"Gettysburg, PA",53-0000,Transportation and Material Moving Occupations,major,2840,7.7,87.819,1.27,16.3,33910,2.5,10.09,12.39,15.66,18.74,23.41,20990,25780,32560,38970,48700,,
116296,PA,25420,"Harrisburg-Carlisle, PA",11-0000,Management Occupations,major,13830,4,43.349,0.86,52.77,109750,1.5,24.54,34.34,46.84,62.14,85.91,51040,71420,97430,129250,178690,,
116328,PA,25420,"Harrisburg-Carlisle, PA",13-0000,Business and Financial Operations Occupations,major,20840,2.8,65.291,1.26,31.58,65680,1.6,18.95,23.47,29.2,37.29,46.6,39420,48810,60730,77560,96920,,
116358,PA,25420,"Harrisburg-Carlisle, PA",15-0000,Computer and Mathematical Occupations,major,12390,4.2,38.813,1.31,35.92,74720,1.4,20.86,26.77,34.86,44.12,52.58,43400,55680,72500,91770,109370,,
116374,PA,25420,"Harrisburg-Carlisle, PA",17-0000,Architecture and Engineering Occupations,major,4530,6.6,14.186,0.8,34.99,72780,1.8,20.23,26.39,33.25,42.44,50.83,42080,54890,69160,88260,105720,,
116396,PA,25420,"Harrisburg-Carlisle, PA",19-0000,"Life, Physical, and Social Science Occupations",major,2070,5,6.471,0.79,31.76,66070,2.7,18.5,23.81,29.7,37.67,47.03,38480,49530,61780,78360,97830,,
116415,PA,25420,"Harrisburg-Carlisle, PA",21-0000,Community and Social Service Occupations,major,5750,5,18.016,1.25,22.21,46190,3.6,12.5,15.23,21.01,27.7,33.9,26000,31690,43710,57610,70520,,
116433,PA,25420,"Harrisburg-Carlisle, PA",23-0000,Legal Occupations,major,3230,7.6,10.11,1.32,51.84,107830,8.4,18.84,26.7,42.64,64.65,97.3,39180,55530,88700,134460,202390,,
116440,PA,25420,"Harrisburg-Carlisle, PA",25-0000,"Education, Training, and Library Occupations",major,17040,7.2,53.407,0.87,25.3,52620,4,10.65,14.63,24.83,32.82,41.01,22160,30430,51650,68270,85310,,
116481,PA,25420,"Harrisburg-Carlisle, PA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3550,7.2,11.137,0.82,23.39,48660,3.1,10.63,15.24,21.02,29.2,37.16,22110,31690,43720,60740,77300,,
116502,PA,25420,"Harrisburg-Carlisle, PA",29-0000,Healthcare Practitioners and Technical Occupations,major,20100,5.4,62.995,1.06,37.52,78050,5.4,15.99,23.62,30.03,40.97,63.12,33250,49120,62460,85220,131290,,
116545,PA,25420,"Harrisburg-Carlisle, PA",31-0000,Healthcare Support Occupations,major,9010,6.3,28.233,0.98,14.8,30780,2,9.73,11.56,14.12,17.28,20.59,20230,24040,29370,35950,42830,,
116561,PA,25420,"Harrisburg-Carlisle, PA",33-0000,Protective Service Occupations,major,7190,5.6,22.542,0.93,21.59,44910,7,9.94,12.32,17.34,28.7,39.91,20670,25620,36060,59690,83010,,
116575,PA,25420,"Harrisburg-Carlisle, PA",35-0000,Food Preparation and Serving Related Occupations,major,25800,4.1,80.848,0.87,10.62,22090,1.2,7.89,8.49,9.55,11.78,14.89,16400,17660,19860,24510,30970,,
116591,PA,25420,"Harrisburg-Carlisle, PA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,8690,7.7,27.22,0.86,12.14,25250,2,8.16,9.17,11.23,14.24,17.77,16970,19080,23360,29620,36960,,
116600,PA,25420,"Harrisburg-Carlisle, PA",39-0000,Personal Care and Service Occupations,major,10900,8.5,34.17,1.06,12.43,25860,2.9,8.19,9.31,11.11,14.18,18.85,17030,19360,23110,29490,39210,,
116620,PA,25420,"Harrisburg-Carlisle, PA",41-0000,Sales and Related Occupations,major,27740,3.1,86.914,0.84,18.5,38480,3.5,8.21,9.25,12.27,21.76,34.58,17070,19230,25520,45270,71920,,
116641,PA,25420,"Harrisburg-Carlisle, PA",43-0000,Office and Administrative Support Occupations,major,58240,2.4,182.497,1.16,17.86,37150,1.5,9.91,12.95,16.74,21.71,27.31,20620,26930,34820,45150,56800,,
116691,PA,25420,"Harrisburg-Carlisle, PA",45-0000,"Farming, Fishing, and Forestry Occupations",major,170,26.8,0.537,0.16,17.31,36010,4.8,8.5,10.62,16.26,22.73,29.42,17680,22080,33810,47270,61180,,
116694,PA,25420,"Harrisburg-Carlisle, PA",47-0000,Construction and Extraction Occupations,major,8390,4.1,26.303,0.66,22.57,46940,1.8,13.6,16.76,21.35,27.33,32.92,28280,34860,44410,56840,68470,,
116720,PA,25420,"Harrisburg-Carlisle, PA",49-0000,"Installation, Maintenance, and Repair Occupations",major,11820,3,37.048,0.95,21.34,44390,1.6,11.83,15.59,20.18,25.94,31.72,24600,32430,41970,53960,65980,,
116749,PA,25420,"Harrisburg-Carlisle, PA",51-0000,Production Occupations,major,15600,5.6,48.896,0.75,17.07,35500,1.8,9.94,12.37,16.19,20.71,24.85,20680,25730,33680,43080,51680,,
116800,PA,25420,"Harrisburg-Carlisle, PA",53-0000,Transportation and Material Moving Occupations,major,32240,4.7,101.019,1.46,17.17,35700,2,9.56,11.92,15.52,21.55,27.32,19880,24790,32290,44830,56820,,
116821,PA,27780,"Johnstown, PA",11-0000,Management Occupations,major,1730,7.2,32.038,0.63,44.27,92070,3.6,16.45,27.57,37.72,53.16,76.33,34220,57350,78460,110560,158770,,
116836,PA,27780,"Johnstown, PA",13-0000,Business and Financial Operations Occupations,major,1800,5.8,33.387,0.64,29.55,61470,5,13.69,18.37,25.1,34.29,47.07,28460,38220,52220,71320,97900,,
116851,PA,27780,"Johnstown, PA",15-0000,Computer and Mathematical Occupations,major,760,7,14.166,0.48,28.73,59760,4.9,12.89,19.93,27.32,36.11,46.85,26800,41450,56820,75110,97450,,
116860,PA,27780,"Johnstown, PA",17-0000,Architecture and Engineering Occupations,major,800,9.4,14.878,0.84,32.1,66760,4.3,13.89,18.85,30,41.53,55.75,28890,39210,62400,86390,115970,,
116872,PA,27780,"Johnstown, PA",19-0000,"Life, Physical, and Social Science Occupations",major,220,5.5,4.002,0.49,28.31,58890,3.6,15.19,21.77,26.99,34.11,40.97,31600,45280,56130,70950,85210,,
116874,PA,27780,"Johnstown, PA",21-0000,Community and Social Service Occupations,major,1740,7,32.244,2.24,18.92,39360,1.7,12.71,14.96,17.55,22.12,27.59,26440,31130,36500,46020,57400,,
116883,PA,27780,"Johnstown, PA",23-0000,Legal Occupations,major,190,11.9,3.559,0.46,36.72,76380,7.6,14.75,18.99,26.28,37.39,74.5,30690,39500,54670,77770,154970,,
116885,PA,27780,"Johnstown, PA",25-0000,"Education, Training, and Library Occupations",major,3610,6.9,66.92,1.09,23.03,47910,2.7,10.02,13,22.59,30.16,38.05,20830,27030,46980,62720,79150,,
116903,PA,27780,"Johnstown, PA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,460,16.8,8.513,0.63,15.9,33070,7.5,8.1,9.1,13.25,21.12,27.91,16840,18930,27550,43920,58040,,
116906,PA,27780,"Johnstown, PA",29-0000,Healthcare Practitioners and Technical Occupations,major,4690,3.3,86.887,1.47,32.36,67310,4.4,13.28,17.99,27.16,36.19,51.51,27620,37420,56490,75280,107140,,
116928,PA,27780,"Johnstown, PA",31-0000,Healthcare Support Occupations,major,1910,10.2,35.321,1.23,13.57,28220,3.3,9.44,11.06,12.96,14.65,18.94,19630,23000,26960,30460,39390,,
116936,PA,27780,"Johnstown, PA",33-0000,Protective Service Occupations,major,1050,12.3,19.384,0.8,18.44,38350,6.2,8.99,12.27,16.24,23.09,29.13,18700,25530,33770,48030,60590,,
116941,PA,27780,"Johnstown, PA",35-0000,Food Preparation and Serving Related Occupations,major,5020,3.4,93.022,1.01,9.83,20450,1.6,7.81,8.28,9.07,10.67,13.57,16250,17230,18870,22200,28210,,
116956,PA,27780,"Johnstown, PA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1810,5.1,33.498,1.06,10.97,22820,3.3,7.82,8.41,9.48,12.6,16.74,16270,17500,19720,26210,34810,,
