,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
87855,NY,10580,"Albany-Schenectady-Troy, NY",31-0000,Healthcare Support Occupations,major,12120,6.2,26.817,0.94,15.02,31230,1.3,11.17,12.27,13.99,16.71,20.66,23230,25520,29110,34760,42970,2018
87871,NY,10580,"Albany-Schenectady-Troy, NY",33-0000,Protective Service Occupations,major,9880,3.5,21.877,0.92,26.33,54760,5.7,11.54,15.54,23.73,34.85,45.46,24000,32330,49350,72500,94550,2018
87890,NY,10580,"Albany-Schenectady-Troy, NY",35-0000,Food Preparation and Serving Related Occupations,major,36240,2,80.211,0.87,13.48,28050,1.3,10.41,10.92,11.88,14.37,18.79,21650,22710,24710,29880,39090,2018
87908,NY,10580,"Albany-Schenectady-Troy, NY",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,15120,3.2,33.473,1.1,14.66,30490,1.8,10.68,11.36,13.13,16.82,21.54,22210,23630,27300,34990,44810,2018
87916,NY,10580,"Albany-Schenectady-Troy, NY",39-0000,Personal Care and Service Occupations,major,17260,4.1,38.205,1.01,14.71,30590,2.2,10.42,11.1,12.51,16.71,21.81,21660,23080,26020,34760,45370,2018
87938,NY,10580,"Albany-Schenectady-Troy, NY",41-0000,Sales and Related Occupations,major,40070,2.6,88.69,0.88,19.96,41510,2.5,10.52,11.26,13.55,22.39,36.8,21890,23430,28180,46570,76540,2018
87956,NY,10580,"Albany-Schenectady-Troy, NY",43-0000,Office and Administrative Support Occupations,major,75240,1.5,166.54,1.1,20.02,41640,0.6,11.78,14.52,18.53,23.85,30.05,24490,30210,38540,49610,62510,2018
88008,NY,10580,"Albany-Schenectady-Troy, NY",45-0000,"Farming, Fishing, and Forestry Occupations",major,220,20.7,0.478,0.14,18.44,38360,6.1,10.9,11.89,14.8,22.26,33.8,22670,24740,30770,46300,70300,2018
88010,NY,10580,"Albany-Schenectady-Troy, NY",47-0000,Construction and Extraction Occupations,major,17640,3.8,39.042,0.95,26.52,55170,1.5,15.37,18.62,24.66,32.21,41.94,31970,38730,51290,66990,87240,2018
88039,NY,10580,"Albany-Schenectady-Troy, NY",49-0000,"Installation, Maintenance, and Repair Occupations",major,16590,3,36.73,0.94,24.55,51070,1.9,13.06,16.89,22.85,30.02,39.67,27160,35130,47530,62440,82520,2018
88069,NY,10580,"Albany-Schenectady-Troy, NY",51-0000,Production Occupations,major,16920,6.7,37.447,0.59,20.71,43080,1.9,11.51,14.26,19.18,25.16,31.36,23930,29660,39900,52340,65230,2018
88120,NY,10580,"Albany-Schenectady-Troy, NY",53-0000,Transportation and Material Moving Occupations,major,23640,3.4,52.318,0.74,18.27,38010,1.2,11.06,12.96,17.28,22.14,27,23010,26970,35950,46050,56150,2018
88144,NY,13780,"Binghamton, NY",11-0000,Management Occupations,major,3560,5.2,35.599,0.68,54.41,113170,3.3,25.45,34.78,47.1,66.99,92.55,52930,72340,97970,139340,192490,2018
88166,NY,13780,"Binghamton, NY",13-0000,Business and Financial Operations Occupations,major,3830,4.4,38.271,0.72,33.69,70070,3,18.09,23.53,30.82,39.99,52.15,37620,48930,64100,83170,108480,2018
88189,NY,13780,"Binghamton, NY",15-0000,Computer and Mathematical Occupations,major,2550,7.2,25.425,0.84,42.72,88860,5.2,21.41,28.1,39.06,55.3,70.75,44530,58460,81240,115030,147160,2018
88201,NY,13780,"Binghamton, NY",17-0000,Architecture and Engineering Occupations,major,2150,7.5,21.451,1.21,37.2,77370,4.5,17.67,24.89,34.42,47.32,62.05,36760,51780,71600,98420,129060,2018
88216,NY,13780,"Binghamton, NY",19-0000,"Life, Physical, and Social Science Occupations",major,590,4.2,5.932,0.73,29.25,60840,14.1,10.98,11.83,21.82,36.46,54.53,22830,24600,45380,75830,113420,2018
88220,NY,13780,"Binghamton, NY",21-0000,Community and Social Service Occupations,major,2510,13.6,25.114,1.67,21.93,45610,3.4,12.44,14.68,20.17,27.72,34.58,25880,30540,41960,57650,71920,2018
88235,NY,13780,"Binghamton, NY",23-0000,Legal Occupations,major,620,12.6,6.151,0.79,36.81,76570,5.8,16.43,20.73,31.43,45.69,72.86,34180,43110,65370,95040,151550,2018
88239,NY,13780,"Binghamton, NY",25-0000,"Education, Training, and Library Occupations",major,8880,7,88.72,1.46,26.92,56000,6.2,10.83,13.7,24.26,33.64,47.39,22530,28490,50450,69980,98570,2018
88264,NY,13780,"Binghamton, NY",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1110,8.2,11.107,0.82,21.97,45700,5.1,10.98,12.84,18.97,25.2,37.03,22840,26710,39460,52410,77020,2018
88276,NY,13780,"Binghamton, NY",29-0000,Healthcare Practitioners and Technical Occupations,major,7070,3.3,70.576,1.18,35.82,74500,2.9,16.28,22.78,29.71,39.94,57.88,33860,47390,61790,83080,120380,2018
88299,NY,13780,"Binghamton, NY",31-0000,Healthcare Support Occupations,major,3690,20.6,36.891,1.3,14.67,30520,2.9,10.74,11.65,13.45,15.64,20.68,22340,24240,27980,32530,43010,2018
88312,NY,13780,"Binghamton, NY",33-0000,Protective Service Occupations,major,2010,19.1,20.093,0.85,26.59,55300,6.4,10.41,13.84,24.66,36.52,45.75,21650,28780,51290,75970,95160,2018
88324,NY,13780,"Binghamton, NY",35-0000,Food Preparation and Serving Related Occupations,major,9850,4.1,98.392,1.06,12.78,26580,1.9,10.41,10.63,11.51,13.15,16.9,21640,22120,23950,27360,35150,2018
88339,NY,13780,"Binghamton, NY",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,3840,6,38.332,1.25,13.77,28650,2.6,10.41,10.93,11.96,15.4,19.24,21650,22740,24870,32030,40010,2018
88346,NY,13780,"Binghamton, NY",39-0000,Personal Care and Service Occupations,major,3660,5.1,36.516,0.97,14.58,30330,4.3,10.63,11.26,12.48,16.57,21.52,22120,23430,25950,34460,44770,2018
88359,NY,13780,"Binghamton, NY",41-0000,Sales and Related Occupations,major,9380,5.3,93.648,0.93,17.57,36550,3.5,10.41,11,12.31,18.84,30.39,21650,22890,25610,39180,63220,2018
88373,NY,13780,"Binghamton, NY",43-0000,Office and Administrative Support Occupations,major,14550,4.7,145.32,0.96,17.92,37280,1.2,11.29,13.12,16.26,21.2,27.56,23480,27280,33820,44100,57330,2018
88412,NY,13780,"Binghamton, NY",45-0000,"Farming, Fishing, and Forestry Occupations",major,80,20.9,0.776,0.23,16.59,34510,6.4,10.98,11.95,14.65,18.84,23.92,22840,24850,30470,39180,49760,2018
88413,NY,13780,"Binghamton, NY",47-0000,Construction and Extraction Occupations,major,3860,5.3,38.512,0.93,25.67,53400,3.3,12.54,16.83,22.64,31.28,43.79,26070,35010,47100,65060,91080,2018
88428,NY,13780,"Binghamton, NY",49-0000,"Installation, Maintenance, and Repair Occupations",major,3640,9.1,36.311,0.93,22.96,47760,3.6,12.11,15.3,20.8,28.42,38.64,25190,31830,43270,59120,80360,2018
88446,NY,13780,"Binghamton, NY",51-0000,Production Occupations,major,5650,8.8,56.481,0.9,17.33,36040,2.3,11.05,12.24,15.24,20.45,26.75,22990,25460,31700,42540,55640,2018
88475,NY,13780,"Binghamton, NY",53-0000,Transportation and Material Moving Occupations,major,7050,4,70.38,0.99,16.9,35160,2.1,10.7,11.88,15.2,19.45,25.71,22260,24710,31610,40460,53480,2018
88490,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",11-0000,Management Occupations,major,21980,2.6,39.889,0.76,58.57,121830,1.6,27.46,36.97,50.04,70.61,99.6,57110,76900,104090,146870,207160,2018
88521,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",13-0000,Business and Financial Operations Occupations,major,26160,2.7,47.467,0.89,33.89,70500,1.3,18.71,23.87,30.72,40.6,50.55,38920,49650,63900,84440,105150,2018
88550,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",15-0000,Computer and Mathematical Occupations,major,14640,6.6,26.564,0.88,37.28,77530,1.4,19.56,26.03,35.32,46.4,57.84,40690,54140,73470,96500,120310,2018
88565,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",17-0000,Architecture and Engineering Occupations,major,7410,5.2,13.444,0.76,37.4,77800,1.4,20.47,27.18,35.62,46.53,58.04,42580,56540,74090,96790,120720,2018
88589,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",19-0000,"Life, Physical, and Social Science Occupations",major,4740,3.2,8.598,1.06,29.74,61870,7,10.99,15.9,25.28,37.41,52.6,22860,33070,52580,77810,109400,2018
88607,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",21-0000,Community and Social Service Occupations,major,10780,3.2,19.566,1.3,22.95,47740,2.1,12.64,15.66,20.93,28.56,37.19,26300,32580,43540,59400,77360,2018
88624,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",23-0000,Legal Occupations,major,4970,7.4,9.026,1.16,42.16,87690,4,19.35,25.72,34.39,52.99,76.87,40240,53490,71530,110210,159890,2018
88632,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-0000,"Education, Training, and Library Occupations",major,39390,4.1,71.479,1.18,27.32,56830,3.9,11.34,14.62,24.47,36.99,46.8,23590,30410,50900,76940,97350,2018
88684,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5930,6.1,10.766,0.8,27.65,57510,3.6,11.73,14.9,22.15,30.76,46.18,24390,30990,46080,63980,96060,2018
88708,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",29-0000,Healthcare Practitioners and Technical Occupations,major,36220,4.8,65.716,1.1,38.43,79930,3.4,17.21,23.42,31.43,43.24,60.68,35790,48710,65370,89940,126210,2018
88757,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",31-0000,Healthcare Support Occupations,major,14400,5.1,26.126,0.92,15.77,32810,1.5,11.35,12.69,14.9,18.1,21.87,23610,26390,30990,37660,45490,2018
88773,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",33-0000,Protective Service Occupations,major,14890,4.5,27.016,1.14,23.26,48390,6.7,10.92,12.17,19.21,32.99,39.19,22710,25320,39950,68630,81510,2018
88790,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",35-0000,Food Preparation and Serving Related Occupations,major,54190,1.9,98.327,1.06,13.04,27130,1.2,10.41,10.85,11.74,13.92,17.71,21650,22560,24410,28960,36850,2018
88807,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,16590,3.4,30.098,0.99,14.94,31080,2.5,10.51,11.24,13.11,17.37,22.64,21860,23370,27260,36130,47080,2018
88815,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",39-0000,Personal Care and Service Occupations,major,25070,3.8,45.485,1.21,13.57,28220,1.7,10.48,11,11.92,14.64,18.97,21790,22890,24790,30440,39470,2018
88835,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",41-0000,Sales and Related Occupations,major,55400,3.1,100.535,1,19.01,39550,2.1,10.41,11.1,12.96,21.4,34.42,21650,23090,26970,44520,71590,2018
88855,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",43-0000,Office and Administrative Support Occupations,major,90220,1.9,163.705,1.09,18.78,39070,0.9,11.29,13.44,17.28,22.47,28.9,23480,27960,35950,46740,60110,2018
88904,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",45-0000,"Farming, Fishing, and Forestry Occupations",major,100,30.6,0.181,0.05,17.2,35780,4.1,10.59,11.42,14.07,20.93,29.84,22030,23750,29260,43530,62060,2018
88906,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",47-0000,Construction and Extraction Occupations,major,19630,2.6,35.613,0.86,25.14,52290,1.6,13.54,17.11,23.88,31.25,38.19,28160,35600,49670,65000,79440,2018
88937,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",49-0000,"Installation, Maintenance, and Repair Occupations",major,20710,3.2,37.581,0.97,23.5,48880,2.2,12.64,16.17,21.78,29.1,38.19,26290,33630,45310,60520,79440,2018
88970,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",51-0000,Production Occupations,major,35090,3.8,63.671,1.01,19.95,41500,1.7,11.47,13.67,18.2,24.28,30.95,23850,28430,37850,50500,64370,2018
89038,NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",53-0000,Transportation and Material Moving Occupations,major,32600,3.1,59.148,0.84,17.22,35820,1.5,10.74,11.76,15.18,20.9,25.98,22330,24460,31580,43460,54040,2018
89067,NY,21300,"Elmira, NY",11-0000,Management Occupations,major,1270,6.1,36.093,0.69,56.25,117000,2.9,26.43,37.21,48.08,64.25,96.61,54980,77390,100010,133640,200940,2018
89078,NY,21300,"Elmira, NY",13-0000,Business and Financial Operations Occupations,major,1050,10.3,29.827,0.56,33.32,69310,5.4,17.93,22.25,28.79,38.2,48.91,37290,46280,59870,79460,101740,2018
89091,NY,21300,"Elmira, NY",15-0000,Computer and Mathematical Occupations,major,380,18.5,10.704,0.35,31.42,65350,3.2,17.73,22.78,29.61,37.85,48.11,36880,47390,61590,78720,100080,2018
89096,NY,21300,"Elmira, NY",17-0000,Architecture and Engineering Occupations,major,490,9.3,14.021,0.79,33.97,70650,3,19.65,24.84,32.59,40.23,48.96,40880,51670,67780,83670,101830,2018
89102,NY,21300,"Elmira, NY",19-0000,"Life, Physical, and Social Science Occupations",major,80,23.5,2.159,0.27,32.8,68230,9.3,17.09,21.24,29.01,42.4,50.46,35540,44180,60340,88190,104950,2018
89103,NY,21300,"Elmira, NY",21-0000,Community and Social Service Occupations,major,880,10.2,25.138,1.68,24.81,51600,3.1,12.58,16.69,24.27,31.27,38.09,26160,34720,50490,65050,79240,2018
89113,NY,21300,"Elmira, NY",23-0000,Legal Occupations,major,140,9.5,3.964,0.51,50.65,105360,7.7,21.05,30,44.43,66.08,85.77,43780,62390,92400,137450,178400,2018
89115,NY,21300,"Elmira, NY",25-0000,"Education, Training, and Library Occupations",major,1810,29.1,51.688,0.85,28.12,58480,10.2,10.88,13.9,24.22,34.03,49.25,22630,28920,50380,70780,102450,2018
89122,NY,21300,"Elmira, NY",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,190,22.4,5.51,0.41,24.6,51170,5.7,11.03,12.82,18.54,34.03,43.1,22940,26660,38560,70790,89640,2018
89124,NY,21300,"Elmira, NY",29-0000,Healthcare Practitioners and Technical Occupations,major,2610,4.5,74.462,1.25,32.07,66700,2.5,15.34,22,29.74,36.55,48.43,31920,45760,61860,76010,100740,2018
89139,NY,21300,"Elmira, NY",31-0000,Healthcare Support Occupations,major,1000,11.6,28.566,1,16.12,33540,2.6,11.07,12.51,15.19,18.36,23.05,23030,26030,31580,38180,47940,2018
89143,NY,21300,"Elmira, NY",33-0000,Protective Service Occupations,major,1270,5.4,36.164,1.52,30.67,63800,4.4,19.91,26.22,31.83,36.12,38.84,41420,54550,66210,75140,80800,2018
89148,NY,21300,"Elmira, NY",35-0000,Food Preparation and Serving Related Occupations,major,3600,11.2,102.552,1.11,13.28,27630,3.1,10.41,10.94,11.94,14.72,18.14,21650,22750,24840,30620,37720,2018
89161,NY,21300,"Elmira, NY",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,890,9.2,25.492,0.83,13.56,28200,1.9,10.41,10.85,11.83,14.74,18.95,21650,22560,24610,30660,39410,2018
89165,NY,21300,"Elmira, NY",39-0000,Personal Care and Service Occupations,major,1400,11.7,39.863,1.06,14.04,29200,2.9,10.52,11.15,12.32,15.21,19.92,21870,23200,25620,31630,41430,2018
89173,NY,21300,"Elmira, NY",41-0000,Sales and Related Occupations,major,4090,8.7,116.784,1.16,16.73,34810,4.6,10.41,10.8,11.74,17.5,29.32,21650,22460,24430,36400,60990,2018
89185,NY,21300,"Elmira, NY",43-0000,Office and Administrative Support Occupations,major,5330,5.5,152.01,1.01,18.16,37770,1.6,11.16,12.93,16.53,21.95,28.29,23200,26890,34390,45660,58840,2018
89208,NY,21300,"Elmira, NY",47-0000,Construction and Extraction Occupations,major,1330,7.5,37.941,0.92,23.23,48310,2.9,12.68,16.48,22.24,28.57,34.53,26370,34280,46250,59430,71830,2018
89217,NY,21300,"Elmira, NY",49-0000,"Installation, Maintenance, and Repair Occupations",major,1740,6.7,49.666,1.28,22.32,46430,4.9,11.61,15.44,20.28,27.17,38.65,24150,32110,42190,56520,80400,2018
89228,NY,21300,"Elmira, NY",51-0000,Production Occupations,major,3100,8.5,88.411,1.4,20.63,42910,3.2,11.61,14.98,20,25.38,29.97,24140,31160,41600,52780,62330,2018
89249,NY,21300,"Elmira, NY",53-0000,Transportation and Material Moving Occupations,major,2410,10.7,68.592,0.97,16.67,34680,2.9,10.77,11.96,14.87,19.13,24.1,22410,24870,30930,39800,50120,2018
89260,NY,24020,"Glens Falls, NY",11-0000,Management Occupations,major,1960,5.2,37.127,0.71,50.62,105290,2.9,23.13,32.07,45.02,60.29,79.37,48120,66700,93630,125400,165100,2018
89273,NY,24020,"Glens Falls, NY",13-0000,Business and Financial Operations Occupations,major,1600,12.2,30.418,0.57,30.32,63070,2,16.8,21.25,27.92,36.42,47.76,34940,44210,58060,75750,99340,2018
89287,NY,24020,"Glens Falls, NY",15-0000,Computer and Mathematical Occupations,major,460,13.2,8.714,0.29,35.82,74510,6.1,17.86,22.39,31.4,43.59,57.43,37150,46570,65310,90680,119440,2018
89292,NY,24020,"Glens Falls, NY",17-0000,Architecture and Engineering Occupations,major,570,12.5,10.784,0.61,34.17,71070,2.2,18.6,24.86,33.48,42.31,50.93,38690,51710,69650,88010,105940,2018
89298,NY,24020,"Glens Falls, NY",19-0000,"Life, Physical, and Social Science Occupations",major,260,23.4,4.913,0.61,34.57,71910,10.9,15.63,19.79,32.49,47.31,57.52,32500,41160,67580,98390,119640,2018
89300,NY,24020,"Glens Falls, NY",21-0000,Community and Social Service Occupations,major,1210,13.1,22.941,1.53,21.21,44120,4.6,11.48,13.95,19.46,26.07,34.3,23880,29020,40480,54220,71350,2018
89313,NY,24020,"Glens Falls, NY",23-0000,Legal Occupations,major,240,14.2,4.513,0.58,46.05,95790,5.2,23.62,32.99,43.82,51.59,76.62,49120,68610,91140,107300,159370,2018
89316,NY,24020,"Glens Falls, NY",25-0000,"Education, Training, and Library Occupations",major,4010,9.9,76.03,1.25,25.33,52690,2.6,10.96,14.01,23.61,33.09,43.35,22800,29130,49120,68830,90160,2018
89333,NY,24020,"Glens Falls, NY",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,520,5.5,9.9,0.73,20.37,42380,7.6,11.36,13.05,16.26,21.69,32.14,23630,27140,33830,45100,66860,2018
89337,NY,24020,"Glens Falls, NY",29-0000,Healthcare Practitioners and Technical Occupations,major,3560,3.3,67.557,1.13,36.73,76400,3.8,15.1,20.36,29.02,38.49,63.48,31410,42340,60360,80050,132040,2018
89355,NY,24020,"Glens Falls, NY",31-0000,Healthcare Support Occupations,major,2880,39.9,54.624,1.92,14.15,29420,4.6,10.77,11.33,12.5,16.47,18.93,22400,23570,25990,34250,39380,2018
89361,NY,24020,"Glens Falls, NY",33-0000,Protective Service Occupations,major,1760,1.3,33.417,1.41,26.12,54320,6.4,12.39,18.26,26.39,34.06,38.27,25770,37990,54880,70850,79590,2018
89370,NY,24020,"Glens Falls, NY",35-0000,Food Preparation and Serving Related Occupations,major,5040,6.3,95.593,1.03,14.04,29200,2.6,10.41,11.04,12.31,15.31,19.74,21650,22970,25610,31840,41050,2018
89386,NY,24020,"Glens Falls, NY",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2000,7.7,37.871,1.24,14.82,30820,3.1,10.74,11.43,12.92,15.97,21.23,22340,23780,26880,33210,44160,2018
89392,NY,24020,"Glens Falls, NY",39-0000,Personal Care and Service Occupations,major,1980,10.3,37.622,1,13.75,28600,2.4,10.41,11.11,12.35,15,19.35,21650,23110,25680,31210,40260,2018
89399,NY,24020,"Glens Falls, NY",41-0000,Sales and Related Occupations,major,5480,5.1,104.011,1.04,17.84,37110,3.9,10.45,11.17,12.89,18.72,30.98,21740,23230,26810,38940,64440,2018
89412,NY,24020,"Glens Falls, NY",43-0000,Office and Administrative Support Occupations,major,7560,3.2,143.413,0.95,17.63,36680,1.2,11.22,12.99,16.13,20.61,26.66,23340,27030,33550,42860,55450,2018
89439,NY,24020,"Glens Falls, NY",45-0000,"Farming, Fishing, and Forestry Occupations",major,40,28.8,0.808,0.24,20.12,41840,9.8,11.52,13.99,18.03,27.68,30.44,23970,29100,37500,57580,63310,2018
89440,NY,24020,"Glens Falls, NY",47-0000,Construction and Extraction Occupations,major,2430,4.8,46.111,1.12,23.09,48020,2.6,13.41,16.69,21.33,28.13,36.81,27880,34710,44380,58500,76570,2018
89452,NY,24020,"Glens Falls, NY",49-0000,"Installation, Maintenance, and Repair Occupations",major,2820,7.4,53.577,1.38,22.67,47150,3.4,12.83,15.66,20.57,27.3,36.57,26690,32560,42790,56780,76070,2018
89468,NY,24020,"Glens Falls, NY",51-0000,Production Occupations,major,3690,13,70.08,1.11,18.8,39110,2.9,11.14,12.94,17.37,22.96,28.54,23170,26910,36130,47760,59370,2018
89487,NY,24020,"Glens Falls, NY",53-0000,Transportation and Material Moving Occupations,major,2630,7,49.979,0.71,16.79,34920,1.9,10.77,11.98,15.34,19.82,23.89,22400,24920,31900,41220,49690,2018
89501,NY,27060,"Ithaca, NY",11-0000,Management Occupations,major,2370,5.8,47.672,0.91,55.31,115040,5.4,24.14,33.53,46.22,66.08,97.71,50200,69740,96150,137440,203240,2018
89517,NY,27060,"Ithaca, NY",13-0000,Business and Financial Operations Occupations,major,1980,4.7,39.918,0.75,34.89,72580,3,20.09,25.99,32.27,40.15,52.51,41780,54060,67120,83510,109220,2018
89532,NY,27060,"Ithaca, NY",15-0000,Computer and Mathematical Occupations,major,1630,9.4,32.797,1.08,42.23,87830,2.2,25.05,31.22,40.19,51.97,62.27,52110,64940,83590,108100,129510,2018
89542,NY,27060,"Ithaca, NY",17-0000,Architecture and Engineering Occupations,major,760,12,15.239,0.86,41.26,85820,2.2,23.07,28.57,37.13,52.04,67.32,47990,59420,77230,108240,140010,2018
89549,NY,27060,"Ithaca, NY",19-0000,"Life, Physical, and Social Science Occupations",major,1700,7.2,34.163,4.22,31.81,66150,2.8,18.71,22.38,28.27,36.67,48.58,38920,46550,58810,76270,101050,2018
89555,NY,27060,"Ithaca, NY",21-0000,Community and Social Service Occupations,major,1460,11.8,29.308,1.95,26.66,55460,7.3,14.62,19.17,24.4,32.19,41.08,30410,39870,50760,66960,85440,2018
