,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
18268,MI,35660,"Niles-Benton Harbor, MI",39-0000,major,1840,39.8,32.345,1.2,11.31,23520,3,7.78,8.3,9.24,11.26,18.56,16190,17260,19230,23420,38610,2010
18279,MI,35660,"Niles-Benton Harbor, MI",41-0000,major,5740,5.8,100.758,0.953,14.51,30190,3.4,7.84,8.66,10.8,16.91,24.78,16310,18000,22470,35170,51530,2010
18293,MI,35660,"Niles-Benton Harbor, MI",43-0000,major,8900,5.8,156.147,0.923,15,31200,1.8,9.13,11.21,14.15,17.92,22.33,18990,23320,29440,37270,46440,2010
18323,MI,35660,"Niles-Benton Harbor, MI",47-0000,major,1460,6.3,25.634,0.642,19.34,40240,2.7,11.32,14.12,18.69,23.45,28.73,23540,29380,38880,48780,59750,2010
18333,MI,35660,"Niles-Benton Harbor, MI",49-0000,major,2140,8.9,37.6,0.97,19.59,40750,3.4,10.24,13.81,18.64,23.9,30.25,21300,28720,38770,49710,62920,2010
18343,MI,35660,"Niles-Benton Harbor, MI",51-0000,major,6020,5.2,105.539,1.629,15.83,32920,2.4,8.77,10.52,14.73,19.14,24.89,18230,21880,30650,39810,51760,2010
18372,MI,35660,"Niles-Benton Harbor, MI",53-0000,major,3740,16,65.596,0.975,13.01,27060,2.8,8.14,9.22,11.88,14.7,19.2,16920,19180,24710,30570,39930,2010
18385,MI,40980,"Saginaw-Saginaw Township North, MI",11-0000,major,2770,4.4,34.459,0.727,44.63,92830,3.7,19.16,28.52,39.67,52.8,74.35,39850,59320,82500,109820,154660,2010
18403,MI,40980,"Saginaw-Saginaw Township North, MI",13-0000,major,2500,5.7,31.026,0.647,27.75,57710,2.2,15.62,20.36,26.27,33.16,40.64,32480,42360,54650,68960,84540,2010
18419,MI,40980,"Saginaw-Saginaw Township North, MI",15-0000,major,900,9.2,11.167,0.432,30.65,63750,3.9,16.64,21.65,29.51,37.09,46.82,34600,45040,61380,77140,97380,2010
18426,MI,40980,"Saginaw-Saginaw Township North, MI",17-0000,major,1520,2.4,18.818,1.037,29.27,60880,2.2,16.09,20.18,28.1,37.24,45.29,33470,41970,58450,77450,94200,2010
18434,MI,40980,"Saginaw-Saginaw Township North, MI",19-0000,major,250,6,3.135,0.374,26.55,55230,4.2,13.38,16.97,24.61,32.82,40.81,27820,35300,51190,68270,84890,2010
18436,MI,40980,"Saginaw-Saginaw Township North, MI",21-0000,major,1350,7.2,16.817,1.124,20.71,43080,5.2,10.71,14.63,20.42,25.5,30.3,22270,30430,42480,53040,63030,2010
18448,MI,40980,"Saginaw-Saginaw Township North, MI",23-0000,major,370,5.4,4.566,0.585,36.93,76820,13.6,16.45,19.86,33.95,41.03,65.39,34220,41300,70620,85340,136020,2010
18451,MI,40980,"Saginaw-Saginaw Township North, MI",25-0000,major,4220,18.8,52.455,0.788,21.98,45710,2.9,9.75,14.2,21.2,29.36,35.54,20280,29540,44100,61060,73930,2010
18464,MI,40980,"Saginaw-Saginaw Township North, MI",27-0000,major,680,9.7,8.398,0.622,19.24,40020,3.9,8.33,11.94,18.09,24.84,31.03,17320,24840,37630,51680,64550,2010
18471,MI,40980,"Saginaw-Saginaw Township North, MI",29-0000,major,7240,24.6,89.986,1.557,36.63,76190,7.1,13.58,21.03,29.37,38.76,72.68,28250,43750,61090,80610,151180,2010
18496,MI,40980,"Saginaw-Saginaw Township North, MI",31-0000,major,3390,11.1,42.054,1.349,11.69,24310,2.9,8.06,8.88,10.93,13.71,16.94,16770,18460,22730,28520,35240,2010
18504,MI,40980,"Saginaw-Saginaw Township North, MI",33-0000,major,1160,9.3,14.419,0.575,21.16,44010,6.7,9.92,13.51,23.64,25.98,29.77,20630,28090,49180,54030,61930,2010
18510,MI,40980,"Saginaw-Saginaw Township North, MI",35-0000,major,7560,7.9,93.938,1.083,9.83,20440,3,7.66,7.84,8.8,10.87,13.78,15940,16310,18300,22620,28660,2010
18526,MI,40980,"Saginaw-Saginaw Township North, MI",37-0000,major,3670,5.2,45.561,1.387,11.51,23930,2.1,7.73,8.52,10.41,13.35,16.78,16070,17720,21660,27760,34910,2010
18532,MI,40980,"Saginaw-Saginaw Township North, MI",39-0000,major,2340,18.7,29.076,1.079,11.56,24050,4.3,7.75,8.31,9.34,13.18,18.68,16110,17280,19430,27410,38850,2010
18543,MI,40980,"Saginaw-Saginaw Township North, MI",41-0000,major,9570,6.7,118.862,1.124,13.9,28910,2.9,7.67,8.35,9.83,15.62,25.24,15950,17370,20440,32480,52500,2010
18558,MI,40980,"Saginaw-Saginaw Township North, MI",43-0000,major,13150,3.7,163.369,0.966,15.48,32190,2.1,8.62,10.56,14.43,19.09,24.77,17930,21960,30010,39720,51520,2010
18596,MI,40980,"Saginaw-Saginaw Township North, MI",45-0000,major,50,35.4,0.601,0.187,14.73,30640,9.3,7.66,8.61,12.72,15.5,27.76,15940,17920,26460,32240,57740,2010
18597,MI,40980,"Saginaw-Saginaw Township North, MI",47-0000,major,2700,7.9,33.565,0.841,21.12,43920,3.5,11.37,14.5,19.06,28.34,34.23,23650,30150,39640,58950,71190,2010
18612,MI,40980,"Saginaw-Saginaw Township North, MI",49-0000,major,3320,5.7,41.28,1.064,19.61,40790,4,8.88,12.38,18.27,25.56,33.3,18470,25750,38000,53170,69270,2010
18628,MI,40980,"Saginaw-Saginaw Township North, MI",51-0000,major,7530,10.1,93.507,1.443,15.45,32130,3.8,8.55,10.72,15.02,17.64,22.63,17780,22290,31250,36690,47060,2010
18653,MI,40980,"Saginaw-Saginaw Township North, MI",53-0000,major,4260,7.1,52.94,0.787,14.3,29750,4.1,7.81,8.97,12.36,17.67,24.4,16250,18660,25710,36740,50750,2010
18667,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",11-0000,major,46380,2.3,45.574,0.962,51.51,107130,1,22.69,32.67,46.04,63.11,#,47200,67960,95760,131270,#,2010
18699,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",13-0000,major,54240,3.2,53.302,1.112,33.48,69650,1.7,16.87,22.3,30.4,40.88,53.73,35080,46380,63230,85030,111770,2010
18729,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",15-0000,major,32270,3.7,31.71,1.227,34.19,71110,1.7,18,24.85,33.42,42.75,51.87,37450,51690,69520,88920,107880,2010
18743,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",17-0000,major,43990,5.8,43.222,2.383,38.66,80420,2.2,21.52,29.55,38.14,47.15,56.27,44760,61460,79340,98070,117040,2010
18771,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",19-0000,major,3620,9.1,3.553,0.424,30.67,63800,4.7,14,19.97,27.81,35.98,47.87,29110,41540,57850,74840,99570,2010
18794,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",21-0000,major,13920,4.2,13.683,0.915,21.73,45200,3.8,10.05,13.62,19.61,26.99,35.42,20900,28320,40790,56140,73680,2010
18811,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",23-0000,major,8150,6.7,8.012,1.026,45.4,94430,6.4,17.94,23.93,31.56,54.83,#,37320,49780,65650,114040,#,2010
18821,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",25-0000,major,48760,2.3,47.915,0.72,24.11,50160,2,11.07,14.37,21.73,33.26,40.45,23020,29890,45190,69170,84130,2010
18865,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",27-0000,major,13630,5.2,13.39,0.991,25.38,52780,3.6,8.97,15.15,23.02,34.21,43,18650,31520,47880,71150,89440,2010
18898,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",29-0000,major,59880,2.6,58.837,1.018,35.04,72890,2.4,14.91,21.7,29.54,38.31,61.77,31000,45140,61450,79680,128490,2010
18948,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",31-0000,major,36570,3.1,35.937,1.153,12.75,26510,1.6,8.56,9.95,12.46,14.8,17.57,17810,20710,25920,30780,36550,2010
18964,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",33-0000,major,17230,5.1,16.93,0.675,19.07,39670,3.9,8.81,11.03,17.41,25.97,32.08,18320,22940,36200,54020,66730,2010
18981,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",35-0000,major,82870,2,81.428,0.939,10.31,21440,1.4,7.71,8.13,9.1,11.36,15.02,16040,16910,18930,23630,31240,2010
18999,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",37-0000,major,30450,5,29.921,0.911,13.19,27420,1.9,8.07,9.23,11.91,15.65,20.78,16780,19200,24780,32560,43220,2010
19008,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",39-0000,major,27370,5.1,26.899,0.998,11.51,23940,1.8,7.8,8.49,9.87,12.59,17.15,16210,17660,20530,26190,35680,2010
19031,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",41-0000,major,126770,2.2,124.569,1.178,19.88,41350,2.1,7.98,9.12,13.44,24.07,40.64,16600,18960,27950,50060,84520,2010
19051,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",43-0000,major,166340,1.7,163.452,0.966,16.34,33980,1.1,9.03,11.55,15.29,19.88,25.52,18790,24030,31810,41360,53080,2010
19104,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",45-0000,major,500,25,0.492,0.153,11.65,24240,7.6,7.78,8.27,9.1,13.14,18,16180,17210,18920,27320,37440,2010
19107,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",47-0000,major,26580,3.2,26.12,0.654,23.46,48800,1.9,11.8,16.28,22.41,30.45,36.39,24540,33870,46610,63340,75690,2010
19141,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",49-0000,major,35540,3.6,34.928,0.901,21.33,44370,1.5,10.69,14.38,20.21,27.49,34.12,22240,29910,42030,57170,70980,2010
19177,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",51-0000,major,88760,3.2,87.221,1.346,18.96,39430,1.8,9.75,12.35,16.83,24.75,31.43,20280,25690,35010,51480,65370,2010
19263,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",53-0000,major,53840,3.5,52.907,0.787,15.07,31350,1.8,8.12,9.38,13.53,18.44,25.26,16890,19520,28130,38360,52540,2010
19292,MN,20260,"Duluth, MN-WI",11-0000,major,4800,3.8,39.403,0.832,40.09,83380,1.8,18.97,26.52,36.81,48.4,63.81,39460,55160,76570,100680,132710,2010
19320,MN,20260,"Duluth, MN-WI",13-0000,major,4650,4.5,38.134,0.796,25.36,52760,1.5,14.91,18.79,23.81,30.43,38,31020,39090,49530,63290,79030,2010
19340,MN,20260,"Duluth, MN-WI",15-0000,major,1780,13.4,14.573,0.564,27.55,57310,2.1,15.54,20.33,27,33.89,40.91,32320,42290,56160,70500,85100,2010
19351,MN,20260,"Duluth, MN-WI",17-0000,major,1620,7.9,13.324,0.735,31.03,64550,2.8,17.49,23.34,29.64,38.14,48.45,36380,48540,61650,79340,100770,2010
19366,MN,20260,"Duluth, MN-WI",19-0000,major,1250,4.6,10.264,1.225,27.64,57490,2.3,15.06,20.01,25.83,33.66,41.29,31320,41620,53720,70020,85880,2010
19380,MN,20260,"Duluth, MN-WI",21-0000,major,4270,4.9,35.017,2.341,18.17,37790,3.5,10.06,12.48,17.37,22.43,28.36,20930,25960,36120,46650,58980,2010
19393,MN,20260,"Duluth, MN-WI",23-0000,major,480,5.6,3.95,0.506,44.1,91730,14.6,17.9,22.52,32.23,53.16,#,37220,46830,67040,110580,#,2010
19396,MN,20260,"Duluth, MN-WI",25-0000,major,7930,2.7,65.07,0.978,22.14,46040,4,11.23,14.96,21.47,27.9,34.02,23360,31120,44650,58030,70770,2010
19429,MN,20260,"Duluth, MN-WI",27-0000,major,1180,6.1,9.703,0.718,18.19,37840,2.6,8.76,11.61,16.59,23.05,29.33,18230,24150,34520,47940,61000,2010
19442,MN,20260,"Duluth, MN-WI",29-0000,major,9210,7,75.547,1.307,32.83,68290,4.3,15.13,19.72,27.57,37.23,53.56,31480,41020,57350,77430,111400,2010
19471,MN,20260,"Duluth, MN-WI",31-0000,major,8250,5.9,67.671,2.17,12.04,25030,1.8,8.69,9.87,11.36,13.89,16.51,18080,20520,23630,28880,34340,2010
19483,MN,20260,"Duluth, MN-WI",33-0000,major,2770,7.2,22.743,0.907,19.65,40870,4,9.04,12.93,19.53,25.33,30.22,18800,26900,40630,52690,62850,2010
19494,MN,20260,"Duluth, MN-WI",35-0000,major,12680,5.6,104.075,1.2,9.53,19830,1.4,7.49,7.82,8.69,10.13,13.6,15580,16270,18080,21060,28300,2010
19511,MN,20260,"Duluth, MN-WI",37-0000,major,4880,6.4,40.056,1.219,12.16,25300,2.3,7.71,8.64,11.09,14.7,18.52,16040,17970,23070,30580,38520,2010
19518,MN,20260,"Duluth, MN-WI",39-0000,major,4450,5.4,36.476,1.353,10.83,22530,1.9,7.75,8.55,10.01,11.74,15.06,16120,17780,20820,24430,31320,2010
19534,MN,20260,"Duluth, MN-WI",41-0000,major,11370,3.9,93.268,0.882,14.16,29440,2.9,7.58,8.29,9.91,15.68,24.71,15770,17240,20610,32620,51400,2010
19553,MN,20260,"Duluth, MN-WI",43-0000,major,17560,2.1,144.093,0.852,15.07,31350,1.5,8.57,10.88,14.16,18.51,22.71,17830,22630,29450,38490,47230,2010
19595,MN,20260,"Duluth, MN-WI",45-0000,major,170,18.3,1.396,0.435,14.63,30430,4.8,9.22,10.85,13.71,17.41,21.77,19180,22560,28510,36220,45280,2010
19597,MN,20260,"Duluth, MN-WI",47-0000,major,5010,5,41.144,1.031,23.95,49820,2.1,14.06,18.2,23.87,29.67,34.15,29240,37850,49640,61710,71040,2010
19619,MN,20260,"Duluth, MN-WI",49-0000,major,5370,5,44.08,1.137,21.27,44240,2.1,11.47,15.45,20.8,26.68,32.06,23850,32140,43270,55490,66690,2010
19643,MN,20260,"Duluth, MN-WI",51-0000,major,5200,8.3,42.689,0.659,18.37,38220,3,9.07,12.15,17.19,23,29.13,18860,25270,35750,47840,60590,2010
19680,MN,20260,"Duluth, MN-WI",53-0000,major,6990,5.6,57.324,0.852,15.74,32740,2.1,8.29,10.52,14.88,20.06,24.12,17240,21880,30940,41720,50170,2010
19702,MN,31860,"Mankato-North Mankato, MN",11-0000,major,2060,5.5,36.412,0.768,39.69,82560,2.6,18.67,26.24,36.58,48.22,62.55,38830,54580,76080,100290,130110,2010
19718,MN,31860,"Mankato-North Mankato, MN",13-0000,major,2230,8.1,39.495,0.824,25.48,53000,3.7,13.93,19.01,23.67,30.98,39.41,28980,39530,49220,64440,81970,2010
19729,MN,31860,"Mankato-North Mankato, MN",15-0000,major,590,8.2,10.53,0.408,28.36,58990,2.4,18.63,22.07,27.33,33.38,41.13,38760,45900,56840,69440,85560,2010
19737,MN,31860,"Mankato-North Mankato, MN",17-0000,major,810,16.9,14.424,0.795,27.21,56600,4.1,15.01,19.57,25.35,32.71,42.6,31210,40700,52740,68040,88620,2010
19749,MN,31860,"Mankato-North Mankato, MN",19-0000,major,320,13.8,5.611,0.67,27.87,57970,2.7,17.21,22.05,26.87,33.33,40.66,35790,45860,55880,69330,84570,2010
19752,MN,31860,"Mankato-North Mankato, MN",21-0000,major,1890,8.2,33.563,2.244,19,39530,4.1,11.06,15.26,18.59,22.36,27.52,23000,31730,38670,46500,57240,2010
19761,MN,31860,"Mankato-North Mankato, MN",23-0000,major,180,15.2,3.249,0.416,29.08,60490,7.9,14.6,17.55,24.83,34.4,55.82,30360,36490,51650,71560,116100,2010
19764,MN,31860,"Mankato-North Mankato, MN",25-0000,major,3490,5.1,61.787,0.928,25.22,52450,10.4,11.05,16.96,23.01,30.55,40.27,22990,35280,47850,63540,83760,2010
19786,MN,31860,"Mankato-North Mankato, MN",27-0000,major,740,15.1,13.167,0.975,18.39,38260,5.6,8.01,12.12,18.24,24.04,28.12,16660,25210,37940,50000,58500,2010
19793,MN,31860,"Mankato-North Mankato, MN",29-0000,major,3200,7.1,56.777,0.982,33.28,69220,4.9,15.63,19.23,26.8,36.48,55.91,32510,40000,55750,75870,116300,2010
19808,MN,31860,"Mankato-North Mankato, MN",31-0000,major,2830,7.4,50.068,1.606,12.18,25320,2.6,9.57,10.35,11.41,13.46,15.91,19900,21520,23740,28000,33090,2010
19815,MN,31860,"Mankato-North Mankato, MN",33-0000,major,640,17.3,11.363,0.453,18.21,37880,5.7,8.36,10.67,16.96,24.61,30.32,17380,22190,35280,51180,63060,2010
19820,MN,31860,"Mankato-North Mankato, MN",35-0000,major,4300,9.3,76.155,0.878,9.64,20050,2.4,7.55,8,8.95,10.59,13.16,15700,16630,18620,22020,27370,2010
19834,MN,31860,"Mankato-North Mankato, MN",37-0000,major,1710,14.1,30.263,0.921,12.26,25500,2.9,8,9.33,11.38,14.34,17.76,16650,19400,23660,29840,36930,2010
19840,MN,31860,"Mankato-North Mankato, MN",39-0000,major,3010,7.1,53.354,1.98,11,22870,2.9,7.77,9.42,10.69,12.45,14.11,16160,19590,22240,25890,29340,2010
19850,MN,31860,"Mankato-North Mankato, MN",41-0000,major,7660,20.3,135.645,1.283,13.24,27540,7.3,7.53,8.04,9.38,14.53,24.35,15660,16730,19520,30220,50650,2010
19866,MN,31860,"Mankato-North Mankato, MN",43-0000,major,7580,4.7,134.223,0.793,14.71,30600,2.2,8.63,10.77,14.02,17.79,21.98,17950,22400,29150,36990,45720,2010
19897,MN,31860,"Mankato-North Mankato, MN",45-0000,major,170,42.1,3.06,0.953,12.81,26640,4.4,7.8,9.82,11.55,15.27,18.22,16230,20420,24030,31750,37900,2010
19899,MN,31860,"Mankato-North Mankato, MN",47-0000,major,2010,11.3,35.59,0.892,23.25,48360,3,14.05,18.53,23.34,27.72,31.78,29220,38530,48540,57660,66100,2010
19910,MN,31860,"Mankato-North Mankato, MN",49-0000,major,2210,9.6,39.163,1.01,19.97,41540,3.3,12.12,15.14,18.58,23.94,30.72,25220,31500,38640,49790,63900,2010
19928,MN,31860,"Mankato-North Mankato, MN",51-0000,major,5000,8.6,88.512,1.366,16.73,34810,2.4,9.71,12.59,16.33,19.39,24.56,20200,26180,33970,40340,51070,2010
19959,MN,31860,"Mankato-North Mankato, MN",53-0000,major,3820,11.5,67.591,1.005,13.73,28560,4.4,8.44,10.21,12.6,16.07,20.99,17550,21240,26200,33430,43660,2010
19974,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",11-0000,major,106260,1.2,63.323,1.336,53.03,110310,1.1,24.9,35.06,47.87,63.96,#,51800,72920,99570,133030,#,2010
20006,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",13-0000,major,116880,1.9,69.652,1.453,31.29,65090,0.9,18.31,22.77,28.82,36.96,47.43,38080,47360,59940,76890,98660,2010
20035,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-0000,major,67130,2,40.003,1.548,37.17,77320,0.8,21.75,27.98,36.37,45.29,54.53,45230,58190,75640,94210,113420,2010
20051,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",17-0000,major,35220,2.3,20.988,1.157,34.72,72210,1,20.66,25.92,33.16,42.46,52.31,42970,53920,68960,88320,108800,2010
20081,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",19-0000,major,14670,3.8,8.74,1.044,32.56,67730,4.4,16.74,21.94,29.73,39.79,53.47,34820,45640,61830,82760,111210,2010
20115,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",21-0000,major,28170,3.1,16.784,1.122,21.16,44010,2.7,12.33,15.09,19.39,26.78,33.48,25650,31390,40320,55690,69650,2010
20133,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",23-0000,major,14090,5.2,8.397,1.075,48.8,101490,4.6,17.65,25.35,38.92,63.93,#,36710,52730,80940,132980,#,2010
20143,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-0000,major,97910,1.4,58.348,0.877,23.52,48930,1.8,12.58,15.69,20.99,29.92,37.04,26170,32640,43650,62240,77050,2010
20199,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27-0000,major,28760,2.6,17.141,1.269,24.51,50970,1.5,11.25,15.87,21.91,30.01,39.53,23400,33020,45570,62420,82220,2010
20239,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",29-0000,major,89740,2.9,53.478,0.925,38.07,79180,2.4,17.18,22.81,32.29,42.39,66.18,35730,47450,67170,88180,137660,2010
20288,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",31-0000,major,49270,3.3,29.362,0.942,14.32,29790,1.2,10.05,11.27,13.54,16.69,20.11,20910,23440,28170,34710,41830,2010
20304,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",33-0000,major,28810,3,17.166,0.684,20.34,42300,2.6,10.11,12.49,17.64,27.09,35,21030,25980,36700,56340,72810,2010
20322,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",35-0000,major,134540,1.9,80.175,0.924,10.73,22320,1.3,7.6,8.21,9.41,12.25,15.8,15820,17070,19560,25470,32860,2010
20340,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",37-0000,major,48180,2.4,28.711,0.874,13.09,27220,1.2,8.12,9.76,12.03,15.46,19.7,16890,20300,25020,32160,40980,2010
20351,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",39-0000,major,63040,3.8,37.569,1.394,12.11,25190,1.3,8.26,9.66,11.06,13.29,16.63,17180,20090,23010,27650,34600,2010
20377,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",41-0000,major,177810,1.7,105.958,1.002,20.57,42780,1.6,8.01,9.21,13.67,24.88,41.25,16670,19160,28420,51750,85800,2010
20399,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",43-0000,major,269630,1.1,160.675,0.95,17.38,36160,0.7,10.1,13.02,16.77,21.1,25.55,21010,27090,34890,43880,53150,2010
20452,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45-0000,major,**,**,**,**,12.68,26360,4.1,8.36,9.79,11.48,14.12,18.31,17390,20360,23870,29370,38090,2010
20460,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-0000,major,44130,2.7,26.297,0.659,26.97,56100,1.1,14.77,19.83,27.43,33.91,39.14,30730,41250,57050,70540,81410,2010
20503,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-0000,major,49180,2.5,29.31,0.756,22.55,46900,0.9,13.08,17.07,22.07,27.7,32.88,27200,35520,45910,57620,68400,2010
20546,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-0000,major,117810,2.1,70.202,1.083,17.41,36210,0.9,9.71,12.31,16.35,21.48,26.74,20190,25590,34020,44680,55630,2010
20636,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",53-0000,major,95230,3,56.748,0.844,16.97,35290,3.4,8.34,10.68,15.04,20.5,27.47,17350,22220,31290,42650,57130,2010
20667,MN,40340,"Rochester, MN",11-0000,major,3840,2.2,38.678,0.816,46.17,96030,3.6,21.07,32.58,44.64,57.59,71.74,43820,67770,92850,119790,149220,2010
20689,MN,40340,"Rochester, MN",13-0000,major,4400,3.6,44.278,0.924,28.23,58720,1.4,17.72,21.02,26.21,33.81,42.82,36870,43720,54520,70320,89060,2010
20705,MN,40340,"Rochester, MN",15-0000,major,4720,2.8,47.474,1.837,39.7,82570,2.9,20.33,28.94,39.02,50.05,60.01,42290,60190,81150,104110,124820,2010
20714,MN,40340,"Rochester, MN",17-0000,major,1320,2.7,13.338,0.735,35.15,73120,4.9,19.48,24.88,31.84,42.67,61.17,40520,51760,66220,88760,127240,2010
20724,MN,40340,"Rochester, MN",19-0000,major,1480,1,14.94,1.784,29.71,61810,1.8,19.73,22.84,28.76,34.52,41.35,41040,47510,59830,71800,86000,2010
20729,MN,40340,"Rochester, MN",21-0000,major,1520,4.8,15.3,1.023,21.79,45320,4.3,12.18,15.78,20.86,27.51,33.53,25320,32830,43390,57220,69740,2010
20740,MN,40340,"Rochester, MN",23-0000,major,270,8.8,2.721,0.348,42.85,89130,7.5,16.94,20.52,28.94,48.11,#,35240,42690,60200,100060,#,2010
20743,MN,40340,"Rochester, MN",25-0000,major,5400,4.4,54.338,0.817,20.31,42240,3.3,10.48,13.83,18.84,26.6,31.27,21790,28760,39190,55320,65040,2010
20760,MN,40340,"Rochester, MN",27-0000,major,1010,6.1,10.208,0.756,22.45,46700,4.4,11.22,15.63,20.87,28.45,36.18,23330,32510,43400,59180,75260,2010
20772,MN,40340,"Rochester, MN",29-0000,major,15450,0.9,155.562,2.691,41.52,86360,7.9,20.5,26.51,34.35,43.63,75.51,42630,55130,71440,90740,157060,2010
20803,MN,40340,"Rochester, MN",31-0000,major,6180,5.5,62.173,1.994,15.37,31980,3.7,10.61,12.36,15.23,17.98,20.86,22070,25700,31690,37400,43380,2010
20816,MN,40340,"Rochester, MN",33-0000,major,1330,5.7,13.419,0.535,19.98,41570,5,8.97,12.19,19.13,27.34,32.5,18650,25350,39800,56870,67610,2010
20823,MN,40340,"Rochester, MN",35-0000,major,7410,2.2,74.626,0.86,10.64,22130,2.4,7.64,8.26,9.4,12.53,14.9,15880,17180,19540,26060,30990,2010
20839,MN,40340,"Rochester, MN",37-0000,major,2990,4,30.15,0.918,13.11,27260,3.9,7.99,9.26,12.32,16.21,19.51,16630,19260,25620,33720,40580,2010
20846,MN,40340,"Rochester, MN",39-0000,major,3100,7.6,31.201,1.158,11.77,24470,3.8,7.95,8.97,10.39,12.55,16.97,16550,18670,21610,26100,35290,2010
20857,MN,40340,"Rochester, MN",41-0000,major,8700,5.6,87.631,0.829,14.75,30680,3.6,7.69,8.44,10.16,16.69,27.38,15990,17560,21130,34720,56960,2010
20872,MN,40340,"Rochester, MN",43-0000,major,14290,1.6,143.854,0.85,16.57,34460,3.1,9.53,12.59,16.55,20.12,23.42,19830,26190,34420,41860,48720,2010
20911,MN,40340,"Rochester, MN",45-0000,major,90,20.2,0.914,0.285,13.9,28910,5,8.24,9.45,12.01,16.55,23.08,17140,19660,24980,34430,48020,2010
20912,MN,40340,"Rochester, MN",47-0000,major,2790,4.3,28.079,0.704,24.04,50000,2.2,14.41,17.71,23,30.08,35.49,29980,36840,47850,62570,73810,2010
20927,MN,40340,"Rochester, MN",49-0000,major,2740,4.8,27.563,0.711,20.69,43040,2.4,11.77,14.81,19.82,25.68,31.36,24470,30810,41220,53410,65240,2010
20945,MN,40340,"Rochester, MN",51-0000,major,5100,7.2,51.352,0.792,16.75,34840,1.8,10.29,12.86,16.31,19.51,23.44,21400,26760,33920,40580,48760,2010
20970,MN,40340,"Rochester, MN",53-0000,major,5190,6.4,52.201,0.776,14.8,30790,2.4,8.61,10.55,13.92,17.73,21.69,17910,21950,28950,36880,45120,2010
20989,MN,41060,"St. Cloud, MN",11-0000,major,3600,3,38.694,0.817,41.14,85570,2,19.9,26.75,36.62,49.92,67.5,41380,55650,76170,103830,140390,2010
21012,MN,41060,"St. Cloud, MN",13-0000,major,3480,4.8,37.451,0.781,26,54090,2.1,15.11,18.38,24.07,30.83,38.37,31420,38240,50070,64120,79800,2010
21030,MN,41060,"St. Cloud, MN",15-0000,major,1260,8,13.513,0.523,28.52,59320,2.2,17.12,21.08,27.25,35.25,42.26,35610,43850,56670,73320,87900,2010
