,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
21215,CO,17820,"Colorado Springs, CO",53-0000,major,11140,4.8,13.08,27210,2.0,7.47,9.22,11.88,15.69,20.40,15530,19180,24700,32630,42430,2005
21235,CO,19740,"Denver-Aurora, CO",11-0000,major,61480,2.2,45.97,95610,1.0,20.82,29.67,41.55,56.76,#,43320,61720,86420,118060,#,2005
21267,CO,19740,"Denver-Aurora, CO",13-0000,major,69110,2.4,29.65,61680,1.4,15.77,20.11,26.60,35.09,45.69,32810,41830,55330,72990,95040,2005
21298,CO,19740,"Denver-Aurora, CO",15-0000,major,44110,3.7,34.37,71500,1.3,19.32,25.46,33.50,42.12,51.03,40180,52950,69680,87610,106140,2005
21312,CO,19740,"Denver-Aurora, CO",17-0000,major,28370,5.7,31.97,66500,1.6,18.35,23.28,30.29,39.71,48.41,38170,48430,63000,82600,100700,2005
21346,CO,19740,"Denver-Aurora, CO",19-0000,major,12170,5.5,31.56,65640,2.5,15.53,20.43,29.46,40.78,52.02,32300,42500,61270,84820,108200,2005
21380,CO,19740,"Denver-Aurora, CO",21-0000,major,12430,3.9,19.03,39580,2.4,11.42,13.53,17.31,22.90,30.12,23760,28140,36010,47620,62650,2005
21398,CO,19740,"Denver-Aurora, CO",23-0000,major,12170,7.1,39.64,82440,5.0,17.31,21.26,30.23,52.17,#,35990,44220,62870,108520,#,2005
21408,CO,19740,"Denver-Aurora, CO",25-0000,major,55610,1.4,20.61,42870,2.0,10.78,13.49,18.68,26.25,32.97,22420,28060,38850,54590,68570,2005
21454,CO,19740,"Denver-Aurora, CO",27-0000,major,16380,4.8,21.61,44940,2.6,9.11,13.21,18.98,27.22,35.61,18950,27490,39470,56620,74070,2005
21489,CO,19740,"Denver-Aurora, CO",29-0000,major,52070,4.2,30.21,62830,2.6,14.18,19.24,26.09,33.98,46.53,29500,40020,54270,70670,96790,2005
21535,CO,19740,"Denver-Aurora, CO",31-0000,major,18560,5.2,13.63,28340,1.5,9.29,11.02,13.19,16.03,19.00,19320,22930,27430,33350,39510,2005
21549,CO,19740,"Denver-Aurora, CO",33-0000,major,25340,6.3,19.30,40150,4.5,9.02,11.57,16.92,26.67,33.27,18770,24070,35190,55470,69200,2005
21565,CO,19740,"Denver-Aurora, CO",35-0000,major,97030,1.6,9.14,19000,1.3,5.91,6.91,8.38,10.63,13.27,12290,14370,17430,22100,27600,2005
21583,CO,19740,"Denver-Aurora, CO",37-0000,major,38110,4.1,10.96,22790,1.6,7.25,8.20,9.94,12.68,16.60,15070,17060,20670,26380,34530,2005
21594,CO,19740,"Denver-Aurora, CO",39-0000,major,32920,4.2,11.96,24870,3.0,6.98,8.10,10.17,13.89,20.46,14520,16840,21140,28880,42550,2005
21622,CO,19740,"Denver-Aurora, CO",41-0000,major,142210,1.8,18.46,38400,2.1,7.42,9.02,13.38,22.30,36.88,15430,18750,27830,46380,76720,2005
21643,CO,19740,"Denver-Aurora, CO",43-0000,major,213500,1.4,15.96,33190,0.5,9.55,11.94,15.16,19.28,23.76,19870,24840,31520,40090,49430,2005
21697,CO,19740,"Denver-Aurora, CO",45-0000,major,**,**,12.01,24990,3.3,6.04,7.05,9.17,17.71,21.15,12570,14670,19070,36830,43980,2005
21703,CO,19740,"Denver-Aurora, CO",47-0000,major,64170,2.4,18.32,38100,1.2,10.29,13.14,17.30,22.29,27.77,21410,27320,35990,46360,57770,2005
21746,CO,19740,"Denver-Aurora, CO",49-0000,major,48080,3.1,19.74,41070,1.3,10.41,13.89,19.35,25.02,29.81,21650,28890,40240,52040,62000,2005
21786,CO,19740,"Denver-Aurora, CO",51-0000,major,51470,5.1,15.18,31580,1.3,8.52,10.33,13.79,19.18,24.32,17720,21480,28690,39900,50590,2005
21869,CO,19740,"Denver-Aurora, CO",53-0000,major,77650,2.5,15.56,32370,1.7,7.69,9.89,13.46,17.93,23.24,16000,20570,28000,37290,48330,2005
21898,CO,22660,"Fort Collins-Loveland, CO",11-0000,major,5870,4.0,38.32,79710,2.5,15.73,22.77,34.86,47.83,67.35,32720,47350,72500,99490,140090,2005
21926,CO,22660,"Fort Collins-Loveland, CO",13-0000,major,4900,4.3,27.10,56360,3.1,13.88,18.11,23.98,31.57,42.48,28860,37670,49880,65660,88350,2005
21947,CO,22660,"Fort Collins-Loveland, CO",15-0000,major,3040,7.3,31.43,65380,3.6,15.60,21.45,30.84,41.25,49.69,32440,44620,64140,85810,103340,2005
21958,CO,22660,"Fort Collins-Loveland, CO",17-0000,major,4080,10.8,28.11,58470,3.3,15.00,19.40,25.35,35.38,45.49,31190,40350,52730,73590,94610,2005
21982,CO,22660,"Fort Collins-Loveland, CO",19-0000,major,2980,6.0,25.26,52530,3.6,13.20,16.48,22.57,30.92,41.77,27460,34280,46950,64320,86880,2005
22000,CO,22660,"Fort Collins-Loveland, CO",21-0000,major,1370,8.5,18.96,39440,4.3,10.24,12.80,17.69,24.04,28.06,21300,26630,36790,50000,58360,2005
22010,CO,22660,"Fort Collins-Loveland, CO",23-0000,major,400,14.6,30.14,62680,5.6,16.03,19.35,26.19,37.64,52.12,33330,40240,54470,78300,108410,2005
22014,CO,22660,"Fort Collins-Loveland, CO",25-0000,major,7770,4.1,20.71,43070,7.6,9.63,12.72,18.06,26.42,34.87,20040,26460,37560,54940,72520,2005
22033,CO,22660,"Fort Collins-Loveland, CO",27-0000,major,1620,7.2,18.13,37710,3.4,8.56,11.16,15.59,23.62,31.68,17810,23210,32430,49120,65900,2005
22048,CO,22660,"Fort Collins-Loveland, CO",29-0000,major,5640,6.9,27.99,58220,5.4,13.39,17.98,23.87,31.03,44.62,27850,37400,49650,64550,92810,2005
22075,CO,22660,"Fort Collins-Loveland, CO",31-0000,major,2980,12.6,11.69,24320,2.4,7.95,9.44,11.36,13.54,16.14,16530,19640,23640,28160,33560,2005
22085,CO,22660,"Fort Collins-Loveland, CO",33-0000,major,1510,8.8,19.77,41120,5.8,6.63,10.83,19.28,27.57,33.70,13790,22520,40090,57340,70090,2005
22092,CO,22660,"Fort Collins-Loveland, CO",35-0000,major,12480,2.4,8.36,17390,1.6,5.68,6.32,7.62,9.62,12.31,11810,13140,15850,20010,25600,2005
22109,CO,22660,"Fort Collins-Loveland, CO",37-0000,major,4050,5.1,10.95,22770,2.8,7.20,8.23,10.21,12.67,16.49,14970,17120,21230,26360,34300,2005
22117,CO,22660,"Fort Collins-Loveland, CO",39-0000,major,2760,7.0,10.17,21150,3.0,6.02,7.15,9.04,12.03,16.46,12510,14860,18810,25030,34230,2005
22129,CO,22660,"Fort Collins-Loveland, CO",41-0000,major,14210,3.4,14.17,29460,3.1,7.03,8.06,10.26,16.33,26.69,14610,16760,21340,33970,55520,2005
22149,CO,22660,"Fort Collins-Loveland, CO",43-0000,major,20240,2.4,13.91,28940,1.9,7.81,9.95,13.28,16.82,21.07,16250,20690,27620,34990,43830,2005
22189,CO,22660,"Fort Collins-Loveland, CO",45-0000,major,140,24.0,12.68,26380,6.3,7.40,8.69,12.17,16.12,19.86,15400,18080,25320,33530,41310,2005
22194,CO,22660,"Fort Collins-Loveland, CO",47-0000,major,8090,5.3,17.85,37130,2.1,10.17,12.69,16.76,21.86,27.30,21150,26400,34860,45470,56790,2005
22217,CO,22660,"Fort Collins-Loveland, CO",49-0000,major,4740,6.0,18.40,38280,2.3,9.57,12.56,17.62,23.38,27.61,19910,26110,36660,48630,57430,2005
22240,CO,22660,"Fort Collins-Loveland, CO",51-0000,major,6970,7.0,*,*,*,*,*,*,*,*,*,*,*,*,*,2005
22286,CO,22660,"Fort Collins-Loveland, CO",53-0000,major,7450,4.5,13.69,28480,4.4,6.85,8.87,12.97,16.54,20.81,14260,18450,26980,34400,43290,2005
22302,CO,24300,"Grand Junction, CO",11-0000,major,2240,5.9,34.21,71160,2.2,15.20,21.73,29.66,41.67,59.73,31610,45190,61700,86680,124230,2005
22320,CO,24300,"Grand Junction, CO",13-0000,major,1720,7.0,24.82,51620,2.9,12.67,17.19,22.76,30.76,39.85,26350,35760,47330,63990,82900,2005
22338,CO,24300,"Grand Junction, CO",15-0000,major,290,8.8,25.16,52340,2.6,15.46,19.18,23.69,30.39,35.28,32170,39890,49280,63210,73390,2005
22344,CO,24300,"Grand Junction, CO",17-0000,major,800,10.1,28.59,59470,5.7,14.82,19.40,25.37,33.87,49.98,30820,40360,52780,70450,103950,2005
22357,CO,24300,"Grand Junction, CO",19-0000,major,450,10.1,22.85,47540,2.9,11.53,14.31,22.32,28.67,36.22,23980,29760,46430,59630,75340,2005
22363,CO,24300,"Grand Junction, CO",21-0000,major,940,21.3,18.39,38250,4.9,9.59,12.71,17.89,22.93,29.33,19940,26430,37200,47700,61010,2005
22370,CO,24300,"Grand Junction, CO",23-0000,major,300,21.0,27.67,57540,8.5,14.94,16.85,22.63,32.80,45.73,31080,35050,47080,68220,95110,2005
22379,CO,24300,"Grand Junction, CO",27-0000,major,770,16.0,13.19,27440,7.8,6.36,7.73,10.01,16.62,23.83,13220,16070,20810,34580,49570,2005
22390,CO,24300,"Grand Junction, CO",29-0000,major,3620,8.8,29.02,60360,5.7,13.24,17.31,24.15,31.50,49.26,27540,36000,50230,65520,102460,2005
22411,CO,24300,"Grand Junction, CO",31-0000,major,1330,10.5,12.02,25000,2.9,8.09,9.44,11.41,13.62,17.78,16830,19630,23740,28320,36980,2005
22421,CO,24300,"Grand Junction, CO",33-0000,major,760,23.1,19.02,39570,5.7,8.17,12.52,17.00,24.97,32.40,16990,26050,35360,51930,67390,2005
22428,CO,24300,"Grand Junction, CO",35-0000,major,5670,3.3,8.30,17250,1.9,5.62,6.14,7.13,9.55,12.44,11700,12780,14830,19870,25880,2005
22443,CO,24300,"Grand Junction, CO",37-0000,major,1860,6.1,9.99,20780,3.0,6.55,7.59,9.12,11.50,14.64,13620,15780,18980,23920,30440,2005
22450,CO,24300,"Grand Junction, CO",39-0000,major,1440,10.4,9.51,19790,3.3,6.40,7.35,8.41,10.84,13.93,13310,15280,17490,22550,28970,2005
22459,CO,24300,"Grand Junction, CO",41-0000,major,6900,7.1,14.60,30370,4.5,6.66,8.17,11.36,16.78,26.33,13850,16990,23620,34910,54770,2005
22476,CO,24300,"Grand Junction, CO",43-0000,major,9210,5.8,13.01,27060,1.8,7.59,9.54,12.16,15.61,19.95,15790,19840,25290,32470,41490,2005
22512,CO,24300,"Grand Junction, CO",45-0000,major,**,**,9.52,19800,4.1,6.86,7.35,8.21,10.98,13.41,14260,15300,17080,22840,27880,2005
22513,CO,24300,"Grand Junction, CO",47-0000,major,3790,4.3,16.57,34470,2.8,9.27,11.78,15.72,20.21,25.57,19280,24500,32690,42030,53180,2005
22533,CO,24300,"Grand Junction, CO",49-0000,major,2710,7.1,17.25,35870,2.4,9.28,11.91,16.15,21.54,26.54,19310,24780,33590,44810,55210,2005
22552,CO,24300,"Grand Junction, CO",51-0000,major,2930,6.9,13.73,28550,2.3,7.72,9.41,12.20,16.66,21.68,16050,19570,25380,34640,45100,2005
22581,CO,24300,"Grand Junction, CO",53-0000,major,4200,6.0,12.66,26320,2.7,7.09,8.73,11.43,15.32,20.08,14740,18150,23780,31870,41770,2005
22598,CO,24540,"Greeley, CO",11-0000,major,3040,5.2,37.87,78770,2.3,18.34,24.65,33.71,45.16,64.40,38150,51270,70110,93930,133950,2005
22621,CO,24540,"Greeley, CO",13-0000,major,2450,12.7,28.09,58440,4.9,15.14,18.79,23.90,31.79,44.40,31490,39080,49720,66120,92360,2005
22637,CO,24540,"Greeley, CO",15-0000,major,880,8.0,27.66,57540,3.3,15.09,20.30,27.66,33.13,42.02,31390,42220,57540,68900,87400,2005
22645,CO,24540,"Greeley, CO",17-0000,major,1090,9.3,31.72,65970,6.3,15.96,21.50,27.13,38.66,54.45,33200,44710,56430,80420,113250,2005
22658,CO,24540,"Greeley, CO",19-0000,major,690,20.3,26.33,54770,12.9,10.07,15.51,21.41,28.52,46.41,20940,32250,44540,59320,96520,2005
22665,CO,24540,"Greeley, CO",21-0000,major,850,12.4,18.90,39320,4.8,9.94,13.51,18.31,23.24,29.51,20670,28100,38090,48340,61370,2005
22671,CO,24540,"Greeley, CO",23-0000,major,240,23.5,31.30,65100,11.4,13.80,18.11,21.87,36.84,63.62,28700,37680,45490,76630,132320,2005
22674,CO,24540,"Greeley, CO",25-0000,major,5180,14.1,20.36,42350,5.3,9.79,14.45,18.78,25.43,32.55,20360,30050,39070,52900,67710,2005
22693,CO,24540,"Greeley, CO",27-0000,major,630,10.2,14.16,29450,4.9,6.45,8.75,12.55,17.48,23.37,13410,18210,26110,36350,48600,2005
22702,CO,24540,"Greeley, CO",29-0000,major,2620,7.7,28.20,58660,6.9,13.85,18.74,24.70,31.60,42.17,28810,38970,51370,65730,87710,2005
22718,CO,24540,"Greeley, CO",31-0000,major,1780,11.3,12.65,26300,4.0,8.51,9.84,11.74,13.66,17.70,17700,20470,24430,28410,36820,2005
22723,CO,24540,"Greeley, CO",33-0000,major,1350,14.8,16.47,34270,6.1,7.53,9.65,15.69,21.52,27.14,15670,20060,32630,44770,56440,2005
22731,CO,24540,"Greeley, CO",35-0000,major,5740,2.7,8.07,16790,1.9,5.61,6.17,7.34,9.25,11.69,11670,12840,15260,19240,24320,2005
22745,CO,24540,"Greeley, CO",37-0000,major,2170,6.3,9.48,19720,3.4,6.00,7.20,8.95,10.80,13.66,12480,14970,18610,22460,28410,2005
22751,CO,24540,"Greeley, CO",39-0000,major,1540,18.2,9.80,20390,3.0,6.77,7.57,8.88,10.85,13.76,14080,15750,18460,22570,28620,2005
22761,CO,24540,"Greeley, CO",41-0000,major,7580,5.1,15.52,32290,4.2,6.83,8.13,11.34,18.50,30.73,14200,16900,23590,38480,63910,2005
22777,CO,24540,"Greeley, CO",43-0000,major,12360,5.0,13.25,27550,1.7,7.73,9.80,12.32,15.64,20.27,16090,20380,25620,32540,42170,2005
22813,CO,24540,"Greeley, CO",45-0000,major,340,26.2,12.26,25500,9.4,5.81,6.64,10.56,15.73,22.17,12080,13810,21960,32710,46120,2005
22818,CO,24540,"Greeley, CO",47-0000,major,6410,5.1,16.62,34570,2.0,10.61,12.35,15.33,20.09,25.14,22060,25690,31890,41800,52290,2005
22838,CO,24540,"Greeley, CO",49-0000,major,3100,8.0,18.69,38870,2.6,9.66,13.06,17.83,23.53,28.14,20100,27160,37080,48930,58520,2005
22856,CO,24540,"Greeley, CO",51-0000,major,7260,17.3,13.66,28420,2.3,8.40,10.04,12.58,16.14,20.83,17470,20880,26160,33570,43320,2005
22893,CO,24540,"Greeley, CO",53-0000,major,5720,8.4,13.15,27360,2.8,7.13,9.07,11.96,16.07,21.71,14830,18860,24870,33410,45160,2005
22913,CO,39380,"Pueblo, CO",11-0000,major,1740,5.1,33.74,70180,2.0,15.46,21.90,31.52,41.63,54.70,32160,45560,65560,86590,113770,2005
22928,CO,39380,"Pueblo, CO",13-0000,major,1200,6.0,23.77,49430,2.3,14.30,17.63,21.72,28.67,34.64,29740,36670,45180,59630,72050,2005
22942,CO,39380,"Pueblo, CO",15-0000,major,340,9.7,23.63,49150,2.7,13.86,17.92,21.60,29.18,34.78,28830,37280,44920,60690,72340,2005
22949,CO,39380,"Pueblo, CO",17-0000,major,460,7.1,26.52,55160,3.3,14.83,18.58,25.49,33.49,41.85,30840,38650,53030,69650,87060,2005
22958,CO,39380,"Pueblo, CO",19-0000,major,310,17.6,31.11,64700,4.7,17.52,23.35,29.26,36.50,42.42,36440,48570,60860,75930,88230,2005
22960,CO,39380,"Pueblo, CO",21-0000,major,1080,8.5,18.78,39070,2.9,11.33,14.16,17.80,22.83,28.27,23570,29450,37020,47490,58800,2005
22968,CO,39380,"Pueblo, CO",23-0000,major,230,17.1,25.58,53210,14.8,12.11,13.48,20.48,31.61,46.24,25180,28040,42600,65740,96170,2005
22971,CO,39380,"Pueblo, CO",25-0000,major,3590,14.8,21.44,44590,5.5,11.54,14.69,19.63,26.69,34.02,24000,30550,40820,55520,70750,2005
22977,CO,39380,"Pueblo, CO",27-0000,major,320,7.8,16.55,34420,5.3,7.47,9.44,14.91,21.24,28.82,15530,19630,31010,44190,59950,2005
22982,CO,39380,"Pueblo, CO",29-0000,major,4210,2.3,26.99,56140,5.5,12.45,16.10,22.76,29.42,41.16,25890,33490,47350,61200,85620,2005
23003,CO,39380,"Pueblo, CO",31-0000,major,1880,8.7,10.77,22410,2.1,7.38,8.69,10.21,12.40,15.44,15360,18070,21230,25790,32110,2005
23013,CO,39380,"Pueblo, CO",33-0000,major,1780,13.7,18.72,38930,5.8,8.80,12.97,17.98,24.37,28.92,18310,26980,37390,50690,60140,2005
23022,CO,39380,"Pueblo, CO",35-0000,major,5930,2.0,7.99,16620,2.5,5.60,6.06,6.85,8.73,12.14,11640,12610,14260,18150,25250,2005
23038,CO,39380,"Pueblo, CO",37-0000,major,1750,9.2,10.32,21470,2.7,6.14,7.44,9.58,12.29,15.87,12770,15480,19920,25570,33010,2005
23043,CO,39380,"Pueblo, CO",39-0000,major,1940,4.2,8.53,17740,2.7,6.17,7.10,8.00,9.42,11.49,12820,14780,16640,19590,23910,2005
23050,CO,39380,"Pueblo, CO",41-0000,major,6430,3.2,12.59,26180,5.3,6.35,7.47,9.32,13.97,22.59,13200,15530,19390,29050,46980,2005
23064,CO,39380,"Pueblo, CO",43-0000,major,8080,3.0,12.79,26610,2.0,7.47,9.39,11.76,15.50,19.96,15540,19530,24460,32250,41520,2005
23101,CO,39380,"Pueblo, CO",45-0000,major,40,27.3,8.84,18390,9.5,6.66,7.31,8.22,9.74,10.76,13860,15200,17100,20260,22390,2005
23102,CO,39380,"Pueblo, CO",47-0000,major,3250,11.2,15.21,31640,2.6,8.18,10.64,14.34,19.13,24.60,17020,22140,29820,39790,51170,2005
23120,CO,39380,"Pueblo, CO",49-0000,major,2450,9.0,16.71,34760,2.4,8.77,11.77,16.05,21.19,26.00,18250,24490,33380,44070,54090,2005
23136,CO,39380,"Pueblo, CO",51-0000,major,2840,9.7,14.18,29500,3.9,7.51,8.90,13.14,17.52,22.46,15630,18510,27330,36440,46710,2005
23155,CO,39380,"Pueblo, CO",53-0000,major,3910,5.4,12.49,25990,2.9,7.18,8.52,11.85,15.76,18.32,14930,17710,24640,32770,38110,2005
23171,CT,71950,"Bridgeport-Stamford-Norwalk, CT",11-0000,major,23340,2.3,58.80,122310,1.2,28.66,38.61,53.79,#,#,59610,80300,111880,#,#,2005
23202,CT,71950,"Bridgeport-Stamford-Norwalk, CT",13-0000,major,25710,2.7,38.33,79720,1.8,18.97,24.37,32.85,45.80,67.71,39450,50690,68320,95250,140830,2005
23230,CT,71950,"Bridgeport-Stamford-Norwalk, CT",15-0000,major,15240,4.7,38.16,79370,1.1,22.63,28.39,35.70,46.00,57.12,47070,59050,74250,95680,118810,2005
23243,CT,71950,"Bridgeport-Stamford-Norwalk, CT",17-0000,major,7800,6.3,32.67,67950,1.3,19.21,24.22,31.70,39.87,46.95,39960,50380,65940,82930,97650,2005
23271,CT,71950,"Bridgeport-Stamford-Norwalk, CT",19-0000,major,3880,6.5,36.41,75740,4.6,18.13,23.79,32.98,46.36,60.46,37710,49480,68600,96430,125750,2005
23285,CT,71950,"Bridgeport-Stamford-Norwalk, CT",21-0000,major,6710,4.8,21.44,44590,2.6,12.93,15.79,19.93,25.96,33.43,26890,32850,41460,53990,69530,2005
23300,CT,71950,"Bridgeport-Stamford-Norwalk, CT",23-0000,major,3330,7.5,44.73,93030,4.2,19.65,24.75,34.67,57.68,#,40880,51490,72100,119970,#,2005
23305,CT,71950,"Bridgeport-Stamford-Norwalk, CT",25-0000,major,29830,5.8,22.96,47750,1.5,9.77,13.64,22.79,30.64,37.39,20320,28370,47400,63730,77780,2005
23332,CT,71950,"Bridgeport-Stamford-Norwalk, CT",27-0000,major,6800,5.9,25.08,52170,2.6,10.19,15.32,21.54,30.79,44.12,21200,31870,44800,64050,91760,2005
23359,CT,71950,"Bridgeport-Stamford-Norwalk, CT",29-0000,major,19520,3.6,32.51,67620,2.2,16.54,22.02,27.91,35.11,54.49,34400,45810,58060,73020,113330,2005
23407,CT,71950,"Bridgeport-Stamford-Norwalk, CT",31-0000,major,11960,4.9,13.51,28100,1.2,9.75,11.35,12.91,15.22,17.61,20270,23610,26850,31670,36630,2005
23421,CT,71950,"Bridgeport-Stamford-Norwalk, CT",33-0000,major,9380,5.5,18.58,38660,4.4,8.46,10.83,16.40,25.76,30.90,17600,22530,34110,53590,64270,2005
23436,CT,71950,"Bridgeport-Stamford-Norwalk, CT",35-0000,major,26950,1.5,11.15,23200,1.3,7.28,7.94,9.57,12.77,17.00,15150,16520,19900,26560,35350,2005
23454,CT,71950,"Bridgeport-Stamford-Norwalk, CT",37-0000,major,17230,3.3,12.94,26910,2.4,7.78,8.87,11.37,15.43,20.28,16190,18460,23640,32100,42190,2005
23463,CT,71950,"Bridgeport-Stamford-Norwalk, CT",39-0000,major,10060,3.4,14.85,30890,2.5,7.93,9.34,11.68,16.72,26.60,16500,19430,24300,34770,55320,2005
23483,CT,71950,"Bridgeport-Stamford-Norwalk, CT",41-0000,major,53870,2.4,24.71,51400,3.3,7.90,9.33,14.66,29.85,56.36,16430,19410,30490,62090,117230,2005
23503,CT,71950,"Bridgeport-Stamford-Norwalk, CT",43-0000,major,79270,1.8,17.51,36410,0.7,9.48,12.38,16.46,21.35,26.47,19720,25760,34230,44400,55060,2005
23552,CT,71950,"Bridgeport-Stamford-Norwalk, CT",45-0000,major,390,17.1,13.24,27550,5.7,7.97,9.17,11.02,17.32,20.80,16570,19080,22920,36020,43260,2005
23556,CT,71950,"Bridgeport-Stamford-Norwalk, CT",47-0000,major,12410,3.0,21.94,45640,1.6,11.64,15.69,21.68,26.76,32.99,24210,32640,45100,55670,68610,2005
23588,CT,71950,"Bridgeport-Stamford-Norwalk, CT",49-0000,major,12660,3.2,21.46,44630,1.2,12.04,15.85,20.72,25.82,31.76,25040,32970,43110,53710,66070,2005
23620,CT,71950,"Bridgeport-Stamford-Norwalk, CT",51-0000,major,24230,3.6,16.51,34350,1.1,8.80,11.08,15.22,20.55,26.25,18310,23040,31660,42740,54610,2005
23690,CT,71950,"Bridgeport-Stamford-Norwalk, CT",53-0000,major,20940,4.4,14.86,30910,2.0,7.93,9.41,13.26,17.89,23.77,16480,19580,27580,37200,49450,2005
23716,CT,72850,"Danbury, CT",11-0000,major,2990,4.4,52.92,110080,2.2,26.18,35.92,48.88,66.56,#,54460,74710,101670,138450,#,2005
23738,CT,72850,"Danbury, CT",13-0000,major,3290,4.7,31.32,65130,2.5,17.47,22.05,27.97,36.38,50.15,36340,45870,58180,75660,104320,2005
23754,CT,72850,"Danbury, CT",15-0000,major,1240,11.4,34.89,72580,3.0,19.86,25.36,33.66,43.98,53.34,41310,52760,70010,91480,110950,2005
23763,CT,72850,"Danbury, CT",17-0000,major,1410,14.6,30.74,63940,1.9,18.09,22.98,30.37,37.45,44.19,37620,47790,63170,77900,91920,2005
23781,CT,72850,"Danbury, CT",19-0000,major,490,20.6,32.39,67360,3.8,18.96,24.16,30.77,38.78,48.15,39440,50260,64000,80660,100150,2005
23787,CT,72850,"Danbury, CT",21-0000,major,1110,11.1,18.37,38200,7.8,11.26,12.49,15.91,22.49,30.58,23420,25980,33090,46790,63600,2005
23796,CT,72850,"Danbury, CT",23-0000,major,250,18.3,42.81,89040,8.4,20.36,24.01,31.41,57.40,#,42360,49940,65340,119390,#,2005
23799,CT,72850,"Danbury, CT",25-0000,major,5110,14.6,22.65,47120,3.2,10.46,13.55,22.02,30.28,36.40,21750,28190,45810,62990,75700,2005
23816,CT,72850,"Danbury, CT",27-0000,major,700,9.6,20.33,42290,8.1,8.03,11.52,18.52,26.09,34.89,16700,23960,38510,54270,72580,2005
23827,CT,72850,"Danbury, CT",29-0000,major,3610,7.2,30.35,63130,4.3,15.02,20.29,25.82,34.13,46.02,31240,42210,53710,70990,95720,2005
23846,CT,72850,"Danbury, CT",31-0000,major,1720,10.8,14.06,29240,3.1,9.81,11.48,13.11,15.93,19.39,20410,23880,27270,33140,40340,2005
23856,CT,72850,"Danbury, CT",33-0000,major,1060,8.5,17.50,36400,6.5,8.82,10.34,18.12,22.85,27.65,18340,21510,37700,47520,57520,2005
23860,CT,72850,"Danbury, CT",35-0000,major,4780,4.3,10.68,22220,2.7,7.23,7.65,9.26,12.30,15.92,15040,15910,19260,25580,33110,2005
23876,CT,72850,"Danbury, CT",37-0000,major,2110,8.9,13.05,27140,4.9,7.89,8.96,11.12,15.94,20.57,16420,18640,23130,33150,42780,2005
23882,CT,72850,"Danbury, CT",39-0000,major,1850,15.7,13.03,27110,4.8,7.76,8.86,10.71,15.02,22.48,16150,18420,22270,31250,46770,2005
23893,CT,72850,"Danbury, CT",41-0000,major,9650,3.3,17.56,36530,3.7,7.66,8.46,10.82,20.31,36.87,15940,17590,22510,42250,76690,2005
23910,CT,72850,"Danbury, CT",43-0000,major,13340,3.4,15.77,32800,1.8,8.71,11.43,15.16,19.38,23.65,18110,23770,31530,40310,49190,2005
23944,CT,72850,"Danbury, CT",47-0000,major,2620,7.4,21.09,43870,2.4,12.13,15.59,20.15,25.75,31.43,25240,32420,41920,53550,65370,2005
23960,CT,72850,"Danbury, CT",49-0000,major,2330,7.5,21.18,44050,2.6,11.08,14.48,19.99,26.13,34.81,23050,30110,41570,54340,72410,2005
23974,CT,72850,"Danbury, CT",51-0000,major,5890,6.7,16.55,34420,2.0,9.32,11.40,15.27,20.30,26.00,19390,23710,31750,42230,54080,2005
24021,CT,73450,"Hartford-West Hartford-East Hartford, CT",11-0000,major,33290,2.3,46.61,96960,1.0,22.72,31.77,43.14,55.98,#,47260,66090,89730,116450,#,2005
24053,CT,73450,"Hartford-West Hartford-East Hartford, CT",13-0000,major,35670,3.9,29.25,60840,1.2,17.02,21.56,27.74,34.97,43.43,35400,44840,57700,72740,90340,2005
24081,CT,73450,"Hartford-West Hartford-East Hartford, CT",15-0000,major,21110,5.4,33.30,69270,1.3,20.05,25.53,32.31,40.42,48.88,41700,53100,67200,84080,101680,2005
24096,CT,73450,"Hartford-West Hartford-East Hartford, CT",17-0000,major,13870,2.3,31.25,64990,2.1,19.00,24.44,30.78,38.60,44.37,39530,50830,64020,80290,92280,2005
24121,CT,73450,"Hartford-West Hartford-East Hartford, CT",19-0000,major,5660,6.6,30.09,62590,2.1,17.52,22.09,27.98,35.89,45.68,36450,45940,58190,74650,95010,2005
24143,CT,73450,"Hartford-West Hartford-East Hartford, CT",21-0000,major,10260,3.8,21.88,45510,4.7,12.90,15.82,21.18,27.26,32.74,26840,32900,44040,56700,68100,2005
24158,CT,73450,"Hartford-West Hartford-East Hartford, CT",23-0000,major,5970,4.6,45.63,94920,3.7,18.51,25.57,39.94,59.24,#,38490,53190,83070,123210,#,2005
24166,CT,73450,"Hartford-West Hartford-East Hartford, CT",25-0000,major,38560,4.0,24.92,51830,3.3,10.22,13.67,22.73,32.45,41.72,21260,28430,47270,67500,86780,2005
24197,CT,73450,"Hartford-West Hartford-East Hartford, CT",27-0000,major,6840,5.3,23.09,48030,2.5,10.46,15.03,21.28,29.01,38.78,21770,31270,44270,60340,80660,2005
24224,CT,73450,"Hartford-West Hartford-East Hartford, CT",29-0000,major,30960,3.6,31.27,65050,1.8,17.09,22.26,27.90,34.57,47.85,35540,46300,58020,71910,99520,2005
