,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
1024,AL,12220,"Auburn-Opelika, AL",43-0000,major,6540,3.2,11.89,24720,1.8,7.12,8.89,10.96,13.98,18.00,14810,18490,22800,29080,37440,2005
1052,AL,12220,"Auburn-Opelika, AL",47-0000,major,2240,7.4,13.02,27090,1.7,8.18,9.70,12.06,15.38,19.43,17020,20170,25090,32000,40400,2005
1069,AL,12220,"Auburn-Opelika, AL",49-0000,major,1960,4.6,15.72,32710,2.1,9.08,11.39,15.34,19.04,23.26,18880,23700,31900,39600,48390,2005
1082,AL,12220,"Auburn-Opelika, AL",51-0000,major,5370,9.2,12.66,26320,6.2,7.40,9.03,10.78,15.28,21.23,15390,18780,22430,31790,44160,2005
1103,AL,12220,"Auburn-Opelika, AL",53-0000,major,3610,14.1,11.40,23710,3.9,6.15,7.53,10.70,14.25,17.67,12790,15670,22250,29650,36760,2005
1117,AL,13820,"Birmingham-Hoover, AL",11-0000,major,24340,2.2,39.77,82730,0.9,17.69,24.78,34.48,48.58,#,36790,51550,71720,101040,#,2005
1149,AL,13820,"Birmingham-Hoover, AL",13-0000,major,19190,3.7,26.16,54410,1.7,12.95,17.98,23.89,31.93,42.74,26940,37410,49680,66400,88900,2005
1178,AL,13820,"Birmingham-Hoover, AL",15-0000,major,10100,4.8,27.38,56950,2.4,14.72,19.62,26.51,34.58,42.27,30610,40820,55140,71930,87920,2005
1189,AL,13820,"Birmingham-Hoover, AL",17-0000,major,7940,4.5,28.83,59970,2.7,13.90,19.47,26.47,37.92,44.70,28900,40500,55060,78870,92970,2005
1214,AL,13820,"Birmingham-Hoover, AL",19-0000,major,3120,18.7,23.11,48080,7.0,11.97,13.81,19.76,28.54,39.62,24900,28720,41110,59370,82410,2005
1231,AL,13820,"Birmingham-Hoover, AL",21-0000,major,4140,5.6,16.90,35140,2.6,9.74,12.36,15.90,20.91,26.03,20270,25700,33070,43490,54150,2005
1246,AL,13820,"Birmingham-Hoover, AL",23-0000,major,5160,5.2,35.16,73130,8.6,13.87,17.80,25.87,44.26,#,28850,37030,53800,92070,#,2005
1254,AL,13820,"Birmingham-Hoover, AL",25-0000,major,24900,13.1,18.13,37700,6.6,7.54,10.81,17.66,21.71,28.14,15690,22490,36730,45150,58540,2005
1297,AL,13820,"Birmingham-Hoover, AL",27-0000,major,5740,9.3,16.50,34310,4.3,7.43,8.78,14.09,21.12,29.06,15440,18260,29300,43930,60440,2005
1322,AL,13820,"Birmingham-Hoover, AL",29-0000,major,32530,4.3,23.97,49860,2.8,10.61,13.91,20.47,27.15,39.36,22070,28940,42580,56470,81870,2005
1364,AL,13820,"Birmingham-Hoover, AL",31-0000,major,11450,4.6,10.01,20820,1.9,6.92,7.70,9.14,11.05,14.61,14390,16020,19000,22970,30390,2005
1380,AL,13820,"Birmingham-Hoover, AL",33-0000,major,11780,3.6,14.63,30430,5.2,6.58,8.36,12.51,19.90,25.31,13690,17380,26010,41400,52640,2005
1396,AL,13820,"Birmingham-Hoover, AL",35-0000,major,37520,2.7,7.69,16000,1.5,5.57,6.02,6.76,8.75,11.01,11590,12510,14050,18200,22900,2005
1413,AL,13820,"Birmingham-Hoover, AL",37-0000,major,13130,4.5,9.45,19650,1.7,5.92,6.89,8.45,10.85,14.63,12320,14320,17570,22560,30420,2005
1423,AL,13820,"Birmingham-Hoover, AL",39-0000,major,8190,8.9,9.79,20350,4.0,5.89,6.77,8.04,10.40,16.15,12240,14090,16710,21640,33600,2005
1440,AL,13820,"Birmingham-Hoover, AL",41-0000,major,57910,2.5,15.31,31850,2.9,6.18,7.50,10.26,18.54,31.84,12860,15600,21340,38560,66220,2005
1459,AL,13820,"Birmingham-Hoover, AL",43-0000,major,90980,2.2,13.48,28040,1.2,7.73,9.64,12.41,16.41,21.05,16080,20050,25810,34130,43790,2005
1510,AL,13820,"Birmingham-Hoover, AL",45-0000,major,740,8.3,12.09,25150,5.8,7.40,8.94,11.55,14.74,17.49,15400,18600,24020,30650,36370,2005
1518,AL,13820,"Birmingham-Hoover, AL",47-0000,major,27240,3.4,15.57,32380,1.6,9.21,10.91,14.40,18.81,22.93,19160,22690,29950,39130,47690,2005
1558,AL,13820,"Birmingham-Hoover, AL",49-0000,major,25470,3.1,17.46,36310,1.7,9.12,11.98,16.53,21.29,26.72,18970,24930,34390,44280,55570,2005
1596,AL,13820,"Birmingham-Hoover, AL",51-0000,major,33730,3.1,14.11,29340,1.9,7.95,9.63,12.54,17.00,21.79,16530,20030,26090,35360,45330,2005
1670,AL,13820,"Birmingham-Hoover, AL",53-0000,major,39050,3.1,12.46,25920,1.7,6.33,8.02,11.25,15.66,20.69,13170,16680,23410,32570,43040,2005
1703,AL,19460,"Decatur, AL",11-0000,major,1870,6.7,33.65,69990,2.3,14.49,20.48,30.25,42.39,56.86,30140,42600,62920,88170,118270,2005
1724,AL,19460,"Decatur, AL",13-0000,major,1570,4.8,25.10,52210,8.1,9.74,15.98,22.26,33.81,42.54,20250,33240,46300,70320,88470,2005
1736,AL,19460,"Decatur, AL",15-0000,major,260,14.3,26.25,54590,7.6,9.91,16.47,25.14,35.47,43.56,20620,34250,52280,73770,90600,2005
1741,AL,19460,"Decatur, AL",17-0000,major,1000,8.9,28.51,59310,4.4,12.62,19.26,28.08,36.99,43.81,26250,40050,58400,76930,91130,2005
1756,AL,19460,"Decatur, AL",19-0000,major,260,11.3,22.30,46380,6.6,11.61,14.87,19.79,28.82,37.63,24150,30920,41170,59940,78270,2005
1760,AL,19460,"Decatur, AL",21-0000,major,330,9.8,18.00,37440,3.5,8.82,13.30,17.18,22.56,26.92,18340,27650,35740,46930,56000,2005
1765,AL,19460,"Decatur, AL",23-0000,major,110,21.1,39.25,81630,12.2,12.14,21.24,33.63,60.79,68.50,25240,44190,69940,126440,142470,2005
1767,AL,19460,"Decatur, AL",25-0000,major,3150,15.5,16.40,34100,4.5,6.43,9.23,17.49,21.15,25.38,13370,19190,36370,44000,52790,2005
1778,AL,19460,"Decatur, AL",27-0000,major,280,12.1,15.60,32440,5.7,8.42,10.49,13.72,18.84,25.52,17510,21810,28540,39190,53090,2005
1781,AL,19460,"Decatur, AL",29-0000,major,2460,7.0,22.76,47340,4.2,10.36,13.61,18.36,24.69,41.02,21550,28300,38180,51350,85320,2005
1794,AL,19460,"Decatur, AL",31-0000,major,1400,8.6,10.50,21840,5.7,7.15,7.87,9.15,11.26,18.15,14880,16360,19020,23420,37760,2005
1802,AL,19460,"Decatur, AL",33-0000,major,1050,6.1,13.74,28580,6.1,6.62,9.11,12.36,18.28,22.18,13760,18940,25710,38020,46130,2005
1807,AL,19460,"Decatur, AL",35-0000,major,4470,4.0,7.12,14800,1.6,5.52,5.90,6.54,7.84,10.12,11480,12270,13600,16300,21050,2005
1823,AL,19460,"Decatur, AL",37-0000,major,1420,8.9,9.65,20070,4.9,6.03,7.10,8.52,10.85,15.93,12530,14780,17730,22570,33120,2005
1830,AL,19460,"Decatur, AL",39-0000,major,**,**,8.71,18110,3.9,5.80,6.66,7.76,9.33,13.30,12060,13850,16140,19420,27660,2005
1837,AL,19460,"Decatur, AL",41-0000,major,4890,4.0,12.10,25160,3.2,5.99,7.11,9.52,14.03,21.15,12460,14790,19790,29170,43980,2005
1851,AL,19460,"Decatur, AL",43-0000,major,7860,4.4,12.39,25770,1.5,7.46,9.06,11.20,14.60,18.96,15510,18840,23290,30380,39440,2005
1881,AL,19460,"Decatur, AL",45-0000,major,90,7.2,9.92,20640,6.4,5.84,6.71,8.77,12.77,16.20,12140,13960,18250,26550,33690,2005
1882,AL,19460,"Decatur, AL",47-0000,major,2940,7.8,14.90,31000,1.8,9.33,11.56,14.39,17.11,21.64,19410,24040,29940,35590,45020,2005
1899,AL,19460,"Decatur, AL",49-0000,major,3450,6.6,18.53,38540,4.6,10.18,13.11,17.09,23.17,28.64,21180,27260,35540,48180,59560,2005
1916,AL,19460,"Decatur, AL",51-0000,major,11370,8.8,14.37,29900,4.2,7.72,9.59,12.98,17.55,23.32,16060,19950,26990,36500,48500,2005
1950,AL,19460,"Decatur, AL",53-0000,major,5220,5.6,13.03,27090,3.9,6.58,8.41,11.67,16.45,21.33,13690,17480,24270,34220,44370,2005
1965,AL,20020,"Dothan, AL",11-0000,major,2420,10.8,31.49,65500,2.4,6.70,18.08,27.44,39.80,58.07,13930,37610,57070,82790,120780,2005
1984,AL,20020,"Dothan, AL",13-0000,major,1310,5.5,22.60,47000,4.9,10.71,14.57,19.24,27.41,39.49,22270,30310,40020,57020,82140,2005
1999,AL,20020,"Dothan, AL",15-0000,major,290,8.3,21.58,44880,4.4,10.86,13.96,19.04,26.92,34.96,22590,29040,39610,55990,72710,2005
2005,AL,20020,"Dothan, AL",17-0000,major,730,7.9,26.70,55530,5.2,12.20,19.06,27.10,34.16,41.16,25380,39640,56360,71050,85620,2005
2013,AL,20020,"Dothan, AL",19-0000,major,190,4.6,24.81,51600,7.7,12.79,16.53,23.38,31.89,38.25,26600,34370,48620,66340,79570,2005
2015,AL,20020,"Dothan, AL",21-0000,major,540,8.1,14.36,29870,4.5,6.52,10.85,13.87,17.98,22.26,13550,22570,28850,37390,46310,2005
2022,AL,20020,"Dothan, AL",23-0000,major,**,**,40.41,84060,17.4,11.50,17.45,31.23,52.54,#,23910,36300,64950,109290,#,2005
2024,AL,20020,"Dothan, AL",25-0000,major,2170,8.2,15.05,31300,3.6,7.13,9.27,16.30,19.67,21.39,14840,19280,33910,40920,44490,2005
2034,AL,20020,"Dothan, AL",27-0000,major,440,7.6,12.16,25300,3.6,6.39,8.19,10.88,15.15,19.93,13300,17030,22620,31510,41440,2005
2052,AL,20020,"Dothan, AL",31-0000,major,1660,7.9,9.80,20380,2.9,6.96,7.76,9.18,10.71,13.39,14480,16150,19090,22270,27850,2005
2061,AL,20020,"Dothan, AL",33-0000,major,1340,14.8,12.22,25420,7.3,6.22,7.70,11.12,15.17,20.15,12930,16010,23120,31560,41920,2005
2065,AL,20020,"Dothan, AL",35-0000,major,5390,2.8,7.35,15290,1.4,5.55,5.96,6.64,8.17,10.37,11530,12390,13810,17000,21580,2005
2080,AL,20020,"Dothan, AL",37-0000,major,1660,9.4,8.29,17250,2.6,5.74,6.46,7.85,9.74,11.46,11950,13440,16340,20250,23840,2005
2087,AL,20020,"Dothan, AL",39-0000,major,1040,11.5,7.66,15930,4.0,5.53,5.98,6.74,8.23,11.46,11500,12440,14010,17130,23840,2005
2096,AL,20020,"Dothan, AL",41-0000,major,6950,4.1,12.17,25320,4.2,5.76,6.52,9.03,13.84,21.85,11980,13560,18790,28780,45460,2005
2112,AL,20020,"Dothan, AL",43-0000,major,9040,3.1,11.36,23630,1.6,7.01,8.39,10.46,13.39,16.88,14580,17450,21750,27850,35120,2005
2144,AL,20020,"Dothan, AL",45-0000,major,510,31.2,10.03,20850,4.1,6.87,8.86,9.88,11.00,13.20,14290,18420,20550,22890,27460,2005
2148,AL,20020,"Dothan, AL",47-0000,major,3050,11.7,13.19,27430,3.4,7.85,9.54,12.12,16.03,20.64,16340,19850,25220,33340,42920,2005
2164,AL,20020,"Dothan, AL",49-0000,major,3250,7.0,14.56,30280,3.0,8.02,10.60,13.54,17.69,21.53,16690,22050,28160,36790,44780,2005
2183,AL,20020,"Dothan, AL",51-0000,major,6710,12.1,11.39,23690,5.8,6.23,7.69,9.98,12.64,17.52,12950,15990,20750,26290,36440,2005
2204,AL,20020,"Dothan, AL",53-0000,major,5160,5.1,11.41,23740,4.2,6.06,7.35,9.86,13.70,20.21,12610,15280,20500,28490,42030,2005
2220,AL,22520,"Florence-Muscle Shoals, AL",11-0000,major,1810,4.4,34.88,72550,3.1,15.21,21.17,29.49,41.93,63.37,31630,44030,61340,87220,131820,2005
2236,AL,22520,"Florence-Muscle Shoals, AL",13-0000,major,1260,5.6,24.32,50590,6.9,11.08,14.78,20.73,32.46,40.97,23050,30740,43110,67520,85220,2005
2250,AL,22520,"Florence-Muscle Shoals, AL",15-0000,major,170,7.1,21.90,45540,4.3,12.07,15.17,20.42,27.00,34.92,25110,31560,42460,56170,72640,2005
2254,AL,22520,"Florence-Muscle Shoals, AL",17-0000,major,580,8.0,22.92,47670,5.6,10.44,14.32,21.18,29.79,39.05,21720,29770,44050,61960,81220,2005
2264,AL,22520,"Florence-Muscle Shoals, AL",19-0000,major,170,13.6,22.84,47500,5.3,10.93,17.26,20.74,30.05,37.05,22740,35900,43140,62510,77060,2005
2267,AL,22520,"Florence-Muscle Shoals, AL",21-0000,major,370,9.5,15.42,32070,3.6,7.30,10.24,13.68,20.45,25.49,15190,21300,28450,42540,53010,2005
2273,AL,22520,"Florence-Muscle Shoals, AL",23-0000,major,120,16.7,32.39,67360,12.5,12.71,16.05,24.87,41.10,66.67,26430,33380,51720,85490,138670,2005
2275,AL,22520,"Florence-Muscle Shoals, AL",25-0000,major,3490,6.4,15.38,32000,5.1,6.19,7.90,16.26,20.38,24.49,12860,16420,33820,42400,50950,2005
2288,AL,22520,"Florence-Muscle Shoals, AL",27-0000,major,550,21.5,11.23,23350,5.4,7.14,7.76,8.79,13.59,19.15,14860,16140,18290,28260,39830,2005
2296,AL,22520,"Florence-Muscle Shoals, AL",29-0000,major,3100,4.2,26.36,54830,7.5,9.63,13.46,18.36,26.04,56.31,20030,28000,38190,54150,117120,2005
2309,AL,22520,"Florence-Muscle Shoals, AL",31-0000,major,1600,9.8,8.57,17820,2.6,6.30,7.19,7.99,9.23,11.93,13110,14950,16610,19200,24810,2005
2317,AL,22520,"Florence-Muscle Shoals, AL",33-0000,major,900,8.6,12.72,26450,4.2,6.47,8.36,12.16,16.04,20.27,13460,17390,25300,33350,42160,2005
2324,AL,22520,"Florence-Muscle Shoals, AL",35-0000,major,4940,3.1,6.99,14540,1.1,5.51,5.87,6.45,7.40,9.09,11470,12200,13420,15400,18910,2005
2340,AL,22520,"Florence-Muscle Shoals, AL",37-0000,major,1340,9.0,8.81,18320,2.5,5.78,6.57,8.01,10.27,13.03,12020,13680,16660,21360,27100,2005
2347,AL,22520,"Florence-Muscle Shoals, AL",39-0000,major,860,8.4,8.29,17230,3.0,5.64,6.16,7.07,9.52,12.94,11740,12810,14710,19800,26910,2005
2354,AL,22520,"Florence-Muscle Shoals, AL",41-0000,major,5880,4.4,11.67,24270,3.9,5.92,6.90,8.77,12.68,21.11,12320,14360,18230,26380,43910,2005
2367,AL,22520,"Florence-Muscle Shoals, AL",43-0000,major,7460,2.9,11.60,24120,1.6,6.99,8.37,10.49,13.57,17.60,14540,17420,21830,28220,36600,2005
2398,AL,22520,"Florence-Muscle Shoals, AL",45-0000,major,170,25.1,11.32,23540,8.8,7.72,8.75,10.15,14.55,16.29,16060,18200,21120,30260,33880,2005
2402,AL,22520,"Florence-Muscle Shoals, AL",47-0000,major,2880,7.1,15.53,32300,3.2,9.14,10.60,14.67,19.43,23.91,19020,22040,30520,40420,49730,2005
