,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
1,AK,11260,"Anchorage, AK",11-0000,major,12430,2.7,40.37,83960,1.4,18.36,25.29,36.21,49.31,67.75,38180,52600,75310,102560,140920,2008
29,AK,11260,"Anchorage, AK",13-0000,major,6360,2.9,30.27,62960,2.1,16.35,21.21,28.21,36.82,46.91,34000,44120,58680,76590,97580,2008
53,AK,11260,"Anchorage, AK",15-0000,major,2760,4.1,32.06,66690,2.2,19.27,24.27,31.30,38.73,47.21,40080,50480,65110,80560,98190,2008
64,AK,11260,"Anchorage, AK",17-0000,major,4810,4.6,41.63,86590,7.2,21.30,27.86,37.09,49.05,65.11,44300,57940,77150,102020,135430,2008
85,AK,11260,"Anchorage, AK",19-0000,major,2840,21.8,30.15,62700,2.9,16.12,20.88,28.61,37.19,47.04,33540,43430,59500,77350,97840,2008
106,AK,11260,"Anchorage, AK",21-0000,major,2970,6.8,21.46,44630,3.5,12.61,16.05,20.26,26.03,31.99,26230,33390,42140,54150,66530,2008
120,AK,11260,"Anchorage, AK",23-0000,major,**,**,37.68,78370,6.7,20.45,24.75,33.73,45.91,57.15,42540,51480,70150,95480,118870,2008
125,AK,11260,"Anchorage, AK",25-0000,major,9490,13.3,23.92,49760,3.1,8.09,13.85,23.39,32.04,40.20,16830,28810,48640,66630,83610,2008
143,AK,11260,"Anchorage, AK",27-0000,major,1890,10.5,23.23,48310,3.8,11.42,14.84,19.49,28.48,38.27,23750,30860,40540,59230,79600,2008
159,AK,11260,"Anchorage, AK",29-0000,major,8580,13.4,37.26,77510,2.8,17.13,24.05,33.34,42.42,61.93,35640,50020,69350,88240,128820,2008
190,AK,11260,"Anchorage, AK",31-0000,major,3900,6.5,17.16,35700,3.8,11.74,13.38,15.21,18.75,23.47,24410,27830,31630,39000,48810,2008
200,AK,11260,"Anchorage, AK",33-0000,major,4540,5.3,20.32,42270,7.8,10.71,12.08,18.28,26.46,34.38,22270,25120,38020,55040,71510,2008
210,AK,11260,"Anchorage, AK",35-0000,major,13270,3.3,11.21,23310,2.5,7.71,8.12,9.56,12.06,15.87,16030,16900,19880,25080,33010,2008
227,AK,11260,"Anchorage, AK",37-0000,major,5600,5.4,13.69,28480,2.9,8.52,10.21,12.16,15.84,20.96,17720,21250,25290,32940,43590,2008
234,AK,11260,"Anchorage, AK",39-0000,major,5690,11.0,12.47,25950,2.8,7.91,9.10,11.54,14.43,18.46,16460,18920,23990,30010,38390,2008
251,AK,11260,"Anchorage, AK",41-0000,major,15320,3.4,16.30,33910,2.1,8.42,10.16,12.82,18.88,28.41,17510,21130,26670,39270,59090,2008
269,AK,11260,"Anchorage, AK",43-0000,major,28560,2.2,17.58,36560,0.8,10.91,13.32,16.62,20.98,25.70,22680,27700,34560,43630,53460,2008
314,AK,11260,"Anchorage, AK",45-0000,major,**,**,14.31,29760,13.0,7.86,8.57,9.73,19.31,26.35,16340,17830,20240,40170,54810,2008
315,AK,11260,"Anchorage, AK",47-0000,major,10170,4.6,28.90,60120,1.8,16.51,21.65,28.64,35.48,40.98,34330,45030,59580,73800,85230,2008
339,AK,11260,"Anchorage, AK",49-0000,major,8000,4.9,25.26,52540,2.0,13.01,17.92,25.16,32.43,38.08,27050,37280,52340,67450,79200,2008
369,AK,11260,"Anchorage, AK",51-0000,major,3470,14.3,19.78,41140,4.1,10.02,12.68,18.04,26.45,31.50,20830,26380,37520,55020,65510,2008
392,AK,11260,"Anchorage, AK",53-0000,major,12760,3.2,21.00,43680,4.4,9.56,12.36,16.54,24.67,38.44,19880,25710,34410,51320,79950,2008
420,AK,21820,"Fairbanks, AK",11-0000,major,2390,4.2,38.09,79230,3.6,18.17,23.34,33.26,46.94,65.02,37790,48540,69180,97630,135230,2008
436,AK,21820,"Fairbanks, AK",13-0000,major,1250,4.3,27.62,57440,2.0,16.14,21.12,26.08,33.53,41.22,33560,43920,54250,69730,85730,2008
447,AK,21820,"Fairbanks, AK",15-0000,major,500,4.5,31.11,64710,4.6,17.99,23.72,30.45,37.03,44.20,37410,49330,63340,77030,91940,2008
454,AK,21820,"Fairbanks, AK",17-0000,major,630,7.1,32.63,67880,2.0,20.57,25.80,32.52,38.86,46.75,42790,53660,67650,80830,97250,2008
462,AK,21820,"Fairbanks, AK",19-0000,major,1180,3.8,25.75,53550,1.8,15.94,19.42,24.38,31.24,38.04,33160,40390,50720,64990,79130,2008
470,AK,21820,"Fairbanks, AK",21-0000,major,560,7.6,21.71,45150,4.9,13.28,15.63,20.64,25.74,33.68,27630,32510,42930,53530,70050,2008
474,AK,21820,"Fairbanks, AK",23-0000,major,170,9.2,40.89,85040,7.2,20.55,24.80,36.61,50.76,63.52,42740,51580,76160,105580,132120,2008
477,AK,21820,"Fairbanks, AK",25-0000,major,3040,1.7,27.42,57030,7.3,13.97,16.50,26.54,34.42,42.43,29060,34310,55200,71600,88250,2008
481,AK,21820,"Fairbanks, AK",27-0000,major,320,8.8,20.87,43400,4.3,10.88,14.68,21.06,24.90,30.94,22640,30530,43810,51790,64350,2008
485,AK,21820,"Fairbanks, AK",29-0000,major,1790,30.4,35.96,74810,7.9,16.45,22.04,31.25,40.44,61.07,34220,45840,65000,84110,127030,2008
499,AK,21820,"Fairbanks, AK",31-0000,major,620,26.6,16.51,34330,2.9,12.58,13.77,15.66,18.52,21.87,26170,28650,32580,38510,45480,2008
504,AK,21820,"Fairbanks, AK",33-0000,major,980,18.4,20.00,41590,5.8,11.02,15.44,18.20,24.34,31.92,22930,32110,37860,50620,66390,2008
509,AK,21820,"Fairbanks, AK",35-0000,major,3140,5.4,10.65,22160,2.1,7.77,8.29,9.47,12.03,15.02,16150,17250,19700,25020,31250,2008
523,AK,21820,"Fairbanks, AK",37-0000,major,1130,6.2,15.02,31230,4.3,8.63,10.44,14.00,18.90,23.65,17950,21720,29120,39320,49180,2008
528,AK,21820,"Fairbanks, AK",39-0000,major,950,10.1,13.52,28110,3.5,8.27,10.14,12.61,15.72,19.42,17200,21100,26240,32700,40390,2008
535,AK,21820,"Fairbanks, AK",41-0000,major,3180,4.7,15.19,31600,2.5,8.57,10.40,13.11,17.35,24.81,17820,21630,27260,36080,51610,2008
546,AK,21820,"Fairbanks, AK",43-0000,major,6160,3.1,17.65,36710,2.0,10.89,13.44,16.76,21.12,25.56,22640,27960,34870,43930,53170,2008
578,AK,21820,"Fairbanks, AK",47-0000,major,2800,10.3,27.23,56640,1.9,15.21,20.39,27.74,33.84,38.85,31650,42410,57690,70380,80810,2008
592,AK,21820,"Fairbanks, AK",49-0000,major,2120,6.4,26.02,54120,2.9,13.71,18.36,26.53,32.72,38.79,28510,38200,55170,68050,80680,2008
608,AK,21820,"Fairbanks, AK",51-0000,major,1120,11.2,21.82,45380,5.0,9.67,13.79,21.37,28.89,36.27,20110,28680,44440,60080,75440,2008
618,AK,21820,"Fairbanks, AK",53-0000,major,2470,5.9,19.59,40750,4.5,10.30,12.95,16.76,24.87,33.49,21420,26930,34870,51730,69660,2008
632,AL,11500,"Anniston-Oxford, AL",11-0000,major,1480,5.0,38.83,80760,3.7,17.32,24.85,33.37,45.78,65.98,36020,51690,69410,95230,137240,2008
645,AL,11500,"Anniston-Oxford, AL",13-0000,major,1360,3.8,26.89,55930,3.7,14.40,19.75,25.67,32.72,40.86,29960,41080,53390,68050,84990,2008
655,AL,11500,"Anniston-Oxford, AL",15-0000,major,420,31.1,32.82,68260,4.1,15.81,24.63,34.84,41.72,48.18,32890,51230,72470,86790,100210,2008
659,AL,11500,"Anniston-Oxford, AL",17-0000,major,660,10.8,29.99,62390,4.5,14.53,21.35,28.88,38.21,47.32,30220,44400,60070,79470,98420,2008
666,AL,11500,"Anniston-Oxford, AL",19-0000,major,310,19.3,25.10,52210,4.1,16.23,18.56,23.10,31.93,38.18,33750,38610,48040,66410,79420,2008
668,AL,11500,"Anniston-Oxford, AL",21-0000,major,510,12.1,16.74,34830,4.2,8.00,11.95,16.85,21.19,25.05,16630,24860,35050,44070,52100,2008
675,AL,11500,"Anniston-Oxford, AL",23-0000,major,120,14.2,23.92,49760,16.1,11.21,16.75,20.34,23.61,46.23,23310,34850,42320,49110,96150,2008
678,AL,11500,"Anniston-Oxford, AL",25-0000,major,2710,3.7,18.80,39110,4.8,7.30,12.53,19.73,23.65,26.92,15180,26060,41040,49180,56000,2008
691,AL,11500,"Anniston-Oxford, AL",27-0000,major,360,12.8,18.04,37520,6.7,7.28,10.19,15.50,24.00,30.67,15150,21190,32230,49910,63800,2008
696,AL,11500,"Anniston-Oxford, AL",29-0000,major,2590,9.9,28.86,60030,5.3,11.72,16.48,22.11,28.60,54.29,24370,34280,45990,59490,112920,2008
712,AL,11500,"Anniston-Oxford, AL",31-0000,major,1190,11.0,10.94,22760,2.7,7.38,8.51,10.01,12.59,16.04,15350,17710,20820,26190,33360,2008
721,AL,11500,"Anniston-Oxford, AL",33-0000,major,1030,9.8,16.45,34220,4.9,7.42,12.20,16.72,20.30,24.08,15430,25380,34770,42210,50080,2008
727,AL,11500,"Anniston-Oxford, AL",35-0000,major,4690,4.3,8.02,16680,1.8,6.20,6.61,7.30,8.68,11.46,12890,13750,15180,18050,23840,2008
741,AL,11500,"Anniston-Oxford, AL",37-0000,major,1700,7.6,11.34,23590,3.9,6.96,8.40,10.98,14.30,15.90,14470,17480,22840,29730,33080,2008
748,AL,11500,"Anniston-Oxford, AL",39-0000,major,960,8.5,8.69,18080,5.1,6.21,6.64,7.34,8.83,14.14,12930,13800,15270,18360,29400,2008
754,AL,11500,"Anniston-Oxford, AL",41-0000,major,4730,4.9,12.66,26340,4.1,6.45,7.27,9.36,14.59,22.50,13410,15110,19470,30350,46800,2008
765,AL,11500,"Anniston-Oxford, AL",43-0000,major,6710,3.6,13.40,27870,2.7,7.45,9.31,12.26,16.68,20.78,15500,19370,25490,34700,43220,2008
795,AL,11500,"Anniston-Oxford, AL",47-0000,major,1900,7.1,15.74,32750,3.1,9.49,11.50,14.99,19.46,23.58,19740,23920,31180,40480,49040,2008
812,AL,11500,"Anniston-Oxford, AL",49-0000,major,4110,4.4,19.02,39570,3.7,11.05,15.51,19.18,22.81,26.89,22990,32270,39890,47440,55930,2008
826,AL,11500,"Anniston-Oxford, AL",51-0000,major,6170,9.5,14.73,30630,4.5,7.82,9.89,13.78,18.23,22.92,16270,20580,28660,37930,47670,2008
852,AL,11500,"Anniston-Oxford, AL",53-0000,major,4090,3.4,13.00,27040,3.8,6.84,8.38,12.11,15.90,21.79,14230,17430,25200,33070,45320,2008
868,AL,12220,"Auburn-Opelika, AL",11-0000,major,1720,4.7,41.32,85950,3.6,17.55,25.29,36.40,50.01,73.78,36510,52600,75700,104020,153470,2008
881,AL,12220,"Auburn-Opelika, AL",13-0000,major,900,8.7,26.54,55210,3.5,13.99,17.41,23.01,33.07,44.70,29100,36220,47860,68790,92980,2008
891,AL,12220,"Auburn-Opelika, AL",15-0000,major,580,16.7,26.52,55160,5.5,12.20,19.82,25.66,32.24,40.33,25370,41230,53380,67060,83890,2008
897,AL,12220,"Auburn-Opelika, AL",17-0000,major,580,7.8,27.03,56220,4.7,11.62,18.30,26.21,34.72,41.28,24170,38060,54520,72210,85850,2008
904,AL,12220,"Auburn-Opelika, AL",19-0000,major,480,4.1,24.50,50970,4.9,13.70,16.97,22.51,29.95,38.11,28500,35290,46810,62290,79270,2008
906,AL,12220,"Auburn-Opelika, AL",21-0000,major,500,5.8,18.55,38590,4.1,9.69,14.69,18.35,22.72,26.53,20150,30550,38170,47260,55180,2008
912,AL,12220,"Auburn-Opelika, AL",23-0000,major,70,41.4,30.19,62790,8.7,9.69,16.28,19.30,45.44,65.28,20160,33850,40140,94510,135780,2008
914,AL,12220,"Auburn-Opelika, AL",25-0000,major,4340,5.3,25.37,52780,13.0,10.31,15.16,21.54,31.16,48.87,21450,31520,44810,64810,101640,2008
928,AL,12220,"Auburn-Opelika, AL",27-0000,major,530,6.8,20.78,43210,14.8,8.11,10.04,16.97,24.53,36.94,16860,20880,35290,51020,76830,2008
933,AL,12220,"Auburn-Opelika, AL",29-0000,major,2080,3.3,26.39,54890,4.5,10.90,15.06,21.67,29.00,48.14,22670,31330,45070,60320,100140,2008
945,AL,12220,"Auburn-Opelika, AL",31-0000,major,1040,10.2,10.08,20960,2.2,7.14,8.16,9.32,11.68,14.57,14860,16970,19380,24300,30300,2008
953,AL,12220,"Auburn-Opelika, AL",33-0000,major,1200,26.0,14.60,30360,4.1,7.03,9.07,14.34,18.60,23.51,14620,18860,29840,38690,48900,2008
960,AL,12220,"Auburn-Opelika, AL",35-0000,major,5190,4.2,8.09,16820,1.7,6.21,6.64,7.36,8.71,11.37,12910,13810,15300,18120,23650,2008
976,AL,12220,"Auburn-Opelika, AL",37-0000,major,1960,3.6,10.06,20930,3.7,6.48,7.30,8.83,11.36,15.74,13490,15180,18370,23620,32750,2008
983,AL,12220,"Auburn-Opelika, AL",39-0000,major,1080,16.2,9.31,19370,4.2,6.26,6.75,7.58,11.03,14.71,13020,14040,15760,22940,30600,2008
991,AL,12220,"Auburn-Opelika, AL",41-0000,major,6440,4.4,11.82,24580,3.7,6.42,7.20,8.89,13.49,21.00,13350,14970,18480,28060,43670,2008
1003,AL,12220,"Auburn-Opelika, AL",43-0000,major,7330,3.5,12.92,26870,2.2,7.25,9.01,11.97,15.69,19.70,15070,18740,24890,32630,40970,2008
1030,AL,12220,"Auburn-Opelika, AL",45-0000,major,110,10.6,13.37,27820,6.5,7.32,10.50,13.15,16.35,19.35,15220,21830,27360,34020,40240,2008
1031,AL,12220,"Auburn-Opelika, AL",47-0000,major,2300,6.8,14.51,30180,2.4,8.41,10.15,13.43,17.38,22.29,17500,21110,27940,36150,46360,2008
1044,AL,12220,"Auburn-Opelika, AL",49-0000,major,1830,7.2,17.65,36710,2.5,9.53,12.91,16.96,21.70,27.61,19830,26850,35280,45140,57430,2008
1055,AL,12220,"Auburn-Opelika, AL",51-0000,major,5470,7.1,13.88,28870,5.6,7.84,10.04,11.94,16.49,23.28,16310,20880,24840,34310,48420,2008
1076,AL,12220,"Auburn-Opelika, AL",53-0000,major,3120,6.0,12.96,26960,4.1,7.16,9.16,12.73,16.30,18.73,14900,19060,26480,33910,38970,2008
1089,AL,13820,"Birmingham-Hoover, AL",11-0000,major,25120,1.8,46.06,95810,1.2,19.97,27.84,39.75,56.90,#,41530,57920,82680,118360,#,2008
1121,AL,13820,"Birmingham-Hoover, AL",13-0000,major,20240,2.7,29.60,61560,2.1,15.60,19.62,26.12,34.88,46.21,32460,40810,54320,72550,96110,2008
1149,AL,13820,"Birmingham-Hoover, AL",15-0000,major,10110,5.9,31.29,65080,1.1,17.67,22.72,30.72,39.27,46.99,36760,47270,63890,81690,97740,2008
1162,AL,13820,"Birmingham-Hoover, AL",17-0000,major,7110,3.7,30.49,63420,2.2,14.98,20.93,29.62,39.18,47.86,31160,43520,61600,81500,99550,2008
1188,AL,13820,"Birmingham-Hoover, AL",19-0000,major,2880,6.6,25.87,53810,4.4,13.86,17.41,22.31,30.25,41.14,28820,36210,46410,62930,85570,2008
1201,AL,13820,"Birmingham-Hoover, AL",21-0000,major,4540,5.3,19.21,39950,2.5,9.84,13.91,18.15,24.05,29.93,20460,28930,37740,50020,62250,2008
1215,AL,13820,"Birmingham-Hoover, AL",23-0000,major,4260,5.7,45.45,94540,5.4,17.30,22.19,33.78,56.24,#,35980,46150,70270,116980,#,2008
1223,AL,13820,"Birmingham-Hoover, AL",25-0000,major,26140,2.9,21.37,44450,4.5,9.05,13.43,20.23,25.32,31.78,18820,27940,42080,52660,66110,2008
1260,AL,13820,"Birmingham-Hoover, AL",27-0000,major,6320,8.7,18.91,39330,5.2,7.38,10.80,16.28,23.67,32.26,15350,22460,33850,49230,67100,2008
1285,AL,13820,"Birmingham-Hoover, AL",29-0000,major,35110,2.4,27.37,56940,2.1,12.59,17.16,23.81,30.70,44.57,26180,35690,49510,63850,92700,2008
1331,AL,13820,"Birmingham-Hoover, AL",31-0000,major,13760,4.4,11.52,23960,1.8,7.88,9.05,10.89,12.70,15.78,16390,18820,22650,26420,32820,2008
1346,AL,13820,"Birmingham-Hoover, AL",33-0000,major,12500,10.2,15.22,31660,4.0,7.19,8.95,13.09,19.45,27.01,14950,18630,27230,40460,56170,2008
1362,AL,13820,"Birmingham-Hoover, AL",35-0000,major,38250,1.9,8.50,17670,0.9,6.25,6.73,7.54,9.32,12.17,13000,14000,15680,19390,25310,2008
1379,AL,13820,"Birmingham-Hoover, AL",37-0000,major,14440,2.7,10.30,21430,2.0,6.53,7.43,9.25,11.98,16.02,13580,15460,19240,24910,33330,2008
1388,AL,13820,"Birmingham-Hoover, AL",39-0000,major,9850,5.3,10.29,21410,2.3,6.43,7.17,8.59,11.26,17.47,13370,14920,17860,23420,36340,2008
1410,AL,13820,"Birmingham-Hoover, AL",41-0000,major,65380,1.8,16.44,34190,2.1,6.83,8.28,11.49,19.25,32.79,14210,17210,23890,40040,68210,2008
1430,AL,13820,"Birmingham-Hoover, AL",43-0000,major,93310,1.5,14.61,30390,0.6,8.18,10.48,13.60,17.83,23.05,17010,21790,28280,37080,47950,2008
1482,AL,13820,"Birmingham-Hoover, AL",45-0000,major,940,20.0,11.74,24410,4.0,7.20,9.15,11.33,12.95,17.21,14980,19030,23570,26940,35800,2008
1489,AL,13820,"Birmingham-Hoover, AL",47-0000,major,28040,2.8,17.49,36380,1.2,10.07,12.43,15.93,21.41,26.50,20940,25860,33140,44540,55120,2008
1528,AL,13820,"Birmingham-Hoover, AL",49-0000,major,23930,3.2,19.15,39830,1.4,9.74,13.49,18.34,23.98,29.85,20260,28070,38160,49880,62100,2008
1561,AL,13820,"Birmingham-Hoover, AL",51-0000,major,35110,3.4,15.28,31790,1.9,8.32,10.42,13.94,18.38,24.27,17310,21670,28990,38220,50480,2008
1638,AL,13820,"Birmingham-Hoover, AL",53-0000,major,40600,3.4,13.98,29080,1.5,7.18,8.90,12.21,17.39,23.69,14940,18520,25400,36170,49270,2008
1668,AL,19460,"Decatur, AL",11-0000,major,2010,4.3,39.95,83110,2.5,19.18,25.21,33.41,48.45,67.50,39890,52430,69490,100780,140400,2008
1681,AL,19460,"Decatur, AL",13-0000,major,1150,8.4,25.02,52040,3.3,14.14,17.66,22.20,28.92,39.98,29410,36740,46170,60150,83160,2008
1692,AL,19460,"Decatur, AL",15-0000,major,250,8.0,26.46,55040,3.6,13.67,18.55,25.24,32.67,40.93,28440,38590,52500,67950,85130,2008
1698,AL,19460,"Decatur, AL",17-0000,major,810,8.8,30.59,63620,4.4,13.40,19.64,29.51,40.18,50.45,27880,40840,61370,83570,104930,2008
1708,AL,19460,"Decatur, AL",19-0000,major,160,15.6,28.67,59640,3.8,17.36,22.18,28.29,32.57,41.32,36100,46130,58840,67750,85950,2008
1710,AL,19460,"Decatur, AL",21-0000,major,410,7.0,19.31,40170,2.8,10.82,14.26,18.40,24.40,29.57,22500,29660,38280,50750,61500,2008
1716,AL,19460,"Decatur, AL",23-0000,major,160,28.5,27.33,56840,9.9,13.34,15.58,23.04,31.07,52.82,27750,32410,47930,64630,109860,2008
1719,AL,19460,"Decatur, AL",25-0000,major,3100,5.1,19.73,41040,2.2,9.57,15.09,21.31,24.28,26.50,19910,31390,44310,50500,55130,2008
1732,AL,19460,"Decatur, AL",27-0000,major,210,15.0,14.38,29900,6.4,6.94,9.05,12.93,16.91,23.69,14440,18830,26890,35160,49270,2008
1736,AL,19460,"Decatur, AL",29-0000,major,2970,4.2,29.37,61080,6.8,11.13,14.37,20.25,32.36,60.25,23160,29900,42120,67300,125310,2008
1750,AL,19460,"Decatur, AL",31-0000,major,1170,8.1,10.64,22130,3.1,7.22,8.39,9.84,11.94,14.85,15010,17460,20470,24840,30890,2008
1758,AL,19460,"Decatur, AL",33-0000,major,870,4.6,17.26,35900,5.3,10.25,12.32,16.33,21.75,25.76,21320,25630,33960,45240,53570,2008
1763,AL,19460,"Decatur, AL",35-0000,major,4170,3.2,7.96,16560,1.5,6.21,6.63,7.32,8.57,11.09,12920,13780,15230,17830,23060,2008
1776,AL,19460,"Decatur, AL",37-0000,major,1470,5.7,9.69,20160,2.7,6.52,7.41,9.05,11.28,14.24,13560,15410,18830,23460,29620,2008
1782,AL,19460,"Decatur, AL",39-0000,major,850,10.3,10.37,21580,6.3,6.42,7.16,8.59,11.55,18.10,13340,14890,17870,24010,37650,2008
1790,AL,19460,"Decatur, AL",41-0000,major,5820,4.8,13.18,27420,3.5,6.42,7.21,9.30,15.58,23.98,13360,14990,19340,32410,49880,2008
1800,AL,19460,"Decatur, AL",43-0000,major,7090,3.5,13.40,27870,1.5,7.90,9.42,12.40,15.91,20.75,16440,19590,25790,33090,43160,2008
1833,AL,19460,"Decatur, AL",45-0000,major,130,20.0,11.16,23210,10.0,6.57,7.45,9.17,11.94,21.71,13660,15500,19070,24830,45150,2008
1834,AL,19460,"Decatur, AL",47-0000,major,3380,7.7,16.72,34780,2.4,10.03,12.33,16.05,20.08,24.43,20860,25640,33380,41760,50810,2008
1852,AL,19460,"Decatur, AL",49-0000,major,2880,8.1,19.57,40710,4.2,10.18,13.20,18.02,25.51,32.08,21180,27460,37480,53060,66730,2008
1867,AL,19460,"Decatur, AL",51-0000,major,9890,7.6,13.95,29010,3.3,7.82,9.71,12.36,16.78,23.00,16260,20200,25710,34910,47830,2008
1901,AL,19460,"Decatur, AL",53-0000,major,5350,5.0,14.28,29700,3.6,7.22,9.06,12.07,18.41,24.59,15020,18840,25100,38290,51140,2008
1915,AL,20020,"Dothan, AL",11-0000,major,2460,4.7,37.08,77130,2.9,14.88,21.91,31.43,46.07,68.90,30960,45560,65380,95830,143320,2008
1932,AL,20020,"Dothan, AL",13-0000,major,1330,6.9,25.60,53240,4.6,12.53,16.33,21.06,30.03,40.00,26060,33960,43800,62470,83200,2008
1947,AL,20020,"Dothan, AL",15-0000,major,310,5.3,24.39,50720,2.6,12.37,17.39,23.28,31.53,38.33,25730,36160,48420,65580,79720,2008
1952,AL,20020,"Dothan, AL",17-0000,major,620,3.8,28.79,59890,3.8,13.16,18.45,27.77,35.87,43.41,27380,38390,57760,74610,90300,2008
1956,AL,20020,"Dothan, AL",19-0000,major,170,3.8,28.51,59300,3.6,14.32,20.50,27.72,35.55,41.09,29780,42640,57650,73950,85480,2008
1957,AL,20020,"Dothan, AL",21-0000,major,530,11.9,17.32,36040,3.9,9.65,12.29,16.06,22.27,27.16,20070,25570,33410,46310,56490,2008
1962,AL,20020,"Dothan, AL",23-0000,major,270,27.9,40.32,83870,22.9,12.80,14.67,22.16,57.93,#,26630,30510,46090,120490,#,2008
1965,AL,20020,"Dothan, AL",25-0000,major,2990,6.9,18.34,38140,2.6,8.90,12.08,19.51,23.31,25.95,18510,25120,40570,48490,53970,2008
1979,AL,20020,"Dothan, AL",27-0000,major,430,12.0,15.36,31940,3.9,8.38,10.54,13.90,17.88,23.99,17430,21930,28910,37200,49900,2008
1982,AL,20020,"Dothan, AL",29-0000,major,4830,3.2,28.50,59280,5.8,11.05,15.07,21.52,29.21,57.42,22980,31340,44760,60760,119440,2008
2004,AL,20020,"Dothan, AL",31-0000,major,1990,7.3,10.86,22590,3.2,6.91,8.15,9.99,12.99,15.57,14370,16950,20790,27010,32380,2008
2012,AL,20020,"Dothan, AL",33-0000,major,1380,5.2,13.44,27950,5.4,6.74,7.93,13.09,16.99,20.84,14020,16490,27220,35350,43350,2008
2017,AL,20020,"Dothan, AL",35-0000,major,4990,4.7,8.09,16830,1.9,6.23,6.67,7.42,8.82,10.86,12950,13880,15420,18340,22580,2008
2032,AL,20020,"Dothan, AL",37-0000,major,1600,5.8,9.36,19470,2.8,6.45,7.24,8.59,10.38,13.60,13420,15060,17870,21600,28280,2008
2039,AL,20020,"Dothan, AL",39-0000,major,1030,12.3,10.21,21250,6.5,6.35,6.98,8.26,10.80,18.30,13210,14520,17190,22460,38060,2008
2048,AL,20020,"Dothan, AL",41-0000,major,7710,3.5,12.38,25760,2.4,6.49,7.38,9.50,14.96,22.63,13500,15350,19760,31120,47080,2008
2060,AL,20020,"Dothan, AL",43-0000,major,9590,2.4,12.75,26520,1.6,7.50,9.05,11.69,15.09,19.10,15600,18830,24320,31400,39730,2008
2097,AL,20020,"Dothan, AL",45-0000,major,390,11.3,12.45,25900,3.8,7.24,9.22,11.98,14.49,17.77,15070,19180,24910,30150,36960,2008
2103,AL,20020,"Dothan, AL",47-0000,major,2680,5.2,15.81,32880,4.5,8.14,10.18,13.97,18.61,24.01,16930,21170,29050,38720,49940,2008
2120,AL,20020,"Dothan, AL",49-0000,major,2870,6.6,16.82,34990,3.1,9.18,11.77,15.54,21.45,25.35,19100,24480,32330,44630,52730,2008
2141,AL,20020,"Dothan, AL",51-0000,major,6030,3.3,12.49,25970,3.8,7.74,8.70,10.83,14.34,18.88,16110,18100,22530,29840,39270,2008
2165,AL,20020,"Dothan, AL",53-0000,major,5520,3.5,13.77,28630,3.5,6.95,8.45,11.68,17.96,24.19,14450,17570,24300,37360,50320,2008
2180,AL,22520,"Florence-Muscle Shoals, AL",11-0000,major,1750,5.8,37.32,77630,2.8,17.45,23.57,32.54,45.26,62.28,36300,49020,67670,94150,129530,2008
2194,AL,22520,"Florence-Muscle Shoals, AL",13-0000,major,910,7.2,25.60,53240,3.5,13.54,16.87,22.29,30.77,40.75,28170,35100,46350,64000,84750,2008
2203,AL,22520,"Florence-Muscle Shoals, AL",15-0000,major,250,11.7,21.88,45510,2.5,11.99,15.70,21.00,28.09,32.70,24930,32650,43670,58420,68010,2008
2207,AL,22520,"Florence-Muscle Shoals, AL",17-0000,major,490,4.1,25.66,53380,3.7,12.37,16.44,23.63,32.33,42.27,25730,34190,49140,67240,87920,2008
2213,AL,22520,"Florence-Muscle Shoals, AL",19-0000,major,100,11.6,23.02,47870,4.7,11.33,16.37,22.06,29.41,36.89,23560,34060,45890,61170,76740,2008
2214,AL,22520,"Florence-Muscle Shoals, AL",21-0000,major,650,22.6,16.17,33620,7.5,7.71,9.72,14.29,20.62,26.86,16040,20220,29720,42900,55870,2008
2221,AL,22520,"Florence-Muscle Shoals, AL",23-0000,major,220,18.0,34.51,71770,8.0,13.85,19.55,31.49,46.48,62.29,28810,40660,65500,96680,129550,2008
2223,AL,22520,"Florence-Muscle Shoals, AL",25-0000,major,3170,10.1,18.61,38720,3.5,7.86,13.42,19.58,23.60,27.18,16350,27910,40720,49090,56530,2008
2236,AL,22520,"Florence-Muscle Shoals, AL",27-0000,major,330,11.8,12.15,25260,3.7,6.65,7.91,10.61,13.90,20.79,13820,16450,22070,28910,43250,2008
2241,AL,22520,"Florence-Muscle Shoals, AL",29-0000,major,3480,6.6,26.45,55020,9.2,10.78,14.17,19.11,25.81,46.05,22420,29480,39750,53690,95790,2008
2257,AL,22520,"Florence-Muscle Shoals, AL",31-0000,major,1520,9.0,9.78,20350,2.3,6.68,7.91,9.45,11.30,13.04,13890,16460,19660,23500,27130,2008
2264,AL,22520,"Florence-Muscle Shoals, AL",33-0000,major,750,5.7,14.32,29780,5.7,7.36,9.49,13.72,17.63,22.41,15320,19740,28530,36670,46600,2008
2268,AL,22520,"Florence-Muscle Shoals, AL",35-0000,major,4950,4.1,8.02,16680,1.4,6.20,6.62,7.33,8.66,10.81,12900,13780,15250,18020,22490,2008
2281,AL,22520,"Florence-Muscle Shoals, AL",37-0000,major,1420,7.5,10.50,21840,2.4,6.75,7.93,9.74,12.26,15.37,14040,16500,20250,25490,31980,2008
