,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
47132,ID,38540,"Pocatello, ID",47-0000,major,1270,7.5,38.172,0.95,18.25,37960,3.8,9.46,13.07,17.27,22.74,29.04,19680,27190,35920,47310,60390,2017
47142,ID,38540,"Pocatello, ID",49-0000,major,1420,9.1,42.633,1.1,20.85,43360,3.7,10.03,13.74,19.54,26.22,34.2,20850,28570,40650,54550,71130,2017
47153,ID,38540,"Pocatello, ID",51-0000,major,1420,5.8,42.702,0.67,16.4,34120,3.1,10.11,11.83,14.57,18.71,23.98,21020,24600,30310,38920,49890,2017
47159,ID,38540,"Pocatello, ID",53-0000,major,1580,8.6,47.491,0.68,14.7,30580,3.1,8.35,9.68,13.71,18.37,22.8,17360,20130,28520,38210,47420,2017
47171,IL,14010,"Bloomington, IL",11-0000,major,7140,15.4,80.256,1.57,51.36,106830,4.5,21,30.85,45.11,63.34,86.89,43680,64180,93830,131740,180720,2017
47195,IL,14010,"Bloomington, IL",13-0000,major,8910,21.5,100.13,1.91,34.49,71730,2.4,19.42,24.04,31.46,42.2,53.46,40380,50000,65430,87770,111200,2017
47218,IL,14010,"Bloomington, IL",15-0000,major,4710,25.4,52.956,1.77,40.98,85250,2.5,23.51,29.78,39.3,48.91,61.69,48890,61940,81750,101740,128310,2017
47234,IL,14010,"Bloomington, IL",17-0000,major,620,13,6.93,0.39,39.23,81600,3.9,22.92,28.93,37.96,48.69,59.27,47670,60180,78950,101280,123280,2017
47241,IL,14010,"Bloomington, IL",19-0000,major,480,10.5,5.386,0.67,33.79,70290,6.3,15.25,24.67,33.45,44.24,50.09,31710,51310,69580,92010,104180,2017
47243,IL,14010,"Bloomington, IL",21-0000,major,1100,10.5,12.365,0.84,23.69,49270,4.1,13.24,16.02,21.01,28.83,39.46,27530,33310,43700,59970,82070,2017
47251,IL,14010,"Bloomington, IL",23-0000,major,1270,32,14.225,1.85,48.39,100650,9.2,19.17,25.75,38.47,67.52,80.25,39870,53560,80020,140430,166920,2017
47255,IL,14010,"Bloomington, IL",25-0000,major,6090,2.1,68.398,1.12,26.44,54990,6,10.71,14.65,23.14,34.31,46.85,22280,30470,48140,71350,97460,2017
47280,IL,14010,"Bloomington, IL",27-0000,major,1300,16.1,14.621,1.08,24.71,51390,6.2,9.16,12.67,21.44,31.53,44.81,19050,26340,44600,65580,93210,2017
47288,IL,14010,"Bloomington, IL",29-0000,major,4450,5.8,49.992,0.84,42.82,89060,8,14.32,22.41,29.5,44.44,99.31,29790,46610,61360,92430,206570,2017
47317,IL,14010,"Bloomington, IL",31-0000,major,1820,11.5,20.481,0.71,14.94,31080,2.9,10.14,11.35,13.36,16.73,22.66,21080,23610,27800,34810,47130,2017
47328,IL,14010,"Bloomington, IL",33-0000,major,1750,6.2,19.681,0.82,21.39,44490,9.7,9.1,10.41,14.68,31.64,42.32,18920,21660,30540,65810,88020,2017
47336,IL,14010,"Bloomington, IL",35-0000,major,9700,5.9,109.022,1.18,11.02,22920,1.6,8.77,9.08,9.66,11.62,15.45,18240,18880,20090,24160,32130,2017
47352,IL,14010,"Bloomington, IL",37-0000,major,3110,4.5,34.978,1.13,14.56,30270,4,9.03,10.14,13.11,17.99,22.54,18790,21100,27270,37410,46890,2017
47358,IL,14010,"Bloomington, IL",39-0000,major,2080,7,23.354,0.65,13.62,28330,4.4,8.87,9.33,10.92,14.66,23.76,18460,19400,22720,30500,49420,2017
47370,IL,14010,"Bloomington, IL",41-0000,major,7410,4.7,83.221,0.82,17.17,35710,4.7,8.85,9.47,11.6,18.16,30.49,18410,19700,24130,37770,63420,2017
47384,IL,14010,"Bloomington, IL",43-0000,major,14350,4.2,161.269,1.05,17.82,37060,3,9.69,12.22,16.16,21.86,28.32,20150,25410,33620,45460,58900,2017
47419,IL,14010,"Bloomington, IL",45-0000,major,150,22.8,1.646,0.5,17.52,36440,7.8,10.51,12.64,17.69,21.96,23.99,21870,26300,36790,45680,49890,2017
47422,IL,14010,"Bloomington, IL",47-0000,major,2260,11.3,25.364,0.63,28.56,59390,4.2,13.87,17.91,27.22,38.88,46.43,28840,37260,56620,80860,96570,2017
47435,IL,14010,"Bloomington, IL",49-0000,major,2940,8.5,32.99,0.85,22.41,46610,3.6,10.99,14.49,20.39,27.92,37.18,22870,30140,42410,58080,77330,2017
47449,IL,14010,"Bloomington, IL",51-0000,major,2910,13.7,32.74,0.52,18.63,38750,5.2,10.04,11.75,15.68,22.16,30.79,20880,24430,32610,46080,64050,2017
47464,IL,14010,"Bloomington, IL",53-0000,major,4450,8,49.994,0.71,18.35,38170,5.4,9.58,11.34,15.91,24.12,32.06,19920,23580,33100,50170,66690,2017
47478,IL,16060,"Carbondale-Marion, IL",11-0000,major,2740,4.9,52.251,1.02,39.11,81340,3,14.7,22,33.63,47.79,70.22,30580,45760,69950,99400,146050,2017
47499,IL,16060,"Carbondale-Marion, IL",13-0000,major,1730,10.5,33.017,0.63,28.39,59050,4,13.78,18.86,25.43,34.69,45.11,28670,39220,52890,72160,93820,2017
47511,IL,16060,"Carbondale-Marion, IL",15-0000,major,690,8.4,13.181,0.44,28.23,58710,4.9,15.94,18.72,26.68,35.33,44.71,33150,38940,55490,73480,92990,2017
47516,IL,16060,"Carbondale-Marion, IL",17-0000,major,600,19.7,11.436,0.65,32.15,66880,3.6,17.6,24.14,29.92,40.02,48.59,36600,50200,62230,83240,101070,2017
47521,IL,16060,"Carbondale-Marion, IL",19-0000,major,310,5.9,5.83,0.72,25.24,52500,5.5,14.11,17.49,23.85,30.58,40.3,29360,36370,49610,63610,83830,2017
47524,IL,16060,"Carbondale-Marion, IL",21-0000,major,890,10.4,16.998,1.16,20.22,42050,6.5,10.44,13.08,17.91,25.49,34.6,21710,27200,37250,53020,71970,2017
47534,IL,16060,"Carbondale-Marion, IL",23-0000,major,260,14.5,4.972,0.65,36.59,76110,5.5,16.48,21.71,30.33,47.25,62.98,34280,45150,63090,98290,131000,2017
47537,IL,16060,"Carbondale-Marion, IL",25-0000,major,4890,7.3,93.283,1.52,26.63,55390,6.2,10.2,14.84,23.51,33.28,45.75,21210,30860,48890,69210,95170,2017
47551,IL,16060,"Carbondale-Marion, IL",27-0000,major,600,10.8,11.463,0.85,19.77,41120,7.7,9.06,12.06,17.39,23.81,33.8,18830,25080,36180,49530,70300,2017
47558,IL,16060,"Carbondale-Marion, IL",29-0000,major,4940,10.9,94.311,1.58,33.22,69100,4.7,13.76,18.47,27.78,38.2,52.06,28620,38420,57780,79450,108280,2017
47585,IL,16060,"Carbondale-Marion, IL",31-0000,major,1810,9.9,34.569,1.2,13.87,28850,3.1,9.5,10.54,12.24,15.66,20.96,19750,21920,25460,32560,43600,2017
47593,IL,16060,"Carbondale-Marion, IL",33-0000,major,1380,12.8,26.297,1.1,19.64,40850,6.2,9.14,10.82,18.05,26.15,32.27,19010,22510,37550,54380,67120,2017
47602,IL,16060,"Carbondale-Marion, IL",35-0000,major,5710,3.7,108.95,1.18,10.97,22820,1.6,8.81,9.11,9.67,11.68,15,18320,18950,20120,24300,31190,2017
47617,IL,16060,"Carbondale-Marion, IL",37-0000,major,1350,7.3,25.764,0.83,14,29120,2.6,9.26,10.37,12.16,15.92,22.09,19260,21570,25300,33110,45940,2017
47624,IL,16060,"Carbondale-Marion, IL",39-0000,major,850,15,16.198,0.45,12.66,26330,3.6,8.82,9.22,10.57,13.73,18.44,18340,19190,21980,28550,38360,2017
47631,IL,16060,"Carbondale-Marion, IL",41-0000,major,4800,6.1,91.603,0.9,13.79,28690,2.5,8.75,9.21,10.9,14.71,22.14,18210,19160,22670,30590,46060,2017
47641,IL,16060,"Carbondale-Marion, IL",43-0000,major,7950,4.2,151.824,0.99,15.52,32290,1.5,9.5,11.08,14.12,18.31,23.58,19760,23050,29360,38080,49050,2017
47670,IL,16060,"Carbondale-Marion, IL",47-0000,major,2070,7.5,39.6,0.99,28.44,59150,2.8,15.14,21.76,28.3,35.17,41.89,31490,45260,58860,73150,87120,2017
47681,IL,16060,"Carbondale-Marion, IL",49-0000,major,2230,6.6,42.514,1.1,19.71,40990,2.6,9.45,12.92,18.65,24.38,31.71,19650,26870,38790,50700,65960,2017
47691,IL,16060,"Carbondale-Marion, IL",51-0000,major,3770,25.3,71.893,1.14,14.97,31140,4.2,9,9.71,11.94,18.48,24.95,18710,20190,24840,38450,51890,2017
47707,IL,16060,"Carbondale-Marion, IL",53-0000,major,2810,9.9,53.7,0.77,16.91,35170,3,9.35,10.95,14.7,21.24,29.35,19460,22770,30570,44180,61040,2017
47717,IL,16580,"Champaign-Urbana, IL",11-0000,major,7050,5,71.205,1.39,43.57,90620,2.8,18.46,26.79,38.23,53.92,74.37,38400,55720,79530,112160,154690,2017
47745,IL,16580,"Champaign-Urbana, IL",13-0000,major,3640,8.9,36.718,0.7,30.03,62460,2.4,16.26,20.85,26.74,35.56,46.67,33830,43370,55620,73970,97080,2017
47764,IL,16580,"Champaign-Urbana, IL",15-0000,major,3060,9.8,30.878,1.03,36.37,75650,3.2,20.26,26.13,33.72,43.36,55.96,42130,54350,70130,90190,116400,2017
47778,IL,16580,"Champaign-Urbana, IL",17-0000,major,1320,8.3,13.324,0.75,34.61,71990,3.2,19.73,25.12,31.47,41.13,56.89,41030,52250,65450,85560,118320,2017
47793,IL,16580,"Champaign-Urbana, IL",19-0000,major,1700,1.7,17.146,2.13,28.81,59930,5.1,17.79,21,25.17,33.16,44.71,37000,43680,52360,68970,93000,2017
47808,IL,16580,"Champaign-Urbana, IL",21-0000,major,1610,5.6,16.234,1.1,21.65,45030,3,12.12,14.65,19.49,26.64,33.79,25210,30470,40540,55420,70280,2017
47820,IL,16580,"Champaign-Urbana, IL",23-0000,major,490,8.4,4.993,0.65,58.52,121720,12.1,20.21,26.12,38.4,78.29,#,42040,54340,79880,162850,#,2017
47823,IL,16580,"Champaign-Urbana, IL",25-0000,major,9810,2,99.045,1.62,31.86,66260,12.1,10.95,17.18,24.87,38.88,60.31,22770,35730,51730,80860,125450,2017
47840,IL,16580,"Champaign-Urbana, IL",27-0000,major,1300,6.4,13.131,0.97,25.04,52090,6.5,9.57,13.96,21.24,28.34,38.41,19900,29040,44190,58950,79900,2017
47850,IL,16580,"Champaign-Urbana, IL",29-0000,major,6760,21.2,68.281,1.14,34.15,71030,3.6,13.83,19.77,26.79,36.08,59.41,28760,41130,55720,75050,123560,2017
47881,IL,16580,"Champaign-Urbana, IL",31-0000,major,2720,13,27.5,0.95,14.39,29930,2.5,10.04,11.05,12.87,15.5,19.67,20880,22980,26780,32240,40920,2017
47893,IL,16580,"Champaign-Urbana, IL",33-0000,major,1640,6.2,16.526,0.69,23.8,49510,7.7,9.25,10.7,18,32.4,43.01,19230,22250,37450,67380,89460,2017
47901,IL,16580,"Champaign-Urbana, IL",35-0000,major,10180,5,102.753,1.11,11.04,22970,2.5,8.76,9.05,9.56,11.64,15.49,18210,18820,19890,24210,32210,2017
47917,IL,16580,"Champaign-Urbana, IL",37-0000,major,3050,6.5,30.832,0.99,13.66,28410,3.3,9.22,10.16,12.12,15.65,19.32,19180,21140,25200,32560,40180,2017
47924,IL,16580,"Champaign-Urbana, IL",39-0000,major,2000,8.5,20.191,0.56,13.78,28670,4.9,8.9,9.43,11.39,14.93,21.57,18510,19610,23690,31060,44860,2017
47933,IL,16580,"Champaign-Urbana, IL",41-0000,major,8090,5.4,81.687,0.8,15.99,33260,3,8.79,9.28,11.65,18.23,27.34,18270,19310,24240,37910,56870,2017
47948,IL,16580,"Champaign-Urbana, IL",43-0000,major,15960,3.3,161.152,1.05,17.75,36910,3.4,9.84,12.26,16.23,21.61,28.2,20460,25490,33760,44950,58660,2017
47986,IL,16580,"Champaign-Urbana, IL",45-0000,major,150,12.6,1.479,0.45,16.26,33820,5,9.46,12.54,16.69,18.83,22.17,19680,26090,34710,39160,46120,2017
47989,IL,16580,"Champaign-Urbana, IL",47-0000,major,3040,5,30.686,0.76,29.27,60880,4,13.9,18.66,30.67,38.29,45.53,28900,38800,63790,79640,94700,2017
48004,IL,16580,"Champaign-Urbana, IL",49-0000,major,3940,5.3,39.803,1.03,21.1,43880,2.6,11.45,15.16,20.53,24.84,31.96,23820,31520,42700,51660,66480,2017
48020,IL,16580,"Champaign-Urbana, IL",51-0000,major,5610,11.4,56.685,0.9,17.91,37250,3.4,10.4,12.72,15.5,21.38,29.51,21640,26450,32230,44460,61390,2017
48041,IL,16580,"Champaign-Urbana, IL",53-0000,major,5920,10.7,59.751,0.85,16.64,34620,3,9.55,10.89,14.2,19,29.89,19870,22660,29540,39510,62160,2017
48055,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",11-0000,major,287420,1.5,78.478,1.54,57.33,119240,0.7,22.66,33.32,49.22,70.92,#,47140,69300,102380,147500,#,2017
48089,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",13-0000,major,224220,1.6,61.222,1.17,36.72,76370,1.1,17.2,23.83,32.03,43.77,59.42,35780,49570,66630,91040,123590,2017
48119,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",15-0000,major,123580,3,33.744,1.13,42.48,88360,0.8,21.62,30.12,40.81,53.58,64.25,44960,62650,84880,111440,133650,2017
48137,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",17-0000,major,51800,3.1,14.143,0.8,40.02,83230,1,22.07,28.91,37.74,48.42,60.77,45900,60130,78490,100720,126410,2017
48169,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",19-0000,major,22390,4.6,6.113,0.76,35.1,73010,3.6,16.9,22.1,30.94,44.64,58.82,35140,45960,64360,92860,122350,2017
48207,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",21-0000,major,45920,3.3,12.538,0.85,24.22,50390,3.5,11.34,15.09,21.35,31.4,41.24,23590,31390,44400,65320,85770,2017
48225,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",23-0000,major,35890,2.9,9.799,1.27,57.35,119300,3.4,19.26,28.03,43.4,77.76,#,40050,58310,90280,161750,#,2017
48232,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",25-0000,major,221270,1.4,60.418,0.99,28.77,59840,3.2,11.01,15.75,24.89,37.27,48.62,22900,32760,51780,77520,101120,2017
48293,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",27-0000,major,52200,3.5,14.253,1.06,27.41,57000,1.9,10.32,15.05,23.37,34.24,47.6,21460,31310,48600,71220,99000,2017
48332,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",29-0000,major,207790,1.7,56.735,0.95,39.79,82770,1.7,16.14,24.87,33.84,45.9,62.61,33560,51730,70380,95480,130220,2017
48388,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",31-0000,major,99310,2.4,27.116,0.94,15.46,32150,2.8,10.21,11.25,13.5,18.01,23.81,21230,23390,28070,37450,49520,2017
48406,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",33-0000,major,101150,2.9,27.62,1.16,25.62,53280,8,10.24,13.16,20.62,38.62,47.02,21310,27370,42880,80320,97800,2017
48426,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",35-0000,major,306880,1.4,83.791,0.91,11.98,24910,1,8.89,9.31,10.55,12.96,17.52,18490,19360,21940,26950,36450,2017
48444,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",37-0000,major,98470,2.2,26.887,0.87,15.27,31770,1.2,9.52,10.97,13.96,17.91,23.13,19810,22810,29030,37250,48110,2017
48454,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",39-0000,major,111500,2.8,30.445,0.84,13.38,27840,2.4,9.1,9.8,11.19,14,21.05,18930,20380,23270,29120,43780,2017
48481,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",41-0000,major,352830,1.5,96.339,0.95,21.49,44700,1.5,9.13,10.39,14.19,25.4,41.68,18980,21620,29520,52830,86690,2017
48502,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",43-0000,major,564190,1.2,154.05,1,19.09,39700,0.8,10.46,13.13,17.54,23.62,29.66,21750,27320,36470,49120,61700,2017
48558,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",45-0000,major,1920,18.4,0.524,0.16,14.85,30880,6,9.44,10.57,12.59,16.83,23.92,19640,22000,26180,35020,49750,2017
48566,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",47-0000,major,97780,2.2,26.698,0.66,34.07,70870,1.3,14.81,22.37,37.5,45.45,49.61,30810,46520,77990,94540,103190,2017
48602,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",49-0000,major,116310,2,31.757,0.82,24.85,51700,1.2,11.83,16.32,23.83,32.17,39.5,24600,33950,49560,66910,82160,2017
48641,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",51-0000,major,245030,1.9,66.903,1.06,17.8,37020,1.3,9.96,11.68,15.56,21.87,29.38,20710,24300,32370,45500,61110,2017
48738,IL,16974,"Chicago-Naperville-Arlington Heights, IL Metropolitan Division",53-0000,major,294560,2,80.429,1.15,18.75,39010,4.5,9.3,10.67,14.65,23.12,32.14,19340,22190,30470,48080,66860,2017
48775,IL,19180,"Danville, IL",11-0000,major,1500,8.9,57.379,1.12,40.88,85030,2.9,17,24.96,35.62,49.79,70.2,35370,51920,74080,103550,146010,2017
48787,IL,19180,"Danville, IL",13-0000,major,750,7.7,28.743,0.55,28.3,58860,4.7,12.48,19.17,27.08,35.8,45.78,25950,39870,56320,74470,95220,2017
48793,IL,19180,"Danville, IL",15-0000,major,260,10.8,10.137,0.34,32.03,66620,2.9,16.25,20.67,29.68,39.29,48.59,33800,42990,61730,81720,101060,2017
48796,IL,19180,"Danville, IL",17-0000,major,410,19.6,15.742,0.89,31.36,65230,4.1,20,24.12,29.13,37.29,46.92,41610,50170,60590,77570,97590,2017
48802,IL,19180,"Danville, IL",19-0000,major,150,3.7,5.647,0.7,26.11,54310,5.6,11.53,17.77,23.16,29.92,48.14,23970,36960,48180,62230,100120,2017
48803,IL,19180,"Danville, IL",21-0000,major,320,6.2,12.281,0.83,23.53,48950,9.4,10.79,14.4,21.27,31.84,39.33,22440,29950,44250,66240,81800,2017
48806,IL,19180,"Danville, IL",23-0000,major,140,11.9,5.486,0.71,38.12,79300,13.6,11.07,18.6,27.71,54.66,63.8,23030,38700,57630,113690,132700,2017
48808,IL,19180,"Danville, IL",25-0000,major,1820,2.8,69.561,1.14,21.63,44990,3.6,9.57,13.73,18.87,27.22,35.81,19910,28570,39240,56620,74480,2017
48815,IL,19180,"Danville, IL",27-0000,major,150,22.5,5.712,0.42,18.98,39470,10,8.82,9.24,14.16,22.78,33.11,18340,19220,29460,47380,68870,2017
48817,IL,19180,"Danville, IL",29-0000,major,1690,7.4,64.706,1.08,35.95,74770,7.1,14.02,21.54,29.14,39.2,60.55,29160,44800,60610,81540,125950,2017
48827,IL,19180,"Danville, IL",31-0000,major,510,9.4,19.609,0.68,15.86,32980,6.3,10.56,12.32,15.47,18.95,20.6,21960,25630,32180,39420,42850,2017
48829,IL,19180,"Danville, IL",33-0000,major,760,5.8,29.095,1.22,26.84,55820,6.9,13.72,17.9,26.36,34.34,40.44,28540,37230,54840,71420,84120,2017
48834,IL,19180,"Danville, IL",35-0000,major,2300,7,88.117,0.95,10.79,22440,2.1,8.73,9.02,9.55,11.56,14.77,18150,18770,19870,24040,30730,2017
48844,IL,19180,"Danville, IL",37-0000,major,650,7.5,24.727,0.8,14.16,29450,3.2,9.18,10.42,13.84,16.76,20.02,19100,21670,28780,34850,41640,2017
48848,IL,19180,"Danville, IL",39-0000,major,400,17,15.401,0.43,13.56,28210,4.7,8.8,9.23,10.74,16.4,22.49,18310,19200,22340,34100,46790,2017
48851,IL,19180,"Danville, IL",41-0000,major,2320,9.9,88.936,0.87,15.28,31790,5.2,8.69,9.07,10.57,15.33,26.34,18080,18860,21980,31880,54780,2017
48860,IL,19180,"Danville, IL",43-0000,major,4600,7.7,176.011,1.14,16.65,34640,1.9,9.74,12.14,15.75,19.37,25.13,20250,25250,32750,40280,52270,2017
48880,IL,19180,"Danville, IL",47-0000,major,510,7.9,19.456,0.48,25.54,53120,4.4,11.78,16.76,24.87,33.46,40.34,24500,34870,51730,69590,83910,2017
48887,IL,19180,"Danville, IL",49-0000,major,1160,8.3,44.393,1.14,20.09,41780,2.3,10.27,14.06,19.69,24.57,30.95,21370,29250,40950,51110,64370,2017
48897,IL,19180,"Danville, IL",51-0000,major,2890,13.9,110.524,1.75,18.02,37480,2.5,10.89,13.54,17.16,21.31,26.77,22660,28160,35680,44320,55670,2017
48910,IL,19180,"Danville, IL",53-0000,major,2830,7.2,108.342,1.55,17.79,37000,8.1,9.23,12.47,16.11,20.24,28.76,19200,25940,33520,42090,59820,2017
48921,IL,19500,"Decatur, IL",11-0000,major,3030,10.6,61.997,1.21,42.18,87740,4,13.43,24.16,36.22,53.34,76.98,27930,50250,75330,110960,160120,2017
48941,IL,19500,"Decatur, IL",13-0000,major,1450,18.1,29.699,0.57,39.2,81540,11.7,16.12,22.24,31.08,41.9,61.2,33530,46250,64640,87160,127300,2017
48953,IL,19500,"Decatur, IL",15-0000,major,420,12.3,8.664,0.29,33.57,69830,6.1,16.24,21.56,30.36,44.06,57.09,33780,44840,63140,91640,118740,2017
48958,IL,19500,"Decatur, IL",17-0000,major,990,7.7,20.196,1.14,39.17,81480,5.9,18.38,26.8,39.05,49.02,60.85,38230,55750,81220,101970,126560,2017
48964,IL,19500,"Decatur, IL",19-0000,major,**,**,**,**,28.91,60130,4.5,17.05,20.44,25,34.45,45.51,35460,42520,52010,71650,94650,2017
48966,IL,19500,"Decatur, IL",21-0000,major,760,7.4,15.519,1.06,20.44,42510,3.5,10.7,13.81,18.13,25.47,34.22,22250,28730,37710,52970,71170,2017
48975,IL,19500,"Decatur, IL",23-0000,major,210,10,4.197,0.55,48.79,101490,7.6,20.66,26.91,39.3,56.96,94.48,42970,55970,81750,118480,196520,2017
48978,IL,19500,"Decatur, IL",25-0000,major,2640,3.7,53.964,0.88,22.38,46550,4.6,10.27,14.96,20.29,27.19,34.9,21360,31110,42200,56550,72590,2017
48991,IL,19500,"Decatur, IL",27-0000,major,490,15.1,10,0.74,19.32,40180,8.4,9.06,10.79,14.69,22.55,33.04,18840,22440,30560,46900,68730,2017
48995,IL,19500,"Decatur, IL",29-0000,major,3430,3.4,70.109,1.17,35.47,73780,5.6,13,18.82,26.12,35.58,66.09,27040,39140,54320,74010,137460,2017
49014,IL,19500,"Decatur, IL",31-0000,major,1670,5.4,34.101,1.18,12.5,25990,2.2,9.55,10.26,11.45,13.68,17.25,19870,21340,23810,28450,35890,2017
49022,IL,19500,"Decatur, IL",33-0000,major,960,4.8,19.617,0.82,27.07,56310,6.2,11.19,15.21,28.19,36.07,40.89,23270,31630,58630,75030,85050,2017
49029,IL,19500,"Decatur, IL",35-0000,major,4620,4.7,94.52,1.02,10.56,21970,1.4,8.74,9.04,9.58,11.28,13.74,18190,18810,19920,23460,28570,2017
49045,IL,19500,"Decatur, IL",37-0000,major,1270,9.6,25.936,0.84,12.56,26130,3.1,8.88,9.38,10.84,13.66,19.87,18470,19520,22550,28420,41340,2017
49050,IL,19500,"Decatur, IL",39-0000,major,930,8.3,19.096,0.53,12.23,25440,3.1,9,9.48,10.79,13.1,17.69,18720,19720,22440,27250,36790,2017
49060,IL,19500,"Decatur, IL",41-0000,major,4300,7.7,87.966,0.86,16.84,35030,4,8.86,9.57,12.14,19.42,30.09,18420,19900,25250,40400,62580,2017
49074,IL,19500,"Decatur, IL",43-0000,major,6790,4.7,138.901,0.9,16.36,34020,1.9,9.51,11.24,15.02,19.51,25.89,19780,23380,31250,40590,53850,2017
49100,IL,19500,"Decatur, IL",45-0000,major,50,37.5,1.064,0.32,15.06,31320,4.2,12.08,13.13,14.81,17.1,18.62,25130,27310,30800,35560,38720,2017
49101,IL,19500,"Decatur, IL",47-0000,major,1960,24.6,40.082,1,26.07,54220,3.3,13.91,17.86,24.64,33.36,42.06,28940,37160,51260,69400,87470,2017
49113,IL,19500,"Decatur, IL",49-0000,major,2480,5.9,50.649,1.31,21.3,44310,2.1,11.25,15.64,20.51,26.71,31.64,23410,32530,42670,55560,65820,2017
49126,IL,19500,"Decatur, IL",51-0000,major,5890,16.7,120.459,1.9,17.64,36690,7.5,9.27,10.89,16.79,22.46,28.4,19280,22650,34920,46710,59080,2017
49141,IL,19500,"Decatur, IL",53-0000,major,4300,15.2,87.995,1.26,*,*,*,*,*,*,*,*,*,*,*,*,*,2017
49153,IL,20994,"Elgin, IL Metropolitan Division",11-0000,major,17010,3.6,67.533,1.32,49.04,102000,1.5,19.8,30.53,44.34,60.36,80.44,41170,63510,92230,125550,167310,2017
49180,IL,20994,"Elgin, IL Metropolitan Division",13-0000,major,8520,5.3,33.823,0.65,30.76,63970,2.3,13.84,20.27,28.12,37.21,48.78,28780,42170,58490,77390,101470,2017
49205,IL,20994,"Elgin, IL Metropolitan Division",15-0000,major,3810,8.9,15.116,0.51,37.62,78250,2.7,19.94,26.53,35.25,46.34,59.24,41470,55180,73320,96390,123220,2017
49219,IL,20994,"Elgin, IL Metropolitan Division",17-0000,major,3640,5.9,14.441,0.82,36.25,75400,3.1,20.11,26.05,34.27,44.64,56.34,41820,54170,71290,92860,117190,2017
49239,IL,20994,"Elgin, IL Metropolitan Division",19-0000,major,1100,5.7,4.371,0.54,31.47,65460,3,14.76,20.64,28.78,39.25,51.18,30700,42940,59860,81640,106460,2017
49247,IL,20994,"Elgin, IL Metropolitan Division",21-0000,major,3850,5.7,15.285,1.04,24.01,49940,4.8,11.34,15.38,21.45,30.22,42.01,23580,31990,44620,62860,87370,2017
49262,IL,20994,"Elgin, IL Metropolitan Division",23-0000,major,940,8,3.727,0.48,43.67,90830,10.2,17.16,25.38,35.32,55.5,84.62,35690,52790,73470,115450,176000,2017
49265,IL,20994,"Elgin, IL Metropolitan Division",25-0000,major,19860,6.2,78.871,1.29,31.4,65320,8.5,10.75,14.2,23.84,38.04,54.15,22360,29530,49580,79120,112630,2017
49301,IL,20994,"Elgin, IL Metropolitan Division",27-0000,major,2690,7,10.699,0.79,22.33,46450,5.8,9,10.37,18.56,29.15,39.95,18730,21560,38610,60620,83100,2017
49318,IL,20994,"Elgin, IL Metropolitan Division",29-0000,major,13060,2.7,51.861,0.87,38.05,79150,2.5,16.1,24.52,33.21,43.82,58.28,33490,50990,69080,91140,121220,2017
49357,IL,20994,"Elgin, IL Metropolitan Division",31-0000,major,6210,3.7,24.653,0.85,16.11,33500,2.5,10.69,12.43,15.05,18.51,23.69,22230,25850,31310,38510,49280,2017
49370,IL,20994,"Elgin, IL Metropolitan Division",33-0000,major,4830,5.2,19.19,0.8,26.92,56000,5.1,10.06,13.75,22.98,40.36,48.58,20920,28610,47810,83940,101040,2017
49384,IL,20994,"Elgin, IL Metropolitan Division",35-0000,major,21060,2.3,83.636,0.9,11,22880,1.4,8.74,9.05,9.64,11.69,14.83,18170,18830,20050,24310,30840,2017
49400,IL,20994,"Elgin, IL Metropolitan Division",37-0000,major,7680,5.8,30.489,0.98,14.94,31070,2.5,9.7,10.92,13.31,17.32,22.95,20170,22700,27690,36030,47740,2017
