,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
244,AK,11260,"Anchorage, AK",35-0000,major,16790,3.3,96.816,1.05,13.32,27710,1.8,10.07,10.38,11.66,14.71,19.04,20950,21600,24250,30590,39590,2017
261,AK,11260,"Anchorage, AK",37-0000,major,4850,7.7,27.988,0.9,16.5,34310,3.2,10.49,11.96,15.08,19.08,24.33,21820,24870,31360,39690,50610,2017
267,AK,11260,"Anchorage, AK",39-0000,major,7860,4.5,45.327,1.25,15.04,31280,1.5,10.2,11.59,14.34,17.54,20.04,21210,24110,29830,36470,41680,2017
284,AK,11260,"Anchorage, AK",41-0000,major,15330,4.9,88.401,0.87,19.32,40180,2.3,10.29,11.38,14.46,22.36,34.18,21400,23670,30070,46500,71100,2017
303,AK,11260,"Anchorage, AK",43-0000,major,29160,2.3,168.118,1.09,20.8,43270,1.2,12.35,15.26,19.59,25.23,30.4,25680,31740,40760,52480,63220,2017
350,AK,11260,"Anchorage, AK",45-0000,major,**,**,**,**,13.26,27570,5.7,10.17,10.56,11.19,11.83,22.59,21160,21950,23280,24610,46990,2017
351,AK,11260,"Anchorage, AK",47-0000,major,7960,4.2,45.899,1.14,32.13,66830,1.5,18.58,24.04,31.52,39.4,47.3,38650,50010,65560,81950,98390,2017
380,AK,11260,"Anchorage, AK",49-0000,major,8450,4.3,48.696,1.26,29.72,61820,2,16.13,21.06,29.33,37.2,45.36,33560,43810,61000,77370,94360,2017
410,AK,11260,"Anchorage, AK",51-0000,major,3290,5.6,18.961,0.3,22.73,47290,3.9,10.92,13.78,19.52,28.6,39.59,22710,28650,40600,59490,82340,2017
434,AK,11260,"Anchorage, AK",53-0000,major,13450,4.2,77.564,1.11,29.03,60380,6.4,11.83,15.14,21.58,31.48,57.05,24610,31490,44890,65490,118670,2017
464,AK,21820,"Fairbanks, AK",11-0000,major,2070,5,56.4,1.1,46.47,96650,2,24.79,32.32,43.44,55.65,70.84,51560,67230,90360,115750,147360,2017
481,AK,21820,"Fairbanks, AK",13-0000,major,1330,3.9,36.398,0.69,37.27,77510,2.9,21.98,27.65,34.52,43.44,51.66,45720,57520,71810,90360,107460,2017
493,AK,21820,"Fairbanks, AK",15-0000,major,570,6.3,15.544,0.52,37.49,77980,3.3,23.88,29.22,36.45,44.71,50.63,49660,60780,75810,93000,105310,2017
500,AK,21820,"Fairbanks, AK",17-0000,major,830,9.8,22.695,1.29,45.4,94440,5,24.73,31.72,41.58,53.14,68.81,51440,65980,86490,110530,143120,2017
509,AK,21820,"Fairbanks, AK",19-0000,major,1140,2.4,31.156,3.87,32.6,67800,2.4,19.38,23.31,29.9,39.32,48.57,40300,48490,62190,81780,101020,2017
517,AK,21820,"Fairbanks, AK",21-0000,major,780,12,21.369,1.45,24,49920,1.9,14.41,17.03,21.92,29.37,38.34,29970,35420,45600,61080,79740,2017
523,AK,21820,"Fairbanks, AK",23-0000,major,200,8.3,5.498,0.72,44.04,91610,3,23.96,29,39.51,53.48,74.03,49830,60310,82170,111240,153990,2017
526,AK,21820,"Fairbanks, AK",25-0000,major,**,**,**,**,35.5,73840,2.6,17.61,24.11,34.82,45.63,57.05,36620,50140,72420,94910,118660,2017
537,AK,21820,"Fairbanks, AK",27-0000,major,320,8.8,8.726,0.65,23.39,48660,4.8,12.33,16.57,22.35,29.12,36.25,25650,34460,46500,60570,75400,2017
541,AK,21820,"Fairbanks, AK",29-0000,major,2110,2.7,57.666,0.97,48.38,100630,9,21.25,29.03,38.95,51.56,86.96,44190,60370,81020,107250,180880,2017
558,AK,21820,"Fairbanks, AK",31-0000,major,670,9.1,18.172,0.63,21.66,45050,2.3,16.26,17.85,20.65,23.82,27.94,33820,37140,42950,49550,58120,2017
564,AK,21820,"Fairbanks, AK",33-0000,major,890,11.7,24.412,1.02,25.56,53170,6.7,12.01,18.2,23.82,31.3,41.21,24970,37850,49540,65100,85720,2017
571,AK,21820,"Fairbanks, AK",35-0000,major,3370,8.5,92.037,0.99,13.93,28970,2.6,10.08,10.81,12.1,15.98,19.59,20970,22490,25160,33240,40740,2017
585,AK,21820,"Fairbanks, AK",37-0000,major,1760,15.8,47.92,1.54,15.78,32810,2.5,10.5,11.88,14.71,18.22,23.32,21840,24710,30600,37900,48510,2017
590,AK,21820,"Fairbanks, AK",39-0000,major,910,12.9,24.731,0.68,16.68,34700,2.7,10.68,12.91,15.8,18.64,23.87,22220,26840,32860,38760,49660,2017
598,AK,21820,"Fairbanks, AK",41-0000,major,3300,6.8,89.941,0.88,16.5,34320,2.2,10.41,11.48,14.14,18.44,25.94,21660,23870,29400,38360,53960,2017
608,AK,21820,"Fairbanks, AK",43-0000,major,6190,4.2,168.786,1.1,21.11,43900,1.6,12.47,15.83,20.07,25.17,30.69,25930,32920,41750,52350,63840,2017
636,AK,21820,"Fairbanks, AK",45-0000,major,**,**,**,**,18.71,38920,9.1,16.03,16.73,17.9,19.08,24.15,33340,34800,37240,39680,50230,2017
637,AK,21820,"Fairbanks, AK",47-0000,major,2490,5.5,68.043,1.69,31.52,65560,2.8,19.53,24,30.84,38.08,46.05,40620,49920,64150,79200,95770,2017
647,AK,21820,"Fairbanks, AK",49-0000,major,1940,5.8,52.908,1.36,29.23,60800,2.8,16.05,22.46,29.27,36.39,42.61,33380,46710,60870,75690,88630,2017
662,AK,21820,"Fairbanks, AK",51-0000,major,770,8.5,21.056,0.33,26.96,56070,4.1,13.56,18.48,26.69,34.23,41.39,28200,38440,55510,71190,86090,2017
671,AK,21820,"Fairbanks, AK",53-0000,major,2090,10.5,57.115,0.82,23.86,49620,7.7,10.73,14.02,20.42,30.29,44.27,22310,29170,42460,63010,92090,2017
686,AL,11500,"Anniston-Oxford-Jacksonville, AL",11-0000,major,1230,6,28.562,0.56,44.85,93290,3.9,22.4,28.81,40.51,55.41,75.46,46580,59930,84260,115250,156970,2017
697,AL,11500,"Anniston-Oxford-Jacksonville, AL",13-0000,major,1260,4.5,29.332,0.56,29.99,62370,4.3,16.62,22.17,28.72,35.71,42.79,34570,46110,59740,74270,89010,2017
708,AL,11500,"Anniston-Oxford-Jacksonville, AL",15-0000,major,350,17.8,8.056,0.27,26.99,56150,8.5,13.12,14.93,26.01,34.94,43.91,27290,31040,54090,72670,91340,2017
711,AL,11500,"Anniston-Oxford-Jacksonville, AL",17-0000,major,430,9.3,9.868,0.56,35.5,73830,3.1,18.22,26.11,34.74,44.4,52.79,37910,54320,72260,92340,109800,2017
715,AL,11500,"Anniston-Oxford-Jacksonville, AL",19-0000,major,130,7.8,3.104,0.39,28.18,58610,4.5,17.9,21.16,25.9,33.78,41.63,37230,44020,53860,70260,86600,2017
716,AL,11500,"Anniston-Oxford-Jacksonville, AL",21-0000,major,460,9.5,10.696,0.73,20.22,42060,2.9,11,15.25,19.02,25.64,30.02,22880,31720,39570,53330,62430,2017
722,AL,11500,"Anniston-Oxford-Jacksonville, AL",23-0000,major,120,18.7,2.856,0.37,24.2,50330,7.3,11.32,15.89,20.42,27.88,46.75,23550,33050,42470,57990,97250,2017
725,AL,11500,"Anniston-Oxford-Jacksonville, AL",25-0000,major,2430,8.2,56.359,0.92,24.67,51320,6.8,10.19,19.29,23.9,29.46,38.11,21190,40120,49720,61280,79280,2017
736,AL,11500,"Anniston-Oxford-Jacksonville, AL",27-0000,major,490,29.4,11.39,0.84,16.73,34790,7.9,9.16,12.35,13.89,17.92,27.88,19060,25680,28900,37260,57980,2017
739,AL,11500,"Anniston-Oxford-Jacksonville, AL",29-0000,major,3140,7.4,72.949,1.22,28.17,58590,4.3,12.38,15.86,22.36,30.2,46.76,25750,32980,46500,62820,97260,2017
758,AL,11500,"Anniston-Oxford-Jacksonville, AL",31-0000,major,1260,15.3,29.323,1.02,12.52,26030,3.2,8.17,9.17,11.54,14.22,18.32,17000,19080,24000,29580,38110,2017
766,AL,11500,"Anniston-Oxford-Jacksonville, AL",33-0000,major,970,10,22.501,0.94,16.93,35220,5.5,8.37,9.91,16.8,21.71,26.81,17420,20600,34930,45150,55760,2017
772,AL,11500,"Anniston-Oxford-Jacksonville, AL",35-0000,major,4540,4,105.387,1.14,10.06,20920,2.1,7.82,8.29,9.07,10.84,14.26,16260,17230,18860,22550,29660,2017
785,AL,11500,"Anniston-Oxford-Jacksonville, AL",37-0000,major,1140,9.4,26.498,0.85,11.08,23050,2.4,7.96,8.65,10.05,12,16.48,16550,18000,20910,24950,34270,2017
791,AL,11500,"Anniston-Oxford-Jacksonville, AL",39-0000,major,1030,8.8,23.791,0.66,10.11,21030,2.9,7.78,8.21,8.92,10.1,14.96,16180,17070,18550,21010,31120,2017
799,AL,11500,"Anniston-Oxford-Jacksonville, AL",41-0000,major,4730,4.2,109.732,1.08,14.16,29460,5,7.85,8.51,10.08,15.96,24.39,16330,17700,20960,33190,50740,2017
810,AL,11500,"Anniston-Oxford-Jacksonville, AL",43-0000,major,6130,4.6,142.117,0.92,15.65,32540,2.7,8.88,10.9,14.42,19.37,24.13,18470,22680,30000,40290,50180,2017
836,AL,11500,"Anniston-Oxford-Jacksonville, AL",45-0000,major,40,18.9,0.828,0.25,21.08,43850,6.2,13.7,17.51,21.62,24.68,28.43,28500,36420,44960,51340,59130,2017
838,AL,11500,"Anniston-Oxford-Jacksonville, AL",47-0000,major,1000,7.1,23.241,0.58,19.15,39820,2.8,11.3,13.89,18.23,23.51,28.14,23510,28900,37920,48910,58530,2017
850,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-0000,major,2660,4.7,61.659,1.59,21.43,44580,3.9,11.94,17.11,22.45,24.77,28.75,24840,35590,46690,51530,59800,2017
865,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-0000,major,6210,7,144.112,2.28,16.69,34720,4.3,9.53,11.94,15.4,20.7,24.81,19820,24830,32020,43050,51600,2017
892,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-0000,major,3350,7,77.642,1.11,13.94,29010,3.7,8.33,9.38,12.77,17.08,22.44,17340,19500,26570,35530,46680,2017
905,AL,12220,"Auburn-Opelika, AL",11-0000,major,2080,3.6,36.935,0.72,51.18,106460,4.1,25.29,34.27,45.19,60.5,85.47,52600,71290,93990,125850,177770,2017
918,AL,12220,"Auburn-Opelika, AL",13-0000,major,1390,4.9,24.627,0.47,28.57,59420,2.5,16.09,20.17,26.5,34.73,44.41,33460,41950,55130,72240,92370,2017
929,AL,12220,"Auburn-Opelika, AL",15-0000,major,790,5,13.972,0.47,31.49,65500,3.8,16.77,24.3,29.85,37.38,46.81,34890,50540,62090,77740,97360,2017
937,AL,12220,"Auburn-Opelika, AL",17-0000,major,730,9.1,12.881,0.73,34.26,71260,3.5,18.86,25.02,31.86,39.79,55.29,39230,52050,66280,82770,115000,2017
943,AL,12220,"Auburn-Opelika, AL",19-0000,major,460,4.9,8.074,1,27.38,56950,4.3,14.65,17.64,23.14,30.96,44.02,30460,36700,48140,64400,91570,2017
946,AL,12220,"Auburn-Opelika, AL",21-0000,major,560,5.9,9.87,0.67,21.81,45360,2.7,14.05,17.01,20.84,26.33,31.27,29230,35390,43360,54770,65050,2017
951,AL,12220,"Auburn-Opelika, AL",23-0000,major,100,31.6,1.774,0.23,43.73,90950,23.8,16.46,18.97,29.61,47.94,#,34230,39470,61580,99720,#,2017
953,AL,12220,"Auburn-Opelika, AL",25-0000,major,4780,3.3,84.756,1.38,35.57,73970,13.1,10.49,21.17,28.51,46.57,67.08,21820,44040,59310,96860,139520,2017
966,AL,12220,"Auburn-Opelika, AL",27-0000,major,660,8.9,11.649,0.86,27.42,57040,14.6,8.95,12.27,20.21,30.41,47.2,18610,25520,42030,63260,98170,2017
971,AL,12220,"Auburn-Opelika, AL",29-0000,major,2890,3.5,51.187,0.86,31.82,66180,6.6,12.38,16.25,23.57,32.63,58.71,25750,33810,49020,67860,122110,2017
989,AL,12220,"Auburn-Opelika, AL",31-0000,major,1430,6,25.383,0.88,11.9,24740,2.1,8.34,9.44,11.1,13.5,15.77,17350,19640,23080,28080,32800,2017
996,AL,12220,"Auburn-Opelika, AL",33-0000,major,720,14.1,12.759,0.53,15.9,33070,6.8,8.46,9.79,15.81,19.48,25.65,17590,20350,32890,40520,53350,2017
1000,AL,12220,"Auburn-Opelika, AL",35-0000,major,7010,4.2,124.299,1.34,10.08,20970,2.3,7.84,8.32,9.11,10.86,13.93,16310,17300,18960,22600,28980,2017
1015,AL,12220,"Auburn-Opelika, AL",37-0000,major,1840,10.5,32.701,1.05,11.98,24920,3.1,8.1,8.86,10.54,14.04,19.03,16840,18420,21920,29200,39580,2017
1021,AL,12220,"Auburn-Opelika, AL",39-0000,major,1940,6.7,34.461,0.95,11.3,23490,6.9,7.95,8.46,9.31,11.17,15.14,16540,17600,19360,23230,31500,2017
1030,AL,12220,"Auburn-Opelika, AL",41-0000,major,6520,4.8,115.64,1.14,13.96,29040,3.1,7.87,8.54,10,15.36,23.92,16360,17750,20800,31950,49750,2017
1042,AL,12220,"Auburn-Opelika, AL",43-0000,major,7950,2.5,140.851,0.91,15.57,32380,3.1,9.02,10.98,14.47,18.9,23.96,18770,22840,30100,39310,49850,2017
1069,AL,12220,"Auburn-Opelika, AL",45-0000,major,110,24.2,1.881,0.57,20.26,42130,6.5,14.08,16.87,19.57,23.71,28.63,29290,35090,40700,49320,59550,2017
1070,AL,12220,"Auburn-Opelika, AL",47-0000,major,1680,6.8,29.719,0.74,18.2,37860,2.8,9.76,12.56,16.57,21.88,30.01,20310,26130,34460,45520,62420,2017
1080,AL,12220,"Auburn-Opelika, AL",49-0000,major,2030,4.8,36.042,0.93,20.32,42260,2.1,12.02,15.34,19.18,24.12,31.15,24990,31910,39890,50160,64800,2017
1092,AL,12220,"Auburn-Opelika, AL",51-0000,major,7060,8.1,125.21,1.98,14.16,29450,3,8.58,10,13.09,16.76,21.25,17850,20810,27220,34850,44200,2017
1114,AL,12220,"Auburn-Opelika, AL",53-0000,major,3690,7.7,65.33,0.93,14.6,30360,4.8,8.32,9.76,12.31,18.27,23.35,17320,20300,25600,38010,48560,2017
1124,AL,13820,"Birmingham-Hoover, AL",11-0000,major,21650,2.3,42.931,0.84,57.14,118850,1.3,26.17,35.46,49.36,69.71,98.06,54430,73750,102670,144990,203970,2017
1154,AL,13820,"Birmingham-Hoover, AL",13-0000,major,23660,2.3,46.908,0.89,34.2,71130,1.6,17.32,23.23,30.95,40.47,51.51,36020,48330,64370,84180,107150,2017
1182,AL,13820,"Birmingham-Hoover, AL",15-0000,major,12130,4.2,24.063,0.8,38.5,80080,1.3,21.11,28.13,37.53,47.42,58.08,43900,58500,78060,98630,120810,2017
1198,AL,13820,"Birmingham-Hoover, AL",17-0000,major,7450,4.9,14.768,0.84,38.25,79550,2.1,19.6,26.71,36.21,47.49,60.08,40770,55560,75310,98770,124960,2017
1224,AL,13820,"Birmingham-Hoover, AL",19-0000,major,2110,4.6,4.178,0.52,30.33,63090,4.7,16.93,20.72,25.53,34.47,49.53,35210,43100,53100,71700,103030,2017
1237,AL,13820,"Birmingham-Hoover, AL",21-0000,major,4510,4.9,8.944,0.61,21.63,44980,2.4,12.61,15.96,20.67,26.87,32.76,26230,33200,43000,55880,68140,2017
1251,AL,13820,"Birmingham-Hoover, AL",23-0000,major,4310,5.3,8.553,1.11,44.46,92480,5.4,15.88,22.89,31.51,59.02,89.29,33020,47620,65540,122770,185720,2017
1257,AL,13820,"Birmingham-Hoover, AL",25-0000,major,24110,2,47.812,0.78,26.05,54180,9,9.15,16.75,24.12,29.1,38.3,19040,34840,50160,60530,79660,2017
1295,AL,13820,"Birmingham-Hoover, AL",27-0000,major,5890,6.1,11.672,0.86,23.19,48230,3.9,8.8,12.18,18.37,28.26,39.83,18310,25340,38210,58790,82850,2017
1318,AL,13820,"Birmingham-Hoover, AL",29-0000,major,43340,1.6,85.933,1.44,37.11,77190,2.6,15.77,20.86,27.7,37.63,65.41,32790,43380,57610,78270,136050,2017
1363,AL,13820,"Birmingham-Hoover, AL",31-0000,major,13780,5.4,27.323,0.95,13.27,27610,1.9,8.81,10.22,12.3,14.99,18.92,18330,21260,25580,31180,39360,2017
1378,AL,13820,"Birmingham-Hoover, AL",33-0000,major,12990,6.3,25.754,1.08,18.13,37700,5.7,8.51,9.97,16.02,24.07,30.58,17700,20730,33310,50060,63600,2017
1395,AL,13820,"Birmingham-Hoover, AL",35-0000,major,42770,2.5,84.807,0.92,10.66,22160,1.6,7.89,8.45,9.38,11.67,15.07,16420,17570,19510,24270,31350,2017
1412,AL,13820,"Birmingham-Hoover, AL",37-0000,major,14520,3.7,28.801,0.93,12.27,25530,2.5,8.18,9.15,10.89,13.41,18.19,17020,19040,22660,27890,37830,2017
1420,AL,13820,"Birmingham-Hoover, AL",39-0000,major,12660,5,25.097,0.69,11.51,23950,2.4,7.91,8.47,9.4,12.68,18.7,16460,17610,19560,26380,38900,2017
1439,AL,13820,"Birmingham-Hoover, AL",41-0000,major,60570,2.2,120.115,1.18,19.4,40340,2.4,8.17,9.3,13.28,23.49,37.38,17000,19350,27620,48860,77750,2017
1456,AL,13820,"Birmingham-Hoover, AL",43-0000,major,82660,1.5,163.909,1.06,17.54,36480,0.7,9.89,12.49,16.26,21.31,27.87,20580,25990,33830,44320,57970,2017
1506,AL,13820,"Birmingham-Hoover, AL",45-0000,major,390,16.1,0.774,0.23,18.61,38710,9.5,10.45,11.75,15.54,22.08,30.65,21730,24440,32320,45940,63750,2017
1509,AL,13820,"Birmingham-Hoover, AL",47-0000,major,20310,3.4,40.279,1,21.07,43820,1.3,12.5,15.45,19.39,25.42,31.29,26010,32130,40330,52870,65090,2017
1541,AL,13820,"Birmingham-Hoover, AL",49-0000,major,22720,3.6,45.062,1.16,22.76,47350,1.2,12.66,16.18,21.41,28.33,35.52,26340,33660,44520,58920,73890,2017
1574,AL,13820,"Birmingham-Hoover, AL",51-0000,major,33870,3,67.166,1.06,16.94,35240,1.6,9.74,11.69,15.28,20.01,26.89,20260,24310,31790,41620,55930,2017
1644,AL,13820,"Birmingham-Hoover, AL",53-0000,major,37900,3.4,75.152,1.07,15.71,32680,1.5,8.74,10.44,13.89,18.86,26.02,18180,21710,28880,39230,54130,2017
1672,AL,19300,"Daphne-Fairhope-Foley, AL",11-0000,major,1970,4.9,27.663,0.54,44.75,93070,3.2,20.3,28.19,38.55,50.91,73.87,42220,58640,80190,105890,153650,2017
1687,AL,19300,"Daphne-Fairhope-Foley, AL",13-0000,major,1640,9.8,23.095,0.44,29.39,61120,2.5,15.92,20.13,26.65,36.08,48.11,33120,41860,55440,75040,100060,2017
1702,AL,19300,"Daphne-Fairhope-Foley, AL",15-0000,major,310,9.9,4.287,0.14,29.01,60350,5.5,14.09,19.47,25.4,37.01,48.22,29310,40500,52820,76990,100300,2017
1707,AL,19300,"Daphne-Fairhope-Foley, AL",17-0000,major,480,6.6,6.674,0.38,32.1,66760,3.1,17.36,21.49,29.28,41.63,49.11,36110,44700,60910,86580,102150,2017
1714,AL,19300,"Daphne-Fairhope-Foley, AL",19-0000,major,160,7.4,2.29,0.28,28.27,58800,4,15.79,19.22,26.64,33.66,39.32,32850,39970,55400,70020,81790,2017
1716,AL,19300,"Daphne-Fairhope-Foley, AL",21-0000,major,500,3.8,6.998,0.48,20.42,42480,3.3,13.1,15.81,19.01,25.64,29.65,27250,32880,39550,53320,61660,2017
1722,AL,19300,"Daphne-Fairhope-Foley, AL",23-0000,major,280,16.8,4.002,0.52,37.93,78880,23.6,13.76,18.48,26.4,38.6,74.27,28620,38440,54920,80290,154480,2017
1724,AL,19300,"Daphne-Fairhope-Foley, AL",25-0000,major,4010,3.2,56.328,0.92,18.64,38780,10.1,8.06,9.07,20.59,25.84,29.61,16760,18860,42830,53740,61590,2017
1735,AL,19300,"Daphne-Fairhope-Foley, AL",27-0000,major,380,9.6,5.293,0.39,16.91,35170,8.9,8.77,10.45,13.31,17.66,25.67,18230,21740,27680,36720,53400,2017
1739,AL,19300,"Daphne-Fairhope-Foley, AL",29-0000,major,4110,4.3,57.795,0.97,33.37,69420,6.5,13.27,18,24.57,31.64,61.52,27600,37430,51100,65820,127960,2017
1762,AL,19300,"Daphne-Fairhope-Foley, AL",31-0000,major,2060,11.7,28.928,1,12.88,26790,4.2,8.57,10,11.61,14.3,18.3,17820,20790,24150,29740,38060,2017
1772,AL,19300,"Daphne-Fairhope-Foley, AL",33-0000,major,1460,7.2,20.566,0.86,18.93,39380,4.8,9.35,11.12,17.39,24.89,31.22,19460,23130,36170,51780,64940,2017
1779,AL,19300,"Daphne-Fairhope-Foley, AL",35-0000,major,11530,4,161.977,1.75,11.19,23270,2.2,7.96,8.62,9.91,13.01,16.22,16560,17940,20610,27060,33740,2017
1796,AL,19300,"Daphne-Fairhope-Foley, AL",37-0000,major,3440,7,48.355,1.56,13.15,27360,2.7,8.61,9.98,11.99,15.19,19.46,17900,20750,24930,31600,40470,2017
1802,AL,19300,"Daphne-Fairhope-Foley, AL",39-0000,major,2460,11.5,34.484,0.95,11.37,23650,4,7.96,8.56,9.61,12.44,18.81,16560,17810,19980,25880,39110,2017
1814,AL,19300,"Daphne-Fairhope-Foley, AL",41-0000,major,12500,4.9,175.543,1.72,15.17,31550,3.2,8.13,9.19,11.36,16.45,26.27,16920,19120,23640,34220,54640,2017
1827,AL,19300,"Daphne-Fairhope-Foley, AL",43-0000,major,10280,2.8,144.33,0.94,15.39,32020,1.4,9.34,11.2,14.25,18.3,23.42,19430,23290,29640,38060,48710,2017
1861,AL,19300,"Daphne-Fairhope-Foley, AL",45-0000,major,70,46.9,1.049,0.32,11.23,23360,6.6,7.99,8.5,9.35,12.62,19.28,16620,17680,19450,26250,40090,2017
1862,AL,19300,"Daphne-Fairhope-Foley, AL",47-0000,major,2710,5.4,38.023,0.95,17.77,36960,2.5,10.83,13.27,16.86,21.39,25.96,22530,27610,35070,44500,54010,2017
1881,AL,19300,"Daphne-Fairhope-Foley, AL",49-0000,major,3250,7.9,45.633,1.18,19.4,40350,2.2,10.86,13.84,18.06,23.91,30.16,22600,28780,37560,49730,62740,2017
1899,AL,19300,"Daphne-Fairhope-Foley, AL",51-0000,major,3250,5,45.692,0.72,16.5,34330,4.1,9.76,11.65,15.05,20.75,24.83,20300,24230,31300,43160,51640,2017
1920,AL,19300,"Daphne-Fairhope-Foley, AL",53-0000,major,4340,6.5,60.99,0.87,14.31,29770,2.9,8.42,9.7,12.67,16.66,23.29,17510,20170,26360,34650,48430,2017
1939,AL,19460,"Decatur, AL",11-0000,major,1640,4.9,31.261,0.61,50.75,105560,3,24.49,32.38,43.64,61.24,82.89,50940,67340,90770,127380,172410,2017
1952,AL,19460,"Decatur, AL",13-0000,major,1280,7.2,24.429,0.47,33.4,69470,5.2,16.66,22.06,29.71,40.41,51.99,34660,45880,61790,84050,108150,2017
1966,AL,19460,"Decatur, AL",15-0000,major,440,9.2,8.446,0.28,33.08,68810,4.2,17.81,22.3,29.8,43.31,54.65,37050,46390,61990,90080,113660,2017
1971,AL,19460,"Decatur, AL",17-0000,major,1400,5.7,26.857,1.52,45.91,95500,2.1,26.45,36.19,46.92,56.43,63.78,55020,75280,97600,117370,132670,2017
1982,AL,19460,"Decatur, AL",19-0000,major,360,19.5,6.968,0.87,36.48,75870,5.2,17.82,25.28,34.83,41.93,57.04,37060,52580,72440,87210,118640,2017
1986,AL,19460,"Decatur, AL",21-0000,major,430,7.6,8.265,0.56,22.79,47400,3.2,13.38,17.05,22.32,28.01,32.76,27840,35460,46420,58260,68130,2017
1990,AL,19460,"Decatur, AL",23-0000,major,130,16.1,2.39,0.31,27.97,58170,7.6,13.1,15.91,25.7,35.34,48.6,27250,33090,53460,73510,101080,2017
1993,AL,19460,"Decatur, AL",25-0000,major,2490,8.5,47.653,0.78,19.44,40430,6.8,8.25,9.34,21.54,26.74,29.59,17150,19430,44800,55630,61550,2017
2001,AL,19460,"Decatur, AL",27-0000,major,230,11.8,4.328,0.32,18.7,38900,7,8.75,11.46,16.21,21.02,32.92,18190,23830,33710,43720,68480,2017
2003,AL,19460,"Decatur, AL",29-0000,major,2740,4,52.406,0.88,30.75,63950,7,13.06,18,23.13,31.19,56.22,27160,37430,48120,64870,116930,2017
2018,AL,19460,"Decatur, AL",31-0000,major,1020,6.3,19.571,0.68,12.87,26770,3.5,8.72,9.97,11.36,14.17,19.57,18140,20730,23620,29470,40710,2017
2025,AL,19460,"Decatur, AL",33-0000,major,1280,8.4,24.538,1.03,20.14,41890,5.9,9.78,15.58,20.38,24.17,28.86,20330,32400,42390,50270,60030,2017
2033,AL,19460,"Decatur, AL",35-0000,major,4920,7.7,94.033,1.02,9.49,19730,1.6,7.81,8.24,8.96,9.97,12.35,16250,17140,18630,20730,25700,2017
2046,AL,19460,"Decatur, AL",37-0000,major,1530,9.9,29.156,0.94,12.47,25940,3.3,8.58,9.92,11.33,14.04,18.09,17850,20640,23570,29210,37630,2017
2052,AL,19460,"Decatur, AL",39-0000,major,1550,8.2,29.705,0.82,10.2,21210,2.1,7.85,8.4,9.31,10.92,13.01,16330,17460,19360,22710,27070,2017
