,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
87687,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,49-0000,major,49660,3.6,41.614,1.05,22.57,46940,1.6,12.79,15.99,20.42,27.35,36.51,26600,33260,42480,56880,75930,2020
87726,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,51-0000,major,39120,3.7,32.785,0.54,17.62,36650,1.1,10.43,12.51,15.73,20.47,27.46,21700,26020,32720,42590,57110,2020
87789,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,53-0000,major,98130,2.9,82.234,0.94,18.1,37660,4.6,9.95,11.71,14.92,19.87,29.15,20700,24360,31030,41340,60640,2020
87821,36780,"Oshkosh-Neenah, WI",4,WI,11-0000,major,3840,7.5,42.037,0.74,55.56,115560,2.2,26.22,36.83,49.8,65.84,90.96,54530,76600,103580,136950,189200,2020
87842,36780,"Oshkosh-Neenah, WI",4,WI,13-0000,major,5080,7.3,55.671,0.92,32.6,67810,2,18.71,23.26,29.59,38.19,49.85,38910,48370,61540,79430,103680,2020
87864,36780,"Oshkosh-Neenah, WI",4,WI,15-0000,major,1830,14,20.024,0.61,36.82,76590,4,19.71,24.92,32.89,43.4,56.4,40990,51830,68410,90280,117310,2020
87876,36780,"Oshkosh-Neenah, WI",4,WI,17-0000,major,2090,17,22.924,1.27,35.36,73560,1.2,22.04,27.76,34.82,42.32,50.1,45840,57730,72430,88030,104200,2020
87889,36780,"Oshkosh-Neenah, WI",4,WI,19-0000,major,950,47.4,10.423,1.12,35.45,73740,3.2,19.62,24.16,34.29,44.4,51.87,40800,50240,71330,92350,107890,2020
87896,36780,"Oshkosh-Neenah, WI",4,WI,21-0000,major,1170,8.9,12.802,0.8,23.32,48510,3.2,13.51,18.53,23.13,28.64,32.76,28110,38540,48110,59580,68130,2020
87905,36780,"Oshkosh-Neenah, WI",4,WI,23-0000,major,360,8.9,3.961,0.48,37.14,77250,11.3,19.9,24.49,29.23,37.73,59.71,41390,50950,60790,78470,124190,2020
87908,36780,"Oshkosh-Neenah, WI",4,WI,25-0000,major,4080,4.6,44.65,0.74,24.07,50060,3.8,12.7,16.84,23.04,30.21,37.3,26410,35030,47930,62840,77590,2020
87922,36780,"Oshkosh-Neenah, WI",4,WI,27-0000,major,1090,27.1,11.937,0.89,28.96,60230,12.1,12.93,18.26,25.93,43.24,49.87,26890,37990,53930,89950,103730,2020
87929,36780,"Oshkosh-Neenah, WI",4,WI,29-0000,major,5850,14.2,64.043,1.04,37.21,77390,5.9,17.3,20.99,30.06,39.24,61.41,35980,43670,62520,81610,127730,2020
87955,36780,"Oshkosh-Neenah, WI",4,WI,31-0000,major,3700,8.7,40.491,0.87,14.3,29750,2.1,10.21,12.03,13.99,15.88,18.96,21230,25020,29090,33020,39440,2020
87964,36780,"Oshkosh-Neenah, WI",4,WI,33-0000,major,1710,4.7,18.767,0.78,20.61,42870,7.1,10.68,12.95,18.02,26.58,35.66,22220,26950,37490,55280,74180,2020
87971,36780,"Oshkosh-Neenah, WI",4,WI,35-0000,major,5850,2.8,64.062,0.79,11.61,24150,2,8.16,8.92,10.57,13.52,16.28,16970,18560,21990,28130,33860,2020
87984,36780,"Oshkosh-Neenah, WI",4,WI,37-0000,major,1760,5.2,19.299,0.66,14.69,30550,2.7,10.16,11.24,13.36,17.27,21.49,21130,23370,27800,35920,44690,2020
87991,36780,"Oshkosh-Neenah, WI",4,WI,39-0000,major,1200,12.6,13.183,0.68,15.45,32130,4.2,8.49,9.9,13.2,18.49,25.24,17650,20590,27460,38460,52490,2020
87999,36780,"Oshkosh-Neenah, WI",4,WI,41-0000,major,7050,5,77.225,0.82,23.28,48430,7.2,9.51,11.44,16.95,28.3,41.3,19780,23790,35260,58870,85900,2020
88014,36780,"Oshkosh-Neenah, WI",4,WI,43-0000,major,12470,6.6,136.607,1.02,20.02,41630,1.2,12.93,15.91,18.69,23.41,29.57,26900,33090,38880,48690,61510,2020
88043,36780,"Oshkosh-Neenah, WI",4,WI,45-0000,major,90,26.7,1.036,0.3,15.09,31400,13.4,8.44,9.61,14.39,18.32,24.71,17550,19980,29930,38100,51400,2020
88045,36780,"Oshkosh-Neenah, WI",4,WI,47-0000,major,4240,26.2,46.428,1.09,26.2,54500,1.5,15.32,19.09,25.98,32.67,38.5,31870,39710,54030,67950,80080,2020
88058,36780,"Oshkosh-Neenah, WI",4,WI,49-0000,major,3510,6.8,38.439,0.97,24.65,51260,1.6,14.7,18.31,23.98,30.4,36.6,30590,38080,49880,63230,76120,2020
88073,36780,"Oshkosh-Neenah, WI",4,WI,51-0000,major,16090,17.6,176.161,2.88,20.95,43570,2.2,13.07,15.85,19.48,25.36,31.24,27190,32980,40510,52750,64980,2020
88112,36780,"Oshkosh-Neenah, WI",4,WI,53-0000,major,7290,5.5,79.828,0.91,19.14,39810,2.6,10.37,13.79,18.78,23.6,28.68,21580,28680,39050,49090,59660,2020
88125,36980,"Owensboro, KY",4,KY,11-0000,major,1980,7.1,41.728,0.73,44.62,92820,3.5,19.53,26.06,36.63,55.85,82.58,40630,54190,76190,116170,171770,2020
88141,36980,"Owensboro, KY",4,KY,13-0000,major,1910,8.5,40.117,0.67,32.28,67130,3,16.86,21.33,28.67,38.82,52.19,35080,44360,59640,80740,108550,2020
88157,36980,"Owensboro, KY",4,KY,15-0000,major,670,28.4,14.062,0.43,35.7,74260,2.4,19.39,25.16,34.36,46.51,53.6,40330,52330,71470,96740,111480,2020
88162,36980,"Owensboro, KY",4,KY,17-0000,major,490,9.9,10.256,0.57,36.04,74950,3.4,19,26.13,34.83,45.97,54.96,39530,54340,72440,95620,114320,2020
88169,36980,"Owensboro, KY",4,KY,19-0000,major,240,12.9,5.004,0.54,28.62,59530,3.8,14.96,19.61,24.58,37.52,46.83,31130,40790,51130,78040,97410,2020
88173,36980,"Owensboro, KY",4,KY,21-0000,major,720,8.7,15.147,0.94,20.45,42530,4.1,10.74,14.2,18.77,25.59,32.57,22340,29540,39050,53230,67750,2020
88181,36980,"Owensboro, KY",4,KY,23-0000,major,160,31.7,3.307,0.4,33.97,70650,10.2,10.81,14.84,26.29,41.96,65.52,22490,30860,54690,87270,136290,2020
88184,36980,"Owensboro, KY",4,KY,25-0000,major,2730,4.6,57.501,0.95,23.4,48670,2.5,11.74,15.13,23.22,29.46,35.17,24410,31480,48290,61280,73150,2020
88200,36980,"Owensboro, KY",4,KY,27-0000,major,230,11.2,4.737,0.35,22.21,46200,3.9,10.92,13.82,17.83,24.7,37.24,22720,28750,37080,51380,77460,2020
88203,36980,"Owensboro, KY",4,KY,29-0000,major,3850,44.4,81.002,1.31,37.51,78010,5,15.84,23.6,29.23,37.04,63.16,32950,49080,60790,77040,131370,2020
88221,36980,"Owensboro, KY",4,KY,31-0000,major,2330,13.3,49.038,1.06,14.3,29740,3.3,9.29,10.7,13.68,17.21,19.82,19330,22250,28450,35790,41230,2020
88228,36980,"Owensboro, KY",4,KY,33-0000,major,1180,8.5,24.842,1.03,15.1,31410,7.3,9.51,10.76,12.7,18.57,23.64,19790,22380,26420,38630,49160,2020
88231,36980,"Owensboro, KY",4,KY,35-0000,major,3820,5.4,80.322,0.99,11.03,22930,3,8.11,8.71,9.75,11.99,15.13,16870,18120,20280,24940,31470,2020
88241,36980,"Owensboro, KY",4,KY,37-0000,major,1410,7.9,29.566,1.01,12.68,26380,3.1,8.81,10.08,11.95,14.58,17.32,18330,20960,24850,30320,36030,2020
88246,36980,"Owensboro, KY",4,KY,39-0000,major,630,7.5,13.332,0.69,12.56,26130,4.3,8.25,9.1,11,14.26,18.84,17160,18930,22890,29670,39190,2020
88253,36980,"Owensboro, KY",4,KY,41-0000,major,4460,4.8,93.722,0.99,16.01,33290,3.8,8.48,9.55,12.08,17.61,28.07,17650,19870,25130,36620,58390,2020
88266,36980,"Owensboro, KY",4,KY,43-0000,major,6770,6.4,142.439,1.07,18,37430,1.5,11.31,13.82,17.02,20.47,25.6,23520,28750,35400,42580,53240,2020
88292,36980,"Owensboro, KY",4,KY,45-0000,major,80,43.7,1.722,0.5,15.78,32820,4.6,10.79,12.38,15.99,18.34,19.75,22450,25750,33250,38140,41080,2020
88293,36980,"Owensboro, KY",4,KY,47-0000,major,1900,5.8,39.936,0.94,22.31,46410,2.8,13.13,16.16,20.47,27.41,34.41,27320,33620,42580,57000,71570,2020
88306,36980,"Owensboro, KY",4,KY,49-0000,major,2480,7.7,52.238,1.32,23.59,49080,2.7,12.85,16.51,22.35,29.56,37.02,26720,34340,46500,61490,76990,2020
88321,36980,"Owensboro, KY",4,KY,51-0000,major,5020,13.3,105.646,1.72,21.27,44250,2.2,11.61,15.49,20.74,25.13,32.12,24150,32220,43130,52280,66810,2020
88341,36980,"Owensboro, KY",4,KY,53-0000,major,4490,6.7,94.336,1.08,17.6,36600,2.9,9.55,12.09,15.92,21.66,26.74,19870,25140,33110,45050,55610,2020
88355,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,11-0000,major,16760,3.3,56.085,0.98,61.35,127600,1.5,26.17,36.94,54.58,77.14,#,54430,76830,113540,160450,#,2020
88384,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,13-0000,major,17650,6.5,59.051,0.98,39.8,82780,2.4,19.53,26.87,37,49.55,63.06,40630,55880,76950,103070,131160,2020
88411,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,15-0000,major,8770,14.4,29.331,0.89,50.86,105780,2.9,23.72,34.29,50.55,64.81,79.9,49330,71330,105140,134810,166200,2020
88427,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,17-0000,major,9280,16,31.059,1.72,48.11,100070,2.9,26.53,35.44,47.62,60.11,69.38,55170,73720,99060,125030,144300,2020
88454,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,19-0000,major,2850,8.5,9.536,1.02,41.99,87330,3.7,20.28,27.7,39.46,52.25,64.18,42170,57620,82080,108690,133500,2020
88475,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,21-0000,major,6090,5.1,20.371,1.27,29.95,62290,3.9,16.3,19.9,27.71,36.46,49.28,33910,41400,57640,75840,102500,2020
88490,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,23-0000,major,1720,17.1,5.754,0.69,52.34,108860,5.9,20.7,27.46,41.35,70.81,95.08,43050,57120,86010,147270,197770,2020
88495,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,25-0000,major,19390,4.1,64.881,1.07,32.59,67790,4.5,13.88,17.34,28.41,44.35,54.83,28870,36070,59090,92250,114050,2020
88515,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,27-0000,major,3320,6.5,11.104,0.83,29.32,60990,5.6,13.61,15.85,22.92,33.04,50.94,28320,32960,47670,68730,105960,2020
88537,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,29-0000,major,15300,5.4,51.212,0.83,48.58,101040,3.7,19.71,29.07,42.45,60.07,78.74,41000,60470,88290,124940,163770,2020
88572,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,31-0000,major,15130,5.9,50.626,1.09,17.21,35800,1.9,13.03,13.87,15.27,19.32,24.2,27100,28850,31770,40190,50330,2020
88589,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,33-0000,major,5430,8.8,18.17,0.75,33.51,69710,13.7,13.31,15.29,24.17,51.87,64.99,27690,31810,50260,107880,135190,2020
88602,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,35-0000,major,26940,1.5,90.151,1.11,15.09,31380,1.4,13.01,13.02,14.06,15.5,18.8,27070,27080,29240,32230,39110,2020
88619,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,37-0000,major,8290,4.7,27.744,0.94,18.06,37560,1.8,13.02,13.65,16.79,21.13,25.21,27070,28400,34930,43960,52440,2020
88628,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,39-0000,major,6450,7.6,21.592,1.11,20.21,42030,5.8,13.02,13.62,15.45,22.4,35.42,27070,28340,32130,46580,73680,2020
88642,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,41-0000,major,29690,4.9,99.367,1.05,21.38,44480,2.3,13.01,13.3,15.61,23.76,37.33,27070,27650,32470,49420,77640,2020
88662,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,43-0000,major,36950,3.2,123.654,0.93,22.11,45980,1.3,13.99,16.44,20.45,25.98,31.78,29100,34190,42540,54040,66100,2020
88706,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,45-0000,major,6520,7,21.818,6.34,15.03,31250,1.9,13.01,13.02,13.93,15.24,18.54,27070,27080,28970,31710,38560,2020
88713,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,47-0000,major,13560,4.9,45.364,1.06,28.26,58770,2.2,16.08,19.94,25.96,33.59,44.22,33450,41470,53990,69860,91980,2020
88742,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,49-0000,major,9320,5.1,31.179,0.79,27.55,57310,1.9,14.57,18.83,25.35,32.75,44.44,30300,39160,52730,68130,92440,2020
88772,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,51-0000,major,17930,4.7,59.998,0.98,20.62,42880,1.7,13.27,14.73,18.14,23.92,31.78,27590,30640,37720,49750,66100,2020
88825,37100,"Oxnard-Thousand Oaks-Ventura, CA",4,CA,53-0000,major,21500,5.5,71.954,0.82,18.54,38560,2,13.02,13.75,15.56,20.15,29.2,27080,28590,32370,41920,60730,2020
88847,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,11-0000,major,10650,3.8,49.293,0.86,54.31,112970,2.1,21.92,31.64,49.32,69.56,91.92,45590,65800,102580,144690,191190,2020
88873,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,13-0000,major,11920,3.1,55.171,0.91,35.87,74610,3.2,15.67,22.29,31.59,44.57,57.41,32590,46370,65700,92700,119400,2020
88896,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,15-0000,major,9440,7.6,43.699,1.32,45.85,95360,2.4,22.55,31.53,43.67,57.78,72.6,46900,65580,90830,120180,151010,2020
88910,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,17-0000,major,11680,4.5,54.049,2.99,45.45,94540,2.9,22.61,32.04,44.16,57.4,69.85,47030,66650,91850,119400,145280,2020
88934,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,19-0000,major,1100,4.2,5.095,0.55,35.92,74710,6.3,16.83,22.41,33.92,47.04,57.41,35000,46600,70550,97840,119400,2020
88949,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,21-0000,major,2890,10.7,13.378,0.83,20.28,42180,3.6,11.98,15.47,18.89,23.73,30.46,24920,32170,39290,49350,63350,2020
88965,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,23-0000,major,1320,6.3,6.087,0.73,42.74,88900,10,16.73,21.62,30.51,48.39,82.12,34810,44970,63450,100640,170810,2020
88970,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,25-0000,major,10000,5.9,46.296,0.76,22.35,46490,6.3,12.8,16.21,20.8,24.77,31.26,26620,33730,43270,51510,65030,2020
88988,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,27-0000,major,1500,6.6,6.938,0.52,23.18,48220,3.5,11.78,14.75,19.01,29.78,39.61,24510,30670,39540,61940,82380,2020
89001,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,29-0000,major,14620,8.1,67.651,1.1,37.01,76970,3.3,15.7,22.21,30.65,40.12,61.98,32650,46190,63760,83450,128910,2020
89034,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,31-0000,major,8440,6.2,39.058,0.84,15.03,31260,2,10.21,12.07,14.16,16.96,20.28,21240,25100,29450,35280,42190,2020
89049,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,33-0000,major,5070,15.9,23.442,0.97,22.97,47780,2.5,11.91,17.17,22.38,27.76,32.62,24760,35710,46560,57750,67840,2020
89063,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,35-0000,major,21380,3.1,98.937,1.22,12.69,26400,2,9.03,9.42,10.98,14.38,19.14,18780,19600,22830,29910,39820,2020
89078,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,37-0000,major,7630,11.2,35.328,1.2,14.33,29810,3.1,9.69,10.81,12.94,16.66,20.82,20150,22480,26920,34650,43310,2020
89086,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,39-0000,major,3550,6.5,16.412,0.85,15.22,31650,4,9.29,10.35,13.14,18.13,24.37,19320,21520,27330,37700,50680,2020
89101,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,41-0000,major,23490,4.9,108.698,1.15,18.45,38370,4.2,9.51,10.61,12.87,19.04,31.98,19780,22070,26760,39610,66520,2020
89118,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,43-0000,major,28510,3.8,131.928,0.99,18.04,37510,1.4,10.68,13.2,16.35,20.93,26.98,22210,27450,34010,43540,56120,2020
89160,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,45-0000,major,**,**,**,**,20.51,42660,12.3,11.91,14.8,20.62,26.04,30.26,24770,30780,42890,54160,62950,2020
89162,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,47-0000,major,10340,6.5,47.855,1.12,20.99,43660,2.3,11.85,15.69,19.87,25.46,31.05,24650,32640,41320,52960,64580,2020
89190,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,49-0000,major,9420,5.8,43.576,1.1,21.68,45100,1.8,11.67,15.36,20.06,27.04,33.67,24280,31950,41720,56230,70040,2020
89214,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,51-0000,major,11350,6.5,52.523,0.86,18.32,38110,1.4,11.16,13.39,16.64,21.24,28.16,23210,27840,34610,44180,58560,2020
89253,37340,"Palm Bay-Melbourne-Titusville, FL",4,FL,53-0000,major,11630,4.2,53.804,0.62,16.13,33560,1.8,10.18,11.7,14.44,18.6,24.3,21170,24330,30040,38680,50530,2020
89272,37460,"Panama City, FL",4,FL,11-0000,major,3520,6.3,46.773,0.82,42.36,88100,3.3,16.97,25.11,34.89,52.59,73.24,35290,52240,72570,109380,152340,2020
89290,37460,"Panama City, FL",4,FL,13-0000,major,3800,5.1,50.381,0.84,33.1,68840,3.9,15.22,21.56,31.23,42.34,51.17,31660,44840,64960,88070,106440,2020
89307,37460,"Panama City, FL",4,FL,15-0000,major,1350,9.1,17.919,0.54,36.91,76780,4.9,20.07,26.57,35.6,47.55,56.97,41750,55260,74040,98900,118490,2020
89315,37460,"Panama City, FL",4,FL,17-0000,major,1970,5.6,26.166,1.45,43.31,90090,5.4,21.94,30.87,41.82,56.23,64,45630,64210,86990,116950,133110,2020
89329,37460,"Panama City, FL",4,FL,19-0000,major,540,6.4,7.203,0.77,32.26,67110,11.7,16.33,19.55,29.01,41.59,56.76,33960,40650,60340,86510,118070,2020
89336,37460,"Panama City, FL",4,FL,21-0000,major,1050,9.6,13.898,0.87,20.23,42070,4.2,12.29,14.87,18.75,24.15,31.31,25560,30940,39010,50240,65120,2020
89344,37460,"Panama City, FL",4,FL,23-0000,major,540,15.7,7.22,0.87,39.29,81730,7.6,15.28,20.18,31.28,45,73.74,31780,41980,65070,93590,153370,2020
89347,37460,"Panama City, FL",4,FL,25-0000,major,4140,5.2,54.922,0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
89356,37460,"Panama City, FL",4,FL,27-0000,major,730,10.5,9.711,0.73,23,47830,5.1,9.32,13.74,18.83,29.3,41.42,19380,28580,39170,60940,86160,2020
89362,37460,"Panama City, FL",4,FL,29-0000,major,4050,14.7,53.77,0.87,34.88,72550,3.7,14.06,19.39,28.56,39.58,59.79,29250,40340,59390,82320,124350,2020
89388,37460,"Panama City, FL",4,FL,31-0000,major,1980,13.9,26.261,0.57,15.08,31370,3.1,10.3,11.68,13.8,16.59,20.56,21430,24290,28710,34520,42760,2020
89396,37460,"Panama City, FL",4,FL,33-0000,major,2270,4.2,30.128,1.25,19.6,40770,4.2,11.09,14.79,17.95,22.53,29.08,23070,30770,37330,46860,60490,2020
89409,37460,"Panama City, FL",4,FL,35-0000,major,9230,3.4,122.521,1.51,12.9,26820,3.1,9.09,9.49,10.87,14.26,20.07,18900,19740,22620,29660,41740,2020
89423,37460,"Panama City, FL",4,FL,37-0000,major,2530,10.6,33.563,1.14,14.59,30350,3.3,9.48,11.3,13.71,16.46,20.05,19720,23500,28520,34230,41710,2020
89430,37460,"Panama City, FL",4,FL,39-0000,major,1290,13.2,17.131,0.88,13.63,28340,3.9,9.26,9.86,11.63,15.28,21.3,19270,20510,24190,31780,44310,2020
89437,37460,"Panama City, FL",4,FL,41-0000,major,8930,5.8,118.506,1.26,18.32,38100,3,9.92,11.82,14.54,19.29,30.11,20640,24580,30240,40130,62620,2020
89452,37460,"Panama City, FL",4,FL,43-0000,major,9550,3.4,126.736,0.95,17.57,36550,2,10.98,13.23,16.25,20.06,26.54,22840,27510,33810,41720,55200,2020
89484,37460,"Panama City, FL",4,FL,45-0000,major,40,44.2,0.543,0.16,23.1,48050,23.5,9.31,15.39,25.41,29.72,33.68,19370,32020,52860,61820,70060,2020
89485,37460,"Panama City, FL",4,FL,47-0000,major,5270,5.7,69.935,1.64,18.92,39360,1.8,12.11,14.27,17.73,22.65,28.42,25180,29680,36870,47110,59110,2020
89507,37460,"Panama City, FL",4,FL,49-0000,major,4200,7.4,55.797,1.41,20.73,43120,2.4,12.47,15.08,18.71,24.72,31.37,25950,31360,38920,51410,65240,2020
89524,37460,"Panama City, FL",4,FL,51-0000,major,2630,18.2,34.965,0.57,19.55,40650,4.6,10.1,12.42,16.99,24.5,31.37,21020,25840,35330,50960,65250,2020
89540,37460,"Panama City, FL",4,FL,53-0000,major,5720,7.6,75.952,0.87,17.46,36310,3.9,10.13,12.3,14.89,19.33,28.3,21070,25570,30970,40210,58860,2020
89557,37620,"Parkersburg-Vienna, WV",4,WV,11-0000,major,1420,6.9,41.84,0.73,47.26,98300,4.6,19.36,26.31,39.2,59.39,82.7,40270,54720,81540,123520,172010,2020
89568,37620,"Parkersburg-Vienna, WV",4,WV,13-0000,major,2510,3,73.785,1.22,35.9,74670,3.8,19.44,25.44,36.89,44.26,51.17,40430,52910,76720,92070,106440,2020
89580,37620,"Parkersburg-Vienna, WV",4,WV,15-0000,major,740,9.3,21.846,0.66,36.88,76720,7,18.95,28.3,38.11,46.73,52.63,39420,58860,79270,97190,109470,2020
89586,37620,"Parkersburg-Vienna, WV",4,WV,17-0000,major,450,22.2,13.205,0.73,37.64,78290,6,19.86,25.83,35.32,46.86,62.17,41300,53730,73460,97470,129310,2020
89589,37620,"Parkersburg-Vienna, WV",4,WV,19-0000,major,260,14.3,7.537,0.81,32.21,67000,5.4,15.67,20.78,28.6,39.34,49.6,32590,43210,59480,81820,103160,2020
89590,37620,"Parkersburg-Vienna, WV",4,WV,21-0000,major,520,8.5,15.245,0.95,20.81,43280,4.1,12.83,15.51,18.85,24.99,31.95,26680,32260,39220,51980,66460,2020
89596,37620,"Parkersburg-Vienna, WV",4,WV,23-0000,major,250,29.8,7.487,0.9,35.37,73560,2.3,18.02,22.25,29.36,44.65,66.85,37490,46270,61080,92870,139060,2020
89599,37620,"Parkersburg-Vienna, WV",4,WV,25-0000,major,1850,22.3,54.454,0.9,20.34,42300,3.1,10.57,15.81,20.45,24.73,29.68,21980,32880,42540,51450,61740,2020
89605,37620,"Parkersburg-Vienna, WV",4,WV,27-0000,major,260,14.4,7.608,0.57,19.89,41360,8,9.6,11.71,16.17,24.99,36.12,19970,24360,33630,51980,75130,2020
89608,37620,"Parkersburg-Vienna, WV",4,WV,29-0000,major,2370,6.1,69.902,1.13,33.58,69840,6.9,14.21,18.99,27.36,35.87,56.69,29570,39500,56920,74600,117920,2020
89624,37620,"Parkersburg-Vienna, WV",4,WV,31-0000,major,1980,5,58.272,1.26,12.14,25250,3.3,9.05,9.33,10.9,13.76,16.86,18830,19400,22680,28610,35060,2020
89630,37620,"Parkersburg-Vienna, WV",4,WV,33-0000,major,**,**,**,**,17.56,36520,4,10.31,12.5,16.87,21.3,25.18,21450,26000,35100,44300,52370,2020
89634,37620,"Parkersburg-Vienna, WV",4,WV,35-0000,major,3400,10.1,99.971,1.23,11.27,23440,2,9.27,9.59,10.04,11.85,14.72,19270,19960,20870,24660,30620,2020
89646,37620,"Parkersburg-Vienna, WV",4,WV,37-0000,major,1090,22.7,32.074,1.09,14.51,30180,3.6,9.69,10.35,12.78,16.97,22.38,20150,21520,26570,35310,46540,2020
89651,37620,"Parkersburg-Vienna, WV",4,WV,39-0000,major,510,10,14.874,0.77,13.84,28790,3.3,9.38,9.91,11.99,15.41,21.05,19510,20620,24930,32060,43790,2020
89658,37620,"Parkersburg-Vienna, WV",4,WV,41-0000,major,3960,5.2,116.598,1.24,14.11,29360,2.8,9.46,9.86,11.33,14.86,22.44,19670,20510,23560,30910,46680,2020
89669,37620,"Parkersburg-Vienna, WV",4,WV,43-0000,major,4500,5.1,132.549,0.99,16.4,34110,2.2,10.34,12.57,15.21,19.18,24.05,21510,26150,31640,39890,50020,2020
89690,37620,"Parkersburg-Vienna, WV",4,WV,45-0000,major,**,**,**,**,13.93,28970,5.9,9.54,10.26,11.75,17.32,21.01,19840,21330,24450,36020,43700,2020
89691,37620,"Parkersburg-Vienna, WV",4,WV,47-0000,major,1300,10.1,38.154,0.89,22.73,47270,4.7,12.81,15.37,18.88,27.37,36.87,26650,31970,39270,56940,76690,2020
89700,37620,"Parkersburg-Vienna, WV",4,WV,49-0000,major,1480,7.6,43.522,1.1,19.82,41220,3.5,10.46,13.79,18.2,24.33,32.15,21760,28680,37850,50610,66880,2020
89713,37620,"Parkersburg-Vienna, WV",4,WV,51-0000,major,1690,12.5,49.902,0.81,23.12,48080,6.6,11.22,14.14,21.43,31.65,38.9,23350,29400,44580,65820,80920,2020
89723,37620,"Parkersburg-Vienna, WV",4,WV,53-0000,major,2800,12.9,82.394,0.94,16.18,33640,2.9,10.05,11.76,14.63,19.07,24.71,20910,24460,30430,39670,51390,2020
89734,37860,"Pensacola-Ferry Pass-Brent, FL",4,FL,11-0000,major,7490,5.6,42.597,0.75,42.99,89430,1.8,19.03,27.22,37.17,51.55,72.12,39580,56610,77320,107210,150010,2020
89758,37860,"Pensacola-Ferry Pass-Brent, FL",4,FL,13-0000,major,9040,8.6,51.393,0.85,31.13,64760,2.7,15.18,19.94,28.17,39.01,51.18,31570,41480,58600,81130,106450,2020
89780,37860,"Pensacola-Ferry Pass-Brent, FL",4,FL,15-0000,major,3470,26.9,19.745,0.6,35.33,73500,3.9,15.78,21.68,32.85,46.59,59.4,32830,45100,68320,96900,123550,2020
89794,37860,"Pensacola-Ferry Pass-Brent, FL",4,FL,17-0000,major,2460,9.6,13.972,0.77,36.49,75910,4.2,17.67,24.93,33.41,44.13,58.24,36750,51850,69480,91800,121130,2020
89812,37860,"Pensacola-Ferry Pass-Brent, FL",4,FL,19-0000,major,1130,6.3,6.409,0.69,31.17,64830,4.8,14.82,19.17,28.65,39.12,48.86,30830,39860,59590,81370,101620,2020
89823,37860,"Pensacola-Ferry Pass-Brent, FL",4,FL,21-0000,major,2670,7.9,15.161,0.95,21.96,45680,2.9,13.62,16.45,19.36,25.29,34.44,28320,34210,40260,52610,71640,2020
