,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
66634,ME,70750,"Bangor, ME",51-0000,major,2890,14.4,12.74,26510,3.7,8.07,9.19,11.00,14.68,20.63,16780,19120,22880,30530,42910,2007
66653,ME,70750,"Bangor, ME",53-0000,major,5000,4.7,15.19,31590,4.8,7.57,9.49,12.42,17.37,25.20,15750,19740,25830,36140,52410,2007
66669,ME,74650,"Lewiston-Auburn, ME",11-0000,major,2170,3.3,38.25,79550,2.8,18.35,24.20,33.23,45.75,65.95,38180,50330,69120,95150,137170,2007
66686,ME,74650,"Lewiston-Auburn, ME",13-0000,major,1220,9.1,24.74,51470,3.5,15.31,17.86,21.93,28.16,37.14,31840,37160,45610,58560,77260,2007
66697,ME,74650,"Lewiston-Auburn, ME",15-0000,major,610,8.9,26.73,55590,4.8,15.45,19.06,25.79,33.74,41.26,32130,39650,53630,70180,85830,2007
66704,ME,74650,"Lewiston-Auburn, ME",17-0000,major,280,12.0,26.40,54920,5.7,15.79,18.24,23.63,31.82,45.15,32840,37950,49160,66190,93910,2007
66706,ME,74650,"Lewiston-Auburn, ME",19-0000,major,170,39.6,25.55,53150,3.8,16.36,19.11,22.18,27.17,35.43,34030,39740,46130,56510,73690,2007
66708,ME,74650,"Lewiston-Auburn, ME",21-0000,major,1160,10.1,16.82,34990,5.8,10.07,11.41,15.69,19.96,25.16,20940,23730,32630,41530,52330,2007
66717,ME,74650,"Lewiston-Auburn, ME",23-0000,major,250,15.5,34.36,71460,6.9,16.58,18.65,26.70,44.94,63.60,34500,38780,55540,93470,132290,2007
66720,ME,74650,"Lewiston-Auburn, ME",25-0000,major,2950,5.6,19.16,39840,4.6,10.16,12.96,17.13,23.63,29.08,21140,26960,35620,49160,60490,2007
66734,ME,74650,"Lewiston-Auburn, ME",27-0000,major,500,10.8,16.35,34010,4.3,7.17,9.97,15.12,20.67,26.73,14920,20730,31450,42990,55610,2007
66739,ME,74650,"Lewiston-Auburn, ME",29-0000,major,3030,7.1,31.10,64680,5.1,14.79,19.30,24.89,30.96,63.52,30760,40140,51770,64410,132110,2007
66761,ME,74650,"Lewiston-Auburn, ME",31-0000,major,2090,10.3,11.59,24120,1.9,9.04,9.92,11.24,13.15,14.73,18800,20640,23380,27340,30650,2007
66767,ME,74650,"Lewiston-Auburn, ME",33-0000,major,670,17.5,15.82,32900,5.2,9.01,11.22,15.02,19.25,24.10,18730,23340,31240,40040,50120,2007
66771,ME,74650,"Lewiston-Auburn, ME",35-0000,major,3880,4.8,9.55,19860,1.7,7.05,7.36,8.44,10.67,13.67,14670,15320,17560,22180,28430,2007
66783,ME,74650,"Lewiston-Auburn, ME",37-0000,major,1430,9.7,11.83,24600,2.7,7.69,9.23,11.02,13.35,17.07,15990,19190,22930,27770,35500,2007
66788,ME,74650,"Lewiston-Auburn, ME",39-0000,major,940,17.5,11.07,23030,2.7,7.92,9.34,10.81,12.44,14.77,16470,19420,22490,25880,30720,2007
66796,ME,74650,"Lewiston-Auburn, ME",41-0000,major,4640,7.5,14.36,29880,3.5,7.32,8.44,11.21,17.86,24.39,15220,17550,23320,37150,50740,2007
66810,ME,74650,"Lewiston-Auburn, ME",43-0000,major,9640,3.3,13.48,28040,1.2,9.13,10.48,12.71,15.44,19.25,18980,21810,26430,32120,40040,2007
66846,ME,74650,"Lewiston-Auburn, ME",45-0000,major,100,35.7,12.14,25250,7.3,7.15,9.71,11.87,14.37,17.66,14860,20200,24690,29890,36740,2007
66848,ME,74650,"Lewiston-Auburn, ME",47-0000,major,2370,8.8,16.43,34180,2.4,10.72,12.65,15.25,19.25,23.46,22300,26320,31720,40040,48790,2007
66864,ME,74650,"Lewiston-Auburn, ME",49-0000,major,1960,7.4,16.29,33880,2.7,9.45,11.72,15.68,19.31,24.46,19650,24370,32610,40170,50870,2007
66879,ME,74650,"Lewiston-Auburn, ME",51-0000,major,4410,12.7,14.08,29280,2.1,9.09,10.62,13.35,16.76,20.45,18900,22090,27780,34870,42530,2007
66905,ME,74650,"Lewiston-Auburn, ME",53-0000,major,3720,7.2,13.38,27820,3.3,7.64,9.17,12.27,15.69,20.96,15900,19070,25530,32630,43590,2007
66921,ME,76750,"Portland-South Portland-Biddeford, ME",11-0000,major,10770,2.3,40.76,84780,1.2,19.33,26.16,35.81,49.42,#,40210,54420,74480,102780,#,2007
66953,ME,76750,"Portland-South Portland-Biddeford, ME",13-0000,major,8930,3.4,27.85,57930,3.5,16.11,19.39,23.97,31.35,42.50,33500,40340,49870,65210,88400,2007
66979,ME,76750,"Portland-South Portland-Biddeford, ME",15-0000,major,4230,6.6,30.22,62860,2.1,17.90,22.40,29.49,37.32,45.15,37240,46580,61340,77610,93910,2007
66991,ME,76750,"Portland-South Portland-Biddeford, ME",17-0000,major,3150,5.6,27.59,57390,2.2,16.20,19.88,25.87,33.46,42.94,33700,41350,53810,69590,89320,2007
67012,ME,76750,"Portland-South Portland-Biddeford, ME",19-0000,major,1390,6.5,27.51,57210,4.3,15.12,17.95,23.25,32.58,45.13,31440,37340,48360,67770,93860,2007
67024,ME,76750,"Portland-South Portland-Biddeford, ME",21-0000,major,3900,8.9,16.26,33810,3.2,9.81,11.06,14.42,20.82,25.83,20410,23010,30000,43310,53720,2007
67036,ME,76750,"Portland-South Portland-Biddeford, ME",23-0000,major,1890,6.0,37.91,78850,6.1,16.67,20.99,29.42,44.88,#,34670,43670,61200,93350,#,2007
67042,ME,76750,"Portland-South Portland-Biddeford, ME",25-0000,major,11700,3.2,20.38,42390,2.9,10.95,13.80,19.35,25.50,30.20,22780,28690,40240,53040,62810,2007
67071,ME,76750,"Portland-South Portland-Biddeford, ME",27-0000,major,2880,8.8,19.18,39880,3.3,7.34,10.73,17.21,25.41,33.23,15260,22320,35800,52860,69120,2007
67095,ME,76750,"Portland-South Portland-Biddeford, ME",29-0000,major,11360,2.9,34.05,70820,3.7,14.44,20.42,27.68,36.99,69.07,30040,42470,57570,76950,143670,2007
67132,ME,76750,"Portland-South Portland-Biddeford, ME",31-0000,major,5920,4.0,12.78,26570,1.4,9.09,10.40,12.26,14.80,17.49,18920,21640,25500,30780,36370,2007
67143,ME,76750,"Portland-South Portland-Biddeford, ME",33-0000,major,3610,5.6,16.22,33740,3.0,8.77,10.85,15.71,19.96,24.17,18240,22560,32680,41530,50270,2007
67156,ME,76750,"Portland-South Portland-Biddeford, ME",35-0000,major,16660,2.3,10.17,21160,0.9,7.11,7.63,9.25,11.64,14.76,14790,15860,19240,24220,30700,2007
67172,ME,76750,"Portland-South Portland-Biddeford, ME",37-0000,major,6250,5.3,12.55,26110,1.8,8.22,9.70,11.82,14.71,18.16,17090,20180,24570,30600,37780,2007
67179,ME,76750,"Portland-South Portland-Biddeford, ME",39-0000,major,5230,5.5,10.68,22220,3.5,7.45,8.10,9.38,11.74,15.12,15500,16840,19500,24410,31440,2007
67192,ME,76750,"Portland-South Portland-Biddeford, ME",41-0000,major,22460,2.7,17.81,37050,2.8,7.92,9.30,12.92,21.24,33.69,16480,19340,26880,44180,70070,2007
67212,ME,76750,"Portland-South Portland-Biddeford, ME",43-0000,major,34490,1.6,14.97,31140,0.7,9.34,11.41,14.21,17.69,22.01,19430,23720,29560,36800,45770,2007
67260,ME,76750,"Portland-South Portland-Biddeford, ME",45-0000,major,280,17.8,14.33,29800,8.2,8.05,9.18,13.23,17.59,23.29,16740,19080,27520,36590,48450,2007
67264,ME,76750,"Portland-South Portland-Biddeford, ME",47-0000,major,8860,4.1,17.77,36970,1.4,11.47,13.64,16.76,21.06,25.37,23860,28370,34850,43800,52780,2007
67291,ME,76750,"Portland-South Portland-Biddeford, ME",49-0000,major,7870,4.7,18.10,37650,1.4,11.14,13.57,17.16,21.87,26.88,23160,28230,35690,45490,55900,2007
67318,ME,76750,"Portland-South Portland-Biddeford, ME",51-0000,major,10280,5.5,14.95,31100,1.7,9.29,10.95,13.76,17.49,22.24,19320,22780,28620,36370,46250,2007
67368,ME,76750,"Portland-South Portland-Biddeford, ME",53-0000,major,14700,3.5,13.65,28400,2.2,8.28,10.00,12.03,15.88,20.83,17220,20790,25010,33030,43330,2007
67393,MI,11460,"Ann Arbor, MI",11-0000,major,9330,7.3,48.52,100920,2.5,22.49,31.50,44.28,61.53,#,46770,65510,92100,127990,#,2007
67420,MI,11460,"Ann Arbor, MI",13-0000,major,8680,5.0,28.68,59660,2.3,15.72,20.28,26.45,34.37,44.34,32700,42190,55010,71480,92220,2007
67443,MI,11460,"Ann Arbor, MI",15-0000,major,7140,7.2,30.20,62810,2.4,16.50,21.97,29.67,37.27,45.52,34320,45690,61710,77510,94680,2007
67454,MI,11460,"Ann Arbor, MI",17-0000,major,6900,13.2,33.91,70530,2.0,19.85,25.58,33.00,42.22,49.90,41290,53200,68640,87810,103800,2007
67478,MI,11460,"Ann Arbor, MI",19-0000,major,4800,4.3,28.22,58690,8.2,11.93,17.47,22.79,33.42,48.64,24820,36350,47390,69510,101180,2007
67494,MI,11460,"Ann Arbor, MI",21-0000,major,2140,8.2,23.13,48100,2.5,13.37,16.95,21.79,27.37,33.23,27800,35260,45320,56920,69120,2007
67507,MI,11460,"Ann Arbor, MI",23-0000,major,980,33.2,41.79,86930,5.7,18.76,23.93,40.36,55.03,#,39010,49780,83950,114460,#,2007
67513,MI,11460,"Ann Arbor, MI",25-0000,major,16100,4.4,33.78,70250,6.6,10.01,17.36,28.02,44.89,#,20810,36110,58270,93370,#,2007
67536,MI,11460,"Ann Arbor, MI",27-0000,major,3300,6.2,23.66,49220,3.8,8.50,13.77,20.51,29.03,40.59,17670,28630,42650,60380,84420,2007
67552,MI,11460,"Ann Arbor, MI",29-0000,major,18200,2.1,30.56,63560,4.4,15.78,21.34,27.38,35.13,44.37,32810,44380,56940,73060,92290,2007
67592,MI,11460,"Ann Arbor, MI",31-0000,major,6700,6.6,16.57,34470,13.1,9.89,11.41,13.64,16.25,21.36,20560,23730,28370,33790,44420,2007
67604,MI,11460,"Ann Arbor, MI",33-0000,major,2700,11.1,22.06,45880,4.6,9.65,15.09,22.20,28.04,34.26,20080,31390,46170,58310,71260,2007
67617,MI,11460,"Ann Arbor, MI",35-0000,major,13750,3.0,9.88,20560,1.4,7.18,7.46,8.67,11.15,14.39,14940,15520,18040,23190,29930,2007
67634,MI,11460,"Ann Arbor, MI",37-0000,major,6260,6.7,12.93,26890,2.4,8.04,9.39,12.31,15.50,18.64,16710,19530,25610,32230,38760,2007
67641,MI,11460,"Ann Arbor, MI",39-0000,major,3950,8.2,11.57,24060,4.0,7.30,8.11,10.12,13.25,17.47,15180,16870,21050,27560,36330,2007
67658,MI,11460,"Ann Arbor, MI",41-0000,major,16620,7.1,16.66,34650,4.2,7.42,8.51,11.35,19.64,31.80,15430,17690,23610,40840,66140,2007
67676,MI,11460,"Ann Arbor, MI",43-0000,major,34880,3.4,15.78,32820,1.4,8.98,11.53,14.97,19.10,23.39,18670,23980,31140,39720,48640,2007
67722,MI,11460,"Ann Arbor, MI",47-0000,major,5670,6.5,25.28,52580,2.7,13.90,18.05,24.82,33.29,37.41,28910,37540,51620,69250,77810,2007
67740,MI,11460,"Ann Arbor, MI",49-0000,major,6360,6.2,23.01,47860,3.2,11.40,16.06,22.61,30.69,35.69,23720,33410,47040,63830,74230,2007
67761,MI,11460,"Ann Arbor, MI",51-0000,major,13040,4.4,20.88,43440,4.6,9.88,13.14,20.34,28.13,31.15,20550,27330,42300,58500,64780,2007
67799,MI,11460,"Ann Arbor, MI",53-0000,major,8460,5.3,16.42,34150,3.4,7.57,9.80,14.11,20.65,28.61,15750,20390,29340,42950,59500,2007
67817,MI,12980,"Battle Creek, MI",11-0000,major,2170,8.9,43.97,91460,6.0,20.61,29.76,40.34,55.52,#,42870,61910,83910,115480,#,2007
67834,MI,12980,"Battle Creek, MI",13-0000,major,2770,5.6,28.74,59780,3.3,15.97,20.70,27.57,35.46,44.01,33220,43060,57350,73750,91530,2007
67851,MI,12980,"Battle Creek, MI",15-0000,major,450,5.9,29.79,61970,4.6,14.58,22.15,30.05,37.21,44.61,30320,46070,62510,77390,92780,2007
67856,MI,12980,"Battle Creek, MI",17-0000,major,1110,7.7,29.44,61240,3.5,16.92,21.43,27.98,36.53,45.73,35200,44560,58200,75980,95120,2007
67864,MI,12980,"Battle Creek, MI",19-0000,major,420,10.0,34.57,71910,8.6,16.73,22.20,31.35,46.08,59.39,34810,46180,65210,95850,123520,2007
67867,MI,12980,"Battle Creek, MI",21-0000,major,1180,32.4,*,*,*,*,*,*,*,*,*,*,*,*,*,2007
67875,MI,12980,"Battle Creek, MI",23-0000,major,170,20.6,32.25,67080,10.9,16.98,19.65,28.02,44.50,56.38,35320,40860,58280,92570,117260,2007
67877,MI,12980,"Battle Creek, MI",25-0000,major,2400,17.5,23.63,49150,3.4,10.09,14.52,22.29,29.84,40.98,20980,30190,46360,62070,85240,2007
67889,MI,12980,"Battle Creek, MI",27-0000,major,730,28.5,18.80,39100,6.5,8.83,12.80,16.35,19.85,32.54,18370,26630,34000,41280,67670,2007
67892,MI,12980,"Battle Creek, MI",29-0000,major,3130,5.2,32.03,66620,4.7,13.74,19.26,26.26,34.38,55.63,28580,40070,54630,71500,115720,2007
67914,MI,12980,"Battle Creek, MI",31-0000,major,1740,7.1,12.32,25620,3.2,8.46,9.85,11.54,14.42,17.37,17600,20490,24010,29990,36130,2007
67921,MI,12980,"Battle Creek, MI",33-0000,major,920,12.5,18.46,38400,4.7,8.65,11.69,20.29,23.92,26.90,17990,24310,42200,49740,55960,2007
67926,MI,12980,"Battle Creek, MI",35-0000,major,5140,3.1,8.74,18170,1.9,7.13,7.17,7.57,9.15,12.08,14830,14910,15740,19040,25130,2007
67941,MI,12980,"Battle Creek, MI",37-0000,major,1950,17.4,11.81,24560,4.4,7.63,8.31,10.14,14.92,18.86,15860,17280,21100,31040,39220,2007
67946,MI,12980,"Battle Creek, MI",39-0000,major,1130,18.5,10.02,20840,3.1,7.15,7.39,8.76,11.58,14.61,14880,15380,18220,24090,30390,2007
67952,MI,12980,"Battle Creek, MI",41-0000,major,5310,5.2,13.84,28780,3.9,7.19,7.57,9.64,15.70,24.46,14940,15740,20050,32660,50880,2007
67966,MI,12980,"Battle Creek, MI",43-0000,major,7870,3.3,14.30,29740,1.8,8.32,10.71,13.61,17.08,21.29,17310,22290,28300,35520,44290,2007
68000,MI,12980,"Battle Creek, MI",47-0000,major,1840,8.3,20.60,42840,2.8,12.97,15.28,19.77,25.86,30.25,26980,31770,41120,53800,62910,2007
68013,MI,12980,"Battle Creek, MI",49-0000,major,2640,7.4,20.33,42290,2.7,10.33,15.16,19.96,25.54,30.58,21490,31520,41510,53130,63600,2007
68028,MI,12980,"Battle Creek, MI",51-0000,major,8880,6.3,16.27,33830,3.9,9.21,11.86,15.46,18.94,25.79,19160,24680,32160,39400,53640,2007
68056,MI,12980,"Battle Creek, MI",53-0000,major,3900,7.2,13.44,27960,5.1,7.65,9.04,12.00,15.54,22.44,15920,18800,24950,32320,46680,2007
68070,MI,13020,"Bay City, MI",11-0000,major,1210,5.6,44.93,93450,6.8,17.87,27.86,39.17,59.62,#,37160,57940,81460,124010,#,2007
68083,MI,13020,"Bay City, MI",13-0000,major,960,9.8,26.04,54170,4.6,15.23,17.97,24.06,31.43,42.74,31670,37370,50040,65380,88900,2007
68092,MI,13020,"Bay City, MI",15-0000,major,280,16.8,28.39,59060,5.8,14.11,19.80,25.31,37.36,48.25,29360,41180,52650,77710,100350,2007
68097,MI,13020,"Bay City, MI",17-0000,major,640,9.1,35.29,73410,5.7,19.26,26.03,34.08,44.78,54.63,40060,54130,70890,93140,113630,2007
68102,MI,13020,"Bay City, MI",19-0000,major,480,3.7,34.57,71910,4.4,19.99,24.66,30.51,44.53,56.74,41570,51290,63450,92620,118030,2007
68105,MI,13020,"Bay City, MI",21-0000,major,810,11.7,17.19,35750,4.5,7.64,12.56,16.49,21.61,25.94,15900,26110,34310,44940,53960,2007
68111,MI,13020,"Bay City, MI",23-0000,major,180,0.9,41.28,85860,6.0,17.71,24.08,34.61,49.27,#,36830,50100,71990,102480,#,2007
68114,MI,13020,"Bay City, MI",25-0000,major,1970,8.4,25.06,52130,4.3,10.10,18.47,24.00,32.16,38.75,21010,38420,49930,66880,80590,2007
68121,MI,13020,"Bay City, MI",27-0000,major,310,21.5,22.59,46990,6.3,9.36,12.70,21.17,29.07,40.00,19470,26410,44020,60460,83200,2007
68123,MI,13020,"Bay City, MI",29-0000,major,2340,4.3,29.84,62060,6.2,14.11,18.39,25.12,34.53,48.57,29350,38250,52250,71820,101030,2007
68135,MI,13020,"Bay City, MI",31-0000,major,1730,4.4,11.69,24320,2.4,8.28,9.75,11.14,13.34,15.67,17210,20280,23180,27750,32600,2007
68143,MI,13020,"Bay City, MI",33-0000,major,470,11.3,18.82,39130,4.3,7.74,10.90,19.73,24.68,28.67,16090,22670,41040,51340,59630,2007
68148,MI,13020,"Bay City, MI",35-0000,major,4000,11.1,8.55,17790,1.8,7.15,7.25,7.62,9.09,11.57,14860,15080,15850,18900,24060,2007
68161,MI,13020,"Bay City, MI",37-0000,major,1320,9.5,11.49,23900,5.6,7.41,8.11,10.28,13.99,16.82,15420,16870,21380,29090,34980,2007
68167,MI,13020,"Bay City, MI",39-0000,major,600,11.1,10.24,21300,5.6,7.17,7.44,8.37,11.29,14.62,14920,15480,17410,23490,30410,2007
68173,MI,13020,"Bay City, MI",41-0000,major,5000,5.4,12.56,26120,3.8,7.13,7.34,9.09,13.97,21.82,14830,15280,18900,29050,45390,2007
68185,MI,13020,"Bay City, MI",43-0000,major,5160,5.4,13.72,28550,2.1,7.69,9.71,12.60,16.68,21.55,16000,20200,26210,34690,44820,2007
68210,MI,13020,"Bay City, MI",47-0000,major,1130,12.5,18.88,39280,4.7,10.27,12.61,16.13,24.28,32.40,21360,26230,33560,50500,67390,2007
68219,MI,13020,"Bay City, MI",49-0000,major,1610,7.9,18.63,38740,3.6,9.37,12.57,17.01,23.57,30.45,19490,26140,35380,49020,63350,2007
68230,MI,13020,"Bay City, MI",51-0000,major,2690,10.1,18.09,37630,5.6,8.20,10.81,16.39,25.44,30.42,17050,22480,34090,52910,63260,2007
68245,MI,13020,"Bay City, MI",53-0000,major,2670,9.4,13.38,27830,3.8,7.14,8.27,12.16,16.40,21.47,14860,17210,25290,34110,44650,2007
68260,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",11-0000,major,33610,4.1,51.56,107230,2.4,24.17,33.72,47.28,64.60,#,50260,70140,98340,134360,#,2007
68291,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",13-0000,major,46300,5.5,34.61,71980,3.5,17.40,23.35,31.72,44.85,56.16,36190,48570,65970,93290,116810,2007
68320,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",15-0000,major,22240,7.9,36.43,75770,2.0,20.82,27.72,36.31,45.22,53.28,43300,57650,75530,94050,110810,2007
68332,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",17-0000,major,36150,17.5,38.43,79940,2.1,23.65,30.34,38.71,46.60,54.44,49200,63110,80520,96920,113240,2007
68355,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",19-0000,major,5280,6.7,31.10,64690,3.0,16.17,20.71,28.20,38.84,51.36,33640,43070,58650,80790,106830,2007
68371,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",21-0000,major,12150,4.8,20.88,43430,3.0,11.38,14.75,19.99,25.65,32.49,23680,30690,41570,53360,67580,2007
68389,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",23-0000,major,5240,6.0,48.45,100770,4.7,20.81,26.63,40.89,63.25,#,43290,55400,85050,131560,#,2007
68398,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",25-0000,major,42830,3.3,22.88,47600,3.8,10.38,14.48,20.58,29.52,38.98,21590,30120,42800,61410,81090,2007
68445,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",27-0000,major,9560,6.9,25.61,53260,3.3,8.85,15.35,24.23,34.17,43.90,18400,31930,50390,71070,91310,2007
68471,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",29-0000,major,45480,1.9,34.11,70950,2.7,15.99,22.21,28.67,36.23,60.02,33270,46190,59640,75360,124840,2007
68520,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",31-0000,major,23240,3.6,12.29,25560,1.9,8.20,9.43,11.65,14.19,16.83,17060,19600,24240,29520,35010,2007
68534,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",33-0000,major,19880,2.4,20.55,42740,4.6,9.24,13.27,19.91,26.96,32.39,19220,27600,41420,56070,67370,2007
68550,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",35-0000,major,65090,2.1,9.63,20030,1.2,7.16,7.35,7.99,10.74,14.08,14890,15280,16620,22340,29300,2007
68567,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",37-0000,major,22940,3.5,12.44,25880,2.1,7.84,9.19,11.25,14.36,19.28,16300,19110,23390,29870,40090,2007
68577,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",39-0000,major,23810,4.8,14.18,29490,11.3,7.42,8.38,10.53,16.27,28.36,15420,17440,21900,33850,58980,2007
68604,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",41-0000,major,68060,2.6,17.15,35670,2.3,7.34,8.33,11.90,20.00,34.12,15270,17330,24760,41610,70980,2007
68624,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",43-0000,major,117370,2.7,16.43,34180,1.4,9.31,12.06,15.56,20.03,24.24,19370,25080,32360,41660,50410,2007
68678,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",45-0000,major,**,**,14.47,30100,4.7,7.23,7.53,11.71,18.43,25.71,15040,15660,24350,38340,53480,2007
68680,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",47-0000,major,20780,4.6,24.96,51920,1.6,13.78,18.30,24.06,31.68,37.16,28650,38070,50040,65900,77300,2007
68709,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",49-0000,major,32410,4.0,23.36,48580,1.6,11.75,17.07,22.87,29.22,35.52,24450,35510,47570,60780,73890,2007
68744,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",51-0000,major,66820,3.9,20.93,43530,2.5,9.72,13.21,21.07,27.98,31.29,20210,27480,43830,58200,65080,2007
68820,MI,19804,"Detroit-Livonia-Dearborn, MI Metropolitan Division",53-0000,major,65760,2.6,19.48,40520,11.1,8.03,10.70,15.09,21.84,29.57,16700,22260,31390,45420,61500,2007
68847,MI,22420,"Flint, MI",11-0000,major,4750,5.2,40.37,83960,1.9,19.20,25.98,36.45,49.59,67.04,39940,54040,75810,103140,139440,2007
68868,MI,22420,"Flint, MI",13-0000,major,4900,5.5,29.43,61220,3.2,15.56,20.42,27.10,35.95,45.82,32360,42480,56360,74780,95310,2007
68892,MI,22420,"Flint, MI",15-0000,major,1940,13.6,30.28,62980,4.7,13.99,21.76,29.00,37.68,46.89,29100,45250,60330,78370,97530,2007
68903,MI,22420,"Flint, MI",17-0000,major,2390,10.2,33.07,68790,3.1,15.28,23.81,34.08,42.22,48.51,31770,49520,70880,87810,100900,2007
68917,MI,22420,"Flint, MI",19-0000,major,390,13.4,24.60,51160,5.7,8.89,15.45,25.20,31.08,39.14,18490,32130,52410,64640,81410,2007
68921,MI,22420,"Flint, MI",21-0000,major,2090,8.8,22.70,47210,3.2,11.87,17.01,22.61,28.07,33.88,24700,35380,47020,58380,70460,2007
68934,MI,22420,"Flint, MI",23-0000,major,600,28.8,40.11,83420,19.4,15.05,20.32,27.08,47.95,#,31310,42270,56320,99740,#,2007
68938,MI,22420,"Flint, MI",25-0000,major,11370,6.9,22.31,46410,3.9,9.00,11.91,21.27,30.38,37.38,18710,24770,44250,63190,77760,2007
68958,MI,22420,"Flint, MI",27-0000,major,1500,10.6,18.50,38470,5.3,7.99,9.94,15.63,23.66,34.93,16610,20680,32500,49210,72650,2007
68971,MI,22420,"Flint, MI",29-0000,major,10850,11.7,30.18,62770,2.8,14.09,20.21,26.20,30.94,52.13,29300,42030,54500,64360,108420,2007
69008,MI,22420,"Flint, MI",31-0000,major,5990,8.4,12.07,25100,3.1,7.83,9.10,11.23,14.42,17.68,16280,18930,23370,29990,36770,2007
69021,MI,22420,"Flint, MI",33-0000,major,3050,7.8,16.89,35120,4.6,8.87,10.95,14.48,22.53,28.29,18460,22790,30110,46860,58850,2007
69031,MI,22420,"Flint, MI",35-0000,major,15660,3.8,9.18,19100,1.2,7.15,7.29,7.78,9.88,13.19,14870,15170,16170,20540,27430,2007
69048,MI,22420,"Flint, MI",37-0000,major,4590,6.4,13.10,27250,2.8,7.50,8.68,11.53,16.26,19.85,15600,18050,23980,33820,41280,2007
69056,MI,22420,"Flint, MI",39-0000,major,2900,9.3,10.66,22160,5.0,7.17,7.42,8.62,10.88,14.82,14910,15440,17940,22630,30830,2007
69067,MI,22420,"Flint, MI",41-0000,major,17670,5.5,14.43,30020,2.9,7.24,8.02,10.77,16.25,24.99,15060,16670,22410,33790,51980,2007
69086,MI,22420,"Flint, MI",43-0000,major,24250,3.9,14.65,30460,1.7,8.20,10.35,13.56,17.73,22.41,17060,21530,28190,36880,46610,2007
69128,MI,22420,"Flint, MI",45-0000,major,40,39.8,13.43,27940,5.9,7.14,7.42,11.46,17.91,23.97,14860,15440,23840,37260,49860,2007
69129,MI,22420,"Flint, MI",47-0000,major,5510,8.1,25.61,53270,4.1,13.03,17.25,23.81,32.48,37.22,27100,35870,49520,67560,77420,2007
69146,MI,22420,"Flint, MI",49-0000,major,5110,7.6,22.41,46610,2.7,10.95,15.12,21.07,29.98,35.87,22770,31450,43830,62350,74620,2007
69166,MI,22420,"Flint, MI",51-0000,major,12210,7.8,21.69,45110,6.3,10.16,13.39,24.04,28.75,31.96,21130,27850,50010,59800,66480,2007
69195,MI,22420,"Flint, MI",53-0000,major,9400,5.2,15.83,32920,4.5,7.54,9.29,13.31,20.80,28.42,15670,19320,27690,43250,59100,2007
69215,MI,24340,"Grand Rapids-Wyoming, MI",11-0000,major,15430,2.6,42.42,88230,1.2,20.07,27.72,37.91,50.15,#,41740,57660,78850,104310,#,2007
69246,MI,24340,"Grand Rapids-Wyoming, MI",13-0000,major,16270,3.2,27.08,56320,1.5,14.50,18.61,24.67,32.61,42.25,30160,38700,51310,67830,87880,2007
69271,MI,24340,"Grand Rapids-Wyoming, MI",15-0000,major,6370,7.4,28.25,58760,2.8,15.20,19.54,25.84,34.51,44.27,31610,40640,53750,71770,92070,2007
69283,MI,24340,"Grand Rapids-Wyoming, MI",17-0000,major,7630,7.3,29.20,60730,1.4,17.62,22.17,28.06,35.32,43.03,36660,46120,58370,73460,89500,2007
69307,MI,24340,"Grand Rapids-Wyoming, MI",19-0000,major,2070,11.8,29.00,60330,6.0,13.08,17.75,25.35,34.98,48.41,27220,36910,52730,72760,100700,2007
69317,MI,24340,"Grand Rapids-Wyoming, MI",21-0000,major,5250,7.6,21.96,45670,5.0,9.92,13.02,19.06,25.93,35.04,20630,27070,39650,53940,72890,2007
69333,MI,24340,"Grand Rapids-Wyoming, MI",23-0000,major,1940,10.0,38.88,80860,8.3,14.53,21.42,28.05,49.67,#,30230,44550,58350,103300,#,2007
