,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
1,AK,11260,"Anchorage, AK",11-0000,major,10090,2.5,56.937,1.13,55.04,114480,1.8,25.62,34.95,48.48,67.2,#,53290,72690,100830,139780,#,2015
30,AK,11260,"Anchorage, AK",13-0000,major,8980,2.2,50.701,0.99,38.23,79510,1.7,21.78,27.46,35.63,46.8,57.83,45290,57110,74100,97350,120280,2015
57,AK,11260,"Anchorage, AK",15-0000,major,3350,4.6,18.886,0.65,41.06,85410,3.7,21.73,28.28,37.3,46.98,59.73,45200,58820,77580,97710,124250,2015
71,AK,11260,"Anchorage, AK",17-0000,major,5270,3.2,29.73,1.66,52,108170,2.7,27.64,36.14,47.48,63.62,79.14,57480,75180,98770,132330,164610,2015
96,AK,11260,"Anchorage, AK",19-0000,major,2710,5.2,15.286,1.84,40.02,83240,4,20.78,27.26,36.55,47.07,60.75,43220,56700,76020,97910,126360,2015
117,AK,11260,"Anchorage, AK",21-0000,major,3630,7.1,20.503,1.43,25.02,52040,3.4,14.1,18.15,23.82,30.52,37.33,29330,37750,49540,63470,77640,2015
133,AK,11260,"Anchorage, AK",23-0000,major,1490,6.3,8.42,1.09,46.4,96520,6.2,20.5,28.16,43.45,57.68,76.31,42640,58580,90370,119970,158720,2015
137,AK,11260,"Anchorage, AK",25-0000,major,9240,1.8,52.128,0.84,30.54,63520,3.6,13.94,20.04,30.15,39.9,48.77,29000,41690,62710,82980,101440,2015
155,AK,11260,"Anchorage, AK",27-0000,major,2360,7.1,13.345,1,25.98,54030,2.8,12.67,17.42,23.29,30.25,41.85,26360,36240,48440,62920,87050,2015
176,AK,11260,"Anchorage, AK",29-0000,major,10030,19.8,56.591,0.97,43.57,90640,2.3,19.91,28.69,39.24,51.44,68.55,41410,59670,81620,107000,142570,2015
215,AK,11260,"Anchorage, AK",31-0000,major,5110,9.9,28.84,1,20.37,42380,3.9,11.76,14.77,17.98,22.85,32.59,24450,30720,37400,47530,67790,2015
229,AK,11260,"Anchorage, AK",33-0000,major,4000,4.5,22.556,0.93,25.91,53890,6.1,12.28,16.38,23.9,33.16,43.4,25540,34080,49720,68970,90270,2015
241,AK,11260,"Anchorage, AK",35-0000,major,16400,3.9,92.547,1.01,13.17,27380,2.9,8.96,9.27,11.04,15.08,20.49,18630,19280,22960,31370,42630,2015
259,AK,11260,"Anchorage, AK",37-0000,major,5360,6.5,30.229,0.95,14.93,31060,2.7,9.85,11.45,14.32,17.54,21.21,20490,23820,29780,36480,44130,2015
266,AK,11260,"Anchorage, AK",39-0000,major,8010,8.3,45.187,1.45,14.21,29560,1.7,9.37,11.11,13.72,16.56,18.7,19480,23110,28530,34450,38890,2015
286,AK,11260,"Anchorage, AK",41-0000,major,16540,3.5,93.315,0.89,17.86,37150,2.2,9.64,10.92,13.92,20.54,30.66,20060,22710,28960,42720,63770,2015
305,AK,11260,"Anchorage, AK",43-0000,major,30470,2.3,171.928,1.09,20.3,42230,1,11.85,14.96,18.91,24.59,29.92,24660,31120,39340,51150,62230,2015
353,AK,11260,"Anchorage, AK",45-0000,major,170,38.4,0.981,0.3,16.97,35290,11.4,9.11,9.65,15.96,22.31,28.21,18950,20080,33210,46400,58670,2015
354,AK,11260,"Anchorage, AK",47-0000,major,9770,4.1,55.149,1.39,31.38,65270,1.6,16.78,23.76,30.71,38.7,46.07,34910,49430,63870,80490,95830,2015
379,AK,11260,"Anchorage, AK",49-0000,major,8080,4.6,45.622,1.17,28.17,58590,2.1,15.07,20.02,27.37,35.82,43.62,31350,41650,56940,74510,90730,2015
408,AK,11260,"Anchorage, AK",51-0000,major,3640,5.9,20.534,0.31,22.15,46070,3.2,10.63,13.76,19.26,28.41,38.73,22110,28610,40070,59100,80560,2015
436,AK,11260,"Anchorage, AK",53-0000,major,12510,7,70.583,1.02,27.15,56470,6.6,11.01,14.18,19.76,30.11,53.82,22900,29490,41090,62620,111950,2015
466,AK,21820,"Fairbanks, AK",11-0000,major,2240,4.9,59.211,1.18,47.93,99700,2.8,22.79,32.05,44.18,57.76,75.73,47400,66660,91890,120130,157510,2015
482,AK,21820,"Fairbanks, AK",13-0000,major,1350,4.4,35.66,0.7,35.55,73940,2.2,21.91,27.43,34.08,42.01,51.01,45570,57050,70880,87370,106110,2015
494,AK,21820,"Fairbanks, AK",15-0000,major,640,4.7,16.879,0.58,39.06,81250,2.4,24.17,30.77,38.44,45.3,55.77,50280,64010,79950,94230,116000,2015
501,AK,21820,"Fairbanks, AK",17-0000,major,820,11.4,21.659,1.21,42.27,87930,3.1,25.02,30.96,40.47,51.63,62.51,52030,64410,84180,107390,130030,2015
509,AK,21820,"Fairbanks, AK",19-0000,major,1190,3.3,31.413,3.78,31.73,65990,1.8,18.69,23.02,30.02,38.64,46.76,38880,47870,62440,80370,97250,2015
520,AK,21820,"Fairbanks, AK",21-0000,major,660,8.5,17.434,1.22,26.59,55310,3.8,15.36,18.31,25.48,32.99,40.16,31960,38090,53010,68610,83530,2015
526,AK,21820,"Fairbanks, AK",23-0000,major,210,7.9,5.473,0.71,44.14,91820,4,23.26,28.9,41.73,55.12,72.78,48380,60110,86810,114660,151390,2015
529,AK,21820,"Fairbanks, AK",25-0000,major,3080,0.7,81.468,1.32,35.83,74530,3.7,16.74,23.4,35.36,46.64,58.01,34810,48680,73550,97010,120660,2015
540,AK,21820,"Fairbanks, AK",27-0000,major,350,10.5,9.202,0.69,23.94,49790,4,12.68,17.33,22.86,28.98,36.28,26380,36050,47540,60280,75450,2015
543,AK,21820,"Fairbanks, AK",29-0000,major,2150,4.9,56.862,0.98,40.81,84890,2.2,20.13,26.54,37.68,50.5,60.88,41880,55200,78380,105040,126630,2015
560,AK,21820,"Fairbanks, AK",31-0000,major,790,6.8,20.864,0.72,19.06,39640,4.8,12.87,15.39,17.58,20.62,25.41,26780,32020,36570,42890,52860,2015
568,AK,21820,"Fairbanks, AK",33-0000,major,810,11.3,21.498,0.88,24.5,50950,7.5,11.58,16.78,22.23,30.32,38.59,24100,34900,46240,63070,80260,2015
574,AK,21820,"Fairbanks, AK",35-0000,major,3380,10.7,89.317,0.98,12.62,26250,3.2,9,9.38,11.12,14.53,18.54,18720,19510,23140,30220,38570,2015
588,AK,21820,"Fairbanks, AK",37-0000,major,1630,16.4,43.059,1.35,14.83,30840,2.9,9.58,11.38,14.22,17.49,20.95,19920,23670,29570,36380,43570,2015
593,AK,21820,"Fairbanks, AK",39-0000,major,690,23.8,18.221,0.58,15.96,33190,4.1,9.43,12.2,15.15,18.25,23.07,19620,25370,31510,37960,47990,2015
600,AK,21820,"Fairbanks, AK",41-0000,major,3140,6.1,82.847,0.79,16.62,34570,3,9.79,11.13,13.78,18.76,28.19,20370,23140,28660,39010,58640,2015
610,AK,21820,"Fairbanks, AK",43-0000,major,6180,3.5,163.372,1.03,20.71,43090,2.2,12.65,15.68,19.89,24.62,29.76,26310,32620,41360,51220,61900,2015
637,AK,21820,"Fairbanks, AK",45-0000,major,60,48,1.467,0.45,15.21,31640,10.5,9.28,12.22,14.94,17.39,21.16,19300,25420,31070,36170,44010,2015
638,AK,21820,"Fairbanks, AK",47-0000,major,3050,6.6,80.585,2.03,30.53,63500,2.3,18.55,22.93,30.17,37.03,44.66,38570,47700,62750,77020,92890,2015
651,AK,21820,"Fairbanks, AK",49-0000,major,2070,5.6,54.711,1.4,27.48,57170,3,15.22,19.73,27.5,34.97,40.7,31660,41040,57200,72730,84650,2015
667,AK,21820,"Fairbanks, AK",51-0000,major,860,8.1,22.796,0.35,25.81,53680,4.2,13.64,17.99,24.94,32.13,40.42,28360,37420,51870,66830,84070,2015
679,AK,21820,"Fairbanks, AK",53-0000,major,2500,8.2,66.003,0.95,22.4,46590,5.5,10.31,13.81,20.41,29.24,37.35,21450,28730,42450,60830,77690,2015
694,AL,11500,"Anniston-Oxford-Jacksonville, AL",11-0000,major,1220,5.4,28.631,0.57,45.22,94050,2.7,25.29,31.05,40.34,53.94,71.41,52610,64590,83910,112190,148530,2015
702,AL,11500,"Anniston-Oxford-Jacksonville, AL",13-0000,major,1200,4.8,28.128,0.55,30.38,63190,3.4,18.24,23.28,29.1,35.72,42.8,37950,48420,60520,74300,89030,2015
712,AL,11500,"Anniston-Oxford-Jacksonville, AL",15-0000,major,280,7.9,6.654,0.23,28.02,58270,6.6,13.35,19.73,28.13,36.39,42.75,27770,41030,58520,75700,88910,2015
716,AL,11500,"Anniston-Oxford-Jacksonville, AL",17-0000,major,570,14.1,13.322,0.74,34.88,72540,2.8,18.13,25.54,34.8,43.88,52.14,37710,53120,72380,91260,108450,2015
722,AL,11500,"Anniston-Oxford-Jacksonville, AL",19-0000,major,140,8.7,3.272,0.39,28.65,59590,4.1,16.2,19.21,27.92,35.29,43.12,33700,39960,58080,73410,89680,2015
724,AL,11500,"Anniston-Oxford-Jacksonville, AL",21-0000,major,430,7.5,10.033,0.7,20.92,43510,4.2,12.4,16.12,20.42,25.87,30.16,25790,33520,42470,53820,62740,2015
729,AL,11500,"Anniston-Oxford-Jacksonville, AL",23-0000,major,160,12.5,3.805,0.49,31.59,65710,13.3,11.86,16.39,22.48,29.82,58.55,24660,34100,46760,62030,121790,2015
732,AL,11500,"Anniston-Oxford-Jacksonville, AL",25-0000,major,2380,2.5,55.607,0.9,21.11,43910,2.1,8.55,16.54,21.99,26.59,29.82,17770,34400,45730,55310,62030,2015
743,AL,11500,"Anniston-Oxford-Jacksonville, AL",27-0000,major,330,16.4,7.697,0.58,17.94,37320,7.2,8.09,9.15,16.16,23.46,30.2,16830,19040,33600,48800,62820,2015
747,AL,11500,"Anniston-Oxford-Jacksonville, AL",29-0000,major,2760,7,64.485,1.11,30.64,63730,6.7,12.58,16.85,23.12,30.31,55.52,26170,35040,48100,63040,115470,2015
764,AL,11500,"Anniston-Oxford-Jacksonville, AL",31-0000,major,1330,19,31.153,1.08,12.02,25010,4.2,8.08,8.99,10.68,13.53,18.39,16810,18690,22220,28150,38250,2015
770,AL,11500,"Anniston-Oxford-Jacksonville, AL",33-0000,major,1100,6.3,25.71,1.06,18.33,38130,3.4,8.99,13.64,17.89,22.2,27.65,18690,28370,37220,46180,57510,2015
779,AL,11500,"Anniston-Oxford-Jacksonville, AL",35-0000,major,4240,6.2,99.11,1.09,9.5,19760,2.1,7.69,8.12,8.83,9.92,12.98,16000,16890,18370,20630,26990,2015
792,AL,11500,"Anniston-Oxford-Jacksonville, AL",37-0000,major,1220,9.1,28.521,0.89,10.81,22480,1.8,7.87,8.54,9.82,11.83,15.06,16360,17760,20430,24600,31310,2015
797,AL,11500,"Anniston-Oxford-Jacksonville, AL",39-0000,major,880,9.9,20.481,0.66,10.72,22290,5,7.73,8.19,8.97,11.51,17.72,16070,17040,18660,23930,36850,2015
805,AL,11500,"Anniston-Oxford-Jacksonville, AL",41-0000,major,4860,4.3,113.564,1.08,13.35,27760,3.5,7.87,8.47,9.55,15.25,24.31,16360,17620,19870,31730,50570,2015
816,AL,11500,"Anniston-Oxford-Jacksonville, AL",43-0000,major,6530,3.9,152.706,0.96,14.92,31040,2.7,8.7,10.54,13.87,18.66,22.82,18090,21930,28850,38810,47470,2015
845,AL,11500,"Anniston-Oxford-Jacksonville, AL",47-0000,major,1140,5.7,26.657,0.67,18.81,39130,3.8,10.52,13.44,17.95,22.98,28.05,21870,27960,37340,47800,58340,2015
854,AL,11500,"Anniston-Oxford-Jacksonville, AL",49-0000,major,2770,4.9,64.896,1.67,21,43690,4.2,12.43,16.48,21.93,24.29,28,25860,34270,45610,50520,58230,2015
869,AL,11500,"Anniston-Oxford-Jacksonville, AL",51-0000,major,6130,10.9,143.313,2.18,16.5,34320,4.7,9.37,11.72,15.74,19.75,24.85,19490,24380,32740,41080,51690,2015
892,AL,11500,"Anniston-Oxford-Jacksonville, AL",53-0000,major,3070,7.6,71.754,1.04,14.34,29820,3.9,8.15,9.28,12.66,18.08,24.17,16960,19300,26340,37600,50280,2015
904,AL,12220,"Auburn-Opelika, AL",11-0000,major,1850,3.9,34.894,0.69,47.65,99120,5.6,22.95,32.15,42.74,55.91,77.68,47740,66860,88910,116290,161570,2015
918,AL,12220,"Auburn-Opelika, AL",13-0000,major,1350,8.6,25.519,0.5,27.96,58150,4.1,16,19.36,24.69,33.23,44.97,33290,40280,51350,69120,93530,2015
930,AL,12220,"Auburn-Opelika, AL",15-0000,major,850,6.6,16.071,0.55,31.3,65100,3.5,16.07,23.89,30.01,37.59,47.22,33430,49690,62420,78190,98220,2015
936,AL,12220,"Auburn-Opelika, AL",17-0000,major,550,9.2,10.38,0.58,31.29,65090,3.3,16.33,23.32,31.06,37.09,46.95,33960,48510,64610,77150,97660,2015
942,AL,12220,"Auburn-Opelika, AL",19-0000,major,450,4,8.551,1.03,25.67,53390,2.7,14.34,17.78,22.82,29.64,40.12,29820,36980,47460,61660,83450,2015
944,AL,12220,"Auburn-Opelika, AL",21-0000,major,540,4.3,10.123,0.71,21.49,44710,2.5,13.84,16.78,20.73,26.18,30.64,28780,34890,43110,54460,63720,2015
949,AL,12220,"Auburn-Opelika, AL",23-0000,major,120,26.7,2.35,0.31,43.68,90860,20.9,17.07,20.62,29.52,45.29,#,35510,42900,61400,94200,#,2015
951,AL,12220,"Auburn-Opelika, AL",25-0000,major,4940,2.5,93.355,1.51,32.65,67910,15.5,8.69,18.26,26.83,43.78,63.11,18080,37980,55810,91060,131270,2015
964,AL,12220,"Auburn-Opelika, AL",27-0000,major,540,6.2,10.288,0.77,29.02,60360,14.1,8.81,13.11,21.81,31.15,49.86,18320,27270,45370,64780,103710,2015
969,AL,12220,"Auburn-Opelika, AL",29-0000,major,2940,3.1,55.46,0.95,31.07,64620,6.3,11.78,15.99,23.65,31.25,58.79,24500,33250,49180,65000,122280,2015
985,AL,12220,"Auburn-Opelika, AL",31-0000,major,1350,6.1,25.419,0.88,11.14,23170,2.1,7.93,8.71,10.26,12.61,16.25,16500,18110,21350,26220,33800,2015
994,AL,12220,"Auburn-Opelika, AL",33-0000,major,720,13.7,13.692,0.56,14.49,30140,6.9,8.04,8.94,13.05,18.04,24.34,16720,18600,27130,37520,50620,2015
998,AL,12220,"Auburn-Opelika, AL",35-0000,major,6070,3.9,114.67,1.26,9.6,19970,1.7,7.68,8.1,8.79,9.63,13.16,15980,16850,18290,20040,27360,2015
1013,AL,12220,"Auburn-Opelika, AL",37-0000,major,1930,8.2,36.551,1.14,11.24,23380,3.5,7.79,8.42,9.61,12.73,17.55,16200,17510,19980,26490,36500,2015
1019,AL,12220,"Auburn-Opelika, AL",39-0000,major,1500,7.2,28.406,0.91,10.58,22010,8.2,7.66,8.09,8.81,10.2,14.56,15940,16830,18330,21220,30290,2015
1028,AL,12220,"Auburn-Opelika, AL",41-0000,major,6270,4.5,118.405,1.13,14,29120,3.8,7.85,8.46,9.64,15.82,25.19,16320,17600,20040,32900,52400,2015
1040,AL,12220,"Auburn-Opelika, AL",43-0000,major,7110,2.8,134.327,0.85,14.97,31130,3.2,8.58,10.4,13.76,18.17,23.47,17850,21630,28620,37790,48820,2015
1067,AL,12220,"Auburn-Opelika, AL",47-0000,major,1510,5.5,28.52,0.72,16.63,34600,3.7,9.02,11.92,15.35,19.02,24.68,18760,24780,31920,39550,51340,2015
1077,AL,12220,"Auburn-Opelika, AL",49-0000,major,1850,5.6,34.996,0.9,19.62,40800,2.2,11.35,14.7,18.37,23.69,30,23610,30570,38200,49270,62410,2015
1090,AL,12220,"Auburn-Opelika, AL",51-0000,major,7120,3.9,134.601,2.05,12.68,26370,4.5,8,8.76,11.07,15.31,19.53,16650,18230,23020,31850,40630,2015
1115,AL,12220,"Auburn-Opelika, AL",53-0000,major,3260,15.9,61.542,0.89,13.32,27700,3.4,8.26,9.39,11.8,14.74,20.83,17170,19530,24540,30650,43320,2015
1129,AL,13820,"Birmingham-Hoover, AL",11-0000,major,21040,2.1,42.149,0.84,57.51,119620,1.6,26.74,36.23,48.62,69.46,#,55610,75350,101130,144480,#,2015
1158,AL,13820,"Birmingham-Hoover, AL",13-0000,major,22140,2.3,44.361,0.87,33,68640,1.5,17.37,22.38,29.57,38.48,50.03,36120,46550,61510,80030,104070,2015
1188,AL,13820,"Birmingham-Hoover, AL",15-0000,major,12930,7,25.901,0.89,36.21,75310,1.3,19.8,26.8,35.62,45.13,54.33,41170,55750,74080,93870,113010,2015
1204,AL,13820,"Birmingham-Hoover, AL",17-0000,major,7170,3.7,14.371,0.8,37.21,77390,1.9,18.96,25.95,34.81,46.7,58.87,39440,53980,72410,97130,122450,2015
1233,AL,13820,"Birmingham-Hoover, AL",19-0000,major,2480,4.6,4.963,0.6,28.21,58670,7,14.96,19.39,23.34,31.72,46.6,31120,40330,48550,65980,96930,2015
1246,AL,13820,"Birmingham-Hoover, AL",21-0000,major,4220,4.3,8.462,0.59,21.03,43740,2.1,12.66,15.7,19.83,25.77,31.91,26330,32650,41260,53590,66370,2015
1263,AL,13820,"Birmingham-Hoover, AL",23-0000,major,3950,8.3,7.921,1.03,43.69,90880,5.7,16.22,22.84,33.31,58.56,85.76,33730,47500,69290,121810,178380,2015
1270,AL,13820,"Birmingham-Hoover, AL",25-0000,major,25990,2,52.06,0.84,24.81,51590,9.4,8.58,11.85,22.78,28.42,37.59,17850,24640,47380,59120,78190,2015
1307,AL,13820,"Birmingham-Hoover, AL",27-0000,major,5550,10.5,11.117,0.83,20.17,41950,6.9,8.34,10.41,17.13,25,35.89,17350,21640,35630,51990,74650,2015
1331,AL,13820,"Birmingham-Hoover, AL",29-0000,major,39390,2.3,78.906,1.36,36.05,74990,7.3,14.43,19.68,26.39,36.28,67.22,30010,40940,54890,75460,139810,2015
1378,AL,13820,"Birmingham-Hoover, AL",31-0000,major,13420,6.4,26.889,0.93,12.56,26120,2.3,8.26,9.51,11.51,14.39,18.42,17170,19790,23930,29940,38320,2015
1394,AL,13820,"Birmingham-Hoover, AL",33-0000,major,13640,1.9,27.337,1.12,16.97,35310,5.2,8.15,9.34,14.41,22.73,29.15,16950,19420,29970,47280,60630,2015
1412,AL,13820,"Birmingham-Hoover, AL",35-0000,major,40410,2,80.965,0.89,10.08,20960,1.3,7.74,8.22,9.02,10.83,14.13,16090,17090,18760,22520,29400,2015
1429,AL,13820,"Birmingham-Hoover, AL",37-0000,major,13050,4,26.153,0.82,11.51,23940,2.3,7.96,8.77,10.39,13.09,17.49,16560,18240,21610,27230,36380,2015
1437,AL,13820,"Birmingham-Hoover, AL",39-0000,major,12880,4.1,25.795,0.83,10.72,22300,2.3,7.76,8.25,9.07,11.46,17.4,16130,17160,18860,23830,36180,2015
1455,AL,13820,"Birmingham-Hoover, AL",41-0000,major,62510,2.4,125.243,1.19,18.48,38430,2.6,8.03,8.9,12.16,22.56,36.44,16700,18510,25290,46930,75790,2015
1475,AL,13820,"Birmingham-Hoover, AL",43-0000,major,84580,1.6,169.445,1.07,16.96,35270,0.7,9.56,12.14,15.6,20.63,26.94,19890,25260,32440,42910,56040,2015
1526,AL,13820,"Birmingham-Hoover, AL",45-0000,major,520,16.2,1.04,0.32,14.34,29820,5.1,9.46,10.38,12.25,17.4,21.72,19670,21590,25480,36190,45180,2015
1531,AL,13820,"Birmingham-Hoover, AL",47-0000,major,20470,3.2,41.013,1.03,20.02,41640,1.4,11.59,14.56,18.37,23.78,29.83,24100,30290,38200,49460,62060,2015
1570,AL,13820,"Birmingham-Hoover, AL",49-0000,major,23230,3,46.533,1.19,22.35,46490,1.2,12.04,15.45,20.98,27.93,35.49,25050,32130,43650,58100,73810,2015
1604,AL,13820,"Birmingham-Hoover, AL",51-0000,major,33140,3,66.393,1.01,16.68,34700,1.6,9.47,11.4,14.83,19.54,26.72,19690,23710,30840,40640,55580,2015
1676,AL,13820,"Birmingham-Hoover, AL",53-0000,major,36430,3.3,72.984,1.06,15.98,33240,4.3,8.44,10.06,13.74,18.6,25.79,17560,20930,28570,38700,53640,2015
1706,AL,19300,"Daphne-Fairhope-Foley, AL",11-0000,major,1920,5,28.925,0.57,43.72,90940,3.1,19.87,29.66,37.69,51.3,71.28,41330,61680,78390,106700,148260,2015
1720,AL,19300,"Daphne-Fairhope-Foley, AL",13-0000,major,1510,9.3,22.756,0.45,29.12,60560,3.8,15.15,18.81,25.9,34.86,46.56,31520,39120,53860,72520,96850,2015
1734,AL,19300,"Daphne-Fairhope-Foley, AL",15-0000,major,450,13.9,6.813,0.23,31.16,64820,6.6,13.26,19.25,31.28,40.31,52.51,27590,40050,65060,83850,109230,2015
1739,AL,19300,"Daphne-Fairhope-Foley, AL",17-0000,major,450,18,6.703,0.37,31.6,65730,4.5,17.4,21.85,29,39.2,47.53,36190,45440,60310,81530,98850,2015
1744,AL,19300,"Daphne-Fairhope-Foley, AL",19-0000,major,150,9.4,2.275,0.27,26.31,54720,2.1,14.75,18.81,25.59,32.82,38.22,30680,39120,53230,68270,79500,2015
1745,AL,19300,"Daphne-Fairhope-Foley, AL",21-0000,major,530,15.9,7.953,0.56,20.17,41960,6,11.09,14.89,19.31,25.64,29.91,23060,30970,40160,53330,62210,2015
1750,AL,19300,"Daphne-Fairhope-Foley, AL",23-0000,major,290,19.1,4.418,0.57,24.89,51780,7.8,13.46,16.81,22.98,28.85,41.72,28000,34970,47810,60010,86780,2015
1753,AL,19300,"Daphne-Fairhope-Foley, AL",25-0000,major,3850,2.9,57.922,0.93,18.17,37800,10.8,8.12,9.07,20.04,25.48,28.99,16900,18870,41680,53000,60290,2015
1760,AL,19300,"Daphne-Fairhope-Foley, AL",27-0000,major,440,10.5,6.566,0.49,16.34,33990,6,8.39,10.39,14,18.56,27.52,17440,21600,29130,38600,57240,2015
1765,AL,19300,"Daphne-Fairhope-Foley, AL",29-0000,major,3830,6.1,57.648,0.99,32.11,66790,6.2,13.34,17.31,23.7,30.34,60.62,27740,36010,49300,63100,126100,2015
1785,AL,19300,"Daphne-Fairhope-Foley, AL",31-0000,major,1580,9.9,23.738,0.82,12.53,26070,3.2,8.64,9.93,11.52,13.83,16.8,17970,20640,23960,28770,34940,2015
1793,AL,19300,"Daphne-Fairhope-Foley, AL",33-0000,major,1320,8.2,19.821,0.82,18.55,38590,4.6,8.85,11.62,17.75,23.41,29.65,18410,24160,36930,48700,61670,2015
1802,AL,19300,"Daphne-Fairhope-Foley, AL",35-0000,major,10220,2.9,153.675,1.68,10.35,21530,2,7.75,8.25,9.09,11.73,15.41,16120,17160,18900,24410,32050,2015
1817,AL,19300,"Daphne-Fairhope-Foley, AL",37-0000,major,3410,9,51.35,1.61,12.17,25320,2.9,8.09,9.09,11.03,14.55,17.9,16820,18920,22940,30270,37230,2015
1823,AL,19300,"Daphne-Fairhope-Foley, AL",39-0000,major,1830,7.7,27.515,0.88,11.09,23070,3.3,7.77,8.35,9.34,12.09,17.26,16160,17370,19430,25150,35900,2015
1833,AL,19300,"Daphne-Fairhope-Foley, AL",41-0000,major,12280,3.9,184.687,1.76,14.58,30340,3.2,8.02,8.84,10.88,15.68,25.37,16690,18380,22620,32610,52760,2015
1847,AL,19300,"Daphne-Fairhope-Foley, AL",43-0000,major,9780,3.2,147.163,0.93,14.68,30540,1.7,8.97,10.7,13.56,17.42,22.33,18660,22250,28210,36240,46440,2015
1881,AL,19300,"Daphne-Fairhope-Foley, AL",45-0000,major,100,32.8,1.571,0.48,11.43,23770,8.5,7.75,8.36,9.53,13.55,18.92,16110,17390,19820,28190,39340,2015
1882,AL,19300,"Daphne-Fairhope-Foley, AL",47-0000,major,2740,7,41.148,1.04,17.63,36670,3,10.41,12.93,16.3,21.03,26.99,21660,26900,33910,43750,56150,2015
1900,AL,19300,"Daphne-Fairhope-Foley, AL",49-0000,major,2730,8.1,41.078,1.05,18.53,38540,2.5,10.4,12.84,17.02,23.2,29.51,21640,26720,35400,48250,61370,2015
1914,AL,19300,"Daphne-Fairhope-Foley, AL",51-0000,major,3060,7.7,46.028,0.7,15.26,31750,3.3,9.08,10.83,13.79,18.62,23.52,18880,22530,28680,38730,48930,2015
1936,AL,19300,"Daphne-Fairhope-Foley, AL",53-0000,major,4000,7.3,60.245,0.87,13.51,28090,3.4,8.14,9.15,11.79,15.47,21.91,16930,19030,24520,32180,45580,2015
1952,AL,19460,"Decatur, AL",11-0000,major,1620,6,30.873,0.61,52.33,108840,2.8,25.98,34.49,45.69,62.01,85.29,54040,71740,95030,128980,177400,2015
1965,AL,19460,"Decatur, AL",13-0000,major,1210,5.1,23.099,0.45,30.62,63680,4.4,14.35,20.92,29.51,37.73,49.4,29860,43520,61390,78470,102760,2015
1977,AL,19460,"Decatur, AL",15-0000,major,340,17.6,6.457,0.22,33.45,69580,3.8,17.73,23.92,30.22,42.6,54.1,36890,49750,62860,88620,112530,2015
1982,AL,19460,"Decatur, AL",17-0000,major,1580,6.5,30.135,1.68,44.98,93550,2.3,25.32,34.97,45.92,54.93,62.67,52660,72740,95510,114250,130350,2015
1993,AL,19460,"Decatur, AL",19-0000,major,350,16.7,6.625,0.8,37.01,76970,4.7,19.43,26.8,35.34,42.66,55.52,40420,55750,73520,88740,115480,2015
1997,AL,19460,"Decatur, AL",21-0000,major,530,10.3,10.162,0.71,22.13,46030,3.4,12.42,16.56,21.3,27.4,32.61,25840,34440,44310,56990,67840,2015
2004,AL,19460,"Decatur, AL",23-0000,major,110,25.4,2.131,0.28,33.61,69910,11.9,14,17.36,24.8,40.07,62.35,29120,36100,51590,83350,129680,2015
2006,AL,19460,"Decatur, AL",25-0000,major,2740,6,52.353,0.85,19.11,39750,6.9,8.26,9.6,21.28,26.36,29.17,17190,19970,44260,54830,60660,2015
2016,AL,19460,"Decatur, AL",27-0000,major,150,16.7,2.888,0.22,15.1,31400,7.5,8.21,9.41,12.7,18.54,25.91,17080,19560,26410,38560,53880,2015
2018,AL,19460,"Decatur, AL",29-0000,major,2640,3.8,50.409,0.87,32.48,67560,8.8,12.92,17.09,22.79,31.68,65.34,26880,35540,47410,65890,135900,2015
2034,AL,19460,"Decatur, AL",31-0000,major,1230,6.7,23.604,0.82,11.95,24860,3.2,8.08,9.09,10.91,13.61,17.73,16820,18900,22690,28320,36870,2015
2041,AL,19460,"Decatur, AL",33-0000,major,1320,2.7,25.259,1.04,21,43690,5.8,9.87,14.93,20.27,26.36,33.78,20530,31060,42150,54830,70270,2015
2051,AL,19460,"Decatur, AL",35-0000,major,4190,11.9,80.145,0.88,9.07,18860,1.5,7.65,8.04,8.69,9.36,11.64,15920,16730,18070,19480,24220,2015
2062,AL,19460,"Decatur, AL",37-0000,major,1320,10.1,25.167,0.79,11.69,24310,4,7.98,8.79,10.29,12.56,17.47,16590,18280,21410,26130,36340,2015
2068,AL,19460,"Decatur, AL",39-0000,major,1300,15.5,24.829,0.79,10.28,21370,3.5,7.72,8.21,9.03,10.86,16.19,16050,17080,18780,22590,33680,2015
2077,AL,19460,"Decatur, AL",41-0000,major,5750,4.5,109.961,1.05,14.88,30950,4.3,7.89,8.53,9.91,17.6,29.06,16400,17740,20620,36620,60440,2015
2088,AL,19460,"Decatur, AL",43-0000,major,6680,3.3,127.656,0.81,15.18,31580,1.7,8.83,10.73,13.92,18.23,23.65,18360,22320,28950,37910,49190,2015
2116,AL,19460,"Decatur, AL",45-0000,major,180,17.6,3.416,1.04,12.48,25950,10.4,7.97,8.97,10.67,11.94,21.71,16570,18660,22190,24830,45160,2015
2117,AL,19460,"Decatur, AL",47-0000,major,2870,5.5,54.859,1.38,19.57,40700,3.2,10.87,13.76,17.9,23.06,29.22,22610,28610,37230,47960,60770,2015
