,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
94820,NY,15380,"Buffalo-Niagara Falls, NY",41-0000,major,52620,2.2,98.485,16.82,34980,2.4,7.45,8.35,11.23,20.17,32.99,15500,17370,23350,41940,68620,2009
94840,NY,15380,"Buffalo-Niagara Falls, NY",43-0000,major,104140,1.3,194.915,15.29,31810,0.7,8.75,11.00,14.22,18.32,23.75,18190,22870,29580,38100,49390,2009
94893,NY,15380,"Buffalo-Niagara Falls, NY",45-0000,major,190,34.2,0.356,16.31,33930,22.8,8.44,9.58,11.25,14.54,27.11,17560,19920,23390,30240,56380,2009
94896,NY,15380,"Buffalo-Niagara Falls, NY",47-0000,major,20680,4.1,38.699,21.38,44480,1.7,11.77,15.12,20.18,26.82,32.30,24470,31450,41970,55790,67180,2009
94925,NY,15380,"Buffalo-Niagara Falls, NY",49-0000,major,18620,3.4,34.847,19.84,41260,1.2,9.91,13.50,18.64,24.86,32.33,20610,28080,38770,51700,67250,2009
94960,NY,15380,"Buffalo-Niagara Falls, NY",51-0000,major,38950,2.8,72.903,17.01,35380,2.0,8.93,11.17,15.61,21.09,27.99,18560,23240,32470,43870,58210,2009
95040,NY,15380,"Buffalo-Niagara Falls, NY",53-0000,major,29130,3.6,54.524,14.89,30960,1.3,7.95,9.59,13.42,18.33,24.13,16540,19950,27920,38130,50200,2009
95064,NY,21300,"Elmira, NY",11-0000,major,1460,10.4,39.177,43.65,90790,4.0,21.47,28.17,36.73,49.67,74.92,44660,58590,76410,103310,155840,2009
95079,NY,21300,"Elmira, NY",13-0000,major,940,5.6,25.292,26.16,54400,2.7,13.70,18.46,23.74,30.95,42.31,28490,38390,49380,64380,88010,2009
95091,NY,21300,"Elmira, NY",15-0000,major,220,14.2,5.850,29.43,61210,6.1,16.72,20.28,26.62,35.49,44.65,34770,42180,55370,73830,92870,2009
95094,NY,21300,"Elmira, NY",17-0000,major,760,21.5,20.453,30.09,62590,2.7,18.02,22.57,28.30,35.99,45.77,37490,46940,58860,74850,95210,2009
95101,NY,21300,"Elmira, NY",19-0000,major,200,32.0,5.293,30.70,63860,5.5,14.70,23.02,29.86,37.95,44.73,30590,47880,62100,78940,93030,2009
95104,NY,21300,"Elmira, NY",21-0000,major,1250,17.0,33.684,20.00,41600,3.8,11.32,14.30,18.41,25.02,31.36,23550,29750,38290,52030,65220,2009
95116,NY,21300,"Elmira, NY",23-0000,major,190,16.2,5.164,41.59,86510,6.4,17.24,28.00,39.82,50.47,66.13,35850,58230,82820,104980,137550,2009
95119,NY,21300,"Elmira, NY",25-0000,major,3030,11.7,81.490,22.23,46240,7.6,8.76,11.47,21.29,28.97,38.87,18220,23870,44280,60250,80840,2009
95133,NY,21300,"Elmira, NY",27-0000,major,280,23.7,7.432,19.28,40100,10.7,9.43,10.69,14.85,22.16,35.33,19620,22240,30880,46080,73490,2009
95135,NY,21300,"Elmira, NY",29-0000,major,2340,21.3,62.895,37.99,79010,10.7,13.45,17.04,25.83,40.88,#,27990,35450,53730,85030,#,2009
95150,NY,21300,"Elmira, NY",31-0000,major,1340,13.1,35.962,12.56,26120,2.9,8.23,9.36,11.42,15.43,18.73,17130,19480,23760,32090,38960,2009
95158,NY,21300,"Elmira, NY",33-0000,major,1460,3.6,39.166,22.87,47570,5.0,12.70,19.49,23.76,27.34,31.18,26410,40530,49420,56870,64860,2009
95162,NY,21300,"Elmira, NY",35-0000,major,3280,4.1,88.306,9.66,20090,2.1,7.54,7.74,8.68,10.57,13.42,15690,16110,18060,21990,27910,2009
95175,NY,21300,"Elmira, NY",37-0000,major,1020,9.4,27.533,10.79,22440,2.4,7.62,8.14,9.38,11.82,16.01,15840,16940,19500,24580,33310,2009
95180,NY,21300,"Elmira, NY",39-0000,major,790,11.0,21.282,10.91,22700,4.3,7.57,8.06,9.07,11.59,17.41,15740,16760,18860,24100,36210,2009
95186,NY,21300,"Elmira, NY",41-0000,major,4210,5.4,113.119,15.04,31290,6.0,7.36,7.87,9.94,17.30,30.68,15320,16380,20670,35980,63810,2009
95198,NY,21300,"Elmira, NY",43-0000,major,6000,5.1,161.328,14.09,29310,2.4,8.12,9.63,12.71,17.29,22.91,16890,20030,26430,35970,47660,2009
95223,NY,21300,"Elmira, NY",45-0000,major,**,**,**,10.95,22780,2.4,8.11,8.89,10.24,11.88,14.16,16870,18480,21290,24700,29450,2009
95224,NY,21300,"Elmira, NY",47-0000,major,1060,5.4,28.582,20.91,43500,3.1,11.26,14.71,20.03,25.44,32.68,23420,30590,41660,52910,67970,2009
95233,NY,21300,"Elmira, NY",49-0000,major,1360,6.5,36.503,19.07,39670,3.8,10.31,13.23,17.48,22.89,31.33,21440,27510,36360,47610,65160,2009
95243,NY,21300,"Elmira, NY",51-0000,major,4100,17.2,110.391,15.92,33110,3.3,8.38,10.92,15.60,19.67,24.07,17430,22700,32440,40910,50070,2009
95267,NY,21300,"Elmira, NY",53-0000,major,1850,8.4,49.758,14.36,29860,2.5,8.12,10.01,13.58,17.45,21.50,16900,20830,28240,36290,44720,2009
95279,NY,24020,"Glens Falls, NY",11-0000,major,1980,3.6,37.681,42.10,87570,2.4,22.77,28.76,37.05,48.52,66.95,47370,59830,77070,100920,139250,2009
95295,NY,24020,"Glens Falls, NY",13-0000,major,1290,4.5,24.559,25.38,52780,2.3,15.26,18.32,23.13,29.74,38.22,31750,38110,48100,61850,79500,2009
95309,NY,24020,"Glens Falls, NY",15-0000,major,610,29.5,11.702,28.49,59270,4.1,14.55,18.65,27.36,35.42,41.94,30260,38790,56900,73680,87230,2009
95316,NY,24020,"Glens Falls, NY",17-0000,major,520,8.9,9.923,29.24,60830,2.2,16.83,21.85,28.10,36.38,42.93,35000,45450,58450,75660,89300,2009
95322,NY,24020,"Glens Falls, NY",19-0000,major,230,6.2,4.296,27.43,57060,2.6,14.59,19.29,25.20,33.59,42.57,30350,40130,52410,69860,88550,2009
95324,NY,24020,"Glens Falls, NY",21-0000,major,1040,11.1,19.857,18.97,39460,2.9,11.13,14.13,17.94,23.03,28.59,23160,29390,37310,47900,59460,2009
95335,NY,24020,"Glens Falls, NY",23-0000,major,250,8.0,4.723,43.71,90920,7.4,17.33,29.07,43.95,59.33,67.81,36050,60470,91420,123400,141030,2009
95339,NY,24020,"Glens Falls, NY",25-0000,major,4610,4.6,87.885,21.41,44540,1.9,8.91,12.76,20.98,28.20,35.62,18540,26540,43640,58660,74090,2009
95353,NY,24020,"Glens Falls, NY",27-0000,major,510,6.2,9.679,18.42,38320,8.7,8.59,11.48,14.70,19.70,31.82,17870,23880,30580,40980,66190,2009
95357,NY,24020,"Glens Falls, NY",29-0000,major,3210,4.4,61.227,33.78,70270,5.4,14.51,18.91,26.66,34.23,65.17,30170,39330,55450,71200,135550,2009
95370,NY,24020,"Glens Falls, NY",31-0000,major,1930,10.0,36.725,13.37,27810,2.4,10.00,11.05,12.62,15.40,18.63,20810,22980,26250,32040,38740,2009
95378,NY,24020,"Glens Falls, NY",33-0000,major,1670,6.3,31.806,21.10,43890,5.6,10.01,15.43,22.24,26.74,30.57,20820,32090,46260,55610,63580,2009
95384,NY,24020,"Glens Falls, NY",35-0000,major,4910,6.9,93.592,9.88,20540,1.7,7.58,7.77,8.69,10.88,14.03,15770,16150,18070,22630,29180,2009
95398,NY,24020,"Glens Falls, NY",37-0000,major,1930,5.2,36.729,11.56,24050,1.9,7.88,8.87,10.64,13.06,16.93,16380,18440,22140,27160,35210,2009
95404,NY,24020,"Glens Falls, NY",39-0000,major,1580,17.5,30.100,11.28,23470,2.6,7.66,8.48,10.12,12.39,16.67,15930,17630,21050,25770,34680,2009
95414,NY,24020,"Glens Falls, NY",41-0000,major,5290,5.6,100.828,14.23,29590,3.6,7.55,8.43,10.34,15.31,24.50,15710,17540,21520,31850,50960,2009
95426,NY,24020,"Glens Falls, NY",43-0000,major,8690,5.2,165.628,14.35,29840,1.4,8.87,10.78,13.48,16.88,21.26,18450,22420,28050,35110,44220,2009
95461,NY,24020,"Glens Falls, NY",45-0000,major,100,14.0,1.815,15.37,31970,11.6,8.28,9.32,13.44,20.59,27.22,17230,19390,27950,42830,56620,2009
95463,NY,24020,"Glens Falls, NY",47-0000,major,2620,5.0,49.937,20.67,42990,2.4,12.51,15.14,19.63,25.20,30.95,26020,31490,40830,52410,64370,2009
95476,NY,24020,"Glens Falls, NY",49-0000,major,2520,6.6,48.061,20.52,42680,3.6,11.64,14.57,19.22,25.49,32.56,24220,30310,39970,53010,67720,2009
95492,NY,24020,"Glens Falls, NY",51-0000,major,4560,12.8,86.945,15.79,32840,3.0,10.13,11.89,14.46,18.50,22.92,21060,24740,30080,38480,47670,2009
95513,NY,24020,"Glens Falls, NY",53-0000,major,2430,6.0,46.303,14.71,30600,1.8,8.52,10.46,14.46,17.92,21.74,17730,21760,30080,37270,45210,2009
95528,NY,27060,"Ithaca, NY",11-0000,major,1880,5.0,37.398,42.35,88080,3.9,21.95,28.73,37.86,50.12,67.76,45650,59760,78740,104240,140930,2009
95545,NY,27060,"Ithaca, NY",13-0000,major,960,7.6,19.175,29.47,61300,3.0,16.51,20.39,26.67,34.71,46.06,34330,42400,55480,72190,95810,2009
95556,NY,27060,"Ithaca, NY",15-0000,major,1280,4.5,25.520,31.11,64710,3.5,18.09,24.56,30.65,37.68,45.12,37620,51090,63750,78380,93850,2009
95565,NY,27060,"Ithaca, NY",17-0000,major,900,11.9,17.991,31.11,64710,2.3,18.48,23.13,30.24,37.90,46.68,38430,48100,62900,78830,97100,2009
95574,NY,27060,"Ithaca, NY",19-0000,major,1430,2.9,28.526,23.17,48190,5.5,14.09,16.96,20.43,25.44,33.99,29320,35270,42480,52900,70690,2009
95580,NY,27060,"Ithaca, NY",21-0000,major,1150,8.2,22.935,19.71,41000,4.4,10.21,14.15,19.26,24.42,29.97,21230,29440,40070,50800,62350,2009
95589,NY,27060,"Ithaca, NY",23-0000,major,170,7.3,3.342,38.63,80340,7.1,18.12,25.85,39.60,50.35,60.13,37690,53760,82360,104730,125080,2009
95593,NY,27060,"Ithaca, NY",25-0000,major,13020,12.2,259.466,28.77,59840,6.6,12.58,13.80,19.44,40.73,59.24,26170,28700,40440,84710,123230,2009
95611,NY,27060,"Ithaca, NY",27-0000,major,590,8.0,11.657,21.10,43900,5.1,10.66,14.03,18.56,24.91,35.11,22180,29180,38600,51820,73020,2009
95618,NY,27060,"Ithaca, NY",29-0000,major,1750,6.8,34.801,28.13,58520,2.8,15.09,19.55,24.91,31.25,42.26,31390,40660,51810,64990,87890,2009
95632,NY,27060,"Ithaca, NY",31-0000,major,1220,14.5,24.274,12.96,26960,3.1,9.66,10.56,11.91,14.48,18.09,20100,21960,24770,30120,37620,2009
95639,NY,27060,"Ithaca, NY",33-0000,major,570,7.9,11.282,24.13,50180,5.5,11.51,16.68,24.08,30.78,35.63,23930,34690,50090,64010,74100,2009
95643,NY,27060,"Ithaca, NY",35-0000,major,4230,4.2,84.262,11.18,23250,3.5,7.80,8.53,9.96,12.26,15.85,16210,17740,20710,25510,32970,2009
95658,NY,27060,"Ithaca, NY",37-0000,major,1730,7.5,34.379,13.18,27400,3.8,8.50,10.31,12.55,15.15,18.90,17680,21450,26090,31520,39320,2009
95663,NY,27060,"Ithaca, NY",39-0000,major,1100,9.8,21.875,12.10,25160,3.5,8.15,9.25,10.96,13.69,17.65,16940,19230,22800,28470,36710,2009
95671,NY,27060,"Ithaca, NY",41-0000,major,3470,6.7,69.064,14.82,30830,4.5,7.44,8.22,10.33,15.80,27.62,15470,17100,21490,32850,57460,2009
95684,NY,27060,"Ithaca, NY",43-0000,major,8290,7.2,165.127,16.09,33460,3.9,9.26,12.06,15.55,19.53,24.03,19250,25080,32350,40630,49980,2009
95714,NY,27060,"Ithaca, NY",47-0000,major,1430,8.3,28.580,20.97,43610,4.0,12.14,15.44,19.76,25.25,33.30,25250,32110,41100,52530,69260,2009
95724,NY,27060,"Ithaca, NY",49-0000,major,1350,10.5,26.863,19.08,39690,3.5,11.24,14.01,17.61,22.38,31.05,23390,29150,36640,46540,64590,2009
95732,NY,27060,"Ithaca, NY",51-0000,major,2350,17.6,46.799,15.03,31270,2.3,9.22,11.24,14.16,17.50,22.56,19180,23390,29460,36410,46910,2009
95750,NY,27060,"Ithaca, NY",53-0000,major,1320,7.7,26.205,14.25,29650,3.3,8.19,9.58,13.07,16.84,21.73,17040,19930,27190,35030,45200,2009
95761,NY,28740,"Kingston, NY",11-0000,major,2340,11.8,39.325,41.32,85940,2.0,21.52,28.22,37.15,48.79,64.99,44750,58700,77280,101480,135190,2009
95778,NY,28740,"Kingston, NY",13-0000,major,1530,14.8,25.700,28.84,59980,2.3,16.13,19.72,25.30,33.65,46.28,33560,41010,52620,69980,96260,2009
95794,NY,28740,"Kingston, NY",15-0000,major,700,30.6,11.837,29.00,60310,4.3,15.13,19.85,27.52,37.32,46.09,31470,41280,57240,77620,95870,2009
95802,NY,28740,"Kingston, NY",17-0000,major,310,6.6,5.236,29.61,61590,2.6,17.32,21.76,28.88,35.48,43.98,36030,45260,60070,73790,91480,2009
95807,NY,28740,"Kingston, NY",19-0000,major,380,10.1,6.337,27.20,56580,4.0,13.07,17.98,25.43,35.65,42.93,27190,37390,52900,74150,89290,2009
95810,NY,28740,"Kingston, NY",21-0000,major,1460,4.6,24.519,21.91,45580,3.2,12.43,15.61,20.89,27.57,32.54,25860,32470,43450,57360,67690,2009
95823,NY,28740,"Kingston, NY",23-0000,major,270,19.5,4.514,38.49,80060,7.9,18.31,24.76,31.91,54.65,67.56,38080,51500,66370,113670,140530,2009
95827,NY,28740,"Kingston, NY",25-0000,major,6050,6.3,101.688,25.32,52670,2.4,9.71,13.77,24.59,34.33,43.62,20190,28640,51140,71400,90730,2009
95843,NY,28740,"Kingston, NY",27-0000,major,670,11.8,11.256,24.10,50120,9.7,10.72,13.69,17.32,25.15,50.24,22300,28470,36020,52320,104490,2009
95850,NY,28740,"Kingston, NY",29-0000,major,3120,4.4,52.375,31.93,66420,2.9,14.63,19.56,27.36,35.38,56.14,30420,40690,56900,73590,116760,2009
95869,NY,28740,"Kingston, NY",31-0000,major,2820,35.3,47.405,12.18,25330,3.6,8.22,9.42,11.31,14.20,17.77,17100,19580,23530,29540,36970,2009
95877,NY,28740,"Kingston, NY",33-0000,major,2330,3.4,39.059,22.91,47640,3.2,12.01,18.90,23.49,27.69,31.78,24970,39310,48860,57590,66100,2009
95883,NY,28740,"Kingston, NY",35-0000,major,5550,6.9,93.215,10.88,22630,2.7,7.63,8.01,9.15,12.48,16.94,15870,16660,19030,25950,35230,2009
95898,NY,28740,"Kingston, NY",37-0000,major,1910,5.4,32.029,13.89,28890,2.1,8.45,10.40,13.13,16.46,21.24,17580,21640,27300,34240,44180,2009
95903,NY,28740,"Kingston, NY",39-0000,major,2490,8.7,41.856,11.82,24580,1.9,7.99,9.30,11.16,13.02,16.91,16630,19340,23210,27080,35180,2009
95912,NY,28740,"Kingston, NY",41-0000,major,6120,4.7,102.764,14.89,30970,3.0,7.70,8.61,10.98,16.43,25.85,16010,17910,22840,34160,53770,2009
95925,NY,28740,"Kingston, NY",43-0000,major,10490,3.6,176.277,15.24,31700,1.7,8.80,11.09,14.42,18.46,23.24,18300,23070,29980,38400,48340,2009
95963,NY,28740,"Kingston, NY",45-0000,major,160,25.8,2.748,12.79,26600,3.9,8.96,10.62,12.51,14.39,17.24,18630,22090,26010,29940,35870,2009
95965,NY,28740,"Kingston, NY",47-0000,major,2440,4.5,41.003,21.16,44000,3.8,11.49,14.92,19.09,24.50,35.98,23890,31030,39700,50970,74850,2009
95981,NY,28740,"Kingston, NY",49-0000,major,2130,6.8,35.756,20.04,41670,3.8,10.26,14.01,18.55,24.81,33.07,21340,29130,38590,51600,68780,2009
95991,NY,28740,"Kingston, NY",51-0000,major,3160,9.8,53.073,15.21,31640,1.9,9.03,11.07,14.21,18.66,22.87,18780,23030,29560,38810,47570,2009
96014,NY,28740,"Kingston, NY",53-0000,major,3100,6.2,52.030,14.20,29530,2.0,8.25,10.24,13.40,17.06,21.03,17150,21290,27870,35490,43740,2009
96028,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",11-0000,major,49390,2.6,40.292,60.10,125010,1.0,28.59,37.64,52.76,74.61,#,59460,78280,109750,155190,#,2009
96060,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",13-0000,major,48120,2.3,39.262,36.24,75390,1.5,19.04,24.53,32.07,41.91,56.22,39600,51010,66710,87170,116940,2009
96089,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",15-0000,major,20400,4.5,16.642,37.07,77100,1.6,20.08,26.60,34.96,45.34,55.96,41770,55330,72710,94310,116390,2009
96104,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",17-0000,major,13550,4.2,11.058,36.90,76740,1.8,19.23,25.79,34.69,46.22,58.33,40000,53640,72150,96140,121320,2009
96133,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",19-0000,major,12250,11.7,9.993,33.57,69820,3.2,17.23,22.29,30.22,40.93,54.93,35840,46360,62850,85120,114250,2009
96158,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",21-0000,major,18630,4.4,15.202,24.00,49920,2.1,11.53,15.01,21.75,30.97,40.22,23990,31220,45240,64420,83670,2009
96173,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",23-0000,major,11730,2.9,9.572,43.37,90210,4.1,17.89,25.40,37.81,54.32,75.84,37200,52840,78640,112980,157750,2009
96182,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",25-0000,major,104190,2.1,85.005,29.88,62140,2.1,10.53,15.02,27.84,41.80,53.31,21890,31240,57900,86940,110890,2009
96228,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",27-0000,major,16720,4.3,13.639,26.23,54570,3.7,9.17,13.62,21.14,31.50,49.77,19080,28330,43970,65520,103530,2009
96263,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",29-0000,major,72900,6.8,59.476,41.32,85940,2.6,19.11,25.54,34.94,46.33,73.20,39750,53120,72680,96370,152250,2009
96314,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",31-0000,major,43180,3.3,35.228,15.01,31210,1.5,9.46,11.48,15.03,18.08,20.68,19670,23880,31260,37610,43020,2009
96330,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",33-0000,major,25670,3.4,20.942,26.78,55700,9.0,10.53,14.23,21.45,38.94,50.69,21910,29600,44610,80990,105430,2009
96345,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",35-0000,major,85280,1.3,69.575,11.31,23520,1.4,7.59,8.05,9.74,13.15,17.10,15800,16750,20260,27360,35560,2009
96363,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",37-0000,major,47260,2.2,38.555,14.99,31170,1.5,8.33,10.01,13.47,18.40,24.46,17330,20810,28020,38280,50890,2009
96373,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",39-0000,major,39380,3.5,32.125,12.89,26810,1.9,8.05,9.36,11.24,14.28,19.99,16730,19480,23370,29710,41580,2009
96396,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",41-0000,major,140100,1.6,114.300,21.10,43880,1.9,7.87,9.14,13.59,25.66,43.16,16360,19010,28270,53380,89770,2009
96416,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",43-0000,major,251380,1.5,205.089,17.67,36750,0.5,9.33,12.33,16.70,22.13,27.03,19400,25640,34740,46020,56210,2009
96469,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",45-0000,major,540,15.6,0.440,14.38,29920,6.9,8.20,9.37,11.74,18.31,25.09,17050,19500,24420,38080,52180,2009
96475,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",47-0000,major,57940,2.6,47.270,28.19,58640,1.6,13.00,17.75,26.63,37.59,48.00,27030,36920,55400,78180,99840,2009
96514,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",49-0000,major,44810,2.8,36.560,23.77,49440,1.2,12.30,15.99,22.68,30.76,37.58,25570,33260,47170,63990,78180,2009
96547,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",51-0000,major,56380,2.6,45.997,16.69,34710,1.1,8.34,10.42,14.68,20.83,28.63,17350,21670,30530,43330,59540,2009
96632,NY,35004,"Nassau-Suffolk, NY Metropolitan Division",53-0000,major,65920,2.6,53.778,17.36,36110,2.1,8.53,10.90,15.55,20.98,28.22,17750,22670,32330,43630,58700,2009
