,state,year,month,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,state_abbr,fips_state,state_name,state_proper
380,Massachusetts,2020,1,0.7161290322580645,2.3522580645161297,2.5719354838709676,0.8064516129032258,MA,25,MASSACHUSETTS,Massachusetts
381,Massachusetts,2020,2,3.700000000000002,7.578275862068965,8.65827586206897,0.0,MA,25,MASSACHUSETTS,Massachusetts
382,Massachusetts,2020,3,45.63903225806453,36.91225806451613,40.5125806451613,11.693548387096774,MA,25,MASSACHUSETTS,Massachusetts
383,Massachusetts,2020,4,75.93000000000002,68.46899999999997,69.32566666666663,62.5,MA,25,MASSACHUSETTS,Massachusetts
384,Massachusetts,2020,5,74.67451612903231,71.04354838709676,72.26258064516131,62.5,MA,25,MASSACHUSETTS,Massachusetts
385,Massachusetts,2020,6,68.02166666666663,65.48366666666662,65.91633333333336,62.5,MA,25,MASSACHUSETTS,Massachusetts
386,Massachusetts,2020,7,62.93516129032256,63.85870967741932,64.17354838709674,61.693548387096776,MA,25,MASSACHUSETTS,Massachusetts
387,Massachusetts,2020,8,62.03999999999998,60.94000000000004,64.28999999999998,37.5,MA,25,MASSACHUSETTS,Massachusetts
388,Massachusetts,2020,9,60.18499999999996,58.56033333333333,62.69833333333335,29.583333333333332,MA,25,MASSACHUSETTS,Massachusetts
389,Massachusetts,2020,10,53.671935483871,55.42806451612907,59.77354838709676,25.0,MA,25,MASSACHUSETTS,Massachusetts
390,Massachusetts,2020,11,61.01933333333331,60.23633333333336,65.26699999999997,25.0,MA,25,MASSACHUSETTS,Massachusetts
391,Massachusetts,2020,12,66.84322580645163,65.59774193548388,70.82387096774195,29.032258064516128,MA,25,MASSACHUSETTS,Massachusetts
392,Massachusetts,2021,1,72.22,70.47548387096772,73.40419354838708,50.0,MA,25,MASSACHUSETTS,Massachusetts
393,Massachusetts,2021,2,72.22000000000001,72.78107142857141,76.03785714285718,50.0,MA,25,MASSACHUSETTS,Massachusetts
394,Massachusetts,2021,3,67.32129032258068,70.01387096774195,72.98935483870966,49.193548387096776,MA,25,MASSACHUSETTS,Massachusetts
395,Massachusetts,2021,4,60.127666666666705,64.03366666666663,67.83100000000003,37.5,MA,25,MASSACHUSETTS,Massachusetts
396,Massachusetts,2021,5,57.49774193548386,62.852903225806465,65.20838709677422,46.37096774193548,MA,25,MASSACHUSETTS,Massachusetts
397,Massachusetts,2021,6,39.80999999999997,51.854666666666645,53.904666666666685,37.5,MA,25,MASSACHUSETTS,Massachusetts
398,Massachusetts,2021,7,38.446842105263165,51.98421052631581,53.58315789473686,40.78947368421053,MA,25,MASSACHUSETTS,Massachusetts
