,year,month,state,covid_19_deaths,state_abbr,fips_state,state_name,state_proper
428,2020,5,Ohio,1158,OH,39,OHIO,Ohio
429,2021,5,Ohio,528,OH,39,OHIO,Ohio
430,2020,6,Ohio,559,OH,39,OHIO,Ohio
431,2021,6,Ohio,260,OH,39,OHIO,Ohio
432,2020,1,Oklahoma,0,OK,40,OKLAHOMA,Oklahoma
433,2021,1,Oklahoma,1951,OK,40,OKLAHOMA,Oklahoma
434,2020,2,Oklahoma,0,OK,40,OKLAHOMA,Oklahoma
435,2021,2,Oklahoma,794,OK,40,OKLAHOMA,Oklahoma
436,2020,3,Oklahoma,39,OK,40,OKLAHOMA,Oklahoma
437,2021,3,Oklahoma,304,OK,40,OKLAHOMA,Oklahoma
438,2020,4,Oklahoma,208,OK,40,OKLAHOMA,Oklahoma
439,2021,4,Oklahoma,163,OK,40,OKLAHOMA,Oklahoma
440,2020,5,Oklahoma,114,OK,40,OKLAHOMA,Oklahoma
441,2021,5,Oklahoma,115,OK,40,OKLAHOMA,Oklahoma
442,2020,6,Oklahoma,71,OK,40,OKLAHOMA,Oklahoma
443,2021,6,Oklahoma,81,OK,40,OKLAHOMA,Oklahoma
444,2020,1,Oregon,0,OR,41,OREGON,Oregon
445,2021,1,Oregon,443,OR,41,OREGON,Oregon
446,2020,2,Oregon,0,OR,41,OREGON,Oregon
447,2021,2,Oregon,171,OR,41,OREGON,Oregon
448,2020,3,Oregon,27,OR,41,OREGON,Oregon
449,2021,3,Oregon,116,OR,41,OREGON,Oregon
450,2020,4,Oregon,105,OR,41,OREGON,Oregon
451,2021,4,Oregon,118,OR,41,OREGON,Oregon
452,2020,5,Oregon,59,OR,41,OREGON,Oregon
453,2021,5,Oregon,205,OR,41,OREGON,Oregon
454,2020,6,Oregon,60,OR,41,OREGON,Oregon
455,2021,6,Oregon,99,OR,41,OREGON,Oregon
456,2020,1,Pennsylvania,0,PA,42,PENNSYLVANIA,Pennsylvania
457,2021,1,Pennsylvania,4793,PA,42,PENNSYLVANIA,Pennsylvania
458,2020,2,Pennsylvania,0,PA,42,PENNSYLVANIA,Pennsylvania
459,2021,2,Pennsylvania,1916,PA,42,PENNSYLVANIA,Pennsylvania
460,2020,3,Pennsylvania,104,PA,42,PENNSYLVANIA,Pennsylvania
461,2021,3,Pennsylvania,990,PA,42,PENNSYLVANIA,Pennsylvania
462,2020,4,Pennsylvania,3502,PA,42,PENNSYLVANIA,Pennsylvania
463,2021,4,Pennsylvania,1238,PA,42,PENNSYLVANIA,Pennsylvania
464,2020,5,Pennsylvania,2711,PA,42,PENNSYLVANIA,Pennsylvania
465,2021,5,Pennsylvania,876,PA,42,PENNSYLVANIA,Pennsylvania
466,2020,6,Pennsylvania,830,PA,42,PENNSYLVANIA,Pennsylvania
467,2021,6,Pennsylvania,323,PA,42,PENNSYLVANIA,Pennsylvania
468,2020,1,Rhode Island,0,RI,44,RHODE ISLAND,Rhode Island
469,2021,1,Rhode Island,418,RI,44,RHODE ISLAND,Rhode Island
470,2020,2,Rhode Island,0,RI,44,RHODE ISLAND,Rhode Island
471,2021,2,Rhode Island,188,RI,44,RHODE ISLAND,Rhode Island
472,2020,3,Rhode Island,0,RI,44,RHODE ISLAND,Rhode Island
473,2021,3,Rhode Island,83,RI,44,RHODE ISLAND,Rhode Island
474,2020,4,Rhode Island,353,RI,44,RHODE ISLAND,Rhode Island
475,2021,4,Rhode Island,52,RI,44,RHODE ISLAND,Rhode Island
476,2020,5,Rhode Island,469,RI,44,RHODE ISLAND,Rhode Island
477,2021,5,Rhode Island,37,RI,44,RHODE ISLAND,Rhode Island
478,2020,6,Rhode Island,148,RI,44,RHODE ISLAND,Rhode Island
479,2021,6,Rhode Island,15,RI,44,RHODE ISLAND,Rhode Island
480,2020,1,South Carolina,0,SC,45,SOUTH CAROLINA,South Carolina
481,2021,1,South Carolina,1530,SC,45,SOUTH CAROLINA,South Carolina
482,2020,2,South Carolina,0,SC,45,SOUTH CAROLINA,South Carolina
483,2021,2,South Carolina,1057,SC,45,SOUTH CAROLINA,South Carolina
484,2020,3,South Carolina,34,SC,45,SOUTH CAROLINA,South Carolina
485,2021,3,South Carolina,479,SC,45,SOUTH CAROLINA,South Carolina
486,2020,4,South Carolina,237,SC,45,SOUTH CAROLINA,South Carolina
487,2021,4,South Carolina,301,SC,45,SOUTH CAROLINA,South Carolina
488,2020,5,South Carolina,291,SC,45,SOUTH CAROLINA,South Carolina
489,2021,5,South Carolina,185,SC,45,SOUTH CAROLINA,South Carolina
490,2020,6,South Carolina,293,SC,45,SOUTH CAROLINA,South Carolina
491,2021,6,South Carolina,48,SC,45,SOUTH CAROLINA,South Carolina
492,2020,1,South Dakota,0,SD,46,SOUTH DAKOTA,South Dakota
493,2021,1,South Dakota,187,SD,46,SOUTH DAKOTA,South Dakota
494,2020,2,South Dakota,0,SD,46,SOUTH DAKOTA,South Dakota
495,2021,2,South Dakota,70,SD,46,SOUTH DAKOTA,South Dakota
496,2020,3,South Dakota,0,SD,46,SOUTH DAKOTA,South Dakota
497,2021,3,South Dakota,39,SD,46,SOUTH DAKOTA,South Dakota
498,2020,4,South Dakota,21,SD,46,SOUTH DAKOTA,South Dakota
499,2021,4,South Dakota,41,SD,46,SOUTH DAKOTA,South Dakota
500,2020,5,South Dakota,44,SD,46,SOUTH DAKOTA,South Dakota
501,2021,5,South Dakota,31,SD,46,SOUTH DAKOTA,South Dakota
502,2020,6,South Dakota,40,SD,46,SOUTH DAKOTA,South Dakota
503,2021,6,South Dakota,11,SD,46,SOUTH DAKOTA,South Dakota
504,2020,1,Tennessee,0,TN,47,TENNESSEE,Tennessee
505,2021,1,Tennessee,2810,TN,47,TENNESSEE,Tennessee
506,2020,2,Tennessee,0,TN,47,TENNESSEE,Tennessee
507,2021,2,Tennessee,980,TN,47,TENNESSEE,Tennessee
508,2020,3,Tennessee,35,TN,47,TENNESSEE,Tennessee
509,2021,3,Tennessee,558,TN,47,TENNESSEE,Tennessee
510,2020,4,Tennessee,185,TN,47,TENNESSEE,Tennessee
511,2021,4,Tennessee,490,TN,47,TENNESSEE,Tennessee
512,2020,5,Tennessee,203,TN,47,TENNESSEE,Tennessee
513,2021,5,Tennessee,427,TN,47,TENNESSEE,Tennessee
514,2020,6,Tennessee,213,TN,47,TENNESSEE,Tennessee
515,2021,6,Tennessee,176,TN,47,TENNESSEE,Tennessee
516,2020,1,Texas,0,TX,48,TEXAS,Texas
517,2021,1,Texas,10683,TX,48,TEXAS,Texas
518,2020,2,Texas,0,TX,48,TEXAS,Texas
519,2021,2,Texas,5798,TX,48,TEXAS,Texas
520,2020,3,Texas,99,TX,48,TEXAS,Texas
521,2021,3,Texas,2650,TX,48,TEXAS,Texas
522,2020,4,Texas,932,TX,48,TEXAS,Texas
523,2021,4,Texas,1432,TX,48,TEXAS,Texas
524,2020,5,Texas,964,TX,48,TEXAS,Texas
525,2021,5,Texas,1171,TX,48,TEXAS,Texas
526,2020,6,Texas,1436,TX,48,TEXAS,Texas
527,2021,6,Texas,633,TX,48,TEXAS,Texas
528,2020,1,Utah,0,UT,49,UTAH,Utah
529,2021,1,Utah,446,UT,49,UTAH,Utah
530,2020,2,Utah,0,UT,49,UTAH,Utah
531,2021,2,Utah,172,UT,49,UTAH,Utah
532,2020,3,Utah,0,UT,49,UTAH,Utah
533,2021,3,Utah,98,UT,49,UTAH,Utah
534,2020,4,Utah,44,UT,49,UTAH,Utah
535,2021,4,Utah,62,UT,49,UTAH,Utah
536,2020,5,Utah,70,UT,49,UTAH,Utah
537,2021,5,Utah,61,UT,49,UTAH,Utah
538,2020,6,Utah,68,UT,49,UTAH,Utah
539,2021,6,Utah,57,UT,49,UTAH,Utah
540,2020,1,Vermont,0,VT,50,VERMONT,Vermont
541,2021,1,Vermont,28,VT,50,VERMONT,Vermont
542,2020,2,Vermont,0,VT,50,VERMONT,Vermont
543,2021,2,Vermont,26,VT,50,VERMONT,Vermont
544,2020,3,Vermont,16,VT,50,VERMONT,Vermont
545,2021,3,Vermont,22,VT,50,VERMONT,Vermont
546,2020,4,Vermont,38,VT,50,VERMONT,Vermont
547,2021,4,Vermont,15,VT,50,VERMONT,Vermont
548,2020,5,Vermont,0,VT,50,VERMONT,Vermont
549,2021,5,Vermont,0,VT,50,VERMONT,Vermont
550,2020,6,Vermont,0,VT,50,VERMONT,Vermont
551,2021,6,Vermont,0,VT,50,VERMONT,Vermont
552,2020,1,Virginia,0,VA,51,VIRGINIA,Virginia
553,2021,1,Virginia,2294,VA,51,VIRGINIA,Virginia
554,2020,2,Virginia,0,VA,51,VIRGINIA,Virginia
555,2021,2,Virginia,1221,VA,51,VIRGINIA,Virginia
556,2020,3,Virginia,62,VA,51,VIRGINIA,Virginia
557,2021,3,Virginia,584,VA,51,VIRGINIA,Virginia
558,2020,4,Virginia,752,VA,51,VIRGINIA,Virginia
559,2021,4,Virginia,474,VA,51,VIRGINIA,Virginia
560,2020,5,Virginia,853,VA,51,VIRGINIA,Virginia
561,2021,5,Virginia,330,VA,51,VIRGINIA,Virginia
562,2020,6,Virginia,395,VA,51,VIRGINIA,Virginia
563,2021,6,Virginia,142,VA,51,VIRGINIA,Virginia
564,2020,1,Washington,0,WA,53,WASHINGTON,Washington
565,2021,1,Washington,784,WA,53,WASHINGTON,Washington
566,2020,2,Washington,0,WA,53,WASHINGTON,Washington
567,2021,2,Washington,400,WA,53,WASHINGTON,Washington
568,2020,3,Washington,289,WA,53,WASHINGTON,Washington
569,2021,3,Washington,192,WA,53,WASHINGTON,Washington
570,2020,4,Washington,549,WA,53,WASHINGTON,Washington
571,2021,4,Washington,227,WA,53,WASHINGTON,Washington
572,2020,5,Washington,274,WA,53,WASHINGTON,Washington
573,2021,5,Washington,275,WA,53,WASHINGTON,Washington
574,2020,6,Washington,159,WA,53,WASHINGTON,Washington
575,2021,6,Washington,169,WA,53,WASHINGTON,Washington
576,2020,1,West Virginia,0,WV,54,WEST VIRGINIA,West Virginia
577,2021,1,West Virginia,708,WV,54,WEST VIRGINIA,West Virginia
578,2020,2,West Virginia,0,WV,54,WEST VIRGINIA,West Virginia
579,2021,2,West Virginia,275,WV,54,WEST VIRGINIA,West Virginia
580,2020,3,West Virginia,0,WV,54,WEST VIRGINIA,West Virginia
581,2021,3,West Virginia,105,WV,54,WEST VIRGINIA,West Virginia
582,2020,4,West Virginia,49,WV,54,WEST VIRGINIA,West Virginia
583,2021,4,West Virginia,132,WV,54,WEST VIRGINIA,West Virginia
584,2020,5,West Virginia,38,WV,54,WEST VIRGINIA,West Virginia
585,2021,5,West Virginia,129,WV,54,WEST VIRGINIA,West Virginia
586,2020,6,West Virginia,13,WV,54,WEST VIRGINIA,West Virginia
587,2021,6,West Virginia,45,WV,54,WEST VIRGINIA,West Virginia
588,2020,1,Wisconsin,0,WI,55,WISCONSIN,Wisconsin
589,2021,1,Wisconsin,1040,WI,55,WISCONSIN,Wisconsin
590,2020,2,Wisconsin,0,WI,55,WISCONSIN,Wisconsin
591,2021,2,Wisconsin,410,WI,55,WISCONSIN,Wisconsin
592,2020,3,Wisconsin,44,WI,55,WISCONSIN,Wisconsin
593,2021,3,Wisconsin,187,WI,55,WISCONSIN,Wisconsin
594,2020,4,Wisconsin,311,WI,55,WISCONSIN,Wisconsin
595,2021,4,Wisconsin,189,WI,55,WISCONSIN,Wisconsin
596,2020,5,Wisconsin,288,WI,55,WISCONSIN,Wisconsin
597,2021,5,Wisconsin,165,WI,55,WISCONSIN,Wisconsin
598,2020,6,Wisconsin,164,WI,55,WISCONSIN,Wisconsin
599,2021,6,Wisconsin,69,WI,55,WISCONSIN,Wisconsin
600,2020,1,Wyoming,0,WY,56,WYOMING,Wyoming
601,2021,1,Wyoming,100,WY,56,WYOMING,Wyoming
602,2020,2,Wyoming,0,WY,56,WYOMING,Wyoming
603,2021,2,Wyoming,45,WY,56,WYOMING,Wyoming
604,2020,3,Wyoming,0,WY,56,WYOMING,Wyoming
605,2021,3,Wyoming,17,WY,56,WYOMING,Wyoming
606,2020,4,Wyoming,0,WY,56,WYOMING,Wyoming
607,2021,4,Wyoming,0,WY,56,WYOMING,Wyoming
608,2020,5,Wyoming,0,WY,56,WYOMING,Wyoming
609,2021,5,Wyoming,23,WY,56,WYOMING,Wyoming
610,2020,6,Wyoming,0,WY,56,WYOMING,Wyoming
611,2021,6,Wyoming,17,WY,56,WYOMING,Wyoming
612,2020,1,Puerto Rico,0,PR,72,PUERTO RICO,Puerto Rico
613,2021,1,Puerto Rico,247,PR,72,PUERTO RICO,Puerto Rico
614,2020,2,Puerto Rico,0,PR,72,PUERTO RICO,Puerto Rico
615,2021,2,Puerto Rico,132,PR,72,PUERTO RICO,Puerto Rico
616,2020,3,Puerto Rico,21,PR,72,PUERTO RICO,Puerto Rico
617,2021,3,Puerto Rico,69,PR,72,PUERTO RICO,Puerto Rico
618,2020,4,Puerto Rico,78,PR,72,PUERTO RICO,Puerto Rico
619,2021,4,Puerto Rico,196,PR,72,PUERTO RICO,Puerto Rico
620,2020,5,Puerto Rico,35,PR,72,PUERTO RICO,Puerto Rico
621,2021,5,Puerto Rico,182,PR,72,PUERTO RICO,Puerto Rico
622,2020,6,Puerto Rico,16,PR,72,PUERTO RICO,Puerto Rico
623,2021,6,Puerto Rico,25,PR,72,PUERTO RICO,Puerto Rico
