PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
NY,45060,"Syracuse, NY",45-0000,major,410,480,420,330,250,200,210,190,200,170,180,210,190,190,190,170
NY,45060,"Syracuse, NY",47-0000,major,13340,12830,13000,13220,12150,11860,11510,11580,11680,11440,11360,11120,11330,12260,12140,10890
NY,45060,"Syracuse, NY",49-0000,major,12970,13760,13650,14160,13140,12730,12440,12390,12310,12170,13000,13350,13320,13820,14500,13780
NY,45060,"Syracuse, NY",51-0000,major,23900,23800,23290,23670,21980,20230,19610,18900,18730,18310,16800,16520,16020,15370,16790,15850
NY,45060,"Syracuse, NY",53-0000,major,19240,19320,19610,19990,18470,18020,18160,19190,18620,18130,18880,20160,20260,19870,23580,22370
NY,46540,"Utica-Rome, NY",11-0000,major,4520,4470,4990,5220,5090,4380,4140,4270,4270,4650,4470,4450,4410,4320,4640,4220
NY,46540,"Utica-Rome, NY",13-0000,major,4470,4200,4060,4110,4210,4120,4310,4720,4780,4970,4900,5300,5440,5730,6080,5650
NY,46540,"Utica-Rome, NY",15-0000,major,2420,2340,2350,2230,1980,1740,1930,2080,2280,2170,2120,2250,2650,2550,2420,2630
NY,46540,"Utica-Rome, NY",17-0000,major,1600,1560,1750,1680,1630,1450,1600,1590,1450,1330,1440,1380,1450,1340,1280,1260
NY,46540,"Utica-Rome, NY",19-0000,major,**,**,920,720,760,550,550,500,490,480,450,480,450,580,630,600
NY,46540,"Utica-Rome, NY",21-0000,major,2490,2750,2880,2950,2810,2630,2720,2700,2540,2520,2340,2560,2610,4380,2850,2730
NY,46540,"Utica-Rome, NY",23-0000,major,640,650,620,610,620,630,700,640,540,590,610,620,540,570,560,610
NY,46540,"Utica-Rome, NY",25-0000,major,9920,9840,10140,10460,10690,10890,10650,10390,9930,10150,10510,10300,10060,9640,9740,9430
NY,46540,"Utica-Rome, NY",27-0000,major,1290,1250,1190,1320,1300,1240,1090,940,1050,1020,1020,1160,1130,1130,1020,1050
NY,46540,"Utica-Rome, NY",29-0000,major,7160,7550,9050,9180,9300,8450,8620,8490,8350,8220,8280,8760,8910,9110,8300,7730
NY,46540,"Utica-Rome, NY",31-0000,major,6140,6190,6740,6390,6920,5810,5650,4610,6170,6460,6600,5020,4610,3820,11480,11910
NY,46540,"Utica-Rome, NY",33-0000,major,5100,5360,4040,3620,3450,4970,5080,5020,3790,3700,3730,3910,4130,4020,4100,3830
NY,46540,"Utica-Rome, NY",35-0000,major,10050,10190,9660,9640,9680,9950,9930,9890,11140,11490,11220,10990,12200,11250,12090,8900
NY,46540,"Utica-Rome, NY",37-0000,major,4210,4330,4390,4640,4270,4030,3820,3780,4410,4390,4060,4230,4570,4030,3700,2950
NY,46540,"Utica-Rome, NY",39-0000,major,3680,3510,2670,3280,4130,5080,4930,6210,5930,5970,5460,7120,7920,7910,5380,3070
NY,46540,"Utica-Rome, NY",41-0000,major,12990,11950,11690,11080,10700,10320,10630,10330,10680,10800,10830,10440,10800,11400,11220,10240
NY,46540,"Utica-Rome, NY",43-0000,major,23470,24390,24590,24320,24130,23440,22920,23170,21760,19890,18860,18070,18450,18620,17030,15530
NY,46540,"Utica-Rome, NY",45-0000,major,160,260,170,120,150,110,110,90,140,150,120,80,70,60,50,40
NY,46540,"Utica-Rome, NY",47-0000,major,4880,4620,4340,4350,3950,4160,4230,4260,3900,3620,3670,3560,3750,3920,4040,3780
NY,46540,"Utica-Rome, NY",49-0000,major,4830,4620,4860,4920,5030,4760,4450,4450,4170,4520,4310,4520,4760,4810,5000,4730
NY,46540,"Utica-Rome, NY",51-0000,major,11150,10410,9570,9100,8900,7920,7690,7490,7480,7190,7410,7740,8400,7700,7570,6120
NY,46540,"Utica-Rome, NY",53-0000,major,6940,7660,7300,7800,7290,7780,7740,7360,6540,6380,6290,6700,7240,7670,9010,8310
NY,48060,"Watertown-Fort Drum, NY",11-0000,major,,,,,,,,,,,1550,1660,1640,1590,1600,1430
NY,48060,"Watertown-Fort Drum, NY",13-0000,major,,,,,,,,,,,1390,1450,1480,1550,1520,1480
NY,48060,"Watertown-Fort Drum, NY",15-0000,major,,,,,,,,,,,640,530,500,440,420,350
NY,48060,"Watertown-Fort Drum, NY",17-0000,major,,,,,,,,,,,500,440,500,540,440,540
NY,48060,"Watertown-Fort Drum, NY",19-0000,major,,,,,,,,,,,260,260,240,280,300,300
NY,48060,"Watertown-Fort Drum, NY",21-0000,major,,,,,,,,,,,940,960,850,1010,940,840
NY,48060,"Watertown-Fort Drum, NY",23-0000,major,,,,,,,,,,,190,220,200,210,190,200
NY,48060,"Watertown-Fort Drum, NY",25-0000,major,,,,,,,,,,,3690,3750,3560,3560,3460,3300
NY,48060,"Watertown-Fort Drum, NY",27-0000,major,,,,,,,,,,,380,350,380,370,350,290
NY,48060,"Watertown-Fort Drum, NY",29-0000,major,,,,,,,,,,,2960,2960,2770,2890,2900,2770
NY,48060,"Watertown-Fort Drum, NY",31-0000,major,,,,,,,,,,,1520,1400,1060,990,1640,1500
NY,48060,"Watertown-Fort Drum, NY",33-0000,major,,,,,,,,,,,1300,1350,1330,1450,1410,1400
NY,48060,"Watertown-Fort Drum, NY",35-0000,major,,,,,,,,,,,4500,4370,4210,4330,4210,3340
NY,48060,"Watertown-Fort Drum, NY",37-0000,major,,,,,,,,,,,1430,1500,1410,1300,1130,1070
NY,48060,"Watertown-Fort Drum, NY",39-0000,major,,,,,,,,,,,1030,910,1120,1410,1100,940
NY,48060,"Watertown-Fort Drum, NY",41-0000,major,,,,,,,,,,,4970,5340,5230,4970,4990,4390
NY,48060,"Watertown-Fort Drum, NY",43-0000,major,,,,,,,,,,,6280,6140,5830,5940,5280,4950
NY,48060,"Watertown-Fort Drum, NY",45-0000,major,,,,,,,,,,,30,**,**,40,70,60
NY,48060,"Watertown-Fort Drum, NY",47-0000,major,,,,,,,,,,,1830,1740,1760,1840,1810,1680
NY,48060,"Watertown-Fort Drum, NY",49-0000,major,,,,,,,,,,,2160,2120,2130,1960,2020,1850
NY,48060,"Watertown-Fort Drum, NY",51-0000,major,,,,,,,,,,,1680,1390,1190,1200,1220,990
NY,48060,"Watertown-Fort Drum, NY",53-0000,major,,,,,,,,,,,2360,2320,2040,2150,2850,2540
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",11-0000,major,,,,,,,,,,,,,,,548400,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",13-0000,major,,,,,,,,,,,,,,,664160,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",15-0000,major,,,,,,,,,,,,,,,312770,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",17-0000,major,,,,,,,,,,,,,,,96170,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",19-0000,major,,,,,,,,,,,,,,,76970,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",21-0000,major,,,,,,,,,,,,,,,179570,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",23-0000,major,,,,,,,,,,,,,,,118650,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-0000,major,,,,,,,,,,,,,,,689110,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",27-0000,major,,,,,,,,,,,,,,,220450,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",29-0000,major,,,,,,,,,,,,,,,537420,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",31-0000,major,,,,,,,,,,,,,,,612660,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",33-0000,major,,,,,,,,,,,,,,,318310,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",35-0000,major,,,,,,,,,,,,,,,734600,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",37-0000,major,,,,,,,,,,,,,,,312060,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",39-0000,major,,,,,,,,,,,,,,,266630,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",41-0000,major,,,,,,,,,,,,,,,932640,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",43-0000,major,,,,,,,,,,,,,,,1356000,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",45-0000,major,,,,,,,,,,,,,,,4010,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",47-0000,major,,,,,,,,,,,,,,,334620,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",49-0000,major,,,,,,,,,,,,,,,300530,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",51-0000,major,,,,,,,,,,,,,,,286420,
NY-NJ-PA,35620,"New York-Newark-Jersey City, NY-NJ-PA",53-0000,major,,,,,,,,,,,,,,,753170,
OH,10420,"Akron, OH",11-0000,major,12810,12640,12870,12850,12190,12360,13450,15660,15550,16380,15920,16610,16510,17110,16430,15990
OH,10420,"Akron, OH",13-0000,major,13520,14180,14020,13840,13780,13950,13860,13350,14300,15020,15780,16050,16010,17030,17080,17190
OH,10420,"Akron, OH",15-0000,major,6750,7230,6800,7190,6740,6910,6790,8460,8540,8610,8310,7820,8810,8890,9250,8740
OH,10420,"Akron, OH",17-0000,major,5960,6820,6420,6330,5570,5480,6220,6220,6450,6410,5800,5900,5630,6430,6820,6520
OH,10420,"Akron, OH",19-0000,major,2300,2390,2370,2400,2260,1680,1690,1780,1860,2070,1950,1960,1760,1930,2230,2350
OH,10420,"Akron, OH",21-0000,major,4220,4370,4180,4200,4560,4790,4660,4610,4630,4850,5320,5140,5200,4880,5000,5050
OH,10420,"Akron, OH",23-0000,major,1700,**,2090,1960,1900,1770,1870,1980,1970,2150,1900,2190,1910,2190,2190,2260
OH,10420,"Akron, OH",25-0000,major,17900,18830,20150,20830,19970,18780,18440,19900,19790,19300,21030,20680,20490,18530,18950,18100
OH,10420,"Akron, OH",27-0000,major,3150,3380,3100,3360,3210,3320,3020,3100,3050,3500,3390,3620,3360,3460,3460,3010
OH,10420,"Akron, OH",29-0000,major,18370,18430,19140,19440,20010,19610,20390,21670,21160,20910,20600,22460,22690,21980,22460,22860
OH,10420,"Akron, OH",31-0000,major,9040,9130,9490,10670,11680,12470,13280,13010,12470,11670,11180,10940,11630,11020,14010,12460
OH,10420,"Akron, OH",33-0000,major,6430,5770,5660,6220,6240,5850,5730,5660,5710,5780,6580,6600,6110,5540,5660,5470
OH,10420,"Akron, OH",35-0000,major,29880,29890,30220,29630,29360,28110,27660,27260,28530,29370,30160,30750,30620,31150,31310,26410
OH,10420,"Akron, OH",37-0000,major,9870,9420,9950,9960,9750,9070,9270,9140,9420,9050,9320,9630,10160,10240,10360,9440
OH,10420,"Akron, OH",39-0000,major,7600,7580,7910,8190,9580,8310,8010,6200,6320,7100,7630,8220,8740,9940,7440,6060
OH,10420,"Akron, OH",41-0000,major,38290,35480,35280,36270,36530,35510,34820,35280,36140,35890,35920,34210,35060,34080,31730,28070
OH,10420,"Akron, OH",43-0000,major,56130,54800,55720,57030,55540,52440,53060,51550,52330,52720,52860,52890,53110,52680,45780,43430
OH,10420,"Akron, OH",45-0000,major,**,,**,**,120,110,100,90,60,100,180,230,160,120,100,120
OH,10420,"Akron, OH",47-0000,major,**,12490,12400,11340,10750,8240,8450,9340,8910,8690,9160,9970,10470,10670,11000,10140
OH,10420,"Akron, OH",49-0000,major,12450,12710,12990,11810,10950,11400,12110,12530,12550,13480,13290,12910,12460,12280,12500,12410
OH,10420,"Akron, OH",51-0000,major,35330,36120,35280,32830,28040,25870,27450,26000,26250,26490,27310,27060,25750,25670,28090,26800
OH,10420,"Akron, OH",53-0000,major,26210,26910,26230,26710,22960,21110,21420,22120,21180,20960,21400,21510,21610,21670,27770,28620
OH,15940,"Canton-Massillon, OH",11-0000,major,5670,5440,5120,5300,5010,4840,5500,6650,7000,6600,6270,6180,6360,6350,6550,6420
OH,15940,"Canton-Massillon, OH",13-0000,major,5410,5390,5780,5790,5610,4930,5210,5320,5620,5160,5040,4710,5230,5190,5950,6150
OH,15940,"Canton-Massillon, OH",15-0000,major,1380,1410,1820,1950,2070,1970,1920,1770,1570,1650,1800,2370,2360,2480,2260,1960
OH,15940,"Canton-Massillon, OH",17-0000,major,2490,2520,2340,2400,2340,2130,2150,2170,1890,1800,1650,1820,1880,1930,1640,1570
OH,15940,"Canton-Massillon, OH",19-0000,major,850,830,800,820,860,570,640,630,670,650,550,500,510,630,770,**
OH,15940,"Canton-Massillon, OH",21-0000,major,2090,2390,2180,1880,2440,2320,2450,2500,2650,2500,1960,2050,2350,3030,2990,2880
OH,15940,"Canton-Massillon, OH",23-0000,major,770,680,740,810,840,670,700,750,880,760,610,670,850,1150,980,850
OH,15940,"Canton-Massillon, OH",25-0000,major,10690,10330,9830,9760,9920,9970,10260,10940,10960,10590,10450,9440,9930,9780,10280,9560
OH,15940,"Canton-Massillon, OH",27-0000,major,1430,1470,1720,1710,1450,1510,1560,1590,1730,1510,1470,1520,1700,1580,1390,1290
OH,15940,"Canton-Massillon, OH",29-0000,major,10750,10430,11050,10980,10720,10880,11290,11770,11800,11360,11530,12020,12220,12460,11620,11440
OH,15940,"Canton-Massillon, OH",31-0000,major,6540,6730,7190,7920,8440,8430,8520,8500,7930,8450,8000,7920,7650,7540,9610,9430
OH,15940,"Canton-Massillon, OH",33-0000,major,2830,3300,4150,3950,3030,2540,2520,2870,2840,2960,2720,2760,2820,3080,2970,2580
OH,15940,"Canton-Massillon, OH",35-0000,major,17010,16710,16740,16940,16470,16370,16240,16040,16410,17050,18130,18170,18590,18420,17770,15020
OH,15940,"Canton-Massillon, OH",37-0000,major,5380,5410,5460,5040,4810,4560,5080,5000,5250,5210,5130,5160,4940,4890,5220,5140
OH,15940,"Canton-Massillon, OH",39-0000,major,4190,4460,4010,3930,3680,3970,4100,3890,3650,3860,3720,4460,4540,4900,2950,2380
OH,15940,"Canton-Massillon, OH",41-0000,major,20450,19660,18480,17710,17910,18220,18440,17930,17010,17250,17660,18000,18360,17880,17440,15560
OH,15940,"Canton-Massillon, OH",43-0000,major,27720,26010,26500,26410,26160,24470,23970,23820,24420,24390,23830,23550,24020,24620,21630,20550
OH,15940,"Canton-Massillon, OH",45-0000,major,260,250,180,160,160,160,140,90,70,80,80,80,160,200,160,
OH,15940,"Canton-Massillon, OH",47-0000,major,8650,7390,6940,6670,5930,4710,4990,5270,6520,6830,6910,7740,8260,7970,6220,5680
OH,15940,"Canton-Massillon, OH",49-0000,major,7150,6740,7080,7420,6830,5940,5880,6390,6670,6680,6820,7170,6990,6810,8000,7520
OH,15940,"Canton-Massillon, OH",51-0000,major,21010,20820,20420,21650,19710,17810,16850,17650,18820,19000,19050,17700,17560,17710,18660,16850
OH,15940,"Canton-Massillon, OH",53-0000,major,14400,13210,13000,13090,11660,10290,10200,11000,11260,11520,12190,12180,10940,11360,13990,13980
OH,17140,"Cincinnati, OH-KY-IN",11-0000,major,,,,,,,,,,,52940,53700,52900,53890,,53000
OH,17140,"Cincinnati, OH-KY-IN",13-0000,major,,,,,,,,,,,58750,61250,62150,62100,,67840
OH,17140,"Cincinnati, OH-KY-IN",15-0000,major,,,,,,,,,,,31520,32170,32720,33590,,34950
OH,17140,"Cincinnati, OH-KY-IN",17-0000,major,,,,,,,,,,,19950,20000,20360,20280,,20250
OH,17140,"Cincinnati, OH-KY-IN",19-0000,major,,,,,,,,,,,7500,8250,7940,8380,,8740
OH,17140,"Cincinnati, OH-KY-IN",21-0000,major,,,,,,,,,,,12540,12380,12680,12950,,13850
OH,17140,"Cincinnati, OH-KY-IN",23-0000,major,,,,,,,,,,,6170,5980,6110,6240,,6150
OH,17140,"Cincinnati, OH-KY-IN",25-0000,major,,,,,,,,,,,57510,57210,57920,60270,,57370
OH,17140,"Cincinnati, OH-KY-IN",27-0000,major,,,,,,,,,,,12120,12170,12680,12820,,11610
OH,17140,"Cincinnati, OH-KY-IN",29-0000,major,,,,,,,,,,,67460,66930,67770,68070,,66740
OH,17140,"Cincinnati, OH-KY-IN",31-0000,major,,,,,,,,,,,31190,32060,31770,31680,,37230
OH,17140,"Cincinnati, OH-KY-IN",33-0000,major,,,,,,,,,,,21030,22190,22510,23080,,20960
OH,17140,"Cincinnati, OH-KY-IN",35-0000,major,,,,,,,,,,,98380,101380,104580,104440,,86700
OH,17140,"Cincinnati, OH-KY-IN",37-0000,major,,,,,,,,,,,29770,30160,30060,28460,,24480
OH,17140,"Cincinnati, OH-KY-IN",39-0000,major,,,,,,,,,,,26240,27510,29240,30610,,20880
OH,17140,"Cincinnati, OH-KY-IN",41-0000,major,,,,,,,,,,,99290,102320,101850,102240,,90780
OH,17140,"Cincinnati, OH-KY-IN",43-0000,major,,,,,,,,,,,164790,165070,165130,166920,,139610
OH,17140,"Cincinnati, OH-KY-IN",45-0000,major,,,,,,,,,,,370,340,390,580,,640
OH,17140,"Cincinnati, OH-KY-IN",47-0000,major,,,,,,,,,,,33030,34770,36470,37770,,35500
OH,17140,"Cincinnati, OH-KY-IN",49-0000,major,,,,,,,,,,,39780,39710,41840,42260,,40440
OH,17140,"Cincinnati, OH-KY-IN",51-0000,major,,,,,,,,,,,80940,79890,80180,80950,,83360
OH,17140,"Cincinnati, OH-KY-IN",53-0000,major,,,,,,,,,,,76010,77120,79440,84050,,107180
OH,17140,"Cincinnati-Middletown, OH-KY-IN",11-0000,major,43390,43450,41850,42330,40240,40360,44870,50920,53360,54980,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",13-0000,major,45360,49310,48730,50890,48210,48270,50010,52900,55180,57220,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",15-0000,major,23260,24990,26790,27450,28200,26390,28070,28510,28950,29220,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",17-0000,major,18450,19400,19000,19560,17360,15950,16640,17780,18700,19960,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",19-0000,major,7850,7360,8180,8800,9080,6090,6160,6760,7440,7580,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",21-0000,major,10410,10530,10950,11210,12570,12340,12480,11580,11990,11840,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",23-0000,major,5800,6000,5990,6330,6200,6270,6020,6180,6320,6320,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",25-0000,major,53700,55410,56640,57380,56590,55640,54880,55390,56310,56600,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",27-0000,major,11170,12320,12370,13050,11830,11340,11140,11520,11990,12460,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",29-0000,major,51920,55020,56990,57770,57770,59190,60210,61330,64570,66430,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",31-0000,major,25020,27180,29510,30440,31800,32240,33360,33180,32970,32710,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",33-0000,major,20580,18650,19330,19730,19490,19950,20390,20810,20170,19970,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",35-0000,major,92460,94360,94880,94340,91730,91330,92190,93680,96590,96880,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",37-0000,major,30370,30280,31230,31510,30370,28420,28300,27720,27920,28600,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",39-0000,major,26690,24780,23800,24920,24610,23060,22820,23330,24350,24400,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",41-0000,major,104230,105470,107360,109180,104970,103000,103520,103740,100610,99470,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",43-0000,major,181570,182000,179510,178770,177580,173650,171630,166170,163800,162900,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",45-0000,major,770,660,520,540,430,**,600,610,380,360,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",47-0000,major,44990,43320,40400,38950,35790,30910,29570,29830,30380,32050,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",49-0000,major,40610,39980,41380,40040,37240,35750,35990,35760,37190,37730,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",51-0000,major,88430,90010,87670,84440,76340,70490,70920,71760,74460,78970,,,,,,
OH,17140,"Cincinnati-Middletown, OH-KY-IN",53-0000,major,86390,82860,83820,84940,76500,71990,70390,71610,71530,75440,,,,,,
OH,17460,"Cleveland-Elyria, OH",11-0000,major,,,,,,,,,,,51170,48850,47330,48080,50910,49380
OH,17460,"Cleveland-Elyria, OH",13-0000,major,,,,,,,,,,,52270,55150,57930,60100,63990,64830
OH,17460,"Cleveland-Elyria, OH",15-0000,major,,,,,,,,,,,28340,28390,31760,31490,32640,32270
OH,17460,"Cleveland-Elyria, OH",17-0000,major,,,,,,,,,,,17960,18200,17320,16900,17080,16400
OH,17460,"Cleveland-Elyria, OH",19-0000,major,,,,,,,,,,,8800,8640,8570,8100,9270,7780
OH,17460,"Cleveland-Elyria, OH",21-0000,major,,,,,,,,,,,16610,17110,17890,15500,17050,15220
OH,17460,"Cleveland-Elyria, OH",23-0000,major,,,,,,,,,,,8360,8500,8940,9180,9550,9730
OH,17460,"Cleveland-Elyria, OH",25-0000,major,,,,,,,,,,,56890,58020,58820,56570,55830,52920
OH,17460,"Cleveland-Elyria, OH",27-0000,major,,,,,,,,,,,10930,12460,12760,13740,12710,11860
OH,17460,"Cleveland-Elyria, OH",29-0000,major,,,,,,,,,,,75720,75970,74260,74970,77910,78000
OH,17460,"Cleveland-Elyria, OH",31-0000,major,,,,,,,,,,,38750,38280,34920,34890,44120,44430
OH,17460,"Cleveland-Elyria, OH",33-0000,major,,,,,,,,,,,25380,27230,28080,27230,26960,24790
OH,17460,"Cleveland-Elyria, OH",35-0000,major,,,,,,,,,,,88820,92410,91630,90360,89800,73400
OH,17460,"Cleveland-Elyria, OH",37-0000,major,,,,,,,,,,,31300,30730,31350,30680,30160,27620
OH,17460,"Cleveland-Elyria, OH",39-0000,major,,,,,,,,,,,23250,24830,28020,31710,22240,19400
OH,17460,"Cleveland-Elyria, OH",41-0000,major,,,,,,,,,,,100220,97590,98530,99870,99830,90450
OH,17460,"Cleveland-Elyria, OH",43-0000,major,,,,,,,,,,,159920,162040,162280,162840,146610,138820
OH,17460,"Cleveland-Elyria, OH",45-0000,major,,,,,,,,,,,510,430,560,490,520,270
OH,17460,"Cleveland-Elyria, OH",47-0000,major,,,,,,,,,,,30630,30850,31430,31740,31150,28840
OH,17460,"Cleveland-Elyria, OH",49-0000,major,,,,,,,,,,,37470,36620,35710,36470,39300,37620
OH,17460,"Cleveland-Elyria, OH",51-0000,major,,,,,,,,,,,91380,89180,89040,91630,91260,82550
OH,17460,"Cleveland-Elyria, OH",53-0000,major,,,,,,,,,,,65510,65930,62100,63260,78480,75650
OH,17460,"Cleveland-Elyria-Mentor, OH",11-0000,major,42700,42340,39830,40030,36270,38650,41410,49120,50900,53230,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",13-0000,major,53440,53140,49770,48810,46130,47250,47470,49940,50330,49980,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",15-0000,major,21400,21870,22620,22510,22960,22150,23790,27530,27930,27610,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",17-0000,major,17880,17190,16800,16810,16580,16620,16170,17030,16330,17450,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",19-0000,major,7130,7790,8300,8200,8160,5950,5580,5520,5210,6590,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",21-0000,major,14470,10110,12470,13420,14230,12720,12220,11010,12390,12750,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",23-0000,major,10390,8870,8860,8880,8470,7620,7860,7700,7980,7800,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",25-0000,major,54650,59940,58700,59530,53150,54530,53170,59940,58340,57670,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",27-0000,major,11830,11340,10930,10820,10900,11190,11160,11600,11070,10890,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",29-0000,major,59920,61250,64000,65440,69560,71020,73730,73960,75880,75890,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",31-0000,major,33080,34760,34960,37220,40530,41410,42650,41500,41730,39580,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",33-0000,major,26910,28730,28970,28670,29140,29870,29630,27760,25780,25600,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",35-0000,major,83530,86340,85520,86060,84920,84390,85980,85930,88270,88000,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",37-0000,major,33850,32640,32900,32190,32320,30470,31340,30130,31670,32400,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",39-0000,major,23900,23220,22590,22960,24830,23480,23570,21540,23270,24590,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",41-0000,major,110020,110940,109420,109710,100570,100880,98420,100930,99330,100780,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",43-0000,major,191370,193280,190830,186570,175620,164500,163920,159450,163630,161970,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",45-0000,major,510,600,420,340,350,400,380,350,380,420,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",47-0000,major,39290,38870,35180,33470,30110,28170,27600,29160,29460,30160,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",49-0000,major,39530,38770,40450,40380,38240,35450,35760,35810,37120,37360,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",51-0000,major,101370,103940,105850,102390,91240,81300,86690,89360,91880,90250,,,,,,
OH,17460,"Cleveland-Elyria-Mentor, OH",53-0000,major,79210,77550,80370,77120,68970,60160,59900,59120,61280,63460,,,,,,
OH,18140,"Columbus, OH",11-0000,major,36580,36460,36700,37080,35200,36790,39660,44030,47770,48420,49410,49840,50900,51630,51980,51430
OH,18140,"Columbus, OH",13-0000,major,47080,49430,53070,55240,57970,53690,53750,57870,58950,60180,65020,66650,68950,72860,78330,82290
OH,18140,"Columbus, OH",15-0000,major,27690,29340,35830,38510,40310,38030,41040,38240,40010,38300,41350,43420,44000,44240,44590,44190
OH,18140,"Columbus, OH",17-0000,major,15800,14930,15310,16240,14770,14300,13120,14110,14590,15980,17310,18180,19500,19480,19210,16600
OH,18140,"Columbus, OH",19-0000,major,6650,8280,8290,9040,8700,7220,7250,7230,7840,7960,7920,7740,8210,7770,9690,9070
OH,18140,"Columbus, OH",21-0000,major,9030,9020,9650,10150,12560,12780,13290,11430,11820,12330,13290,13690,14250,14770,15370,15160
OH,18140,"Columbus, OH",23-0000,major,7400,7500,7610,7920,7410,7030,6120,6690,6820,6950,6790,6770,7140,8240,8730,8510
OH,18140,"Columbus, OH",25-0000,major,47910,49500,49180,50030,50780,51830,51180,56130,56580,55780,58220,59730,63050,65260,63940,61430
OH,18140,"Columbus, OH",27-0000,major,10170,10540,11280,11750,12040,12990,12370,13080,13230,15070,14860,13510,13720,14030,15670,15010
OH,18140,"Columbus, OH",29-0000,major,46600,45980,47320,49090,49230,50960,53210,55790,56830,59110,62310,63750,63440,64590,62460,65160
OH,18140,"Columbus, OH",31-0000,major,24710,26520,28690,29340,31370,32670,33490,33000,32990,33400,34870,37140,36350,35110,43660,44550
OH,18140,"Columbus, OH",33-0000,major,19360,21390,21000,21540,20640,20880,20590,20670,21340,22270,21790,22350,22750,23570,22990,21180
