PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CA,12540,"Bakersfield-Delano, CA",19-0000,major,,,,,,,2290,2310,2500,2760,,,,,,
CA,12540,"Bakersfield-Delano, CA",21-0000,major,,,,,,,4360,4850,5290,5540,,,,,,
CA,12540,"Bakersfield-Delano, CA",23-0000,major,,,,,,,900,900,960,890,,,,,,
CA,12540,"Bakersfield-Delano, CA",25-0000,major,,,,,,,19520,19370,19590,20520,,,,,,
CA,12540,"Bakersfield-Delano, CA",27-0000,major,,,,,,,1820,2320,2400,2410,,,,,,
CA,12540,"Bakersfield-Delano, CA",29-0000,major,,,,,,,11980,12110,12760,12790,,,,,,
CA,12540,"Bakersfield-Delano, CA",31-0000,major,,,,,,,6230,6300,6100,6350,,,,,,
CA,12540,"Bakersfield-Delano, CA",33-0000,major,,,,,,,9360,9490,9290,9680,,,,,,
CA,12540,"Bakersfield-Delano, CA",35-0000,major,,,,,,,19290,19630,20570,20950,,,,,,
CA,12540,"Bakersfield-Delano, CA",37-0000,major,,,,,,,6240,6870,6590,6910,,,,,,
CA,12540,"Bakersfield-Delano, CA",39-0000,major,,,,,,,4970,5500,5790,5150,,,,,,
CA,12540,"Bakersfield-Delano, CA",41-0000,major,,,,,,,21490,21740,22820,23760,,,,,,
CA,12540,"Bakersfield-Delano, CA",43-0000,major,,,,,,,35010,35020,35500,35850,,,,,,
CA,12540,"Bakersfield-Delano, CA",45-0000,major,,,,,,,27640,32860,39620,43030,,,,,,
CA,12540,"Bakersfield-Delano, CA",47-0000,major,,,,,,,15270,17890,17680,18450,,,,,,
CA,12540,"Bakersfield-Delano, CA",49-0000,major,,,,,,,12220,13560,13290,13200,,,,,,
CA,12540,"Bakersfield-Delano, CA",51-0000,major,,,,,,,11530,10390,11460,11640,,,,,,
CA,12540,"Bakersfield-Delano, CA",53-0000,major,,,,,,,18260,20910,23510,22360,,,,,,
CA,17020,"Chico, CA",11-0000,major,3340,3540,3450,3040,3020,2960,2710,2890,2890,3270,3350,3260,3310,3470,3970,3810
CA,17020,"Chico, CA",13-0000,major,2530,2470,2380,2410,2090,2430,2130,2000,1930,2120,2180,2350,2420,2480,2640,2770
CA,17020,"Chico, CA",15-0000,major,820,810,600,640,610,580,710,820,860,990,850,1320,1400,1380,950,920
CA,17020,"Chico, CA",17-0000,major,490,520,610,540,540,540,520,480,410,460,590,610,710,640,860,580
CA,17020,"Chico, CA",19-0000,major,540,410,410,460,480,540,530,550,490,450,460,500,570,610,670,640
CA,17020,"Chico, CA",21-0000,major,1440,1810,1600,1570,1450,1330,1650,1740,2070,1820,2200,2070,2730,2850,2500,2410
CA,17020,"Chico, CA",23-0000,major,250,310,440,430,450,330,300,290,260,300,310,400,380,360,420,410
CA,17020,"Chico, CA",25-0000,major,6000,6590,6360,6450,6740,5610,6070,5760,6580,6720,6580,6550,7200,7510,7780,6730
CA,17020,"Chico, CA",27-0000,major,800,750,720,840,920,900,750,660,600,710,680,800,680,730,690,780
CA,17020,"Chico, CA",29-0000,major,4350,4330,4460,4560,4560,4610,5060,5160,5380,5120,5210,5590,5890,6020,5720,5230
CA,17020,"Chico, CA",31-0000,major,3350,3590,3560,3350,3280,3120,3390,3240,2900,2780,2790,2670,2410,2650,6600,6080
CA,17020,"Chico, CA",33-0000,major,1360,1380,1080,1410,1300,1270,1240,1010,1050,1240,1430,1270,1310,1310,1210,1140
CA,17020,"Chico, CA",35-0000,major,6860,7490,7510,7430,7190,6880,7040,7050,7710,7870,8060,8640,8870,8880,8220,6890
CA,17020,"Chico, CA",37-0000,major,2410,2530,2450,2300,2230,2290,2260,2280,2230,2530,2580,2890,2550,2550,2520,2560
CA,17020,"Chico, CA",39-0000,major,3170,2650,2470,2520,2410,2350,2240,2040,2360,2710,2680,3370,6200,6530,1940,1490
CA,17020,"Chico, CA",41-0000,major,7920,8030,8110,7990,7560,7770,7880,8150,7930,7640,7820,7620,8110,7830,7510,7150
CA,17020,"Chico, CA",43-0000,major,12910,13240,13140,12860,12110,13150,11830,12200,11240,12090,12320,11140,11830,11470,10220,9430
CA,17020,"Chico, CA",45-0000,major,1000,830,1000,980,850,1040,980,930,840,690,750,730,1150,1120,1090,1070
CA,17020,"Chico, CA",47-0000,major,3690,4040,3620,2980,2730,2270,2080,1980,2250,2450,2510,2700,2940,3070,3160,3180
CA,17020,"Chico, CA",49-0000,major,2770,2950,2900,2690,2490,2330,2350,2460,2590,2750,2700,2760,2680,2830,2940,2820
CA,17020,"Chico, CA",51-0000,major,3440,3600,3320,3250,3320,2910,2940,2950,2450,2940,2820,3330,3580,3390,3230,2890
CA,17020,"Chico, CA",53-0000,major,3740,3860,3770,3530,3370,2830,2800,2830,3410,3540,3440,3290,3210,3430,4470,4620
CA,20940,"El Centro, CA",11-0000,major,1680,1760,1930,1870,1750,1770,1960,1940,1910,1960,1980,2020,2330,2320,2460,2330
CA,20940,"El Centro, CA",13-0000,major,1280,1940,2080,1950,2130,1860,1960,1920,2010,1920,1920,1910,2160,2020,2080,2140
CA,20940,"El Centro, CA",15-0000,major,290,260,250,240,420,350,480,360,380,340,300,320,320,310,330,390
CA,20940,"El Centro, CA",17-0000,major,350,350,400,310,300,260,310,360,270,280,270,320,330,330,320,320
CA,20940,"El Centro, CA",19-0000,major,270,220,300,300,270,260,230,290,300,300,250,300,320,340,360,340
CA,20940,"El Centro, CA",21-0000,major,740,750,790,700,700,800,990,1090,1050,870,1130,1300,1940,1370,1710,1590
CA,20940,"El Centro, CA",23-0000,major,180,160,150,200,190,180,150,180,180,180,200,200,290,300,240,200
CA,20940,"El Centro, CA",25-0000,major,3950,4340,4280,4710,4830,4360,3800,3600,3620,4130,4500,4560,4710,4980,4960,4430
CA,20940,"El Centro, CA",27-0000,major,250,250,230,230,260,260,230,240,230,280,240,250,280,370,340,270
CA,20940,"El Centro, CA",29-0000,major,1660,1560,1580,1620,1760,1840,1870,2070,2050,1910,2000,2090,2310,2460,2570,2350
CA,20940,"El Centro, CA",31-0000,major,750,880,820,670,810,740,720,780,700,830,1000,1080,1090,1100,5080,5630
CA,20940,"El Centro, CA",33-0000,major,3650,3140,3370,3590,3900,3980,3750,3880,3840,3940,3630,3490,3430,3560,3500,3690
CA,20940,"El Centro, CA",35-0000,major,3150,3260,3540,3700,3560,3550,3500,3610,3680,3970,3960,4000,4220,4040,4400,3830
CA,20940,"El Centro, CA",37-0000,major,1190,1350,1270,1310,1390,1550,1500,1480,1480,1670,1640,1720,1680,1540,1450,1480
CA,20940,"El Centro, CA",39-0000,major,610,670,720,850,960,**,2290,2150,2260,1930,1790,1790,5470,4780,930,710
CA,20940,"El Centro, CA",41-0000,major,4270,4630,4890,5510,5800,5050,5300,5410,5990,7530,6380,6090,5760,6290,6220,5570
CA,20940,"El Centro, CA",43-0000,major,7130,7570,7680,7670,7380,7160,7090,7060,6830,7330,7300,7710,7750,7580,6670,6560
CA,20940,"El Centro, CA",45-0000,major,6650,7360,6880,8430,5270,5970,4770,6720,6230,7460,7970,6400,7130,6190,5710,6270
CA,20940,"El Centro, CA",47-0000,major,1980,2180,2000,1930,1570,1460,1190,1290,1470,1860,2060,1790,1460,1410,1450,1320
CA,20940,"El Centro, CA",49-0000,major,1970,2170,2270,2090,1990,1970,1840,1890,1910,1960,1880,1950,1940,2110,2190,2090
CA,20940,"El Centro, CA",51-0000,major,2380,2520,2440,2440,2180,2440,2510,2490,2430,1940,1470,1440,1480,1200,1680,1880
CA,20940,"El Centro, CA",53-0000,major,3080,2920,3080,3270,3220,2680,3080,3170,3160,2950,3080,3160,3830,3990,4240,4020
CA,23420,"Fresno, CA",11-0000,major,12640,13370,13310,13210,13140,12500,12520,13010,13600,14320,15220,14850,15090,14840,15310,15950
CA,23420,"Fresno, CA",13-0000,major,12510,15350,12920,13670,13170,13680,13000,12510,12980,12870,13300,13780,14460,15540,16940,17330
CA,23420,"Fresno, CA",15-0000,major,2820,2620,2840,2680,2590,2480,2540,2590,3050,3390,3660,3660,3310,3370,3280,3360
CA,23420,"Fresno, CA",17-0000,major,4180,3530,3580,3640,3560,4210,3940,3600,3350,3270,3340,3000,3160,3190,3300,3430
CA,23420,"Fresno, CA",19-0000,major,2410,2840,3260,2560,2820,2630,2660,2750,2790,2810,2840,2970,3010,2950,3150,3230
CA,23420,"Fresno, CA",21-0000,major,5340,5740,5670,5080,4480,4730,5060,6440,6660,6770,6590,6670,7620,7610,8680,8390
CA,23420,"Fresno, CA",23-0000,major,2650,2050,2080,2350,2030,1900,1730,1900,2060,2330,2470,2450,2680,2540,2610,2070
CA,23420,"Fresno, CA",25-0000,major,24160,26610,28550,28870,26680,25920,25880,26020,24930,24710,25150,28180,30300,32130,32080,29580
CA,23420,"Fresno, CA",27-0000,major,3260,3190,3010,3390,3360,3080,2600,2840,3030,3470,3670,3420,3660,3430,4100,3300
CA,23420,"Fresno, CA",29-0000,major,13640,14310,14320,14920,15030,15200,15120,15790,16400,17630,19180,20210,20730,21180,21060,21740
CA,23420,"Fresno, CA",31-0000,major,8140,8080,8680,8750,8940,9160,9020,8290,8300,8840,8950,9400,8870,9040,26330,25900
CA,23420,"Fresno, CA",33-0000,major,8380,6780,7170,7630,9250,8640,8890,8380,8310,8450,8640,7640,7580,7890,8780,8860
CA,23420,"Fresno, CA",35-0000,major,22890,24940,25750,26030,25600,25170,25190,25740,26010,27370,28170,29210,30200,30270,30820,27630
CA,23420,"Fresno, CA",37-0000,major,8860,8600,8050,8070,7740,7820,8240,8410,8560,9030,9150,9150,8850,9150,9370,9380
CA,23420,"Fresno, CA",39-0000,major,6420,5970,5290,5850,5910,6580,6190,6420,6940,7610,8270,8950,23450,23940,7460,6160
CA,23420,"Fresno, CA",41-0000,major,29610,29580,29440,29530,28690,28430,28920,29250,30620,31880,31760,32140,32060,33650,34920,31290
CA,23420,"Fresno, CA",43-0000,major,52770,54470,55640,57000,54580,52630,51570,50500,51290,52100,56170,55620,56190,53750,48870,47390
CA,23420,"Fresno, CA",45-0000,major,20830,20550,25510,25890,27870,26270,25690,28740,28320,29470,26560,28520,29630,27520,27990,26590
CA,23420,"Fresno, CA",47-0000,major,17910,20470,19510,16590,13580,10040,9030,8300,10040,10920,12240,12050,13150,14860,15480,15510
CA,23420,"Fresno, CA",49-0000,major,10920,12000,12710,12670,12350,11600,11770,12340,12170,12090,12780,12980,13020,13850,14230,14530
CA,23420,"Fresno, CA",51-0000,major,19450,19010,20070,20120,19830,18000,17720,16610,16480,16690,18900,20810,20780,19960,19040,18440
CA,23420,"Fresno, CA",53-0000,major,25780,27430,24420,23770,22290,21390,23210,24560,25910,26120,23650,25110,24980,26060,34120,36160
CA,25260,"Hanford-Corcoran, CA",11-0000,major,1040,1050,1140,1010,1000,1060,1160,1210,1240,1350,1340,1330,1310,1390,1300,1380
CA,25260,"Hanford-Corcoran, CA",13-0000,major,660,1090,790,780,770,870,830,940,1000,930,1030,1120,1140,1100,1090,1200
CA,25260,"Hanford-Corcoran, CA",15-0000,major,170,170,160,190,180,170,180,160,170,170,180,300,340,350,280,220
CA,25260,"Hanford-Corcoran, CA",17-0000,major,200,140,170,220,270,220,140,150,150,180,150,140,130,170,160,230
CA,25260,"Hanford-Corcoran, CA",19-0000,major,140,150,200,220,220,240,360,420,450,330,330,430,430,480,390,360
CA,25260,"Hanford-Corcoran, CA",21-0000,major,730,660,610,630,690,630,610,750,780,830,890,890,940,1140,1200,1240
CA,25260,"Hanford-Corcoran, CA",23-0000,major,**,**,150,80,80,70,60,110,140,100,200,190,210,110,180,160
CA,25260,"Hanford-Corcoran, CA",25-0000,major,3230,2960,2950,3660,4190,4050,3230,3500,3750,3670,3680,3400,3380,3220,3440,3220
CA,25260,"Hanford-Corcoran, CA",27-0000,major,80,80,100,90,130,110,180,170,150,140,120,160,100,150,130,110
CA,25260,"Hanford-Corcoran, CA",29-0000,major,1190,1410,1550,1810,1960,2320,2450,2680,2900,2800,2710,2500,2690,2660,2910,2720
CA,25260,"Hanford-Corcoran, CA",31-0000,major,1080,1100,1130,1130,1150,1080,1060,1050,930,820,800,820,770,910,2760,2860
CA,25260,"Hanford-Corcoran, CA",33-0000,major,4500,**,3860,4040,5110,4800,4630,3890,3780,3560,3530,3660,3580,3600,3600,3670
CA,25260,"Hanford-Corcoran, CA",35-0000,major,2530,2840,3070,2930,2820,2880,2930,3030,3300,3550,3670,3570,3430,3600,3880,3940
CA,25260,"Hanford-Corcoran, CA",37-0000,major,830,880,910,1010,940,880,1030,1090,980,1050,1120,1210,1140,1180,1100,960
CA,25260,"Hanford-Corcoran, CA",39-0000,major,,,840,830,830,770,820,810,**,1120,1200,1400,2880,2950,1160,950
CA,25260,"Hanford-Corcoran, CA",41-0000,major,2680,2890,3120,3170,2930,2780,3230,3120,3150,3030,3280,3200,3360,3330,3470,3120
CA,25260,"Hanford-Corcoran, CA",43-0000,major,4570,5110,5800,5250,4780,4960,4930,5160,4630,4610,4430,5180,5060,5120,4170,4060
CA,25260,"Hanford-Corcoran, CA",45-0000,major,2490,3700,5220,3240,2860,2970,1980,2710,2190,2340,2630,3050,3710,3670,3490,3200
CA,25260,"Hanford-Corcoran, CA",47-0000,major,1370,1320,1310,1180,1090,900,790,750,810,850,880,900,850,860,910,1060
CA,25260,"Hanford-Corcoran, CA",49-0000,major,1470,1680,1650,1740,1560,1490,1320,1390,1360,1510,1550,1650,1640,1750,1740,1800
CA,25260,"Hanford-Corcoran, CA",51-0000,major,2260,2480,2440,2630,2520,2580,2350,2390,2440,2270,2550,2240,2540,2520,3330,3300
CA,25260,"Hanford-Corcoran, CA",53-0000,major,2210,2710,2980,2990,2440,2230,2210,2210,2380,2740,3130,2850,2490,2650,3000,2950
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",11-0000,major,,,,,,,,,,,,,,360040,381080,369510
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",13-0000,major,,,,,,,,,,,,,,383290,390730,389820
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",15-0000,major,,,,,,,,,,,,,,171700,172880,174170
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-0000,major,,,,,,,,,,,,,,107920,111160,107080
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-0000,major,,,,,,,,,,,,,,46870,47830,48800
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-0000,major,,,,,,,,,,,,,,106940,117150,120690
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-0000,major,,,,,,,,,,,,,,60170,62030,61240
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-0000,major,,,,,,,,,,,,,,342680,359240,336630
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",27-0000,major,,,,,,,,,,,,,,165740,182490,163890
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",29-0000,major,,,,,,,,,,,,,,296230,303100,299200
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",31-0000,major,,,,,,,,,,,,,,135170,380700,374240
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",33-0000,major,,,,,,,,,,,,,,142470,147700,148980
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",35-0000,major,,,,,,,,,,,,,,580800,592710,482270
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",37-0000,major,,,,,,,,,,,,,,161260,165810,152960
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",39-0000,major,,,,,,,,,,,,,,385800,147340,114380
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",41-0000,major,,,,,,,,,,,,,,593140,592210,524510
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",43-0000,major,,,,,,,,,,,,,,943620,834580,787770
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",45-0000,major,,,,,,,,,,,,,,5000,5960,4930
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",47-0000,major,,,,,,,,,,,,,,195110,199790,193300
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",49-0000,major,,,,,,,,,,,,,,173850,175720,165140
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",51-0000,major,,,,,,,,,,,,,,337830,341020,320810
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",53-0000,major,,,,,,,,,,,,,,423190,528480,482170
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",11-0000,major,199500,204260,232270,231870,228020,209810,214000,213120,219460,229690,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",13-0000,major,174180,198350,217610,214890,207570,202120,201070,210760,220870,227730,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",15-0000,major,81140,83060,82810,89590,86850,89060,93670,95740,96830,95910,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",17-0000,major,73210,73920,78800,76530,73990,70700,70380,71400,68050,67060,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",19-0000,major,28900,30150,31170,33030,38360,30650,32160,33220,36080,36600,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",21-0000,major,45190,45540,45620,48660,56740,56910,59470,63000,66190,66610,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",23-0000,major,35950,32960,36370,37940,39990,37720,37750,38440,39900,39150,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",25-0000,major,266420,268900,266420,268080,264540,256160,241430,235550,232130,232110,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",27-0000,major,159550,164480,130670,141310,118260,130500,134810,143960,152460,145010,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",29-0000,major,170280,174200,175490,182570,175960,181110,188340,199510,200500,204500,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",31-0000,major,83060,82660,84890,93390,96640,103630,102840,99780,95380,96480,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",33-0000,major,102650,97570,102430,107750,110710,111670,112440,109500,108930,109300,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",35-0000,major,299290,307140,315290,323940,318080,311070,321710,336370,355250,372050,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",37-0000,major,104260,102850,100270,104250,101600,97670,96710,102110,106170,108340,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",39-0000,major,83810,91870,96160,96550,94860,86290,86680,88320,99250,107670,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",41-0000,major,401700,410360,419440,415400,393490,386250,391150,398300,414720,423720,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",43-0000,major,805540,818790,827590,810200,763810,721280,708810,696120,701490,717640,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",45-0000,major,5630,4570,3550,2920,3010,2770,2850,2840,2540,2740,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",47-0000,major,131370,138980,141890,139610,116720,97100,87620,89830,95810,100140,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",49-0000,major,125450,128280,126560,127820,119020,116630,115320,116370,115910,119890,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",51-0000,major,333310,330220,320020,316470,283250,255780,253130,249130,259640,263650,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",53-0000,major,304340,317090,312580,297860,270740,262700,270480,277830,287320,290510,,,,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",11-0000,major,,,,,,,,,,,228880,229980,237560,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",13-0000,major,,,,,,,,,,,226410,242870,253570,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",15-0000,major,,,,,,,,,,,97010,106620,110160,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",17-0000,major,,,,,,,,,,,67380,62890,67600,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",19-0000,major,,,,,,,,,,,33890,34870,34330,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",21-0000,major,,,,,,,,,,,66310,67940,82660,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",23-0000,major,,,,,,,,,,,37390,39040,42340,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",25-0000,major,,,,,,,,,,,246030,253950,258360,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",27-0000,major,,,,,,,,,,,147440,162160,153720,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",29-0000,major,,,,,,,,,,,202680,213860,221580,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",31-0000,major,,,,,,,,,,,96680,96130,99250,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",33-0000,major,,,,,,,,,,,113670,113200,115250,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",35-0000,major,,,,,,,,,,,385250,398170,410070,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",37-0000,major,,,,,,,,,,,105820,102760,102660,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",39-0000,major,,,,,,,,,,,119400,133490,293160,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",41-0000,major,,,,,,,,,,,424650,427530,426620,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",43-0000,major,,,,,,,,,,,714700,719140,711000,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",45-0000,major,,,,,,,,,,,3190,3550,3750,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",47-0000,major,,,,,,,,,,,100580,107310,110440,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",49-0000,major,,,,,,,,,,,123030,126370,125670,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",51-0000,major,,,,,,,,,,,267010,265070,246840,,,
CA,31084,"Los Angeles-Long Beach-Glendale, CA Metropolitan Division",53-0000,major,,,,,,,,,,,296210,313650,324250,,,
CA,31460,"Madera, CA",11-0000,major,1180,1210,1430,1320,1220,1230,,,,,1420,1380,1610,1680,1950,1670
CA,31460,"Madera, CA",13-0000,major,830,1100,910,830,720,770,,,,,860,860,1010,1200,1360,1220
CA,31460,"Madera, CA",15-0000,major,200,230,210,240,260,280,,,,,280,320,300,300,330,390
CA,31460,"Madera, CA",17-0000,major,200,180,190,180,230,210,,,,,190,180,230,260,240,250
CA,31460,"Madera, CA",19-0000,major,290,320,350,430,390,520,,,,,420,390,380,460,430,500
CA,31460,"Madera, CA",21-0000,major,700,720,710,970,1040,940,,,,,830,750,560,640,650,570
CA,31460,"Madera, CA",23-0000,major,100,60,50,150,150,**,,,,,60,70,40,40,100,110
CA,31460,"Madera, CA",25-0000,major,3230,3070,3330,3280,,3530,,,,,3170,3140,3200,3690,3750,3680
CA,31460,"Madera, CA",27-0000,major,190,280,240,200,160,150,,,,,190,200,220,220,200,170
CA,31460,"Madera, CA",29-0000,major,,2310,2470,2660,2930,3000,,,,,3180,3250,3380,3580,3500,3460
CA,31460,"Madera, CA",31-0000,major,1300,1220,1190,1140,1110,1160,,,,,950,930,940,1010,2870,2940
CA,31460,"Madera, CA",33-0000,major,1740,1790,1810,1890,1900,1880,,,,,1560,1710,1770,1740,1620,1920
CA,31460,"Madera, CA",35-0000,major,2340,2320,2490,2630,2640,2680,,,,,2710,2830,2900,3170,3180,3200
CA,31460,"Madera, CA",37-0000,major,1340,1330,2500,1790,1530,1160,,,,,1820,1550,1520,1530,1710,1220
CA,31460,"Madera, CA",39-0000,major,890,780,780,1080,1230,1000,,,,,710,1180,2420,2310,550,570
CA,31460,"Madera, CA",41-0000,major,2710,2410,2500,2190,2380,2250,,,,,2800,2850,2930,2950,3130,2900
CA,31460,"Madera, CA",43-0000,major,**,5910,5630,5390,4920,4540,,,,,4930,5390,5100,4870,4530,4600
CA,31460,"Madera, CA",45-0000,major,4740,6090,6220,5690,5500,5310,,,,,4490,5730,7200,7940,7130,7710
CA,31460,"Madera, CA",47-0000,major,2270,2580,2320,1940,1490,1210,,,,,1320,1410,1440,1500,1610,1630
CA,31460,"Madera, CA",49-0000,major,1150,1250,1200,1290,1160,1210,,,,,1530,1610,1560,1450,1710,1750
CA,31460,"Madera, CA",51-0000,major,2390,2130,1980,2150,1790,1720,,,,,3750,3980,2290,2020,2630,2490
CA,31460,"Madera, CA",53-0000,major,1850,2180,1760,1790,1800,1770,,,,,2270,2480,2720,2450,3530,3010
CA,31460,"Madera-Chowchilla, CA",11-0000,major,,,,,,,1250,1460,1470,1560,,,,,,
CA,31460,"Madera-Chowchilla, CA",13-0000,major,,,,,,,870,910,860,900,,,,,,
CA,31460,"Madera-Chowchilla, CA",15-0000,major,,,,,,,340,320,320,240,,,,,,
CA,31460,"Madera-Chowchilla, CA",17-0000,major,,,,,,,260,260,220,170,,,,,,
CA,31460,"Madera-Chowchilla, CA",19-0000,major,,,,,,,510,540,420,440,,,,,,
CA,31460,"Madera-Chowchilla, CA",21-0000,major,,,,,,,790,690,690,830,,,,,,
CA,31460,"Madera-Chowchilla, CA",23-0000,major,,,,,,,50,60,60,60,,,,,,
CA,31460,"Madera-Chowchilla, CA",25-0000,major,,,,,,,3480,3230,2940,2890,,,,,,
CA,31460,"Madera-Chowchilla, CA",27-0000,major,,,,,,,170,180,160,120,,,,,,
CA,31460,"Madera-Chowchilla, CA",29-0000,major,,,,,,,2850,3100,3030,3130,,,,,,
CA,31460,"Madera-Chowchilla, CA",31-0000,major,,,,,,,1150,1060,1030,950,,,,,,
CA,31460,"Madera-Chowchilla, CA",33-0000,major,,,,,,,1780,1670,1680,1710,,,,,,
CA,31460,"Madera-Chowchilla, CA",35-0000,major,,,,,,,2420,2500,2630,3020,,,,,,
CA,31460,"Madera-Chowchilla, CA",37-0000,major,,,,,,,**,1950,1960,2150,,,,,,
CA,31460,"Madera-Chowchilla, CA",39-0000,major,,,,,,,870,830,890,810,,,,,,
CA,31460,"Madera-Chowchilla, CA",41-0000,major,,,,,,,2510,2590,2740,2760,,,,,,
CA,31460,"Madera-Chowchilla, CA",43-0000,major,,,,,,,4930,4850,4860,4800,,,,,,
CA,31460,"Madera-Chowchilla, CA",45-0000,major,,,,,,,4320,6270,6670,4400,,,,,,
CA,31460,"Madera-Chowchilla, CA",47-0000,major,,,,,,,1140,1030,1140,1170,,,,,,
CA,31460,"Madera-Chowchilla, CA",49-0000,major,,,,,,,1360,1520,1480,1380,,,,,,
CA,31460,"Madera-Chowchilla, CA",51-0000,major,,,,,,,1870,2130,2280,3550,,,,,,
CA,31460,"Madera-Chowchilla, CA",53-0000,major,,,,,,,1790,1590,1360,2130,,,,,,
CA,32900,"Merced, CA",11-0000,major,2000,2130,2360,2200,2160,1990,2220,2300,2540,2640,2640,2650,2950,3060,3230,2700
CA,32900,"Merced, CA",13-0000,major,1260,1250,1450,1320,1280,1110,1210,1360,1320,1500,1670,1870,2770,3040,3090,2040
CA,32900,"Merced, CA",15-0000,major,**,360,340,330,360,330,390,410,410,600,640,680,**,**,**,460
