,NAME,state,county,total_pop,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate
2776,"Terrell County, Georgia",13,273,8531,245,3043,5094,116,33,1713.0,5.9,16.6,32.3,25.9,8.0,11.2
2777,"Terrell County, Texas",48,443,776,399,335,8,25,9,255.0,,,,,,
2778,"Terry County, Texas",48,445,12337,6905,4734,495,156,47,1858.0,17.0,14.6,31.7,22.0,3.3,11.4
2779,"Teton County, Idaho",16,81,12142,2027,9868,32,143,72,1596.0,3.3,3.0,16.6,27.1,9.1,41.0
2780,"Teton County, Montana",30,99,6147,102,5726,17,246,56,1427.0,3.1,4.9,31.8,26.7,8.6,24.9
2781,"Teton County, Wyoming",56,39,23464,3554,19000,145,369,396,3717.0,2.1,2.7,14.9,18.8,4.5,57.0
2782,"Texas County, Missouri",29,215,25398,566,23068,950,712,102,5456.0,4.3,12.0,38.6,23.9,7.6,13.5
2783,"Texas County, Oklahoma",40,139,19983,9389,8683,853,399,659,2361.0,17.0,10.7,25.7,20.4,4.0,22.1
2784,"Thayer County, Nebraska",31,169,5003,156,4719,18,96,14,1278.0,2.4,5.3,35.6,23.4,14.5,18.8
2785,"Thomas County, Georgia",13,275,44451,1748,25584,15938,709,472,8304.0,4.8,10.4,31.5,20.1,8.5,24.7
2786,"Thomas County, Kansas",20,193,7777,582,6910,80,137,68,1405.0,1.7,5.1,26.4,29.4,14.9,22.6
2787,"Thomas County, Nebraska",31,171,722,28,663,8,21,2,191.0,,,,,,
2788,"Throckmorton County, Texas",48,447,1501,215,1236,13,29,8,445.0,,,,,,
2789,"Thurston County, Nebraska",31,173,7224,450,2547,36,4141,50,854.0,2.6,8.4,32.9,27.2,12.6,16.4
2790,"Thurston County, Washington",53,67,290536,27212,215268,9445,18299,20312,51871.0,2.1,4.2,21.3,25.9,10.9,35.7
2791,"Tift County, Georgia",13,277,40644,4954,22400,12152,557,581,6259.0,5.6,12.5,34.7,17.4,11.7,18.1
2792,"Tillamook County, Oregon",41,57,27036,2834,22703,158,993,348,7140.0,3.6,6.9,28.7,28.8,10.3,21.8
2793,"Tillman County, Oklahoma",40,141,7250,2034,4194,504,481,37,1467.0,10.8,11.7,33.4,20.5,6.3,17.3
2794,"Tioga County, New York",36,107,48203,1005,45651,446,711,390,10094.0,1.7,7.1,35.9,17.7,11.5,26.0
2795,"Tioga County, Pennsylvania",42,117,40591,524,39013,284,541,229,9155.0,2.1,7.5,45.3,17.3,8.7,19.1
2796,"Tippah County, Mississippi",28,139,22015,1065,16912,3612,362,64,3721.0,7.8,12.3,36.2,19.4,9.1,15.2
2797,"Tippecanoe County, Indiana",18,157,195732,17063,146311,11045,4281,17032,23280.0,2.7,5.7,25.4,20.0,7.5,38.7
2798,"Tipton County, Indiana",18,159,15148,443,14329,88,200,88,3239.0,3.1,7.6,40.8,15.6,8.2,24.7
2799,"Tipton County, Tennessee",47,167,61599,1778,46567,11265,1463,526,9189.0,3.6,8.6,37.6,25.0,7.9,17.3
2800,"Tishomingo County, Mississippi",28,141,19383,665,17996,470,209,43,4024.0,7.9,11.7,38.9,19.5,10.6,11.4
2801,"Titus County, Texas",48,449,32750,14436,14533,2934,492,355,4845.0,13.0,10.3,33.4,19.0,7.9,16.3
2802,"Todd County, Kentucky",21,219,12294,537,10544,953,231,29,1995.0,12.8,9.7,40.5,17.5,6.2,13.2
2803,"Todd County, Minnesota",27,153,24664,1688,22305,100,398,173,5451.0,5.8,7.1,36.7,22.2,13.1,15.1
2804,"Todd County, South Dakota",46,121,10177,423,758,55,8702,239,763.0,2.7,17.4,31.7,27.7,4.8,15.6
2805,"Tolland County, Connecticut",9,13,150721,8861,126298,5205,2824,7533,24571.0,1.6,3.4,27.0,17.4,8.8,41.8
2806,"Tom Green County, Texas",48,451,119200,48534,62425,4316,2314,1611,18625.0,5.9,7.9,30.2,24.7,6.9,24.5
2807,"Tompkins County, New York",36,109,102180,5519,78707,4072,3374,10508,15430.0,1.6,4.0,19.0,12.5,9.5,53.5
2808,"Tooele County, Utah",49,45,72259,9355,59583,531,1823,967,6748.0,1.6,7.2,29.3,27.5,10.2,24.2
2809,"Toole County, Montana",30,101,4736,209,4077,44,368,38,921.0,,,,,,
2810,"Toombs County, Georgia",13,279,26830,3173,16133,6890,412,222,4549.0,7.9,12.0,37.5,19.1,7.3,16.2
2811,"Torrance County, New Mexico",35,57,15461,6770,7784,226,599,82,3319.0,4.7,10.7,37.7,24.3,7.7,14.8
2812,"Towner County, North Dakota",38,95,2189,59,1977,8,142,3,553.0,,,,,,
2813,"Towns County, Georgia",13,281,12037,389,11239,132,169,108,4206.0,4.0,6.1,29.9,21.3,8.6,30.1
2814,"Traill County, North Dakota",38,97,8036,298,7359,62,269,48,1606.0,3.0,3.6,26.0,23.0,15.5,28.9
2815,"Transylvania County, North Carolina",37,175,34385,1168,31076,1166,746,229,10809.0,3.8,7.2,26.8,21.0,8.7,32.6
2816,"Traverse County, Minnesota",27,155,3259,129,2833,21,258,18,828.0,,,,,,
2817,"Travis County, Texas",48,453,1273954,428571,622339,102257,28209,92578,129553.0,5.8,4.8,16.5,17.2,5.7,50.0
2818,"Treasure County, Montana",30,103,696,29,628,0,32,7,201.0,,,,,,
2819,"Trego County, Kansas",20,195,2803,74,2644,19,50,16,764.0,,,,,,
2820,"Trempealeau County, Wisconsin",55,121,29649,2659,26346,132,327,185,5469.0,3.7,5.6,39.0,18.2,14.1,19.3
2821,"Treutlen County, Georgia",13,283,6901,208,4401,2176,92,24,1289.0,6.8,19.5,40.8,13.9,6.6,12.4
2822,"Trigg County, Kentucky",21,221,14651,354,12879,1002,361,55,3394.0,4.6,7.4,33.2,26.2,12.1,16.6
2823,"Trimble County, Kentucky",21,223,8471,281,7933,46,154,57,1511.0,3.3,13.9,46.3,14.7,7.7,14.1
2824,"Trinity County, California",6,105,12285,907,10060,70,1048,200,3475.0,1.6,6.1,34.8,29.2,8.8,19.5
2825,"Trinity County, Texas",48,455,14651,1564,11416,1290,312,69,3956.0,6.5,10.4,35.9,27.0,7.3,12.9
2826,"Tripp County, South Dakota",46,123,5441,144,4329,26,922,20,1238.0,3.6,5.5,41.1,17.2,10.3,22.3
2827,"Troup County, Georgia",13,285,69922,2609,39033,25326,1293,1661,10638.0,5.6,11.0,35.1,22.6,6.7,19.0
2828,"Trousdale County, Tennessee",47,169,11284,284,9429,1272,246,53,1463.0,6.4,9.2,38.4,24.4,7.8,13.8
2829,"Trumbull County, Ohio",39,155,197974,3831,171975,16645,4403,1120,43681.0,3.2,7.4,44.5,18.7,7.4,18.7
2830,"Tucker County, West Virginia",54,93,6839,61,6646,28,81,23,1835.0,3.3,8.9,46.8,16.7,4.9,19.4
2831,"Tulare County, California",6,107,466195,305824,128955,5737,9885,15794,54291.0,18.1,11.1,25.5,22.5,8.2,14.6
2832,"Tulsa County, Oklahoma",40,143,651552,86586,398665,67174,75389,23738,96463.0,4.2,6.4,25.4,23.5,8.8,31.8
2833,"Tunica County, Mississippi",28,143,9632,241,1788,7421,108,74,1239.0,4.5,11.9,33.4,24.0,9.2,16.9
2834,"Tuolumne County, California",6,109,54478,6906,43425,1007,2310,830,14709.0,1.6,7.7,28.3,31.5,10.4,20.5
2835,"Turner County, Georgia",13,287,7985,386,4266,3128,121,84,1596.0,6.7,12.1,38.0,19.6,11.9,11.7
2836,"Turner County, South Dakota",46,125,8384,221,7943,47,151,22,1792.0,3.3,4.7,33.7,19.9,14.6,23.7
2837,"Tuscaloosa County, Alabama",1,125,209355,8308,127285,67359,3021,3382,28789.0,3.1,8.5,29.9,20.9,6.8,30.7
2838,"Tuscarawas County, Ohio",39,157,91987,2937,86444,775,1360,471,18364.0,5.7,8.4,44.7,16.8,7.1,17.4
2839,"Tuscola County, Michigan",26,157,52245,1873,48627,651,908,186,10880.0,2.6,8.1,42.4,23.0,10.4,13.5
2840,"Twiggs County, Georgia",13,289,8120,219,4471,3243,157,30,1895.0,5.9,19.9,38.5,18.3,5.6,11.8
2841,"Twin Falls County, Idaho",16,83,86878,14845,67928,641,1864,1600,13589.0,5.5,7.4,27.2,26.8,12.5,20.6
2842,"Tyler County, Texas",48,457,21672,1790,17005,2302,435,140,4895.0,4.3,13.7,43.0,21.4,4.2,13.4
2843,"Tyler County, West Virginia",54,95,8591,66,8345,26,107,47,2012.0,5.0,5.8,50.5,14.3,10.3,14.1
2844,"Tyrrell County, North Carolina",37,177,4016,376,1973,1498,95,74,810.0,,,,,,
2845,"Uinta County, Wyoming",56,41,20226,1871,17657,126,456,116,3025.0,2.5,4.7,41.5,24.8,10.4,16.0
2846,"Uintah County, Utah",49,47,35734,3013,29116,169,3163,273,4022.0,2.3,12.0,34.9,28.5,6.5,15.8
2847,"Ulster County, New York",36,111,177573,18838,139880,10738,4460,3657,36183.0,3.3,6.0,29.7,17.8,10.7,32.5
2848,"Umatilla County, Oregon",41,59,77950,21512,50769,736,4044,889,12510.0,8.0,9.6,28.5,26.4,10.3,17.2
2849,"Unicoi County, Tennessee",47,171,17883,980,16542,70,241,50,4164.0,6.3,8.8,39.4,22.0,8.7,14.8
2850,"Union County, Arkansas",5,139,38682,1611,23462,12662,702,245,7119.0,3.4,11.7,35.5,21.1,7.2,21.1
2851,"Union County, Florida",12,125,15237,851,10643,3344,310,89,2317.0,4.3,19.2,37.4,21.3,8.6,9.2
2852,"Union County, Georgia",13,291,24511,874,22945,183,384,125,8263.0,2.9,8.1,34.0,23.8,8.7,22.5
2853,"Union County, Illinois",17,181,16653,881,15162,215,309,86,3643.0,5.4,6.1,35.4,23.0,8.2,21.7
2854,"Union County, Indiana",18,161,7054,127,6709,61,125,32,1390.0,2.4,10.2,43.4,19.8,5.7,18.5
2855,"Union County, Iowa",19,175,12241,386,11471,149,147,88,2573.0,3.0,6.7,35.5,25.2,11.6,18.0
2856,"Union County, Kentucky",21,225,14381,300,11804,1867,307,103,2475.0,3.6,6.4,47.8,22.4,8.8,11.1
2857,"Union County, Mississippi",28,145,28815,1285,22358,4356,480,336,4858.0,6.2,15.7,33.7,20.3,10.8,13.4
2858,"Union County, New Jersey",34,39,556341,182552,218272,116540,8192,30785,81967.0,7.8,5.9,28.6,16.2,5.6,36.0
2859,"Union County, New Mexico",35,59,4059,1748,2099,78,108,26,887.0,,,,,,
2860,"Union County, North Carolina",37,179,239859,27515,170503,28434,4876,8531,31234.0,3.9,6.5,24.6,20.9,8.8,35.4
2861,"Union County, Ohio",39,159,58988,1175,52380,1535,1017,2881,7481.0,1.5,5.1,32.0,19.1,6.8,35.5
2862,"Union County, Oregon",41,61,26835,1388,23673,194,907,673,5766.0,2.0,5.3,32.2,26.4,9.6,24.5
2863,"Union County, Pennsylvania",42,119,44923,2718,37818,2896,703,788,8341.0,5.3,7.9,39.0,14.3,7.5,26.0
2864,"Union County, South Carolina",45,87,27316,481,17551,8622,558,104,5632.0,6.0,12.7,40.0,19.5,10.5,11.3
2865,"Union County, South Dakota",46,127,15932,591,14505,224,366,246,2962.0,1.9,5.5,29.5,20.2,12.4,30.6
2866,"Union County, Tennessee",47,173,19972,372,19160,93,310,37,3715.0,10.6,12.3,44.8,15.2,7.2,9.9
2867,"Union Parish, Louisiana",22,111,22108,1079,15278,5446,250,55,4661.0,5.5,8.8,44.8,17.6,6.0,17.2
2868,"Upshur County, Texas",48,459,41753,3787,33509,3205,1056,196,7825.0,5.3,8.9,34.4,25.6,8.7,17.1
2869,"Upshur County, West Virginia",54,97,24176,346,23124,248,340,118,5069.0,4.8,9.8,49.0,14.9,4.7,16.9
2870,"Upson County, Georgia",13,293,26320,628,17673,7364,483,172,4882.0,5.4,12.3,38.4,21.3,9.3,13.4
2871,"Upton County, Texas",48,461,3657,1988,1494,82,82,11,537.0,,,,,,
2872,"Utah County, Utah",49,49,636235,77455,519850,3900,18119,16911,50490.0,1.9,3.5,16.4,26.7,10.7,40.8
2873,"Uvalde County, Texas",48,463,26741,19445,6736,178,200,182,4508.0,13.3,10.9,29.3,20.6,8.0,17.9
2874,"Val Verde County, Texas",48,465,49025,40339,7210,668,425,383,7003.0,20.4,11.3,24.4,19.6,5.8,18.4
2875,"Valdez-Cordova Census Area, Alaska",2,261,9202,518,6327,75,1773,509,1328.0,0.8,3.8,30.8,27.0,6.7,30.8
2876,"Valencia County, New Mexico",35,61,76688,46873,24487,840,4042,446,13979.0,5.3,10.2,33.0,23.9,9.0,18.5
2877,"Valley County, Idaho",16,85,11392,532,10482,43,254,81,2955.0,1.3,4.1,26.7,30.3,7.2,30.4
2878,"Valley County, Montana",30,105,7396,209,6248,36,832,71,1756.0,0.9,5.2,34.5,27.4,10.5,21.5
2879,"Valley County, Nebraska",31,175,4158,143,3931,14,54,16,1073.0,,,,,,
2880,"Van Buren County, Arkansas",5,141,16545,522,15412,96,444,71,4416.0,4.6,10.3,42.6,21.1,6.9,14.5
2881,"Van Buren County, Iowa",19,177,7044,130,6744,15,114,41,1586.0,6.1,4.7,38.9,23.8,12.0,14.4
2882,"Van Buren County, Michigan",26,159,75677,8831,61320,2760,2284,482,14125.0,5.1,7.9,31.3,23.9,10.1,21.7
2883,"Van Buren County, Tennessee",47,175,5872,119,5584,46,111,12,1375.0,12.2,8.8,50.8,14.7,5.8,7.8
2884,"Van Wert County, Ohio",39,161,28275,1056,26438,292,396,93,5498.0,1.7,7.0,44.3,19.1,11.3,16.6
2885,"Van Zandt County, Texas",48,467,56590,6599,46905,1548,1188,350,11495.0,5.7,9.7,34.2,26.0,8.6,15.8
2886,"Vance County, North Carolina",37,181,44535,3675,17348,22516,676,320,8487.0,5.7,13.9,37.0,19.8,8.8,14.8
2887,"Vanderburgh County, Indiana",18,163,181451,5155,150747,17572,5087,2890,31490.0,2.3,7.7,32.5,20.9,9.7,27.0
2888,"Venango County, Pennsylvania",42,121,50668,559,48574,561,731,243,11701.0,3.3,6.5,48.0,14.9,8.5,18.7
2889,"Ventura County, California",6,111,846006,365835,378024,15115,22837,64195,136705.0,9.2,5.8,19.2,22.8,9.3,33.8
2890,"Vermilion County, Illinois",17,183,75758,3982,58966,10257,1861,692,15028.0,3.2,8.3,41.2,21.9,10.6,14.7
2891,"Vermilion Parish, Louisiana",22,113,59511,2164,46681,8375,1069,1222,9406.0,8.0,14.1,41.3,15.7,6.7,14.2
2892,"Vermillion County, Indiana",18,165,15498,203,14932,77,237,49,3148.0,2.5,6.5,43.4,22.7,10.7,14.2
2893,"Vernon County, Missouri",29,217,20563,477,19255,193,498,140,4059.0,4.3,7.3,40.5,20.6,8.4,18.9
2894,"Vernon County, Wisconsin",55,123,30822,490,29685,137,374,136,6152.0,5.7,4.9,37.7,17.6,11.7,22.4
2895,"Vernon Parish, Louisiana",22,115,47429,4479,33168,6605,2116,1061,6014.0,3.6,9.6,40.2,21.8,7.2,17.5
2896,"Victoria County, Texas",48,469,92084,44052,40404,5292,1151,1185,15242.0,7.1,9.2,30.8,23.6,9.4,20.0
2897,"Vigo County, Indiana",18,167,107038,3006,91151,7790,2822,2269,17876.0,2.8,8.8,32.0,22.6,8.6,25.1
2898,"Vilas County, Wisconsin",55,125,22195,620,18842,85,2507,141,6886.0,1.0,5.2,30.0,24.9,9.7,29.1
2899,"Vinton County, Ohio",39,163,13085,117,12600,80,258,30,2430.0,5.9,13.4,43.7,16.3,7.9,12.8
2900,"Virginia Beach city, Virginia",51,810,449974,38235,274819,85876,18170,32874,66399.0,2.0,4.5,21.0,25.7,10.9,36.0
2901,"Volusia County, Florida",12,127,553284,82949,390746,57826,11058,10705,137811.0,2.7,6.8,31.8,23.4,11.6,23.7
2902,"Wabash County, Illinois",17,185,11520,363,10716,106,198,137,2463.0,2.4,7.0,30.7,24.2,17.5,18.2
2903,"Wabash County, Indiana",18,169,30996,847,29171,226,569,183,6587.0,3.0,8.3,42.6,19.4,8.6,18.1
2904,"Wabasha County, Minnesota",27,157,21627,654,20467,122,262,122,4879.0,2.6,4.0,33.0,23.3,13.4,23.7
2905,"Wabaunsee County, Kansas",20,197,6931,317,6335,44,215,20,1450.0,0.9,3.7,34.9,26.5,9.8,24.2
2906,"Wadena County, Minnesota",27,159,13682,291,12814,142,361,74,2921.0,2.7,6.7,37.1,24.5,15.2,13.8
2907,"Wagoner County, Oklahoma",40,145,81289,5466,57579,2935,13868,1441,13651.0,2.6,6.8,32.9,25.2,9.3,23.2
2908,"Wahkiakum County, Washington",53,69,4488,258,3882,24,236,88,1481.0,,,,,,
2909,"Wake County, North Carolina",37,183,1111761,115531,662234,222192,27003,84801,133864.0,3.1,3.9,15.1,17.0,8.1,52.8
2910,"Wakulla County, Florida",12,129,33739,1324,26705,4593,874,243,5366.0,2.8,9.5,36.2,25.4,7.8,18.3
2911,"Waldo County, Maine",23,27,39715,655,37832,219,750,259,9261.0,2.4,5.4,32.2,20.1,8.5,31.4
2912,"Walker County, Alabama",1,127,63521,1681,56437,3848,1204,351,12409.0,6.7,11.5,37.5,22.5,10.4,11.3
2913,"Walker County, Georgia",13,295,69761,1740,63165,2998,1318,540,13199.0,5.1,12.9,35.2,21.9,8.3,16.6
2914,"Walker County, Texas",48,471,72971,13195,40969,16823,1170,814,10049.0,6.1,7.9,39.9,20.0,5.3,20.8
2915,"Walla Walla County, Washington",53,71,60760,13166,43334,1180,1901,1179,11364.0,5.3,6.4,19.8,26.0,12.6,29.8
2916,"Wallace County, Kansas",20,199,1518,138,1339,8,32,1,368.0,,,,,,
2917,"Waller County, Texas",48,473,55246,17152,23506,13005,872,711,6546.0,9.1,8.4,32.5,23.6,5.2,21.1
2918,"Wallowa County, Oregon",41,63,7208,257,6675,27,206,43,2143.0,1.9,5.0,28.6,28.7,9.4,26.4
2919,"Walsh County, North Dakota",38,99,10641,1272,8883,68,327,91,2292.0,6.5,8.1,33.0,22.5,12.7,17.2
2920,"Walthall County, Mississippi",28,147,14286,311,7551,6103,233,88,2846.0,6.9,11.4,43.8,14.3,9.2,14.4
2921,"Walton County, Florida",12,131,74071,4794,62226,3732,2280,1039,14977.0,2.8,8.0,28.5,23.6,8.6,28.5
2922,"Walton County, Georgia",13,297,94593,4654,69234,17446,1627,1632,14868.0,3.0,10.1,36.0,21.1,8.0,21.7
2923,"Walworth County, South Dakota",46,129,5435,132,4263,26,910,104,1321.0,4.0,6.1,38.0,16.9,10.2,24.9
2924,"Walworth County, Wisconsin",55,127,103868,11637,88643,1094,1414,1080,19065.0,2.8,6.3,31.3,22.5,8.3,28.8
2925,"Wapello County, Iowa",19,179,34969,3898,28323,1243,603,902,6423.0,4.4,7.5,34.9,22.7,11.6,18.8
2926,"Ward County, North Dakota",38,101,67641,4299,55577,3036,3444,1285,8925.0,2.6,3.7,30.0,22.2,12.3,29.3
2927,"Ward County, Texas",48,475,11998,6618,4611,484,234,51,1629.0,10.3,11.1,36.2,24.8,5.1,12.5
2928,"Ware County, Georgia",13,299,35734,1574,22479,10621,708,352,6272.0,5.6,13.1,39.2,18.8,8.3,15.2
2929,"Warren County, Georgia",13,301,5254,88,2014,3045,71,36,1216.0,9.8,17.0,39.8,14.2,6.9,12.3
2930,"Warren County, Illinois",17,187,16844,1662,14010,434,319,419,3398.0,4.6,8.8,32.0,23.0,8.9,22.8
2931,"Warren County, Indiana",18,171,8265,182,7878,30,121,54,1701.0,2.4,5.7,41.8,20.2,10.5,19.4
2932,"Warren County, Iowa",19,181,51466,1607,48190,456,789,424,8240.0,1.1,3.6,30.8,21.5,11.2,31.9
2933,"Warren County, Kentucky",21,227,132896,7469,103135,12621,3163,6508,17463.0,5.6,6.3,26.6,20.7,8.6,32.2
2934,"Warren County, Mississippi",28,149,45381,1002,21252,22204,530,393,7826.0,4.0,8.8,30.5,24.1,10.1,22.4
2935,"Warren County, Missouri",29,219,35649,1245,32680,783,776,165,6334.0,2.6,8.7,37.6,24.3,7.7,19.1
2936,"Warren County, New Jersey",34,41,105267,10696,84669,5319,1618,2965,19712.0,3.5,5.0,30.6,19.1,8.8,33.0
2937,"Warren County, New York",36,113,63944,1803,59641,836,1063,601,14674.0,2.5,5.6,30.6,18.7,11.3,31.3
2938,"Warren County, North Carolina",37,185,19731,773,7532,9961,1387,78,5173.0,5.5,13.0,36.7,21.9,7.2,15.8
2939,"Warren County, Ohio",39,165,234602,6835,200202,8434,4324,14807,34945.0,1.7,4.4,25.8,16.6,8.5,43.0
2940,"Warren County, Pennsylvania",42,123,39191,450,37875,195,472,199,9216.0,1.6,5.5,45.4,17.4,10.5,19.5
2941,"Warren County, Tennessee",47,177,41277,3895,34931,1344,773,334,7392.0,7.7,12.9,43.3,15.7,5.9,14.5
2942,"Warren County, Virginia",51,187,40164,2125,34556,1868,1108,507,6742.0,3.3,9.8,35.9,22.1,7.2,21.7
2943,"Warrick County, Indiana",18,173,62998,1249,57937,1080,1036,1696,11273.0,1.9,4.8,31.3,20.8,10.9,30.3
2944,"Wasatch County, Utah",49,51,34091,4656,28351,183,528,373,4191.0,2.4,3.0,21.8,25.1,7.8,39.9
2945,"Wasco County, Oregon",41,65,26682,5126,19635,155,1300,466,5600.0,5.3,8.3,29.1,28.1,9.7,19.6
2946,"Waseca County, Minnesota",27,161,18612,1186,16515,390,364,157,3460.0,3.0,4.0,36.4,21.7,13.4,21.4
2947,"Washakie County, Wyoming",56,43,7805,1108,6417,38,187,55,1730.0,3.0,7.2,29.8,26.5,10.1,23.4
2948,"Washburn County, Wisconsin",55,129,15720,307,14761,47,502,103,4304.0,2.1,5.7,33.6,23.3,12.4,23.0
2949,"Washington County, Alabama",1,129,16326,264,10606,3777,1482,197,3219.0,5.4,12.0,43.1,18.3,8.6,12.7
2950,"Washington County, Arkansas",5,143,239187,40999,168488,8204,8849,12647,28919.0,6.7,8.3,25.7,20.5,5.4,33.3
2951,"Washington County, Colorado",8,121,4908,535,4207,58,97,11,1048.0,,,,,,
2952,"Washington County, Florida",12,133,25473,976,19645,3767,855,230,4380.0,5.6,13.1,40.1,23.2,5.4,12.5
2953,"Washington County, Georgia",13,303,20374,534,8591,10874,258,117,3627.0,6.3,12.4,44.7,18.9,5.4,12.3
2954,"Washington County, Idaho",16,87,10194,1714,8060,38,293,89,2643.0,6.7,8.3,33.8,26.9,8.0,16.3
2955,"Washington County, Illinois",17,189,13887,200,13330,126,160,71,2879.0,2.7,5.1,33.4,23.7,14.2,20.9
2956,"Washington County, Indiana",18,175,28036,380,27104,141,325,86,4861.0,5.2,9.8,43.1,19.5,9.0,13.4
2957,"Washington County, Iowa",19,183,21965,1433,19857,227,288,160,4384.0,4.5,4.1,39.3,19.4,11.0,21.8
2958,"Washington County, Kansas",20,201,5406,216,5046,29,72,43,1294.0,3.4,5.0,40.7,20.9,9.6,20.3
2959,"Washington County, Kentucky",21,229,12095,483,10631,657,226,98,2235.0,7.4,8.6,42.4,13.7,9.1,18.8
2960,"Washington County, Maine",23,29,31379,805,28023,193,2212,146,7793.0,4.0,6.7,38.0,20.1,9.2,22.0
2961,"Washington County, Maryland",24,43,151049,8710,116923,18051,4433,2932,26429.0,3.3,9.5,36.5,20.9,7.9,21.9
2962,"Washington County, Minnesota",27,163,262440,11702,214192,12701,6979,16866,40867.0,1.6,2.4,21.0,20.3,10.5,44.3
2963,"Washington County, Mississippi",28,151,43909,761,10880,31581,339,348,7324.0,8.4,12.7,32.3,20.8,7.7,17.9
2964,"Washington County, Missouri",29,221,24730,375,23243,609,423,80,4264.0,6.4,16.7,37.4,21.3,8.4,9.9
2965,"Washington County, Nebraska",31,177,20729,617,19548,152,313,99,3863.0,1.4,3.1,31.6,21.7,12.4,29.9
2966,"Washington County, New York",36,115,61204,1801,56322,1862,860,359,12288.0,4.4,7.7,38.7,17.5,11.2,20.5
2967,"Washington County, North Carolina",37,187,11580,653,5120,5569,192,46,2932.0,8.8,7.5,37.4,24.2,10.6,11.5
2968,"Washington County, Ohio",39,167,59911,696,56864,764,1175,412,12942.0,1.7,7.7,40.3,20.2,11.3,18.8
2969,"Washington County, Oklahoma",40,147,51527,3242,37238,1267,8572,1208,10187.0,2.1,7.5,34.0,20.4,7.5,28.5
2970,"Washington County, Oregon",41,67,601592,102830,388497,13217,25314,71734,83361.0,3.8,4.0,17.4,21.5,8.8,44.4
2971,"Washington County, Pennsylvania",42,125,206865,3756,190066,6645,3983,2415,43541.0,2.1,4.8,37.3,15.9,9.9,30.0
2972,"Washington County, Rhode Island",44,9,125577,4281,114037,1597,3127,2535,26959.0,1.5,3.6,22.8,17.4,8.5,46.1
2973,"Washington County, Tennessee",47,179,129375,4686,114147,5536,2805,2201,24275.0,3.7,7.6,28.9,20.6,7.4,31.8
2974,"Washington County, Texas",48,477,35882,6008,22739,6072,476,587,7889.0,5.9,7.4,31.0,21.9,7.0,26.8
2975,"Washington County, Utah",49,53,177556,19318,148785,1197,5081,3175,39067.0,2.3,4.8,23.4,29.0,12.5,28.1
2976,"Washington County, Vermont",50,23,58409,1168,54947,508,1216,570,11771.0,1.6,4.7,26.9,17.1,7.8,41.8
2977,"Washington County, Virginia",51,191,53740,877,51198,790,575,300,12702.0,6.1,8.2,34.3,18.8,9.9,22.8
2978,"Washington County, Wisconsin",55,131,136034,4502,125871,1717,1925,2019,25128.0,1.3,3.8,30.3,21.7,11.4,31.5
2979,"Washington Parish, Louisiana",22,117,46194,1151,30229,13894,780,140,8554.0,6.7,13.9,44.7,17.9,5.3,11.6
2980,"Washita County, Oklahoma",40,149,10916,1096,9045,111,610,54,2038.0,3.0,6.9,41.5,20.8,7.0,20.8
2981,"Washoe County, Nevada",32,31,471519,117884,293830,11043,20297,28465,79377.0,4.6,6.8,23.5,25.7,8.6,30.8
2982,"Washtenaw County, Michigan",26,161,367601,18075,257895,44180,13107,34344,53369.0,1.4,3.4,14.6,17.6,7.1,55.9
2983,"Watauga County, North Carolina",37,189,56177,2261,51352,922,1007,635,9229.0,3.3,5.9,20.7,19.0,8.9,42.2
2984,"Watonwan County, Minnesota",27,165,10897,2935,7670,70,117,105,2234.0,9.1,6.5,41.3,18.1,9.7,15.5
2985,"Waukesha County, Wisconsin",55,133,404198,19853,355637,6622,6536,15550,77551.0,1.2,2.6,22.7,19.5,9.6,44.5
2986,"Waupaca County, Wisconsin",55,135,50990,1677,47944,247,859,263,10861.0,2.2,6.0,40.8,19.6,11.5,19.9
2987,"Waushara County, Wisconsin",55,137,24443,1574,21865,483,386,135,6120.0,4.7,8.5,42.0,20.6,7.9,16.3
2988,"Wayne County, Georgia",13,305,29927,1948,21277,5842,635,225,4783.0,5.9,10.7,42.0,20.3,8.2,13.0
2989,"Wayne County, Illinois",17,191,16215,260,15563,96,192,104,3604.0,5.5,6.5,34.9,22.1,15.6,15.4
2990,"Wayne County, Indiana",18,177,65884,2130,57820,3194,1983,757,12874.0,4.5,9.1,37.3,21.3,9.7,18.2
2991,"Wayne County, Iowa",19,185,6441,106,6171,29,100,35,1451.0,6.8,5.3,44.4,19.0,11.8,12.7
2992,"Wayne County, Kentucky",21,231,20333,745,18860,325,321,82,4433.0,12.5,12.9,38.7,17.1,6.4,12.3
2993,"Wayne County, Michigan",26,163,1749343,107451,863929,668934,47476,61553,276530.0,4.2,9.3,30.1,24.1,8.4,23.9
2994,"Wayne County, Mississippi",28,153,20183,322,11599,7963,248,51,3556.0,8.1,12.7,38.4,18.2,7.4,15.3
2995,"Wayne County, Missouri",29,223,12873,231,12169,104,329,40,3131.0,7.4,16.4,39.0,22.1,5.6,9.6
2996,"Wayne County, Nebraska",31,179,9385,615,8383,158,164,65,1566.0,0.7,3.3,27.5,20.5,15.7,32.4
2997,"Wayne County, New York",36,117,89918,4220,80485,2575,1994,644,17552.0,3.5,7.4,33.7,19.1,13.7,22.6
