area_code,CBSA Title,fips_state,county,state_proper,division,region,state_abbr,state
41780,"Sandusky, OH",39,43,Ohio,East North Central Division,Midwest Region,OH,39
18140,"Columbus, OH",39,45,Ohio,East North Central Division,Midwest Region,OH,39
47920,"Washington Court House, OH",39,47,Ohio,East North Central Division,Midwest Region,OH,39
18140,"Columbus, OH",39,49,Ohio,East North Central Division,Midwest Region,OH,39
11740,"Ashland, OH",39,5,Ohio,East North Central Division,Midwest Region,OH,39
45780,"Toledo, OH",39,51,Ohio,East North Central Division,Midwest Region,OH,39
38580,"Point Pleasant, WV-OH",39,53,Ohio,South Atlantic Division,South Region,OH,54
17460,"Cleveland-Elyria, OH",39,55,Ohio,East North Central Division,Midwest Region,OH,39
19380,"Dayton, OH",39,57,Ohio,East North Central Division,Midwest Region,OH,39
15740,"Cambridge, OH",39,59,Ohio,East North Central Division,Midwest Region,OH,39
17140,"Cincinnati, OH-KY-IN",39,61,Ohio,East North Central Division,Midwest Region,OH,39
22300,"Findlay, OH",39,63,Ohio,East North Central Division,Midwest Region,OH,39
11780,"Ashtabula, OH",39,7,Ohio,East North Central Division,Midwest Region,OH,39
18140,"Columbus, OH",39,73,Ohio,East North Central Division,Midwest Region,OH,39
35940,"Norwalk, OH",39,77,Ohio,East North Central Division,Midwest Region,OH,39
27160,"Jackson, OH",39,79,Ohio,East North Central Division,Midwest Region,OH,39
48260,"Weirton-Steubenville, WV-OH",39,81,Ohio,South Atlantic Division,South Region,OH,54
34540,"Mount Vernon, OH",39,83,Ohio,East North Central Division,Midwest Region,OH,39
17460,"Cleveland-Elyria, OH",39,85,Ohio,East North Central Division,Midwest Region,OH,39
26580,"Huntington-Ashland, WV-KY-OH",39,87,Ohio,South Atlantic Division,South Region,OH,54
18140,"Columbus, OH",39,89,Ohio,East North Central Division,Midwest Region,OH,39
11900,"Athens, OH",39,9,Ohio,East North Central Division,Midwest Region,OH,39
13340,"Bellefontaine, OH",39,91,Ohio,East North Central Division,Midwest Region,OH,39
17460,"Cleveland-Elyria, OH",39,93,Ohio,East North Central Division,Midwest Region,OH,39
45780,"Toledo, OH",39,95,Ohio,East North Central Division,Midwest Region,OH,39
18140,"Columbus, OH",39,97,Ohio,East North Central Division,Midwest Region,OH,39
49660,"Youngstown-Warren-Boardman, OH-PA",39,99,Ohio,East North Central Division,Midwest Region,OH,39
34780,"Muskogee, OK",40,101,Oklahoma,West South Central Division,South Region,OK,40
36420,"Oklahoma City, OK",40,109,Oklahoma,West South Central Division,South Region,OK,40
46140,"Tulsa, OK",40,111,Oklahoma,West South Central Division,South Region,OK,40
46140,"Tulsa, OK",40,113,Oklahoma,West South Central Division,South Region,OK,40
33060,"Miami, OK",40,115,Oklahoma,West South Central Division,South Region,OK,40
46140,"Tulsa, OK",40,117,Oklahoma,West South Central Division,South Region,OK,40
44660,"Stillwater, OK",40,119,Oklahoma,West South Central Division,South Region,OK,40
32540,"McAlester, OK",40,121,Oklahoma,West South Central Division,South Region,OK,40
10220,"Ada, OK",40,123,Oklahoma,West South Central Division,South Region,OK,40
43060,"Shawnee, OK",40,125,Oklahoma,West South Central Division,South Region,OK,40
20460,"Durant, OK",40,13,Oklahoma,West South Central Division,South Region,OK,40
46140,"Tulsa, OK",40,131,Oklahoma,West South Central Division,South Region,OK,40
22900,"Fort Smith, AR-OK",40,135,Oklahoma,West South Central Division,South Region,OK,5
20340,"Duncan, OK",40,137,Oklahoma,West South Central Division,South Region,OK,40
25100,"Guymon, OK",40,139,Oklahoma,West South Central Division,South Region,OK,40
46140,"Tulsa, OK",40,143,Oklahoma,West South Central Division,South Region,OK,40
46140,"Tulsa, OK",40,145,Oklahoma,West South Central Division,South Region,OK,40
12780,"Bartlesville, OK",40,147,Oklahoma,West South Central Division,South Region,OK,40
49260,"Woodward, OK",40,153,Oklahoma,West South Central Division,South Region,OK,40
36420,"Oklahoma City, OK",40,17,Oklahoma,West South Central Division,South Region,OK,40
11620,"Ardmore, OK",40,19,Oklahoma,West South Central Division,South Region,OK,40
45140,"Tahlequah, OK",40,21,Oklahoma,West South Central Division,South Region,OK,40
36420,"Oklahoma City, OK",40,27,Oklahoma,West South Central Division,South Region,OK,40
30020,"Lawton, OK",40,31,Oklahoma,West South Central Division,South Region,OK,40
30020,"Lawton, OK",40,33,Oklahoma,West South Central Division,South Region,OK,40
46140,"Tulsa, OK",40,37,Oklahoma,West South Central Division,South Region,OK,40
48220,"Weatherford, OK",40,39,Oklahoma,West South Central Division,South Region,OK,40
21420,"Enid, OK",40,47,Oklahoma,West South Central Division,South Region,OK,40
36420,"Oklahoma City, OK",40,51,Oklahoma,West South Central Division,South Region,OK,40
11060,"Altus, OK",40,65,Oklahoma,West South Central Division,South Region,OK,40
38620,"Ponca City, OK",40,71,Oklahoma,West South Central Division,South Region,OK,40
22900,"Fort Smith, AR-OK",40,79,Oklahoma,West South Central Division,South Region,OK,5
36420,"Oklahoma City, OK",40,81,Oklahoma,West South Central Division,South Region,OK,40
36420,"Oklahoma City, OK",40,83,Oklahoma,West South Central Division,South Region,OK,40
36420,"Oklahoma City, OK",40,87,Oklahoma,West South Central Division,South Region,OK,40
21120,"Elk City, OK",40,9,Oklahoma,West South Central Division,South Region,OK,40
18300,"Coos Bay, OR",41,11,Oregon,Pacific Division,West Region,OR,41
39260,"Prineville, OR",41,13,Oregon,Pacific Division,West Region,OR,41
15060,"Brookings, OR",41,15,Oregon,Pacific Division,West Region,OR,41
13460,"Bend-Redmond, OR",41,17,Oregon,Pacific Division,West Region,OR,41
40700,"Roseburg, OR",41,19,Oregon,Pacific Division,West Region,OR,41
26220,"Hood River, OR",41,27,Oregon,Pacific Division,West Region,OR,41
32780,"Medford, OR",41,29,Oregon,Pacific Division,West Region,OR,41
18700,"Corvallis, OR",41,3,Oregon,Pacific Division,West Region,OR,41
38060,"Phoenix-Mesa-Scottsdale, AZ",4,13,Arizona,Mountain Division,West Region,AZ,4
24420,"Grants Pass, OR",41,33,Oregon,Pacific Division,West Region,OR,41
28900,"Klamath Falls, OR",41,35,Oregon,Pacific Division,West Region,OR,41
21660,"Eugene, OR",41,39,Oregon,Pacific Division,West Region,OR,41
35440,"Newport, OR",41,41,Oregon,Pacific Division,West Region,OR,41
10540,"Albany, OR",41,43,Oregon,Pacific Division,West Region,OR,41
36620,"Ontario, OR-ID",41,45,Oregon,Pacific Division,West Region,OR,41
41420,"Salem, OR",41,47,Oregon,Pacific Division,West Region,OR,41
25840,"Hermiston-Pendleton, OR",41,49,Oregon,Pacific Division,West Region,OR,41
29420,"Lake Havasu City-Kingman, AZ",4,15,Arizona,Mountain Division,West Region,AZ,4
38900,"Portland-Vancouver-Hillsboro, OR-WA",41,5,Oregon,Pacific Division,West Region,OR,41
38900,"Portland-Vancouver-Hillsboro, OR-WA",41,51,Oregon,Pacific Division,West Region,OR,41
41420,"Salem, OR",41,53,Oregon,Pacific Division,West Region,OR,41
25840,"Hermiston-Pendleton, OR",41,59,Oregon,Pacific Division,West Region,OR,41
29260,"La Grande, OR",41,61,Oregon,Pacific Division,West Region,OR,41
45520,"The Dalles, OR",41,65,Oregon,Pacific Division,West Region,OR,41
38900,"Portland-Vancouver-Hillsboro, OR-WA",41,67,Oregon,Pacific Division,West Region,OR,41
11820,"Astoria, OR",41,7,Oregon,Pacific Division,West Region,OR,41
43320,"Show Low, AZ",4,17,Arizona,Mountain Division,West Region,AZ,4
38900,"Portland-Vancouver-Hillsboro, OR-WA",41,71,Oregon,Pacific Division,West Region,OR,41
38900,"Portland-Vancouver-Hillsboro, OR-WA",41,9,Oregon,Pacific Division,West Region,OR,41
46060,"Tucson, AZ",4,19,Arizona,Mountain Division,West Region,AZ,4
23900,"Gettysburg, PA",42,1,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
38060,"Phoenix-Mesa-Scottsdale, AZ",4,21,Arizona,Mountain Division,West Region,AZ,4
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,101,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
35620,"New York-Newark-Jersey City, NY-NJ-PA",42,103,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,36
39060,"Pottsville, PA",42,107,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
42780,"Selinsgrove, PA",42,109,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
39740,"Reading, PA",42,11,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
43740,"Somerset, PA",42,111,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
30260,"Lewisburg, PA",42,119,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
36340,"Oil City, PA",42,121,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
47620,"Warren, PA",42,123,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
38300,"Pittsburgh, PA",42,125,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
38300,"Pittsburgh, PA",42,129,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
11020,"Altoona, PA",42,13,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
42540,"Scranton--Wilkes-Barre--Hazleton, PA",42,131,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
49620,"York-Hanover, PA",42,133,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
42380,"Sayre, PA",42,15,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,17,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
38300,"Pittsburgh, PA",42,19,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
27780,"Johnstown, PA",42,21,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
10900,"Allentown-Bethlehem-Easton, PA-NJ",42,25,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
44300,"State College, PA",42,27,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,29,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
35700,"Nogales, AZ",4,23,Arizona,Mountain Division,West Region,AZ,4
38300,"Pittsburgh, PA",42,3,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
20180,"DuBois, PA",42,33,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
30820,"Lock Haven, PA",42,35,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
14100,"Bloomsburg-Berwick, PA",42,37,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
32740,"Meadville, PA",42,39,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
25420,"Harrisburg-Carlisle, PA",42,41,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
25420,"Harrisburg-Carlisle, PA",42,43,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,45,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
41260,"St. Marys, PA",42,47,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
21500,"Erie, PA",42,49,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
38300,"Pittsburgh, PA",42,5,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
39140,"Prescott, AZ",4,25,Arizona,Mountain Division,West Region,AZ,4
38300,"Pittsburgh, PA",42,51,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
16540,"Chambersburg-Waynesboro, PA",42,55,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
26500,"Huntingdon, PA",42,61,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
26860,"Indiana, PA",42,63,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
42540,"Scranton--Wilkes-Barre--Hazleton, PA",42,69,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
38300,"Pittsburgh, PA",42,7,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
49740,"Yuma, AZ",4,27,Arizona,Mountain Division,West Region,AZ,4
29540,"Lancaster, PA",42,71,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
35260,"New Castle, PA",42,73,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
30140,"Lebanon, PA",42,75,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
10900,"Allentown-Bethlehem-Easton, PA-NJ",42,77,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
42540,"Scranton--Wilkes-Barre--Hazleton, PA",42,79,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
48700,"Williamsport, PA",42,81,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
14620,"Bradford, PA",42,83,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
49660,"Youngstown-Warren-Boardman, OH-PA",42,85,Pennsylvania,East North Central Division,Midwest Region,PA,39
30380,"Lewistown, PA",42,87,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
20700,"East Stroudsburg, PA",42,89,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,91,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
14100,"Bloomsburg-Berwick, PA",42,93,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
10900,"Allentown-Bethlehem-Easton, PA-NJ",42,95,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
44980,"Sunbury, PA",42,97,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
25420,"Harrisburg-Carlisle, PA",42,99,Pennsylvania,Middle Atlantic Division,Northeast Region,PA,42
43420,"Sierra Vista-Douglas, AZ",4,3,Arizona,Mountain Division,West Region,AZ,4
39300,"Providence-Warwick, RI-MA",44,1,Rhode Island,New England Division,Northeast Region,RI,44
39300,"Providence-Warwick, RI-MA",44,3,Rhode Island,New England Division,Northeast Region,RI,44
39300,"Providence-Warwick, RI-MA",44,5,Rhode Island,New England Division,Northeast Region,RI,44
39300,"Providence-Warwick, RI-MA",44,7,Rhode Island,New England Division,Northeast Region,RI,44
39300,"Providence-Warwick, RI-MA",44,9,Rhode Island,New England Division,Northeast Region,RI,44
22380,"Flagstaff, AZ",4,5,Arizona,Mountain Division,West Region,AZ,4
24940,"Greenwood, SC",45,1,South Carolina,South Atlantic Division,South Region,SC,45
25940,"Hilton Head Island-Bluffton-Beaufort, SC",45,13,South Carolina,South Atlantic Division,South Region,SC,45
16700,"Charleston-North Charleston, SC",45,15,South Carolina,South Atlantic Division,South Region,SC,45
17900,"Columbia, SC",45,17,South Carolina,South Atlantic Division,South Region,SC,45
16700,"Charleston-North Charleston, SC",45,19,South Carolina,South Atlantic Division,South Region,SC,45
23500,"Gaffney, SC",45,21,South Carolina,South Atlantic Division,South Region,SC,45
16740,"Charlotte-Concord-Gastonia, NC-SC",45,23,South Carolina,South Atlantic Division,South Region,SC,37
12260,"Augusta-Richmond County, GA-SC",45,3,South Carolina,South Atlantic Division,South Region,SC,13
22500,"Florence, SC",45,31,South Carolina,South Atlantic Division,South Region,SC,45
16700,"Charleston-North Charleston, SC",45,35,South Carolina,South Atlantic Division,South Region,SC,45
12260,"Augusta-Richmond County, GA-SC",45,37,South Carolina,South Atlantic Division,South Region,SC,13
17900,"Columbia, SC",45,39,South Carolina,South Atlantic Division,South Region,SC,45
22500,"Florence, SC",45,41,South Carolina,South Atlantic Division,South Region,SC,45
23860,"Georgetown, SC",45,43,South Carolina,South Atlantic Division,South Region,SC,45
24860,"Greenville-Anderson-Mauldin, SC",45,45,South Carolina,South Atlantic Division,South Region,SC,45
24940,"Greenwood, SC",45,47,South Carolina,South Atlantic Division,South Region,SC,45
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",45,51,South Carolina,South Atlantic Division,South Region,SC,45
25940,"Hilton Head Island-Bluffton-Beaufort, SC",45,53,South Carolina,South Atlantic Division,South Region,SC,45
17900,"Columbia, SC",45,55,South Carolina,South Atlantic Division,South Region,SC,45
16740,"Charlotte-Concord-Gastonia, NC-SC",45,57,South Carolina,South Atlantic Division,South Region,SC,37
24860,"Greenville-Anderson-Mauldin, SC",45,59,South Carolina,South Atlantic Division,South Region,SC,45
17900,"Columbia, SC",45,63,South Carolina,South Atlantic Division,South Region,SC,45
13500,"Bennettsville, SC",45,69,South Carolina,South Atlantic Division,South Region,SC,45
24860,"Greenville-Anderson-Mauldin, SC",45,7,South Carolina,South Atlantic Division,South Region,SC,45
35140,"Newberry, SC",45,71,South Carolina,South Atlantic Division,South Region,SC,45
42860,"Seneca, SC",45,73,South Carolina,South Atlantic Division,South Region,SC,45
36700,"Orangeburg, SC",45,75,South Carolina,South Atlantic Division,South Region,SC,45
24860,"Greenville-Anderson-Mauldin, SC",45,77,South Carolina,South Atlantic Division,South Region,SC,45
17900,"Columbia, SC",45,79,South Carolina,South Atlantic Division,South Region,SC,45
17900,"Columbia, SC",45,81,South Carolina,South Atlantic Division,South Region,SC,45
43900,"Spartanburg, SC",45,83,South Carolina,South Atlantic Division,South Region,SC,45
44940,"Sumter, SC",45,85,South Carolina,South Atlantic Division,South Region,SC,45
43900,"Spartanburg, SC",45,87,South Carolina,South Atlantic Division,South Region,SC,45
16740,"Charlotte-Concord-Gastonia, NC-SC",45,91,South Carolina,South Atlantic Division,South Region,SC,37
39660,"Rapid City, SD",46,103,South Dakota,West North Central Division,Midwest Region,SD,46
15100,"Brookings, SD",46,11,South Dakota,West North Central Division,Midwest Region,SD,46
38180,"Pierre, SD",46,117,South Dakota,West North Central Division,Midwest Region,SD,46
38180,"Pierre, SD",46,119,South Dakota,West North Central Division,Midwest Region,SD,46
43620,"Sioux Falls, SD",46,125,South Dakota,West North Central Division,Midwest Region,SD,46
43580,"Sioux City, IA-NE-SD",46,127,South Dakota,West North Central Division,Midwest Region,SD,19
10100,"Aberdeen, SD",46,13,South Dakota,West North Central Division,Midwest Region,SD,46
49460,"Yankton, SD",46,135,South Dakota,West North Central Division,Midwest Region,SD,46
46820,"Vermillion, SD",46,27,South Dakota,West North Central Division,Midwest Region,SD,46
47980,"Watertown, SD",46,29,South Dakota,West North Central Division,Midwest Region,SD,46
39660,"Rapid City, SD",46,33,South Dakota,West North Central Division,Midwest Region,SD,46
33580,"Mitchell, SD",46,35,South Dakota,West North Central Division,Midwest Region,SD,46
10100,"Aberdeen, SD",46,45,South Dakota,West North Central Division,Midwest Region,SD,46
26700,"Huron, SD",46,5,South Dakota,West North Central Division,Midwest Region,SD,46
33580,"Mitchell, SD",46,61,South Dakota,West North Central Division,Midwest Region,SD,46
38180,"Pierre, SD",46,65,South Dakota,West North Central Division,Midwest Region,SD,46
43940,"Spearfish, SD",46,81,South Dakota,West North Central Division,Midwest Region,SD,46
43620,"Sioux Falls, SD",46,83,South Dakota,West North Central Division,Midwest Region,SD,46
43620,"Sioux Falls, SD",46,87,South Dakota,West North Central Division,Midwest Region,SD,46
39660,"Rapid City, SD",46,93,South Dakota,West North Central Division,Midwest Region,SD,46
43620,"Sioux Falls, SD",46,99,South Dakota,West North Central Division,Midwest Region,SD,46
37740,"Payson, AZ",4,7,Arizona,Mountain Division,West Region,AZ,4
28940,"Knoxville, TN",47,1,Tennessee,East South Central Division,South Region,TN,47
28940,"Knoxville, TN",47,105,Tennessee,East South Central Division,South Region,TN,47
11940,"Athens, TN",47,107,Tennessee,East South Central Division,South Region,TN,47
17420,"Cleveland, TN",47,11,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,111,Tennessee,East South Central Division,South Region,TN,47
27180,"Jackson, TN",47,113,Tennessee,East South Central Division,South Region,TN,47
16860,"Chattanooga, TN-GA",47,115,Tennessee,East South Central Division,South Region,TN,47
30280,"Lewisburg, TN",47,117,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,119,Tennessee,East South Central Division,South Region,TN,47
17300,"Clarksville, TN-KY",47,125,Tennessee,East South Central Division,South Region,TN,47
46100,"Tullahoma-Manchester, TN",47,127,Tennessee,East South Central Division,South Region,TN,47
28940,"Knoxville, TN",47,129,Tennessee,East South Central Division,South Region,TN,47
28940,"Knoxville, TN",47,13,Tennessee,East South Central Division,South Region,TN,47
46460,"Union City, TN-KY",47,131,Tennessee,East South Central Division,South Region,TN,47
18260,"Cookeville, TN",47,133,Tennessee,East South Central Division,South Region,TN,47
17420,"Cleveland, TN",47,139,Tennessee,East South Central Division,South Region,TN,47
18260,"Cookeville, TN",47,141,Tennessee,East South Central Division,South Region,TN,47
19420,"Dayton, TN",47,143,Tennessee,East South Central Division,South Region,TN,47
28940,"Knoxville, TN",47,145,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,147,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,149,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,15,Tennessee,East South Central Division,South Region,TN,47
16860,"Chattanooga, TN-GA",47,153,Tennessee,East South Central Division,South Region,TN,47
42940,"Sevierville, TN",47,155,Tennessee,East South Central Division,South Region,TN,47
32820,"Memphis, TN-MS-AR",47,157,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,159,Tennessee,East South Central Division,South Region,TN,47
28700,"Kingsport-Bristol-Bristol, TN-VA",47,163,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,165,Tennessee,East South Central Division,South Region,TN,47
32820,"Memphis, TN-MS-AR",47,167,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,169,Tennessee,East South Central Division,South Region,TN,47
27740,"Johnson City, TN",47,171,Tennessee,East South Central Division,South Region,TN,47
28940,"Knoxville, TN",47,173,Tennessee,East South Central Division,South Region,TN,47
32660,"McMinnville, TN",47,177,Tennessee,East South Central Division,South Region,TN,47
27740,"Johnson City, TN",47,179,Tennessee,East South Central Division,South Region,TN,47
32280,"Martin, TN",47,183,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,187,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,189,Tennessee,East South Central Division,South Region,TN,47
27740,"Johnson City, TN",47,19,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,21,Tennessee,East South Central Division,South Region,TN,47
27180,"Jackson, TN",47,23,Tennessee,East South Central Division,South Region,TN,47
35460,"Newport, TN",47,29,Tennessee,East South Central Division,South Region,TN,47
43180,"Shelbyville, TN",47,3,Tennessee,East South Central Division,South Region,TN,47
46100,"Tullahoma-Manchester, TN",47,31,Tennessee,East South Central Division,South Region,TN,47
27180,"Jackson, TN",47,33,Tennessee,East South Central Division,South Region,TN,47
18900,"Crossville, TN",47,35,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,37,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,43,Tennessee,East South Central Division,South Region,TN,47
20540,"Dyersburg, TN",47,45,Tennessee,East South Central Division,South Region,TN,47
32820,"Memphis, TN-MS-AR",47,47,Tennessee,East South Central Division,South Region,TN,47
46100,"Tullahoma-Manchester, TN",47,51,Tennessee,East South Central Division,South Region,TN,47
28940,"Knoxville, TN",47,57,Tennessee,East South Central Division,South Region,TN,47
24620,"Greeneville, TN",47,59,Tennessee,East South Central Division,South Region,TN,47
34100,"Morristown, TN",47,63,Tennessee,East South Central Division,South Region,TN,47
16860,"Chattanooga, TN-GA",47,65,Tennessee,East South Central Division,South Region,TN,47
28700,"Kingsport-Bristol-Bristol, TN-VA",47,73,Tennessee,East South Central Division,South Region,TN,47
15140,"Brownsville, TN",47,75,Tennessee,East South Central Division,South Region,TN,47
37540,"Paris, TN",47,79,Tennessee,East South Central Division,South Region,TN,47
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",47,81,Tennessee,East South Central Division,South Region,TN,47
18260,"Cookeville, TN",47,87,Tennessee,East South Central Division,South Region,TN,47
34100,"Morristown, TN",47,89,Tennessee,East South Central Division,South Region,TN,47
28940,"Knoxville, TN",47,9,Tennessee,East South Central Division,South Region,TN,47
28940,"Knoxville, TN",47,93,Tennessee,East South Central Division,South Region,TN,47
29980,"Lawrenceburg, TN",47,99,Tennessee,East South Central Division,South Region,TN,47
37300,"Palestine, TX",48,1,Texas,West South Central Division,South Region,TX,48
31180,"Lubbock, TX",48,107,Texas,West South Central Division,South Region,TX,48
11100,"Amarillo, TX",48,11,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,113,Texas,West South Central Division,South Region,TX,48
29500,"Lamesa, TX",48,115,Texas,West South Central Division,South Region,TX,48
25820,"Hereford, TX",48,117,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,121,Texas,West South Central Division,South Region,TX,48
41700,"San Antonio-New Braunfels, TX",48,13,Texas,West South Central Division,South Region,TX,48
36220,"Odessa, TX",48,135,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,139,Texas,West South Central Division,South Region,TX,48
21340,"El Paso, TX",48,141,Texas,West South Central Division,South Region,TX,48
44500,"Stephenville, TX",48,143,Texas,West South Central Division,South Region,TX,48
47380,"Waco, TX",48,145,Texas,West South Central Division,South Region,TX,48
14300,"Bonham, TX",48,147,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,15,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,157,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,167,Texas,West South Central Division,South Region,TX,48
23240,"Fredericksburg, TX",48,171,Texas,West South Central Division,South Region,TX,48
13700,"Big Spring, TX",48,173,Texas,West South Central Division,South Region,TX,48
47020,"Victoria, TX",48,175,Texas,West South Central Division,South Region,TX,48
37420,"Pampa, TX",48,179,Texas,West South Central Division,South Region,TX,48
43300,"Sherman-Denison, TX",48,181,Texas,West South Central Division,South Region,TX,48
30980,"Longview, TX",48,183,Texas,West South Central Division,South Region,TX,48
41700,"San Antonio-New Braunfels, TX",48,187,Texas,West South Central Division,South Region,TX,48
38380,"Plainview, TX",48,189,Texas,West South Central Division,South Region,TX,48
41700,"San Antonio-New Braunfels, TX",48,19,Texas,West South Central Division,South Region,TX,48
13140,"Beaumont-Port Arthur, TX",48,199,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,201,Texas,West South Central Division,South Region,TX,48
32220,"Marshall, TX",48,203,Texas,West South Central Division,South Region,TX,48
12420,"Austin-Round Rock, TX",48,209,Texas,West South Central Division,South Region,TX,48
12420,"Austin-Round Rock, TX",48,21,Texas,West South Central Division,South Region,TX,48
11980,"Athens, TX",48,213,Texas,West South Central Division,South Region,TX,48
32580,"McAllen-Edinburg-Mission, TX",48,215,Texas,West South Central Division,South Region,TX,48
30220,"Levelland, TX",48,219,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,221,Texas,West South Central Division,South Region,TX,48
44860,"Sulphur Springs, TX",48,223,Texas,West South Central Division,South Region,TX,48
13700,"Big Spring, TX",48,227,Texas,West South Central Division,South Region,TX,48
21340,"El Paso, TX",48,229,Texas,West South Central Division,South Region,TX,48
