area_code,CBSA Title,fips_state,county,state_proper,division,region,state_abbr,state
19100,"Dallas-Fort Worth-Arlington, TX",48,231,Texas,West South Central Division,South Region,TX,48
14420,"Borger, TX",48,233,Texas,West South Central Division,South Region,TX,48
41660,"San Angelo, TX",48,235,Texas,West South Central Division,South Region,TX,48
13140,"Beaumont-Port Arthur, TX",48,245,Texas,West South Central Division,South Region,TX,48
10860,"Alice, TX",48,249,Texas,West South Central Division,South Region,TX,48
13300,"Beeville, TX",48,25,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,251,Texas,West South Central Division,South Region,TX,48
10180,"Abilene, TX",48,253,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,257,Texas,West South Central Division,South Region,TX,48
41700,"San Antonio-New Braunfels, TX",48,259,Texas,West South Central Division,South Region,TX,48
28780,"Kingsville, TX",48,261,Texas,West South Central Division,South Region,TX,48
28500,"Kerrville, TX",48,265,Texas,West South Central Division,South Region,TX,48
28660,"Killeen-Temple, TX",48,27,Texas,West South Central Division,South Region,TX,48
28780,"Kingsville, TX",48,273,Texas,West South Central Division,South Region,TX,48
37580,"Paris, TX",48,277,Texas,West South Central Division,South Region,TX,48
28660,"Killeen-Temple, TX",48,281,Texas,West South Central Division,South Region,TX,48
41700,"San Antonio-New Braunfels, TX",48,29,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,291,Texas,West South Central Division,South Region,TX,48
11380,"Andrews, TX",48,3,Texas,West South Central Division,South Region,TX,48
31180,"Lubbock, TX",48,303,Texas,West South Central Division,South Region,TX,48
31180,"Lubbock, TX",48,305,Texas,West South Central Division,South Region,TX,48
47380,"Waco, TX",48,309,Texas,West South Central Division,South Region,TX,48
33260,"Midland, TX",48,317,Texas,West South Central Division,South Region,TX,48
13060,"Bay City, TX",48,321,Texas,West South Central Division,South Region,TX,48
20580,"Eagle Pass, TX",48,323,Texas,West South Central Division,South Region,TX,48
41700,"San Antonio-New Braunfels, TX",48,325,Texas,West South Central Division,South Region,TX,48
33260,"Midland, TX",48,329,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,339,Texas,West South Central Division,South Region,TX,48
20300,"Dumas, TX",48,341,Texas,West South Central Division,South Region,TX,48
34860,"Nacogdoches, TX",48,347,Texas,West South Central Division,South Region,TX,48
18620,"Corsicana, TX",48,349,Texas,West South Central Division,South Region,TX,48
13140,"Beaumont-Port Arthur, TX",48,351,Texas,West South Central Division,South Region,TX,48
45020,"Sweetwater, TX",48,353,Texas,West South Central Division,South Region,TX,48
18580,"Corpus Christi, TX",48,355,Texas,West South Central Division,South Region,TX,48
11100,"Amarillo, TX",48,359,Texas,West South Central Division,South Region,TX,48
13140,"Beaumont-Port Arthur, TX",48,361,Texas,West South Central Division,South Region,TX,48
33420,"Mineral Wells, TX",48,363,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,367,Texas,West South Central Division,South Region,TX,48
45500,"Texarkana, TX-AR",48,37,Texas,West South Central Division,South Region,TX,48
11100,"Amarillo, TX",48,375,Texas,West South Central Division,South Region,TX,48
11100,"Amarillo, TX",48,381,Texas,West South Central Division,South Region,TX,48
37780,"Pecos, TX",48,389,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,39,Texas,West South Central Division,South Region,TX,48
17780,"College Station-Bryan, TX",48,395,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,397,Texas,West South Central Division,South Region,TX,48
30980,"Longview, TX",48,401,Texas,West South Central Division,South Region,TX,48
18580,"Corpus Christi, TX",48,409,Texas,West South Central Division,South Region,TX,48
17780,"College Station-Bryan, TX",48,41,Texas,West South Central Division,South Region,TX,48
43660,"Snyder, TX",48,415,Texas,West South Central Division,South Region,TX,48
46340,"Tyler, TX",48,423,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,425,Texas,West South Central Division,South Region,TX,48
40100,"Rio Grande City, TX",48,427,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,439,Texas,West South Central Division,South Region,TX,48
10180,"Abilene, TX",48,441,Texas,West South Central Division,South Region,TX,48
34420,"Mount Pleasant, TX",48,449,Texas,West South Central Division,South Region,TX,48
41660,"San Angelo, TX",48,451,Texas,West South Central Division,South Region,TX,48
12420,"Austin-Round Rock, TX",48,453,Texas,West South Central Division,South Region,TX,48
26660,"Huntsville, TX",48,455,Texas,West South Central Division,South Region,TX,48
30980,"Longview, TX",48,459,Texas,West South Central Division,South Region,TX,48
46620,"Uvalde, TX",48,463,Texas,West South Central Division,South Region,TX,48
19620,"Del Rio, TX",48,465,Texas,West South Central Division,South Region,TX,48
47020,"Victoria, TX",48,469,Texas,West South Central Division,South Region,TX,48
26660,"Huntsville, TX",48,471,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,473,Texas,West South Central Division,South Region,TX,48
14780,"Brenham, TX",48,477,Texas,West South Central Division,South Region,TX,48
29700,"Laredo, TX",48,479,Texas,West South Central Division,South Region,TX,48
20900,"El Campo, TX",48,481,Texas,West South Central Division,South Region,TX,48
48660,"Wichita Falls, TX",48,485,Texas,West South Central Division,South Region,TX,48
46900,"Vernon, TX",48,487,Texas,West South Central Division,South Region,TX,48
39700,"Raymondville, TX",48,489,Texas,West South Central Division,South Region,TX,48
15220,"Brownwood, TX",48,49,Texas,West South Central Division,South Region,TX,48
12420,"Austin-Round Rock, TX",48,491,Texas,West South Central Division,South Region,TX,48
41700,"San Antonio-New Braunfels, TX",48,493,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,497,Texas,West South Central Division,South Region,TX,48
31260,"Lufkin, TX",48,5,Texas,West South Central Division,South Region,TX,48
49820,"Zapata, TX",48,505,Texas,West South Central Division,South Region,TX,48
17780,"College Station-Bryan, TX",48,51,Texas,West South Central Division,South Region,TX,48
12420,"Austin-Round Rock, TX",48,55,Texas,West South Central Division,South Region,TX,48
38920,"Port Lavaca, TX",48,57,Texas,West South Central Division,South Region,TX,48
10180,"Abilene, TX",48,59,Texas,West South Central Division,South Region,TX,48
15180,"Brownsville-Harlingen, TX",48,61,Texas,West South Central Division,South Region,TX,48
11100,"Amarillo, TX",48,65,Texas,West South Central Division,South Region,TX,48
18580,"Corpus Christi, TX",48,7,Texas,West South Central Division,South Region,TX,48
26420,"Houston-The Woodlands-Sugar Land, TX",48,71,Texas,West South Central Division,South Region,TX,48
27380,"Jacksonville, TX",48,73,Texas,West South Central Division,South Region,TX,48
48660,"Wichita Falls, TX",48,77,Texas,West South Central Division,South Region,TX,48
19100,"Dallas-Fort Worth-Arlington, TX",48,85,Texas,West South Central Division,South Region,TX,48
48660,"Wichita Falls, TX",48,9,Texas,West South Central Division,South Region,TX,48
41700,"San Antonio-New Braunfels, TX",48,91,Texas,West South Central Division,South Region,TX,48
23620,"Gainesville, TX",48,97,Texas,West South Central Division,South Region,TX,48
28660,"Killeen-Temple, TX",48,99,Texas,West South Central Division,South Region,TX,48
40940,"Safford, AZ",4,9,Arizona,Mountain Division,West Region,AZ,4
36260,"Ogden-Clearfield, UT",49,11,Utah,Mountain Division,West Region,UT,49
16260,"Cedar City, UT",49,21,Utah,Mountain Division,West Region,UT,49
39340,"Provo-Orem, UT",49,23,Utah,Mountain Division,West Region,UT,49
36260,"Ogden-Clearfield, UT",49,29,Utah,Mountain Division,West Region,UT,49
36260,"Ogden-Clearfield, UT",49,3,Utah,Mountain Division,West Region,UT,49
41620,"Salt Lake City, UT",49,35,Utah,Mountain Division,West Region,UT,49
44920,"Summit Park, UT",49,43,Utah,Mountain Division,West Region,UT,49
41620,"Salt Lake City, UT",49,45,Utah,Mountain Division,West Region,UT,49
46860,"Vernal, UT",49,47,Utah,Mountain Division,West Region,UT,49
39340,"Provo-Orem, UT",49,49,Utah,Mountain Division,West Region,UT,49
30860,"Logan, UT-ID",49,5,Utah,Mountain Division,West Region,UT,49
25720,"Heber, UT",49,51,Utah,Mountain Division,West Region,UT,49
41100,"St. George, UT",49,53,Utah,Mountain Division,West Region,UT,49
36260,"Ogden-Clearfield, UT",49,57,Utah,Mountain Division,West Region,UT,49
39220,"Price, UT",49,7,Utah,Mountain Division,West Region,UT,49
15540,"Burlington-South Burlington, VT",50,11,Vermont,New England Division,Northeast Region,VT,50
15540,"Burlington-South Burlington, VT",50,13,Vermont,New England Division,Northeast Region,VT,50
17200,"Claremont-Lebanon, NH-VT",50,17,Vermont,New England Division,Northeast Region,VT,33
40860,"Rutland, VT",50,21,Vermont,New England Division,Northeast Region,VT,50
12740,"Barre, VT",50,23,Vermont,New England Division,Northeast Region,VT,50
17200,"Claremont-Lebanon, NH-VT",50,27,Vermont,New England Division,Northeast Region,VT,33
13540,"Bennington, VT",50,3,Vermont,New England Division,Northeast Region,VT,50
15540,"Burlington-South Burlington, VT",50,7,Vermont,New England Division,Northeast Region,VT,50
13620,"Berlin, NH-VT",50,9,Vermont,New England Division,Northeast Region,VT,33
25460,"Harrison, AR",5,101,Arkansas,West South Central Division,South Region,AR,5
15780,"Camden, AR",5,103,Arkansas,West South Central Division,South Region,AR,5
30780,"Little Rock-North Little Rock-Conway, AR",5,105,Arkansas,West South Central Division,South Region,AR,5
25760,"Helena-West Helena, AR",5,107,Arkansas,West South Central Division,South Region,AR,5
40060,"Richmond, VA",51,101,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,107,Virginia,South Atlantic Division,South Region,VA,11
27860,"Jonesboro, AR",5,111,Arkansas,West South Central Division,South Region,AR,5
31340,"Lynchburg, VA",51,11,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,115,Virginia,South Atlantic Division,South Region,VA,51
13980,"Blacksburg-Christiansburg-Radford, VA",51,121,Virginia,South Atlantic Division,South Region,VA,51
16820,"Charlottesville, VA",51,125,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,127,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,13,Virginia,South Atlantic Division,South Region,VA,11
19260,"Danville, VA",51,143,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,145,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,149,Virginia,South Atlantic Division,South Region,VA,51
40780,"Russellville, AR",5,115,Arkansas,West South Central Division,South Region,AR,5
44420,"Staunton-Waynesboro, VA",51,15,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,153,Virginia,South Atlantic Division,South Region,VA,11
13980,"Blacksburg-Christiansburg-Radford, VA",51,155,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,157,Virginia,South Atlantic Division,South Region,VA,11
40220,"Roanoke, VA",51,161,Virginia,South Atlantic Division,South Region,VA,51
25500,"Harrisonburg, VA",51,165,Virginia,South Atlantic Division,South Region,VA,51
28700,"Kingsport-Bristol-Bristol, TN-VA",51,169,Virginia,East South Central Division,South Region,VA,47
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,177,Virginia,South Atlantic Division,South Region,VA,11
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,179,Virginia,South Atlantic Division,South Region,VA,11
40060,"Richmond, VA",51,183,Virginia,South Atlantic Division,South Region,VA,51
14140,"Bluefield, WV-VA",51,185,Virginia,South Atlantic Division,South Region,VA,54
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,187,Virginia,South Atlantic Division,South Region,VA,11
30780,"Little Rock-North Little Rock-Conway, AR",5,119,Arkansas,West South Central Division,South Region,AR,5
31340,"Lynchburg, VA",51,19,Virginia,South Atlantic Division,South Region,VA,51
28700,"Kingsport-Bristol-Bristol, TN-VA",51,191,Virginia,East South Central Division,South Region,VA,47
13720,"Big Stone Gap, VA",51,195,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,199,Virginia,South Atlantic Division,South Region,VA,51
22620,"Forrest City, AR",5,123,Arkansas,West South Central Division,South Region,AR,5
40220,"Roanoke, VA",51,23,Virginia,South Atlantic Division,South Region,VA,51
30780,"Little Rock-North Little Rock-Conway, AR",5,125,Arkansas,West South Central Division,South Region,AR,5
16820,"Charlottesville, VA",51,29,Virginia,South Atlantic Division,South Region,VA,51
15780,"Camden, AR",5,13,Arkansas,West South Central Division,South Region,AR,5
16820,"Charlottesville, VA",51,3,Virginia,South Atlantic Division,South Region,VA,51
22900,"Fort Smith, AR-OK",5,131,Arkansas,West South Central Division,South Region,AR,5
31340,"Lynchburg, VA",51,31,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,33,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,36,Virginia,South Atlantic Division,South Region,VA,51
20980,"El Dorado, AR",5,139,Arkansas,West South Central Division,South Region,AR,5
40060,"Richmond, VA",51,41,Virginia,South Atlantic Division,South Region,VA,51
22220,"Fayetteville-Springdale-Rogers, AR-MO",5,143,Arkansas,West South Central Division,South Region,AR,5
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,43,Virginia,South Atlantic Division,South Region,VA,11
40220,"Roanoke, VA",51,45,Virginia,South Atlantic Division,South Region,VA,51
42620,"Searcy, AR",5,145,Arkansas,West South Central Division,South Region,AR,5
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,47,Virginia,South Atlantic Division,South Region,VA,11
40780,"Russellville, AR",5,149,Arkansas,West South Central Division,South Region,AR,5
13720,"Big Stone Gap, VA",51,51,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,510,Virginia,South Atlantic Division,South Region,VA,11
28700,"Kingsport-Bristol-Bristol, TN-VA",51,520,Virginia,East South Central Division,South Region,VA,47
40060,"Richmond, VA",51,53,Virginia,South Atlantic Division,South Region,VA,51
16820,"Charlottesville, VA",51,540,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,550,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,570,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,59,Virginia,South Atlantic Division,South Region,VA,11
19260,"Danville, VA",51,590,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,600,Virginia,South Atlantic Division,South Region,VA,11
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,61,Virginia,South Atlantic Division,South Region,VA,11
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,610,Virginia,South Atlantic Division,South Region,VA,11
13980,"Blacksburg-Christiansburg-Radford, VA",51,63,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,630,Virginia,South Atlantic Division,South Region,VA,11
16820,"Charlottesville, VA",51,65,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,650,Virginia,South Atlantic Division,South Region,VA,51
25500,"Harrisonburg, VA",51,660,Virginia,South Atlantic Division,South Region,VA,51
40220,"Roanoke, VA",51,67,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,670,Virginia,South Atlantic Division,South Region,VA,51
31340,"Lynchburg, VA",51,680,Virginia,South Atlantic Division,South Region,VA,51
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,683,Virginia,South Atlantic Division,South Region,VA,11
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51,685,Virginia,South Atlantic Division,South Region,VA,11
49020,"Winchester, VA-WV",51,69,Virginia,South Atlantic Division,South Region,VA,51
32300,"Martinsville, VA",51,690,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,7,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,700,Virginia,South Atlantic Division,South Region,VA,51
13980,"Blacksburg-Christiansburg-Radford, VA",51,71,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,710,Virginia,South Atlantic Division,South Region,VA,51
13720,"Big Stone Gap, VA",51,720,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,73,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,730,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,735,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,740,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,75,Virginia,South Atlantic Division,South Region,VA,51
13980,"Blacksburg-Christiansburg-Radford, VA",51,750,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,760,Virginia,South Atlantic Division,South Region,VA,51
40220,"Roanoke, VA",51,770,Virginia,South Atlantic Division,South Region,VA,51
40220,"Roanoke, VA",51,775,Virginia,South Atlantic Division,South Region,VA,51
16820,"Charlottesville, VA",51,79,Virginia,South Atlantic Division,South Region,VA,51
44420,"Staunton-Waynesboro, VA",51,790,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,800,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,810,Virginia,South Atlantic Division,South Region,VA,51
44420,"Staunton-Waynesboro, VA",51,820,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,830,Virginia,South Atlantic Division,South Region,VA,51
49020,"Winchester, VA-WV",51,840,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,85,Virginia,South Atlantic Division,South Region,VA,51
40060,"Richmond, VA",51,87,Virginia,South Atlantic Division,South Region,VA,51
32300,"Martinsville, VA",51,89,Virginia,South Atlantic Division,South Region,VA,51
11660,"Arkadelphia, AR",5,19,Arkansas,West South Central Division,South Region,AR,5
31340,"Lynchburg, VA",51,9,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,93,Virginia,South Atlantic Division,South Region,VA,51
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",51,95,Virginia,South Atlantic Division,South Region,VA,51
38220,"Pine Bluff, AR",5,25,Arkansas,West South Central Division,South Region,AR,5
31620,"Magnolia, AR",5,27,Arkansas,West South Central Division,South Region,AR,5
27860,"Jonesboro, AR",5,31,Arkansas,West South Central Division,South Region,AR,5
36830,"Othello, WA",53,1,Washington,Pacific Division,West Region,WA,53
38900,"Portland-Vancouver-Hillsboro, OR-WA",53,11,Washington,Pacific Division,West Region,WA,41
47460,"Walla Walla, WA",53,13,Washington,Pacific Division,West Region,WA,53
31020,"Longview, WA",53,15,Washington,Pacific Division,West Region,WA,53
48300,"Wenatchee, WA",53,17,Washington,Pacific Division,West Region,WA,53
28420,"Kennewick-Richland, WA",53,21,Washington,Pacific Division,West Region,WA,53
34180,"Moses Lake, WA",53,25,Washington,Pacific Division,West Region,WA,53
10140,"Aberdeen, WA",53,27,Washington,Pacific Division,West Region,WA,53
36020,"Oak Harbor, WA",53,29,Washington,Pacific Division,West Region,WA,53
22900,"Fort Smith, AR-OK",5,33,Arkansas,West South Central Division,South Region,AR,5
30300,"Lewiston, ID-WA",53,3,Washington,Mountain Division,West Region,WA,16
42660,"Seattle-Tacoma-Bellevue, WA",53,33,Washington,Pacific Division,West Region,WA,53
14740,"Bremerton-Silverdale, WA",53,35,Washington,Pacific Division,West Region,WA,53
21260,"Ellensburg, WA",53,37,Washington,Pacific Division,West Region,WA,53
16500,"Centralia, WA",53,41,Washington,Pacific Division,West Region,WA,53
43220,"Shelton, WA",53,45,Washington,Pacific Division,West Region,WA,53
28420,"Kennewick-Richland, WA",53,5,Washington,Pacific Division,West Region,WA,53
32820,"Memphis, TN-MS-AR",5,35,Arkansas,East South Central Division,South Region,AR,47
44060,"Spokane-Spokane Valley, WA",53,51,Washington,Pacific Division,West Region,WA,53
42660,"Seattle-Tacoma-Bellevue, WA",53,53,Washington,Pacific Division,West Region,WA,53
34580,"Mount Vernon-Anacortes, WA",53,57,Washington,Pacific Division,West Region,WA,53
38900,"Portland-Vancouver-Hillsboro, OR-WA",53,59,Washington,Pacific Division,West Region,WA,41
42660,"Seattle-Tacoma-Bellevue, WA",53,61,Washington,Pacific Division,West Region,WA,53
44060,"Spokane-Spokane Valley, WA",53,63,Washington,Pacific Division,West Region,WA,53
44060,"Spokane-Spokane Valley, WA",53,65,Washington,Pacific Division,West Region,WA,53
36500,"Olympia-Tumwater, WA",53,67,Washington,Pacific Division,West Region,WA,53
48300,"Wenatchee, WA",53,7,Washington,Pacific Division,West Region,WA,53
47460,"Walla Walla, WA",53,71,Washington,Pacific Division,West Region,WA,53
13380,"Bellingham, WA",53,73,Washington,Pacific Division,West Region,WA,53
39420,"Pullman, WA",53,75,Washington,Pacific Division,West Region,WA,53
49420,"Yakima, WA",53,77,Washington,Pacific Division,West Region,WA,53
38820,"Port Angeles, WA",53,9,Washington,Pacific Division,West Region,WA,53
37620,"Parkersburg-Vienna, WV",54,105,West Virginia,South Atlantic Division,South Region,WV,54
37620,"Parkersburg-Vienna, WV",54,107,West Virginia,South Atlantic Division,South Region,WV,54
26580,"Huntington-Ashland, WV-KY-OH",54,11,West Virginia,South Atlantic Division,South Region,WV,54
16620,"Charleston, WV",54,15,West Virginia,South Atlantic Division,South Region,WV,54
17220,"Clarksburg, WV",54,17,West Virginia,South Atlantic Division,South Region,WV,54
13220,"Beckley, WV",54,19,West Virginia,South Atlantic Division,South Region,WV,54
49020,"Winchester, VA-WV",54,27,West Virginia,South Atlantic Division,South Region,WV,51
48260,"Weirton-Steubenville, WV-OH",54,29,West Virginia,South Atlantic Division,South Region,WV,54
25180,"Hagerstown-Martinsburg, MD-WV",54,3,West Virginia,South Atlantic Division,South Region,WV,24
17220,"Clarksburg, WV",54,33,West Virginia,South Atlantic Division,South Region,WV,54
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",54,37,West Virginia,South Atlantic Division,South Region,WV,11
16620,"Charleston, WV",54,39,West Virginia,South Atlantic Division,South Region,WV,54
26580,"Huntington-Ashland, WV-KY-OH",54,43,West Virginia,South Atlantic Division,South Region,WV,54
30880,"Logan, WV",54,45,West Virginia,South Atlantic Division,South Region,WV,54
21900,"Fairmont, WV",54,49,West Virginia,South Atlantic Division,South Region,WV,54
16620,"Charleston, WV",54,5,West Virginia,South Atlantic Division,South Region,WV,54
30780,"Little Rock-North Little Rock-Conway, AR",5,45,Arkansas,West South Central Division,South Region,AR,5
48540,"Wheeling, WV-OH",54,51,West Virginia,South Atlantic Division,South Region,WV,54
38580,"Point Pleasant, WV-OH",54,53,West Virginia,South Atlantic Division,South Region,WV,54
14140,"Bluefield, WV-VA",54,55,West Virginia,South Atlantic Division,South Region,WV,54
19060,"Cumberland, MD-WV",54,57,West Virginia,South Atlantic Division,South Region,WV,24
34060,"Morgantown, WV",54,61,West Virginia,South Atlantic Division,South Region,WV,54
48540,"Wheeling, WV-OH",54,69,West Virginia,South Atlantic Division,South Region,WV,54
34060,"Morgantown, WV",54,77,West Virginia,South Atlantic Division,South Region,WV,54
26580,"Huntington-Ashland, WV-KY-OH",54,79,West Virginia,South Atlantic Division,South Region,WV,54
13220,"Beckley, WV",54,81,West Virginia,South Atlantic Division,South Region,WV,54
21180,"Elkins, WV",54,83,West Virginia,South Atlantic Division,South Region,WV,54
48260,"Weirton-Steubenville, WV-OH",54,9,West Virginia,South Atlantic Division,South Region,WV,54
17220,"Clarksburg, WV",54,91,West Virginia,South Atlantic Division,South Region,WV,54
26580,"Huntington-Ashland, WV-KY-OH",54,99,West Virginia,South Atlantic Division,South Region,WV,54
34260,"Mountain Home, AR",5,5,Arkansas,West South Central Division,South Region,AR,5
26300,"Hot Springs, AR",5,51,Arkansas,West South Central Division,South Region,AR,5
39540,"Racine, WI",55,101,Wisconsin,East North Central Division,Midwest Region,WI,55
27500,"Janesville-Beloit, WI",55,105,Wisconsin,East North Central Division,Midwest Region,WI,55
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",55,109,Wisconsin,West North Central Division,Midwest Region,WI,27
12660,"Baraboo, WI",55,111,Wisconsin,East North Central Division,Midwest Region,WI,55
43020,"Shawano, WI",55,115,Wisconsin,East North Central Division,Midwest Region,WI,55
43100,"Sheboygan, WI",55,117,Wisconsin,East North Central Division,Midwest Region,WI,55
48580,"Whitewater-Elkhorn, WI",55,127,Wisconsin,East North Central Division,Midwest Region,WI,55
33340,"Milwaukee-Waukesha-West Allis, WI",55,131,Wisconsin,East North Central Division,Midwest Region,WI,55
33340,"Milwaukee-Waukesha-West Allis, WI",55,133,Wisconsin,East North Central Division,Midwest Region,WI,55
36780,"Oshkosh-Neenah, WI",55,139,Wisconsin,East North Central Division,Midwest Region,WI,55
49220,"Wisconsin Rapids-Marshfield, WI",55,141,Wisconsin,East North Central Division,Midwest Region,WI,55
11540,"Appleton, WI",55,15,Wisconsin,East North Central Division,Midwest Region,WI,55
20740,"Eau Claire, WI",55,17,Wisconsin,East North Central Division,Midwest Region,WI,55
31540,"Madison, WI",55,21,Wisconsin,East North Central Division,Midwest Region,WI,55
31540,"Madison, WI",55,25,Wisconsin,East North Central Division,Midwest Region,WI,55
13180,"Beaver Dam, WI",55,27,Wisconsin,East North Central Division,Midwest Region,WI,55
30780,"Little Rock-North Little Rock-Conway, AR",5,53,Arkansas,West South Central Division,South Region,AR,5
20260,"Duluth, MN-WI",55,31,Wisconsin,West North Central Division,Midwest Region,WI,27
32860,"Menomonie, WI",55,33,Wisconsin,East North Central Division,Midwest Region,WI,55
20740,"Eau Claire, WI",55,35,Wisconsin,East North Central Division,Midwest Region,WI,55
27020,"Iron Mountain, MI-WI",55,37,Wisconsin,East North Central Division,Midwest Region,WI,26
22540,"Fond du Lac, WI",55,39,Wisconsin,East North Central Division,Midwest Region,WI,55
38420,"Platteville, WI",55,43,Wisconsin,East North Central Division,Midwest Region,WI,55
31540,"Madison, WI",55,45,Wisconsin,East North Central Division,Midwest Region,WI,55
31540,"Madison, WI",55,49,Wisconsin,East North Central Division,Midwest Region,WI,55
37500,"Paragould, AR",5,55,Arkansas,West South Central Division,South Region,AR,5
48020,"Watertown-Fort Atkinson, WI",55,55,Wisconsin,East North Central Division,Midwest Region,WI,55
16980,"Chicago-Naperville-Elgin, IL-IN-WI",55,59,Wisconsin,East North Central Division,Midwest Region,WI,17
24580,"Green Bay, WI",55,61,Wisconsin,East North Central Division,Midwest Region,WI,55
29100,"La Crosse-Onalaska, WI-MN",55,63,Wisconsin,East North Central Division,Midwest Region,WI,55
32980,"Merrill, WI",55,69,Wisconsin,East North Central Division,Midwest Region,WI,55
26260,"Hope, AR",5,57,Arkansas,West South Central Division,South Region,AR,5
31820,"Manitowoc, WI",55,71,Wisconsin,East North Central Division,Midwest Region,WI,55
48140,"Wausau, WI",55,73,Wisconsin,East North Central Division,Midwest Region,WI,55
31940,"Marinette, WI-MI",55,75,Wisconsin,East North Central Division,Midwest Region,WI,55
43020,"Shawano, WI",55,78,Wisconsin,East North Central Division,Midwest Region,WI,55
