,area_code,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,prepandemic_growth,leisure_by_emp,total_emp_feb2020,manufacturing_emp_feb2020,service_emp_feb2020,total_emp_jun2021,manufacturing_emp_jun2021,service_emp_jun2021,total_employment,manufacturing,service,emp_tot_change_feb2020_jun2021,manufacturing_change_feb2020_jun2021,service_change_feb2020_jun2021,occ_15,total_pop,pop_excl,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate,CBSA Title,division,region,state,pop_by_metro,state_name,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,deaths,deaths_by_pop
30,13460.0,8.260000000000002,86.83999999999999,0.47,3.12,1.31,20.47629646116181,0.1738544474393529,0.1501622077714252,84.4,12.1,72.3,80.9,12.4,68.5,87.1,12.9,74.3,-0.0414691943127961,0.0247933884297522,-0.0525587828492392,0.0181400688863375,197692,197692,1.7000000000000002,4.6,21.8,26.4,10.1,35.4,"Bend-Redmond, OR",Pacific Division,West Region,41,197692.0,Oregon,60.793028225806445,59.832709677419345,58.96252889784945,66.68346774193549,82.0,0.0004147866378002145
31,13740.0,5.64,86.88,0.67,6.52,0.77,18.12759773288766,0.0154211150652431,0.1381374629361589,83.9,9.1,74.8,83.5,9.9,73.6,85.59999999999998,9.9,75.8,-0.0047675804529202,0.087912087912088,-0.0160427807486631,0.0141355140186915,172025,172025,1.7399999999999998,4.16,30.26,22.71,9.15,31.99,"Billings, MT",Mountain Division,West Region,30,181667.0,Montana,54.004398857526894,56.192869335637475,57.82004771505377,44.79166666666667,293.0,0.0017032408080220897
32,13780.0,3.97,85.11999999999999,4.64,2.58,3.68,19.72173228148527,0.0038910505836576,0.0970360247861838,102.3,14.6,87.7,90.2,14.7,75.5,103.2,15.3,88.0,-0.118279569892473,0.0068493150684931,-0.1391106043329533,0.0248062015503875,238691,238691,2.5,6.7,32.39,17.86,12.7,27.92,"Binghamton, NY",Middle Atlantic Division,Northeast Region,36,238691.0,New York,66.88174903993855,71.82158160522273,68.37544441244239,95.9375,429.0,0.0017973027889614606
33,13820.0,4.61,63.21,29.04,1.54,1.6,16.61172523042473,0.0463690362138341,0.0940022602518566,541.3000000000001,71.0,470.30000000000007,507.69999999999993,67.60000000000001,440.1,546.1,71.8,474.4,-0.0620727877332347,-0.047887323943662,-0.0642143312779076,0.0238784105475187,1153956,1153956,3.6,7.720000000000001,27.88,21.63,8.780000000000001,30.37,"Birmingham-Hoover, AL",East South Central Division,South Region,1,1090435.0,Alabama,46.76369556451611,51.10341733870968,52.595119623655926,41.38104838709677,2425.0,0.002101466607045676
34,13900.0,3.29,90.24,2.06,8.4,0.88,17.309236947791167,-0.0267379679144385,0.0961915338385157,71.6,5.7,65.9,69.8,6.6,63.2,72.8,6.6,66.2,-0.0251396648044692,0.1578947368421051,-0.0409711684370258,0.0214285714285714,126990,126990,2.97,3.32,24.35,21.17,14.580000000000002,33.6,"Bismarck, ND",West North Central Division,Midwest Region,38,128949.0,North Dakota,43.64612029569893,47.19279905913979,48.22405913978494,39.97815860215054,312.0,0.0024568863690054336
35,13980.0,2.93,86.69,4.33,2.24,3.8,16.457333042339588,0.0181582360570688,,79.6,15.1,64.5,68.7,13.4,55.3,78.5,15.1,63.4,-0.136934673366834,-0.1125827814569535,-0.1426356589147287,0.02,183280,183280,3.17,5.82,27.71,19.67,8.16,35.510000000000005,"Blacksburg-Christiansburg-Radford, VA",South Atlantic Division,South Region,51,167531.0,Virginia,56.81043567588326,56.528682219662045,56.11921226958524,59.40020161290322,223.0,0.0012167175905718028
36,14010.0,4.97,80.52,7.52,2.29,4.7,14.27373033047474,-0.0313807531380753,0.1176379616980694,92.4,6.3,86.1,83.1,6.0,77.1,92.6,6.6,86.0,-0.1006493506493507,-0.0476190476190475,-0.1045296167247387,0.1009719222462203,187155,187155,1.47,2.9000000000000004,25.7,19.24,7.75,42.84,"Bloomington, IL",East North Central Division,Midwest Region,17,171517.0,Illinois,58.31168260368664,57.26530582757296,56.78777740975422,60.61659946236559,219.0,0.0011701530816702734
37,14020.0,3.28,84.55,3.17,2.54,6.460000000000001,14.334928795130883,0.0505319148936169,0.1093411136941631,80.7,12.0,68.7,69.5,12.8,56.7,79.0,12.6,66.4,-0.1387856257744734,0.0666666666666666,-0.1746724890829694,0.0239240506329113,169230,169230,2.17,5.94,24.93,17.88,7.3,41.69,"Bloomington, IN",East North Central Division,Midwest Region,18,169230.0,Indiana,51.46815188172042,53.272674059139774,53.59025739247313,51.05846774193549,235.0,0.0013886426756485257
38,14100.0,2.96,92.5,1.71,1.2,1.63,20.38007548621295,0.0239234449760765,0.0806930273310533,42.7,6.4,36.3,39.6,6.3,33.3,42.8,6.5,36.3,-0.0725995316159251,-0.0156250000000001,-0.0826446280991736,0.0,83194,83194,2.51,7.12,42.36,14.82,8.35,24.81,"Bloomsburg-Berwick, PA",Middle Atlantic Division,Northeast Region,42,83194.0,Pennsylvania,55.666168682795714,59.71184677419355,59.99594489247312,57.721774193548384,203.0,0.0024400798134480853
39,14260.0,14.02,79.79,1.01,2.95,2.23,14.995822221510355,0.1821294077370762,0.0998218644850563,337.5,54.1,283.4,340.4,57.7,282.7,345.3,55.8,289.4,0.0085925925925924,0.0665434380776339,-0.0024700070571629,0.0302635389516362,749202,749202,3.2,5.19,25.99,24.85,9.36,31.380000000000003,"Boise City, ID",Mountain Division,West Region,16,749202.0,Idaho,54.29349409562211,49.706118183563746,51.147332517281114,40.225674443164365,868.0,0.0011585660476079883
40,14500.0,13.97,77.4,0.99,2.69,4.95,14.824829243767551,0.1024930747922437,0.1046414298750747,196.8,25.2,171.6,180.5,25.6,154.9,199.0,25.8,173.2,-0.0828252032520325,0.015873015873016,-0.0973193473193472,0.0758793969849246,326196,326196,2.0,2.9000000000000004,11.7,15.1,6.1,62.1,"Boulder, CO",Mountain Division,West Region,8,326196.0,Colorado,57.80635632680492,58.67132978110599,57.80329963517664,64.7429435483871,235.0,0.000720425756293762
41,14540.0,4.8,81.99,7.35,2.15,3.71,14.695938406605668,0.061898211829436,0.112629722041225,76.4,15.9,60.5,69.2,15.6,53.6,77.2,16.3,60.9,-0.094240837696335,-0.0188679245283018,-0.1140495867768595,0.0069948186528497,179240,179240,6.660000000000001,7.24,30.05,19.96,8.6,27.49,"Bowling Green, KY",East South Central Division,South Region,21,179240.0,Kentucky,59.647706989247304,57.011609089163514,60.44946908602153,45.25453629032258,282.0,0.0015733095291229637
42,14740.0,8.24,75.96000000000001,2.91,6.819999999999999,6.069999999999999,18.36573066198112,0.0841865756541523,0.0996225133557126,93.1,7.7,85.4,89.4,7.8,81.6,95.3,8.1,87.2,-0.0397422126745433,0.0129870129870128,-0.0444964871194381,0.0203567681007345,271473,271473,1.6,3.6,22.2,28.7,10.8,33.2,"Bremerton-Silverdale, WA",Pacific Division,West Region,53,271473.0,Washington,61.779688172043,61.220410234255006,60.19463508064514,68.39717741935485,117.0,0.0004309820866163486
43,15180.0,90.0,8.6,0.38,0.33,0.69,13.849745842618566,0.0440115440115439,0.1088337912319439,142.9,8.7,134.2,139.8,9.3,130.5,144.7,9.1,135.6,-0.0216934919524142,0.0689655172413794,-0.0275707898658718,0.0058051140290255,423163,423163,18.8,13.3,26.4,16.900000000000002,7.3,17.299999999999997,"Brownsville-Harlingen, TX",West South Central Division,South Region,48,423163.0,Texas,53.63982930107527,52.692696812596004,54.37135651881719,40.948420698924735,1647.0,0.0038921172219688396
44,15260.0,5.55,67.96,23.25,1.96,1.28,21.322792749560108,0.0526315789473684,,43.20000000000001,4.2,39.0,41.7,4.0,37.7,44.0,4.1,39.9,-0.0347222222222222,-0.0476190476190476,-0.0333333333333332,0.0093181818181818,118779,118779,3.24,10.5,30.87,22.48,7.95,25.03,"Brunswick, GA",South Atlantic Division,South Region,13,118779.0,Georgia,55.921999423963136,56.25494897273425,55.945862903225795,58.414578533026116,235.0,0.001978464206635853
