,area_code,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,prepandemic_growth,leisure_by_emp,total_emp_feb2020,manufacturing_emp_feb2020,service_emp_feb2020,total_emp_jun2021,manufacturing_emp_jun2021,service_emp_jun2021,total_employment,manufacturing,service,emp_tot_change_feb2020_jun2021,manufacturing_change_feb2020_jun2021,service_change_feb2020_jun2021,occ_15,total_pop,pop_excl,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate,CBSA Title,division,region,state,pop_by_metro
820,38900.0,13.320000000000002,71.36,3.06,4.43,7.829999999999999,15.621320902776963,0.09975821617265145,0.09738607754792762,1210.8999999999999,202.09999999999997,1008.8000000000001,1101.0,193.09999999999997,907.8999999999999,1228.1000000000001,206.59999999999997,1021.5,-0.09075893963167903,-0.044532409698169184,-0.10001982553528943,0.03639768748473252,2134525,2134525,3.5900000000000003,4.91,19.55,23.23,8.469999999999999,40.29,"Portland-Vancouver-Hillsboro, OR-WA",Pacific Division,West Region,41,2492412
827,38940.0,18.02,63.07000000000001,15.290000000000001,1.83,1.7999999999999998,26.913714982924482,0.12999273783587514,0.1296513779179201,155.5,19.1,136.4,148.3,19.7,128.6,155.6,19.5,136.1,-0.046302250803858414,0.03141361256544495,-0.05718475073313789,0.013431876606683804,489297,489297,4.81,7.380000000000001,30.470000000000002,21.86,9.8,25.71,"Port St. Lucie, FL",South Atlantic Division,South Region,12,489297
829,39140.0,14.729999999999999,80.17,0.73,3.1399999999999997,1.22,32.513111497709474,0.10570469798657725,0.15283998275959002,65.2,9.8,55.4,62.2,10.1,52.1,65.9,10.1,55.9,-0.04601226993865026,0.030612244897959107,-0.05956678700361007,0.007738998482549317,235099,235099,2.4,6.6000000000000005,25.8,29.7,9.6,25.900000000000002,"Prescott, AZ",Mountain Division,West Region,4,
830,39340.0,12.06,81.88,0.61,2.8400000000000003,2.62,8.008768195084627,0.2000000000000001,0.08142258123325902,268.4,44.3,224.1,263.1,46.7,216.4,270.6,46.0,224.6,-0.01974664679582694,0.05417607223476306,-0.03435966086568487,0.046452328159645236,648252,648252,1.9,3.56,16.81,26.69,10.69,40.339999999999996,"Provo-Orem, UT",Mountain Division,West Region,49,648252
832,39380.0,43.18,51.73,1.8599999999999999,2.29,0.9400000000000001,18.95988695197834,0.049423393739703454,0.10443684703096053,62.5,8.1,54.4,60.8,8.2,52.6,63.7,8.3,55.4,-0.027200000000000002,0.012345679012345734,-0.03308823529411764,0.010047095761381476,168424,168424,3.1,7.199999999999999,29.099999999999998,27.200000000000003,11.600000000000001,21.8,"Pueblo, CO",Mountain Division,West Region,8,168424
833,39460.0,7.720000000000001,83.78999999999999,5.38,1.67,1.43,40.7982637234662,0.08932461873638348,0.1517766622981628,50.4,5.0,45.4,47.1,5.3,41.8,50.0,5.1,44.9,-0.06547619047619047,0.06000000000000005,-0.07929515418502209,0.0076,188910,188910,2.6,6.800000000000001,34.599999999999994,24.0,8.7,23.400000000000002,"Punta Gorda, FL",South Atlantic Division,South Region,12,188910
834,39540.0,13.63,71.37,11.26,2.46,1.29,17.13709369317053,0.022077922077922117,0.09731216865793905,77.4,20.7,56.7,73.5,20.0,53.5,78.7,20.8,57.8,-0.050387596899224896,-0.033816425120772875,-0.0564373897707231,0.012833545108005082,196311,196311,2.8000000000000003,6.7,31.6,23.1,10.6,25.2,"Racine, WI",East North Central Division,Midwest Region,55,196311
835,39580.0,10.879999999999999,60.83,19.650000000000002,2.39,6.25,12.536589048630809,0.12077043206663202,0.10841564064402655,638.0,71.6,566.4,601.3,72.0,529.3,645.9,72.5,573.4,-0.05752351097178687,0.005586592178770999,-0.06550141242937857,0.06282706301285029,1390785,1390785,3.53,4.74,17.75,18.19,9.06,46.760000000000005,"Raleigh, NC",South Atlantic Division,South Region,37,1390785
838,39660.0,5.13,81.72,1.39,10.549999999999999,1.21,18.833855135392742,0.03598200899550212,0.1463247683235047,65.7,7.3,58.4,66.8,8.2,58.6,69.1,7.900000000000001,61.20000000000001,0.016742770167427645,0.12328767123287654,0.0034246575342467,0.014616497829232996,151079,151079,1.5,4.75,28.17,23.96,11.33,30.220000000000002,"Rapid City, SD",West North Central Division,Midwest Region,46,142107
841,39740.0,22.45,70.3,4.29,1.5,1.46,17.598607668271743,0.035897435897435964,0.08059361195366734,180.4,39.4,141.0,160.0,37.0,123.0,181.8,40.1,141.6,-0.11308203991130827,-0.060913705583756306,-0.12765957446808507,0.01782178217821782,421164,421164,5.3,8.0,36.7,16.5,8.6,24.9,"Reading, PA",Middle Atlantic Division,Northeast Region,42,421164
842,39820.0,10.51,79.16,1.09,6.0600000000000005,3.18,21.140048867170147,0.07679999999999995,0.1001097494055241,64.8,5.6,59.2,65.9,7.1,58.8,67.3,6.5,60.9,0.016975308641975495,0.2678571428571428,-0.006756756756756799,0.01263001485884101,180080,180080,2.1999999999999997,6.7,25.4,31.8,11.700000000000001,22.2,"Redding, CA",Pacific Division,West Region,6,180080
843,39900.0,25.069999999999997,63.05,2.36,4.34,6.0600000000000005,17.115747191523564,0.17870722433460073,0.1555068948364367,243.7,42.8,200.9,226.9,42.7,184.2,248.0,43.9,204.1,-0.06893721789084939,-0.002336448598130758,-0.08312593330014939,0.01653225806451613,471519,471519,4.6,6.800000000000001,23.5,25.7,8.6,30.8,"Reno, NV",Mountain Division,West Region,32,475642
845,40060.0,6.660000000000001,57.08,29.49,2.63,4.14,16.05921252660383,0.056597969855429,0.09484940136370958,679.0,70.89999999999999,608.1000000000001,630.7,70.0,560.6999999999999,687.0,72.10000000000001,614.8999999999999,-0.07113402061855667,-0.012693935119887256,-0.07794770596941292,0.03475982532751092,1315600,1315600,3.62,6.54,25.240000000000002,20.02,7.4399999999999995,37.18,"Richmond, VA",South Atlantic Division,South Region,51,1291900
862,40140.0,52.1,30.9,7.1,2.69,7.22,13.47047314654721,0.14673069818987802,0.10863854420296762,1524.0,202.4,1321.6,1451.8,200.7,1251.1,1552.1,208.9,1343.2,-0.047375328083989476,-0.008399209486166126,-0.053344430992736114,0.011506990528960762,4650631,4650631,9.01,9.93,26.619999999999997,24.610000000000003,8.19,21.69,"Riverside-San Bernardino-Ontario, CA",Pacific Division,West Region,6,4650631
864,40220.0,4.130000000000001,77.86,13.28,2.23,2.4899999999999998,20.643185983104633,0.01496259351620951,0.09104162327809344,161.4,23.8,137.6,149.20000000000002,23.599999999999998,125.60000000000001,162.79999999999998,24.5,138.20000000000002,-0.07558859975216858,-0.008403361344537785,-0.08720930232558144,0.017076167076167076,313222,313222,3.8899999999999997,6.7,30.959999999999997,20.14,10.63,27.689999999999998,"Roanoke, VA",South Atlantic Division,South Region,51,313222
870,40340.0,4.63,83.39,4.93,2.19,4.859999999999999,17.014162697536513,0.06249999999999998,0.08716699830714861,121.4,15.3,106.1,113.7,16.2,97.5,124.1,16.2,108.0,-0.06342668863261947,0.05882352941176472,-0.08105560791705935,0.018533440773569703,221921,221921,2.67,3.17,23.79,19.12,12.46,38.87,"Rochester, MN",West North Central Division,Midwest Region,27,221921
874,40380.0,7.76,76.12,11.0,2.27,2.85,18.413042096248848,0.021385314155942598,0.08483904841220989,536.5,76.8,459.7,472.5,76.2,396.3,539.6999999999999,79.39999999999999,460.3,-0.11929170549860202,-0.007812499999999889,-0.13791603219490967,0.033500092644061515,1069644,1069644,3.17,6.43,25.85,17.4,12.06,35.15,"Rochester, NY",Middle Atlantic Division,Northeast Region,36,1069644
880,40420.0,14.99,68.4,11.600000000000001,2.46,2.56,17.690023682300158,-0.005940594059405978,0.0919680782597503,149.9,37.7,112.2,134.6,34.3,100.3,150.6,37.4,113.3,-0.10206804536357583,-0.09018567639257313,-0.10606060606060608,0.01254980079681275,336116,336116,4.42,8.12,32.190000000000005,23.3,8.89,23.0,"Rockford, IL",East North Central Division,Midwest Region,17,336116
882,40580.0,6.510000000000001,44.379999999999995,46.48,1.9800000000000002,0.65,19.527337586609043,-0.0088339222614841,0.09374397635518619,56.9,13.3,43.6,51.3,12.3,39.0,56.1,13.0,43.1,-0.09841827768014066,-0.07518796992481203,-0.10550458715596334,0.007664884135472371,145770,145770,5.41,10.48,35.04,20.71,10.100000000000001,18.26,"Rocky Mount, NC",South Atlantic Division,South Region,37,145770
884,40660.0,11.59,70.57,14.44,1.91,1.49,17.03486365205385,0.039800995024875475,,41.8,7.2,34.6,39.0,6.7,32.3,41.8,7.2,34.6,-0.06698564593301426,-0.06944444444444442,-0.06647398843930652,0.011244019138755982,98498,98498,6.9,10.7,34.300000000000004,19.2,8.0,20.9,"Rome, GA",South Atlantic Division,South Region,13,98498
885,40900.0,22.0,51.4,7.000000000000001,5.0,14.610000000000001,15.868309832341257,0.1130822812363954,0.10087636649299224,1008.8,100.8,908.0,947.7,106.6,841.1,1022.7,106.7,915.9,-0.060567010309278246,0.05753968253968256,-0.07367841409691622,0.03321599687102767,2363730,2363730,5.33,5.47,21.17,24.64,9.83,33.64,"Sacramento--Roseville--Arden-Arcade, CA",Pacific Division,West Region,6,2363730
889,40980.0,8.67,69.13,18.45,2.34,1.4000000000000001,19.635875070195603,-0.003409090909090877,0.09940558473873376,86.7,15.2,71.5,76.6,13.9,62.7,87.7,15.3,72.3,-0.11649365628604391,-0.08552631578947367,-0.12307692307692308,0.013340935005701254,190539,190539,3.0,7.6,33.300000000000004,24.8,10.4,20.8,"Saginaw, MI",East North Central Division,Midwest Region,26,190539
890,41060.0,3.4000000000000004,85.37,7.090000000000001,2.04,2.09,15.240339862549762,0.03361344537815134,0.07566383372231274,109.4,21.2,88.2,101.3,22.0,79.3,110.7,22.6,88.1,-0.07404021937842786,0.037735849056603765,-0.10090702947845809,0.014543812104787715,201964,201964,4.1000000000000005,4.2,28.38,22.58,14.04,26.71,"St. Cloud, MN",West North Central Division,Midwest Region,27,201964
892,41100.0,10.879999999999999,83.8,0.67,2.86,1.79,22.00263578814571,0.22782608695652165,0.14014858520264067,69.4,11.3,58.1,68.6,13.0,55.6,70.6,11.6,59.0,-0.011527377521614035,0.1504424778761062,-0.04302925989672979,0.015155807365439094,177556,177556,2.3,4.8,23.400000000000002,28.999999999999996,12.5,28.1,"St. George, UT",Mountain Division,West Region,49,177556
893,41140.0,4.65,88.08,3.56,2.54,1.17,16.650825825097712,0.009693053311793239,,61.8,13.8,48.0,59.6,14.0,45.6,62.5,14.3,48.2,-0.03559870550161803,0.014492753623188248,-0.04999999999999993,0.01104,206218,206218,3.08,6.800000000000001,34.72,23.46,7.739999999999999,24.2,"St. Joseph, MO-KS",West North Central Division,Midwest Region,29,125223
897,41180.0,3.1300000000000003,73.18,18.26,2.23,3.2,17.02836026042817,0.036946902654867206,0.10483001827461913,1385.2999999999995,182.09999999999994,1203.2000000000003,1291.2999999999997,180.90000000000006,1110.3999999999999,1406.0999999999997,187.59999999999994,1218.5,-0.06785533819389299,-0.006589785831960349,-0.0771276595744681,0.03435744257165208,2277941,2277941,2.35,6.16,25.85,21.64,8.36,35.589999999999996,"St. Louis, MO-IL",West North Central Division,Midwest Region,29,2803228
912,41420.0,24.7,67.21000000000001,1.0999999999999999,3.95,3.0300000000000002,16.63966370363883,0.10529674537332483,0.08918314678628687,170.3,24.6,145.7,161.1,25.1,136.0,173.2,26.1,147.0,-0.05402231356429843,0.020325203252032464,-0.06657515442690454,0.021478060046189375,433903,433903,6.569999999999999,7.02,25.979999999999997,26.419999999999998,9.02,24.990000000000002,"Salem, OR",Pacific Division,West Region,41,433903
914,41500.0,59.37,29.37,2.52,2.5700000000000003,6.16,13.991351445994917,0.09015777610818934,0.16940561859950184,142.7,11.9,130.8,127.5,11.0,116.5,145.1,12.1,133.0,-0.10651716888577423,-0.0756302521008404,-0.10932721712538229,0.014266023432115782,434061,434061,19.6,8.9,20.3,18.3,8.200000000000001,24.7,"Salinas, CA",Pacific Division,West Region,6,434061
915,41540.0,5.63,57.58,28.68,2.56,5.56,17.983964253110653,0.06813757300454251,0.17218567938357446,154.2,23.6,130.6,155.1,23.0,132.1,164.6,24.0,140.6,0.005836575875486361,-0.025423728813559365,0.011485451761102494,0.009356014580801944,1008871,1008871,3.25,5.970000000000001,27.13,19.62,7.06,36.97,"Salisbury, MD-DE",South Atlantic Division,South Region,24,415726
919,41620.0,18.459999999999997,71.03,1.77,2.96,5.779999999999999,11.09754554245329,0.1142687981053877,0.08248511666520873,738.8,102.1,636.7,718.7,108.1,610.6,752.8,106.0,646.8,-0.027206280454791454,0.05876591576885404,-0.04099261818752953,0.04456695005313496,1232696,1232696,3.39,5.79,22.99,23.919999999999998,9.07,34.93,"Salt Lake City, UT",Mountain Division,West Region,49,1232696
921,41660.0,41.05,53.28000000000001,3.63,1.97,1.3599999999999999,15.9001677852349,0.01214574898785428,0.12063060218135885,50.2,7.4,42.8,46.9,6.4,40.5,50.0,7.3,42.7,-0.06573705179282874,-0.1351351351351351,-0.053738317757009324,0.0122,119200,119200,5.8999999999999995,7.9,30.2,24.7,6.9,24.5,"San Angelo, TX",West South Central Division,South Region,48,122027
923,41700.0,55.7,33.25,6.61,1.7500000000000002,2.7,13.341996738482766,0.09124974680980356,0.12357221680601428,1063.8,116.20000000000002,947.6000000000001,1008.3999999999999,112.20000000000002,896.1999999999999,1077.5,118.29999999999998,959.3000000000001,-0.052077458168828694,-0.03442340791738385,-0.05424229632756439,0.02619025522041763,2550960,2550960,6.79,8.09,26.279999999999998,22.58,8.06,28.199999999999996,"San Antonio-New Braunfels, TX",West South Central Division,South Region,48,2550960
931,41740.0,34.150000000000006,44.96,4.71,3.81,12.379999999999999,14.511806801604395,0.08549971114962457,0.1272098057420309,1488.0,195.6,1292.4,1338.4,194.2,1144.2,1503.2,200.0,1303.2,-0.10053763440860208,-0.007157464212678932,-0.11467038068709379,0.03797232570516232,3338330,3338330,6.6000000000000005,6.0,18.2,22.3,8.1,38.800000000000004,"San Diego-Carlsbad, CA",Pacific Division,West Region,6,3338330
932,41860.0,21.85,38.879999999999995,7.17,4.130000000000001,27.98,15.94567652119076,0.10464029897228291,0.10711837511418613,2448.2,267.2,2181.0,2197.2,260.4,1936.8,2482.9,273.6,2209.3,-0.10252430356996978,-0.025449101796407247,-0.11196698762035762,0.06590277498086915,4731803,4731803,5.970000000000001,4.84,15.68,17.41,6.68,49.419999999999995,"San Francisco-Oakland-Hayward, CA",Pacific Division,West Region,6,4731803
937,41940.0,26.150000000000002,30.65,2.32,3.2800000000000002,37.6,13.887806054273458,0.09660499713904272,0.08678694801004336,1135.5,223.3,912.2,1052.3,219.2,833.1,1149.9,225.3,924.6,-0.0732716864817261,-0.018360949395432202,-0.08671344003508008,0.1256891903643795,1990660,1990660,6.9,4.95,14.44,15.340000000000002,6.9,51.370000000000005,"San Jose-Sunnyvale-Santa Clara, CA",Pacific Division,West Region,6,1990660
939,42020.0,22.91,68.5,1.73,3.1,3.7600000000000002,20.857896726019124,0.07271095152603226,0.1572744938256127,117.4,15.4,102.0,105.6,15.4,90.2,119.5,16.1,103.4,-0.10051107325383313,0.0,-0.11568627450980384,0.01891213389121339,283111,283111,4.0,4.7,19.900000000000002,25.6,10.4,35.4,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Pacific Division,West Region,6,283111
940,42100.0,34.01,56.769999999999996,0.9900000000000001,3.36,4.859999999999999,17.28212054331236,0.053861788617886146,0.13226841651499188,101.9,11.2,90.7,90.4,11.2,79.2,103.7,11.6,92.2,-0.11285574092247297,0.0,-0.1267916207276737,0.02034715525554484,273213,273213,9.0,4.7,15.5,21.3,8.7,40.8,"Santa Cruz-Watsonville, CA",Pacific Division,West Region,6,273213
941,42140.0,50.9,43.16,0.83,3.7199999999999998,1.39,25.343513481158304,0.01605136436597111,0.16530147673988746,62.5,3.7,58.8,54.9,3.8,51.1,63.3,3.9,59.4,-0.12160000000000004,0.027027027027026973,-0.13095238095238093,0.024960505529225907,150358,150358,5.2,5.5,22.3,19.400000000000002,6.6000000000000005,41.0,"Santa Fe, NM",Mountain Division,West Region,35,150358
942,42200.0,46.03,43.8,1.7999999999999998,2.8000000000000003,5.57,15.705522296802457,0.06945975744211684,0.1419125159847574,191.8,22.8,169.0,173.5,21.5,152.0,194.0,22.8,171.1,-0.09541188738269035,-0.05701754385964919,-0.10059171597633132,0.0261340206185567,446499,446499,12.4,6.7,17.8,21.2,7.8,34.2,"Santa Maria-Santa Barbara, CA",Pacific Division,West Region,6,446499
943,42220.0,27.3,62.91,1.6199999999999999,3.5700000000000003,4.590000000000001,20.699079168824444,0.06091370558375635,0.11826721472654256,205.0,38.2,166.8,184.6,38.2,146.4,209.0,40.1,168.9,-0.0995121951219512,0.0,-0.12230215827338131,0.01583732057416268,494336,494336,5.800000000000001,5.4,18.7,25.0,9.6,35.5,"Santa Rosa, CA",Pacific Division,West Region,6,494336
944,42340.0,6.4799999999999995,55.17999999999999,33.379999999999995,2.36,2.6,14.760533159782687,0.09768786127167634,0.1402499737972959,188.19999999999996,27.100000000000005,161.1,175.19999999999996,25.7,149.5,189.9,26.899999999999995,162.9,-0.06907545164718387,-0.05166051660516613,-0.07200496585971439,0.010689836756187466,393353,393353,2.9899999999999998,7.199999999999999,26.38,24.13,7.969999999999999,31.330000000000002,"Savannah, GA",South Atlantic Division,South Region,13,393353
947,42540.0,11.17,81.76,3.66,1.47,1.95,20.304034230932412,0.016608729239088498,0.0857095368249981,259.0,38.3,220.69999999999996,235.30000000000004,37.0,198.30000000000004,263.2,39.1,224.1,-0.09150579150579141,-0.03394255874673624,-0.10149524241051189,0.013373860182370821,553885,553885,2.98,6.65,38.56,17.37,9.74,24.779999999999998,"Scranton--Wilkes-Barre--Hazleton, PA",Middle Atlantic Division,Northeast Region,42,553885
950,42660.0,10.37,61.870000000000005,6.11,5.680000000000001,15.97,13.758199125845353,0.10706343323096489,0.09377223880061476,2039.5,304.3,1735.2,1922.7,294.3,1628.4000000000003,2090.8,314.2,1776.5999999999997,-0.057268938465310115,-0.03286230693394676,-0.06154910096818811,0.07069064472929022,3979845,3979845,3.1399999999999997,4.29,19.49,21.11,9.3,42.68,"Seattle-Tacoma-Bellevue, WA",Pacific Division,West Region,53,3979845
953,42680.0,12.75,74.98,9.139999999999999,1.54,1.59,33.84941503098366,0.11020408163265304,0.14967248408226835,54.8,6.6,48.2,50.5,6.5,44.0,54.4,6.8,47.6,-0.07846715328467146,-0.015151515151515138,-0.08713692946058094,0.007720588235294118,159923,159923,3.5000000000000004,7.1,30.4,20.4,9.4,29.099999999999998,"Sebastian-Vero Beach, FL",South Atlantic Division,South Region,12,159923
954,42700.0,21.099999999999998,66.09,9.569999999999999,1.7500000000000002,1.49,36.046544468607905,0.07377049180327873,,26.6,2.0,24.6,24.5,2.2,22.3,26.2,2.1,24.1,-0.07894736842105265,0.10000000000000009,-0.0934959349593496,0.0061068702290076335,106221,106221,5.4,8.9,38.800000000000004,21.4,8.4,17.2,"Sebring, FL",South Atlantic Division,South Region,12,106221
955,43100.0,6.69,83.50999999999999,2.13,1.9300000000000002,5.74,18.548638807005375,0.04269293924466341,0.08351601861466863,62.2,24.9,37.3,59.7,22.6,37.1,63.5,25.0,38.5,-0.04019292604501612,-0.09236947791164651,-0.005361930294906059,0.014960629921259842,115340,115340,2.4,4.5,35.9,21.2,11.0,25.1,"Sheboygan, WI",East North Central Division,Midwest Region,55,115340
956,43300.0,14.219999999999999,74.61,5.8500000000000005,3.7699999999999996,1.55,17.753208234223123,0.07252747252747246,0.11085310449268054,48.3,9.0,39.3,46.7,8.1,38.6,48.8,8.7,40.1,-0.03312629399585909,-0.10000000000000009,-0.01781170483460548,0.009836065573770493,136212,136212,3.9,7.3,30.099999999999998,27.800000000000004,10.4,20.4,"Sherman-Denison, TX",West South Central Division,South Region,48,136212
957,43340.0,3.9899999999999998,53.11,39.410000000000004,2.16,1.3299999999999998,17.144368034804618,-0.015760869565217422,0.12628771461910326,181.4,23.9,157.5,163.3,21.1,142.2,181.1,23.7,157.4,-0.09977949283351706,-0.11715481171548103,-0.0971428571428572,0.009331860850358918,433046,433046,3.4299999999999997,9.28,33.83,22.689999999999998,7.99,22.73,"Shreveport-Bossier City, LA",West South Central Division,South Region,22,394706
961,43420.0,35.730000000000004,54.769999999999996,3.85,3.3099999999999996,2.34,23.123838566731784,0.0,0.10395969844289434,33.7,2.4,31.3,33.6,3.6,30.0,33.9,2.5,31.4,-0.0029673590504450953,0.5,-0.04153354632587858,0.04542772861356932,125922,125922,5.3,7.3999999999999995,24.099999999999998,28.799999999999997,11.4,23.1,"Sierra Vista-Douglas, AZ",Mountain Division,West Region,4,125922
962,43580.0,14.91,76.68,2.97,2.77,2.67,17.339162315527133,0.0022650056625141885,0.09285168821251301,87.2,21.3,65.9,82.7,21.3,61.4,88.5,22.2,66.3,-0.05160550458715596,0.0,-0.06828528072837647,0.009265536723163843,194202,194202,6.529999999999999,6.17,33.83,21.09,10.780000000000001,21.59,"Sioux City, IA-NE-SD",West North Central Division,Midwest Region,19,144701
967,43620.0,4.43,84.92,4.77,4.01,1.8800000000000001,13.821989919174445,0.06449468085106375,0.09535358790540384,156.4,22.4,134.0,154.5,24.0,130.5,160.1,23.7,136.4,-0.012148337595907943,0.0714285714285714,-0.026119402985074647,0.03191755153029357,268232,268232,2.98,4.16,26.029999999999998,20.61,12.73,33.64,"Sioux Falls, SD",West North Central Division,Midwest Region,46,268232
971,43780.0,8.7,73.91,12.06,2.87,2.45,16.091317497714442,0.046395431834404,0.09750889081324669,145.1,22.8,122.3,131.5,20.9,110.6,146.6,23.3,123.4,-0.09372846312887662,-0.08333333333333337,-0.09566639411283728,0.013847203274215552,305177,305177,4.859999999999999,8.25,31.06,19.45,8.57,27.810000000000002,"South Bend-Mishawaka, IN-MI",East North Central Division,Midwest Region,18,323613
973,43900.0,6.8500000000000005,67.49000000000001,21.32,1.95,2.39,16.744117706373647,0.16221910112359547,0.08666001841055544,163.3,43.9,119.4,157.3,43.2,114.1,165.5,45.0,120.5,-0.03674219228413966,-0.015945330296127436,-0.044388609715242944,0.010513595166163143,347101,347101,4.99,9.66,30.14,21.07,10.59,23.46,"Spartanburg, SC",South Atlantic Division,South Region,45,319785
975,44060.0,5.87,84.28999999999999,1.7399999999999998,5.36,2.75,17.386151877646007,0.09184109354976507,0.09019600229106196,250.30000000000004,31.2,219.1,239.6,32.4,207.19999999999996,255.6,33.2,222.4,-0.042748701558130264,0.03846153846153855,-0.054313099041533586,0.02034428794992175,582245,582245,1.76,4.75,24.27,26.77,12.83,29.609999999999996,"Spokane-Spokane Valley, WA",Pacific Division,West Region,53,568521
978,44100.0,2.3800000000000003,80.92,12.11,2.53,2.06,18.502136628188023,-0.025202520252025178,0.09481487999648018,106.7,6.2,100.5,97.3,6.8,90.5,108.3,6.9,101.3,-0.08809746954076858,0.09677419354838701,-0.09950248756218905,0.028070175438596492,206868,206868,1.78,5.63,27.71,22.66,8.25,33.879999999999995,"Springfield, IL",East North Central Division,Midwest Region,17,206868
980,44180.0,3.4799999999999995,89.42999999999999,2.3800000000000003,3.0,1.71,16.784180310440146,0.056894889103182175,0.09930639779567521,217.6,25.7,191.9,206.9,26.1,180.8,219.2,26.4,192.8,-0.04917279411764697,0.015564202334630517,-0.05784262636789994,0.022855839416058395,470300,470300,2.9499999999999997,6.279999999999999,30.39,24.86,7.88,27.63,"Springfield, MO",West North Central Division,Midwest Region,29,470300
985,44220.0,3.62,83.89,8.72,3.02,0.75,19.736282750236793,-0.01968503937007874,0.1030997467133036,49.8,8.4,41.4,46.2,7.5,38.7,49.8,8.3,41.4,-0.07228915662650592,-0.1071428571428572,-0.06521739130434767,0.03594377510040161,134083,134083,2.6,8.6,37.9,22.8,9.3,18.7,"Springfield, OH",East North Central Division,Midwest Region,39,134083
986,44300.0,3.02,85.42,3.58,1.55,6.419999999999999,14.862210179511653,0.05256241787122208,0.08747837370242212,80.3,7.3,73.0,67.9,7.6,60.3,80.1,7.8,72.3,-0.15442092154420917,0.041095890410958846,-0.17397260273972603,0.029837702871410736,162385,162385,2.0,3.6999999999999997,29.4,12.3,7.199999999999999,45.5,"State College, PA",Middle Atlantic Division,Northeast Region,42,162385
987,44420.0,4.2,85.31,7.249999999999999,2.27,0.97,21.05019493177388,0.04251012145748991,,51.1,10.6,40.5,48.20000000000001,10.9,37.3,51.5,10.800000000000002,40.8,-0.05675146771037176,0.028301886792452935,-0.07901234567901239,0.011262135922330099,123120,123120,3.85,8.51,35.92,19.05,6.92,25.679999999999996,"Staunton-Waynesboro, VA",South Atlantic Division,South Region,51,123120
990,44700.0,42.03,30.459999999999997,7.12,3.92,16.470000000000002,13.092076604544001,0.13250802384227423,0.08727359100832863,241.9,32.3,209.6,236.6,33.2,203.4,247.0,33.7,213.2,-0.021909880115750346,0.02786377708978338,-0.029580152671755622,0.007651821862348178,762148,762148,11.1,9.6,28.299999999999997,22.8,9.4,18.8,"Stockton-Lodi, CA",Pacific Division,West Region,6,762148
991,44940.0,4.19,44.79,47.23,2.3,1.49,16.855164400633427,0.025839793281653745,,39.7,9.8,29.9,36.8,9.2,27.6,39.7,9.8,29.8,-0.07304785894206567,-0.061224489795918546,-0.07692307692307687,0.008564231738035265,106721,106721,4.3999999999999995,10.100000000000001,30.8,24.7,10.6,19.3,"Sumter, SC",South Atlantic Division,South Region,45,140466
992,45060.0,4.42,81.37,8.18,3.0700000000000003,2.9499999999999997,17.54998897613758,0.020057306590257732,0.0894931251500954,316.7,37.5,279.2,283.4,37.2,246.19999999999996,320.4,39.3,281.1,-0.10514682664982633,-0.007999999999999896,-0.11819484240687683,0.020318352059925094,648593,648593,2.82,6.569999999999999,28.610000000000003,17.810000000000002,12.41,31.790000000000003,"Syracuse, NY",Middle Atlantic Division,Northeast Region,36,648593
995,45220.0,6.8500000000000005,55.35,32.66,2.23,2.9000000000000004,15.030718415812947,0.08173913043478258,0.10727124669804758,187.7,11.6,176.1,171.5,11.8,159.7,186.6,12.1,174.5,-0.08630793819925409,0.017241379310344973,-0.09312890403180019,0.0342443729903537,387227,387227,2.7199999999999998,6.32,23.1,19.759999999999998,8.74,39.35,"Tallahassee, FL",South Atlantic Division,South Region,12,387227
999,45300.0,20.549999999999997,61.68,11.88,2.21,3.6700000000000004,20.04688197904678,0.10768246862259158,0.11284094138869981,1378.3,148.5,1229.8,1309.5,149.6,1159.9,1385.6,150.9,1234.8,-0.04991656388304433,0.007407407407407307,-0.05683851032688236,0.03384815242494226,3194831,3194831,3.82,6.59,28.92,20.419999999999998,9.78,30.39,"Tampa-St. Petersburg-Clearwater, FL",South Atlantic Division,South Region,12,3194831
1003,45460.0,2.34,88.63,5.33,2.23,1.47,17.483916661748214,-0.01457725947521866,0.10912600042495928,66.9,13.7,53.2,62.7,12.9,49.8,67.6,13.7,53.9,-0.06278026905829603,-0.058394160583941535,-0.06390977443609036,0.008284023668639054,169430,169430,2.64,8.219999999999999,36.36,21.91,9.53,21.26,"Terre Haute, IN",East North Central Division,Midwest Region,18,186367
1007,45500.0,20.8,66.28,10.79,2.19,1.3,18.16246682755137,0.008319467554076539,0.11304208865184469,60.1,8.3,51.79999999999999,56.20000000000001,7.900000000000001,48.29999999999999,60.6,8.4,52.20000000000001,-0.06489184692179695,-0.048192771084337394,-0.06756756756756754,0.007425742574257425,249454,249454,3.37,5.45,28.660000000000004,23.95,7.79,30.740000000000002,"Texarkana, TX-AR",West South Central Division,South Region,48,148761
1010,45540.0,5.93,85.05,6.909999999999999,1.1199999999999999,0.9900000000000001,58.17399184413231,0.2129277566539923,,31.9,4.8,27.1,31.2,4.8,26.4,31.9,4.9,26.9,-0.021943573667711602,0.0,-0.02583025830258312,0.00438871473354232,132420,132420,2.1999999999999997,5.7,30.4,21.9,8.1,31.8,"The Villages, FL",South Atlantic Division,South Region,12,132420
